arrest_key,arrest_date,pd_cd,pd_desc,ky_cd,ofns_desc,law_code,law_cat_cd,arrest_boro,arrest_precinct,jurisdiction_code,age_group,perp_sex,perp_race,x_coord_cd,y_coord_cd,latitude,longitude
173095147,2017-12-30T00:00:00.000,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,6,0,25-44,M,UNKNOWN,982807,209038,40.74044574800007,-74.00520871899994
173100201,2017-12-30T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,Q,113,0,25-44,M,BLACK,1045324,190477,40.68928963500008,-73.77977609999994
173093656,2017-12-30T00:00:00.000,782,"WEAPONS, POSSESSION, ETC",236.0,DANGEROUS WEAPONS,PL 2650101,M,M,19,0,25-44,M,BLACK,997839,225593,40.78587463900004,-73.95093015299993
173093674,2017-12-30T00:00:00.000,567,"MARIJUANA, POSSESSION 4 & 5",235.0,DANGEROUS DRUGS,PL 2211001,M,Q,101,0,18-24,M,WHITE,1043516,157081,40.59763735300004,-73.78658887599995
173093905,2017-12-30T00:00:00.000,847,"NY STATE LAWS,UNCLASSIFIED FELONY",125.0,OTHER STATE LAWS,VTL0511003,F,K,81,0,25-44,M,BLACK,1004856,187468,40.68121734900007,-73.92570780199996
173093912,2017-12-30T00:00:00.000,707,"IMPERSONATION 2, PUBLIC SERVANT",340.0,FRAUDS,PL 1902300,M,M,17,4,45-64,M,BLACK,992038,211064,40.74600330200008,-73.97189499899997
173093922,2017-12-30T00:00:00.000,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,S,122,0,65+,M,BLACK,955640,153482,40.58791079600008,-74.10300888799998
173095148,2017-12-30T00:00:00.000,478,"THEFT OF SERVICES, UNCLASSIFIED",343.0,OTHER OFFENSES RELATED TO THEFT,PL 1651502,M,M,13,0,25-44,M,BLACK,984784,209157,40.74077247500002,-73.99807442399998
173095153,2017-12-30T00:00:00.000,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,115,0,18-24,F,WHITE HISPANIC,1013651,211889,40.748222277000025,-73.89389135499994
173097294,2017-12-30T00:00:00.000,106,"ASSAULT 2,1,PEACE OFFICER",106.0,FELONY ASSAULT,PL 12005A3,F,M,6,0,25-44,M,WHITE,983271,206515,40.733520799000075,-74.00353394099994
173097450,2017-12-30T00:00:00.000,687,"CHILD,OFFENSES AGAINST,UNCLASSIFIED",345.0,OFFENSES RELATED TO CHILDREN,PL 2602002,M,K,62,0,18-24,F,WHITE HISPANIC,987090,157683,40.59948742000006,-73.98977453299993
173097580,2017-12-30T00:00:00.000,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,6,0,25-44,F,ASIAN / PACIFIC ISLANDER,984213,204463,40.72788861400005,-74.000134942
173097590,2017-12-30T00:00:00.000,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402000,F,Q,115,0,45-64,M,BLACK HISPANIC,1021261,214969,40.75664751200002,-73.866409462
173098532,2017-12-30T00:00:00.000,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,Q,108,1,65+,F,WHITE,1008021,212162,40.74898851800003,-73.91420940599994
173101834,2017-12-30T00:00:00.000,109,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 120102H,F,B,47,0,45-64,M,BLACK,1027676,266180,40.89717769600002,-73.84292297299999
173111970,2017-12-30T00:00:00.000,567,"MARIJUANA, POSSESSION 4 & 5",235.0,DANGEROUS DRUGS,PL 2211001,M,Q,113,0,18-24,M,WHITE HISPANIC,1039504,188666,40.68435711400008,-73.80077708
173102758,2017-12-30T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341.0,PETIT LARCENY,PL 1552500,M,B,46,0,45-64,M,BLACK,1013997,253290,40.86185538700005,-73.89245918699999
173097289,2017-12-30T00:00:00.000,203,"TRESPASS 3, CRIMINAL",352.0,CRIMINAL TRESPASS,PL 1401000,M,K,60,2,25-44,F,WHITE,990284,154582,40.59097419900007,-73.97827563199996
173104453,2017-12-30T00:00:00.000,109,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200502,F,B,46,0,25-44,F,UNKNOWN,1011751,250275,40.85358740100002,-73.90059135599995
173104467,2017-12-30T00:00:00.000,567,"MARIJUANA, POSSESSION 4 & 5",235.0,DANGEROUS DRUGS,PL 2211001,M,M,19,0,18-24,M,WHITE HISPANIC,999249,223595,40.78038838000003,-73.94584295799996
173107286,2017-12-30T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341.0,PETIT LARCENY,PL 1552500,M,M,9,0,18-24,M,BLACK,986930,206925,40.73464579700004,-73.99033112999997
173108359,2017-12-30T00:00:00.000,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 2052501,F,B,41,72,25-44,M,BLACK,1017934,232221,40.804012949000025,-73.87833183299993
173108373,2017-12-30T00:00:00.000,567,"MARIJUANA, POSSESSION 4 & 5",235.0,DANGEROUS DRUGS,PL 2211001,M,M,9,2,45-64,M,WHITE HISPANIC,988390,202293,40.721931522000034,-73.98506582
173110219,2017-12-30T00:00:00.000,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 160102A,F,B,47,0,<18,M,WHITE HISPANIC,1023992,261067,40.883161504000036,-73.85627888299997
173111097,2017-12-30T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,79,0,25-44,M,BLACK,996651,186731,40.67920974700007,-73.95529176499997
173111113,2017-12-30T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341.0,PETIT LARCENY,PL 1552500,M,Q,113,0,45-64,M,BLACK,1046166,187009,40.679764946000034,-73.77677183199995
173111114,2017-12-30T00:00:00.000,113,"MENACING,UNCLASSIFIED",344.0,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,S,120,0,45-64,M,WHITE,948349,169424,40.631641741000074,-74.12934412599996
173111968,2017-12-30T00:00:00.000,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402000,F,M,9,0,45-64,M,BLACK HISPANIC,989249,205305,40.730198287000064,-73.98196461999999
173107288,2017-12-30T00:00:00.000,478,"THEFT OF SERVICES, UNCLASSIFIED",343.0,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,M,6,1,45-64,M,BLACK,983985,205857,40.731714801000074,-74.00095761299998
173097287,2017-12-30T00:00:00.000,505,"CONTROLLED SUBSTANCE, POSSESSION 4",117.0,DANGEROUS DRUGS,PL 2200903,F,B,41,0,25-44,F,WHITE HISPANIC,1015672,236043,40.81451160700004,-73.88648447999998
173112643,2017-12-30T00:00:00.000,748,"CONTEMPT,CRIMINAL",359.0,OFFENSES AGAINST PUBLIC ADMINISTRATION,PL 2155003,M,B,52,0,25-44,M,BLACK,1015909,254861,40.866160653000065,-73.885539452
173099461,2017-12-30T00:00:00.000,462,UNAUTHORIZED USE VEHICLE 3,353.0,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),PL 1650501,M,Q,107,0,18-24,M,BLACK,1043678,208647,40.73917301100005,-73.78555095399997
173112657,2017-12-30T00:00:00.000,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1600500,F,K,63,0,25-44,M,WHITE HISPANIC,1000521,168264,40.62851560000007,-73.94138369799998
173113232,2017-12-30T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341.0,PETIT LARCENY,PL 1552500,M,B,45,0,25-44,F,BLACK,1033597,255731,40.86846737800005,-73.82158284599996
173113239,2017-12-30T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,73,0,18-24,M,BLACK,1007155,188499,40.68404155800005,-73.91741540099997
173113255,2017-12-30T00:00:00.000,114,OBSTR BREATH/CIRCUL,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,Q,102,0,25-44,M,ASIAN / PACIFIC ISLANDER,1032317,191628,40.69252905500008,-73.82666939299997
173113258,2017-12-30T00:00:00.000,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113.0,FORGERY,PL 1702500,F,S,122,0,18-24,M,WHITE HISPANIC,954827,148519,40.57428568800003,-74.10591440499996
173113402,2017-12-30T00:00:00.000,109,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1201001,F,Q,108,0,25-44,M,WHITE HISPANIC,1013102,211221,40.74639059300006,-73.89587559399996
173113404,2017-12-30T00:00:00.000,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553001,F,Q,103,0,<18,M,ASIAN / PACIFIC ISLANDER,1037842,195588,40.70336657700005,-73.80671451399996
173113413,2017-12-30T00:00:00.000,507,"CONTROLLED SUBSTANCE, POSSESSION 5",117.0,DANGEROUS DRUGS,PL 2200606,F,K,68,0,25-44,M,ASIAN / PACIFIC ISLANDER,979617,170814,40.635528540000045,-74.01669399499998
173093662,2017-12-30T00:00:00.000,905,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,M,24,0,25-44,F,WHITE,993369,229307,40.79607431300008,-73.96706674599994
173104464,2017-12-30T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348.0,VEHICLE AND TRAFFIC LAWS,VTL05110E2,F,K,68,0,25-44,M,WHITE HISPANIC,980771,169762,40.632641552000045,-74.01253562699996
173103594,2017-12-30T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,M,19,0,25-44,M,BLACK,996482,223147,40.77916300000004,-73.95583487399993
173101839,2017-12-30T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,50,0,25-44,M,WHITE HISPANIC,1013106,260771,40.88239138500006,-73.89564813599996
173098052,2017-12-30T00:00:00.000,905,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,K,70,0,25-44,M,ASIAN / PACIFIC ISLANDER,995871,175003,40.64702003900004,-73.95812413299996
173111953,2017-12-30T00:00:00.000,478,"THEFT OF SERVICES, UNCLASSIFIED",343.0,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,B,42,1,25-44,M,WHITE HISPANIC,1014172,241737,40.83014522400003,-73.89187807399996
173097449,2017-12-30T00:00:00.000,687,"CHILD,OFFENSES AGAINST,UNCLASSIFIED",345.0,OFFENSES RELATED TO CHILDREN,PL 2602002,M,K,62,0,25-44,F,WHITE HISPANIC,984231,163471,40.615374753000026,-74.00006987599994
173097443,2017-12-30T00:00:00.000,905,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,B,40,0,25-44,M,BLACK,1007453,233952,40.80879780500004,-73.91618413199996
173106333,2017-12-30T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341.0,PETIT LARCENY,PL 1552500,M,B,40,0,25-44,M,WHITE HISPANIC,1007567,237088,40.817404948000046,-73.91576142999998
173097451,2017-12-30T00:00:00.000,750,RESISTING ARREST,359.0,OFFENSES AGAINST PUBLIC ADMINISTRATION,PL 2053000,M,M,17,0,18-24,M,BLACK,992020,212581,40.75016710300008,-73.971958209
173113515,2017-12-30T00:00:00.000,113,"MENACING,UNCLASSIFIED",344.0,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,K,72,0,25-44,M,WHITE HISPANIC,983829,178017,40.65530042700004,-74.00151874299998
173113409,2017-12-30T00:00:00.000,114,OBSTR BREATH/CIRCUL,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,K,79,0,25-44,M,BLACK,996599,189082,40.68566278000004,-73.95547493399994
173113406,2017-12-30T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341.0,PETIT LARCENY,PL 1552500,M,S,121,0,25-44,M,WHITE,937077,149100,40.57580373900004,-74.16981239899997
173113254,2017-12-30T00:00:00.000,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,115,0,18-24,M,WHITE HISPANIC,1023558,213558,40.75276476800008,-73.85812665499998
173113250,2017-12-30T00:00:00.000,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,107,0,25-44,M,ASIAN / PACIFIC ISLANDER,1036628,204948,40.72906475000008,-73.81102013199995
173113248,2017-12-30T00:00:00.000,259,"MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG",351.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450003,M,Q,106,0,45-64,M,WHITE,1031898,186190,40.677605279000026,-73.82821877999999
173112667,2017-12-30T00:00:00.000,707,"IMPERSONATION 2, PUBLIC SERVANT",340.0,FRAUDS,PL 1902503,M,Q,102,1,18-24,M,BLACK,1035966,191851,40.693120567000044,-73.81350923999997
173112647,2017-12-30T00:00:00.000,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",117.0,DANGEROUS DRUGS,PL 2200601,F,B,42,0,18-24,M,BLACK,1011926,242049,40.83100889800004,-73.89999271699998
173112644,2017-12-30T00:00:00.000,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235.0,DANGEROUS DRUGS,PL 2200300,M,B,48,0,18-24,F,BLACK,1015210,251554,40.85708642000003,-73.88808193399994
173114456,2017-12-30T00:00:00.000,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1600500,F,M,30,0,25-44,M,BLACK,999724,240312,40.82627113600006,-73.94408929999997
173097578,2017-12-30T00:00:00.000,905,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,K,76,0,25-44,M,UNKNOWN,984166,188346,40.683651241000064,-74.00030431199998
173108362,2017-12-30T00:00:00.000,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,40,2,<18,M,BLACK,1009100,235660,40.813481309000046,-73.91022827399996
173099459,2017-12-30T00:00:00.000,462,UNAUTHORIZED USE VEHICLE 3,353.0,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),PL 1650501,M,Q,107,0,18-24,M,BLACK,1043678,208647,40.73917301100005,-73.78555095399997
173100195,2017-12-30T00:00:00.000,905,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,63,0,25-44,M,BLACK,1003216,160326,40.60672208000005,-73.93169701799998
173100196,2017-12-30T00:00:00.000,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450502,F,M,13,3,18-24,M,BLACK,986691,209691,40.742237852000066,-73.99119251599996
173101838,2017-12-30T00:00:00.000,267,"MISCHIEF, CRIMINAL 3 & 2, OF MOTOR VEHICLE",121.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1651001,F,B,42,0,25-44,M,WHITE HISPANIC,1008691,238872,40.82229848500003,-73.91169413099993
173102757,2017-12-30T00:00:00.000,478,"THEFT OF SERVICES, UNCLASSIFIED",343.0,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,B,46,1,45-64,M,BLACK,1010257,248767,40.84945291600008,-73.90599768399994
173102769,2017-12-30T00:00:00.000,175,"SEXUAL ABUSE 3,2",233.0,SEX CRIMES,PL 1305500,M,M,5,1,25-44,M,BLACK,984946,200203,40.716195914000025,-73.99749074599998
173102776,2017-12-30T00:00:00.000,905,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,109,0,25-44,M,ASIAN / PACIFIC ISLANDER,1033113,218123,40.76524686400006,-73.82360659499993
173104455,2017-12-30T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,44,0,25-44,M,WHITE HISPANIC,1008314,246652,40.84365337400004,-73.91302835299997
173104468,2017-12-30T00:00:00.000,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,Q,101,0,25-44,M,BLACK,1053650,158969,40.60274595100003,-73.75007786499998
173105389,2017-12-30T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341.0,PETIT LARCENY,PL 1552500,M,M,32,0,25-44,M,WHITE HISPANIC,1000186,239141,40.82305625200007,-73.94242273799993
173105392,2017-12-30T00:00:00.000,478,"THEFT OF SERVICES, UNCLASSIFIED",343.0,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,Q,110,1,25-44,M,ASIAN / PACIFIC ISLANDER,1018154,207719,40.736760557000025,-73.87766077599997
173107293,2017-12-30T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,Q,113,0,25-44,M,BLACK,1044582,187079,40.67996801700008,-73.78248207399997
173110233,2017-12-30T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341.0,PETIT LARCENY,PL 1552500,M,K,94,0,25-44,M,WHITE HISPANIC,997496,203879,40.72627576100007,-73.95221153699998
173113520,2017-12-30T00:00:00.000,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,9,2,18-24,F,WHITE HISPANIC,990896,201774,40.72050546500003,-73.976025587
173111092,2017-12-30T00:00:00.000,109,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200502,F,B,44,0,25-44,M,BLACK,1007383,245479,40.84043632100002,-73.91639725599998
173111101,2017-12-30T00:00:00.000,209,"BURGLARS TOOLS,UNCLASSIFIED",231.0,BURGLAR'S TOOLS,PL 1403500,M,M,20,0,18-24,M,BLACK,988854,221400,40.77437520800004,-73.98337879799993
173111110,2017-12-30T00:00:00.000,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553001,F,Q,110,0,18-24,F,BLACK,1019840,206689,40.73392684100002,-73.87158239799999
173111112,2017-12-30T00:00:00.000,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,Q,100,0,45-64,M,BLACK,1029551,149707,40.57747960600005,-73.83692512499994
173112652,2017-12-30T00:00:00.000,969,"TRAFFIC,UNCLASSIFIED INFRACTION",881.0,OTHER TRAFFIC INFRACTION,VTL051101A,M,K,69,0,45-64,M,BLACK,1011618,174026,40.644303725000036,-73.90138241199998
173112668,2017-12-30T00:00:00.000,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235.0,DANGEROUS DRUGS,PL 2200300,M,Q,103,2,25-44,M,BLACK,1041732,192519,40.69491849600007,-73.792710937
173113256,2017-12-30T00:00:00.000,793,WEAPONS POSSESSION 3,118.0,DANGEROUS WEAPONS,PL 2650201,F,S,122,0,25-44,M,BLACK HISPANIC,955093,149547,40.57710822300004,-74.10496132999998
173113259,2017-12-30T00:00:00.000,904,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL11920E3,F,S,123,0,25-44,M,WHITE,934123,130997,40.52609833800005,-74.18031188699997
173113407,2017-12-30T00:00:00.000,639,AGGRAVATED HARASSMENT 2,361.0,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2403004,M,B,43,0,45-64,M,BLACK,1017772,240710,40.82731347600002,-73.87887459299998
173108384,2017-12-30T00:00:00.000,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1600500,F,Q,114,0,18-24,M,BLACK,1008750,221802,40.77544584100008,-73.91154323799998
173113506,2017-12-30T00:00:00.000,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,43,0,45-64,M,BLACK HISPANIC,1023964,243682,40.835445083000025,-73.85648314599996
173111104,2017-12-30T00:00:00.000,478,"THEFT OF SERVICES, UNCLASSIFIED",343.0,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,M,18,1,45-64,M,BLACK,988506,215877,40.759216176000045,-73.98463874099998
173105387,2017-12-30T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,M,10,0,25-44,M,ASIAN / PACIFIC ISLANDER,984802,211047,40.74596005300003,-73.99800931399994
173107291,2017-12-30T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL119807A,M,Q,108,4,45-64,M,BLACK HISPANIC,997296,209526,40.74177568400006,-73.95292216199994
173103581,2017-12-30T00:00:00.000,639,AGGRAVATED HARASSMENT 2,361.0,OFF. AGNST PUB ORD SENSBLTY &,PL 24030M1,M,B,41,0,25-44,M,WHITE HISPANIC,1013086,236614,40.81608766100004,-73.89582435399994
173108385,2017-12-30T00:00:00.000,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235.0,DANGEROUS DRUGS,PL 2200300,M,S,120,0,25-44,F,WHITE,962951,172727,40.64075491800003,-74.07674708799993
173116535,2017-12-30T00:00:00.000,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",117.0,DANGEROUS DRUGS,PL 2200601,F,K,73,0,45-64,M,BLACK,1010985,178704,40.657145746000026,-73.90364484799994
173104470,2017-12-30T00:00:00.000,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,115,0,25-44,M,WHITE HISPANIC,1017904,212282,40.74928579900006,-73.87854005699995
173112656,2017-12-30T00:00:00.000,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201603,F,K,75,0,45-64,M,BLACK,1013870,185175,40.67489801300008,-73.89321849399995
173103596,2017-12-30T00:00:00.000,793,WEAPONS POSSESSION 3,118.0,DANGEROUS WEAPONS,PL 2650201,F,S,120,0,25-44,M,BLACK,963769,166555,40.62381601700002,-74.07378089799995
173102766,2017-12-30T00:00:00.000,905,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,76,0,25-44,M,BLACK HISPANIC,982802,186932,40.679770013000045,-74.00522200399996
173113416,2017-12-30T00:00:00.000,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553004,F,M,7,0,25-44,M,ASIAN / PACIFIC ISLANDER,987393,201401,40.71948360700002,-73.98866305299998
173113414,2017-12-30T00:00:00.000,490,"STOLEN PROPERTY 3,POSSESSION",232.0,POSSESSION OF STOLEN PROPERTY 5,PL 1654000,M,K,67,0,18-24,M,BLACK HISPANIC,1003933,181325,40.66435829500005,-73.92905355699997
173113408,2017-12-30T00:00:00.000,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,43,0,45-64,M,BLACK HISPANIC,1023964,243682,40.835445083000025,-73.85648314599996
173113398,2017-12-30T00:00:00.000,259,"MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG",351.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450001,M,M,14,7,18-24,M,BLACK,986320,212857,40.75092782300004,-73.99253038399996
173113392,2017-12-30T00:00:00.000,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,75,0,25-44,M,BLACK,1015041,185170,40.67488029400005,-73.88899695399994
173113379,2017-12-30T00:00:00.000,567,"MARIJUANA, POSSESSION 4 & 5",235.0,DANGEROUS DRUGS,PL 2211001,M,B,46,0,18-24,M,BLACK HISPANIC,1009356,247701,40.846529670000045,-73.90925838899994
173113257,2017-12-30T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,S,122,0,18-24,M,WHITE,951743,149951,40.578205473000025,-74.11702264899996
173111969,2017-12-30T00:00:00.000,879,"ADM.CODE,UNCLASSIFIED VIOLATION",675.0,ADMINISTRATIVE CODE,AC 010125B,V,Q,103,1,25-44,M,WHITE,1039726,195270,40.702482133000046,-73.799922252
173111967,2017-12-30T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341.0,PETIT LARCENY,PL 1552500,M,M,13,0,<18,F,BLACK,988619,209968,40.74299740600002,-73.98423468699998
173108368,2017-12-30T00:00:00.000,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1601001,F,K,71,0,18-24,M,BLACK,1003232,180916,40.66323721100008,-73.93158147999998
173108358,2017-12-30T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341.0,PETIT LARCENY,PL 1552500,M,B,45,0,25-44,F,BLACK,1029529,239356,40.82354469200004,-73.83640160899995
173107282,2017-12-30T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,73,0,25-44,M,BLACK,1007237,183220,40.669551686000034,-73.91713774799997
173105393,2017-12-30T00:00:00.000,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,105,0,25-44,M,BLACK,1055866,195134,40.70199294300004,-73.74171363199997
173105390,2017-12-30T00:00:00.000,461,UNAUTHORIZED USE VEHICLE 2,126.0,MISCELLANEOUS PENAL LAW,PL 1650600,F,Q,107,0,18-24,M,BLACK,1043678,208647,40.73917301100005,-73.78555095399997
173105388,2017-12-30T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,M,14,0,45-64,M,BLACK HISPANIC,986175,214456,40.75531670700008,-73.993053262
173105383,2017-12-30T00:00:00.000,782,"WEAPONS, POSSESSION, ETC",236.0,DANGEROUS WEAPONS,PL 2650101,M,K,63,0,25-44,F,BLACK,999060,167196,40.62558672700004,-73.94664942399999
173104459,2017-12-30T00:00:00.000,223,"BURGLARY,RESIDENCE,NIGHT",107.0,BURGLARY,PL 1402502,F,K,90,0,25-44,M,WHITE HISPANIC,998016,196598,40.70629036500002,-73.95035033099998
173102775,2017-12-30T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,Q,100,0,25-44,M,BLACK,1039613,155232,40.59258747300004,-73.80065839599996
173102771,2017-12-30T00:00:00.000,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113.0,FORGERY,PL 1701501,F,M,32,0,45-64,M,BLACK,1000725,237929,40.81972866500007,-73.94047824199998
173101836,2017-12-30T00:00:00.000,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,41,0,45-64,M,WHITE HISPANIC,1013086,236614,40.81608766100004,-73.89582435399994
