program_type,program,site_name,borough_community,agency,contact_number,grade_level_age_group,number_and_street_address,postcode,latitude,longitude,community_board,community_council,census_tract,bin,bbl,nta,location_1,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih
After-School Programs,High School,P.S. 12 ,Brooklyn,"Ralph Lincoln Service Center, Inc.",718.604.1358,High School,430 Howard Avenue,11213,40.673073,-73.919594,16.0,41.0,363.0,3039174.0,3014570032.0,Ocean Hill                                                                 ,"{'latitude': '40.67307365826', 'longitude': '-73.919630480731', 'human_address': '{""address"": ""430 Howard Avenue"", ""city"": ""Brooklyn"", ""state"": ""NEW YORK"", ""zip"": ""11213""}'}",13516.0,55.0,2.0,17.0,46.0
After-School Programs,High School,William H. Taft High School - H.S. 410 ,Bronx,Woodycrest Center For Human Development,718.992.2178,,240 East 172nd Street,10457,40.840422,-73.91091,4.0,16.0,225.0,2007806.0,2028170002.0,East Concourse-Concourse Village                                           ,"{'latitude': '40.84038797721', 'longitude': '-73.910881644448', 'human_address': '{""address"": ""240 172nd Street"", ""city"": ""Bronx"", ""state"": ""NEW YORK"", ""zip"": ""10457""}'}",10935.0,50.0,5.0,42.0,27.0
After-School Programs,High School,Bnos Yakov Educational Center,Brooklyn,Bnos Yakov Educational Center,718.963.1212,High School,62 Harrison Avenue,11211,40.704892,-73.952445,1.0,33.0,529.0,3060902.0,3022200038.0,Williamsburg                                                               ,"{'latitude': '40.705097775655', 'longitude': '-73.952713601158', 'human_address': '{""address"": ""62 Harrison Avenue"", ""city"": ""Brooklyn"", ""state"": ""NEW YORK"", ""zip"": ""11211""}'}",17613.0,36.0,2.0,38.0,56.0
After-School Programs,High School,Associated Beth Rivkah Schools (Elementary/Middle School),Brooklyn,"Associated Beth Rivkah Schools, Inc",718.735.0400,High School, 470 Lefferts Avenue,11225,40.662647,-73.945959,9.0,40.0,806.0,3035454.0,3013310019.0,Prospect Lefferts Gardens-Wingate                                          ,"{'latitude': '40.662639004905', 'longitude': '-73.945647201026', 'human_address': '{""address"": ""470 Lefferts Avenue"", ""city"": ""Brooklyn"", ""state"": ""NEW YORK"", ""zip"": ""11225""}'}",13509.0,17.0,2.0,11.0,44.0
After-School Programs,High School,MS 298,Bronx,"Urban Youth Alliance International, Inc.",718.402.6872,High School,778 Forest Avenue,10454,40.818874,-73.905927,1.0,17.0,77.0,2004690.0,2026550030.0,Melrose South-Mott Haven North                                             ,"{'latitude': '40.818884946864', 'longitude': '-73.905899687729', 'human_address': '{""address"": ""778 Forest Avenue"", ""city"": ""Bronx"", ""state"": ""NEW YORK"", ""zip"": ""10454""}'}",10934.0,49.0,5.0,43.0,23.0
After-School Programs,High School,Police Athletic League (Brownsville Beacon),Brooklyn,"Police Athletic League, Inc.",212.477.9450,,985 Rockaway Avenue,11212,40.656068,-73.907245,16.0,42.0,922.0,3082940.0,3036360007.0,Brownsville                                                                ,"{'latitude': '40.656451255408', 'longitude': '-73.907322828305', 'human_address': '{""address"": ""985 Rockaway Avenue"", ""city"": ""Brooklyn"", ""state"": ""NEW YORK"", ""zip"": ""11212""}'}",17614.0,55.0,2.0,25.0,46.0
After-School Programs,High School,Public School 192 - Jacob H. Schiff Elementary School,New York,"Washington Heights- Inwood Coalition, Inc",212.781.6722,High School,500 W. 138th Street,10031,40.820953,-73.951145,9.0,7.0,22301.0,1084132.0,1019880166.0,Manhattanville                                                             ,"{'latitude': '40.82157842401', 'longitude': '-73.952641887445', 'human_address': '{""address"": ""500 138th Street"", ""city"": ""New York"", ""state"": ""NEW YORK"", ""zip"": ""10031""}'}",12428.0,37.0,4.0,23.0,19.0
After-School Programs,High School,Presbyterian Senior Services,Bronx,Presbyterian Senior Services,212.874.6633,High School,951 Prospect Avenue,10459,40.822317,-73.900535,3.0,17.0,12901.0,2112796.0,2026780068.0,Longwood                                                                   ,"{'latitude': '40.822158575217', 'longitude': '-73.900615388998', 'human_address': '{""address"": ""951 Prospect Avenue"", ""city"": ""Bronx"", ""state"": ""NEW YORK"", ""zip"": ""10459""}'}",10937.0,34.0,5.0,43.0,25.0
After-School Programs,High School,"Boys & Girls Harbor, Inc.",New York,"Boys & Girls Harbor, Inc.",212.427.2244,High School,1 East 104th Street,10029,40.792888,-73.951826,11.0,8.0,168.0,1051499.0,1016100001.0,East Harlem South                                                          ,"{'latitude': '40.792983387231', 'longitude': '-73.952000317419', 'human_address': '{""address"": ""1 104th Street"", ""city"": ""New York"", ""state"": ""NEW YORK"", ""zip"": ""10029""}'}",12426.0,7.0,4.0,35.0,14.0
After-School Programs,High School,Intermediate School 211 - John Wilson School ,Brooklyn,New York Junior Tennis League,718.786.7110,High School,1001 E. 100th Street,11236,40.643278,-73.896212,18.0,46.0,988.0,3326732.0,3082270001.0,Canarsie                                                                   ,"{'latitude': '40.643481644853', 'longitude': '-73.896423713229', 'human_address': '{""address"": ""1001 100th Street"", ""city"": ""Brooklyn"", ""state"": ""NEW YORK"", ""zip"": ""11236""}'}",13827.0,5.0,2.0,8.0,42.0
After-School Programs,High School,"Mosholu Montefiore Community Center, Inc.",Bronx,"Mosholu Montefiore Community Center, Inc.",718.882.4000,High School,3512 Dekalb Avenue,10467,40.882728,-73.88006,7.0,11.0,431.0,2094751.0,2033280138.0,Norwood                                                                    ,"{'latitude': '40.882590987765', 'longitude': '-73.880114656115', 'human_address': '{""address"": ""3512 Dekalb Avenue"", ""city"": ""Bronx"", ""state"": ""NEW YORK"", ""zip"": ""10467""}'}",11605.0,24.0,5.0,40.0,34.0
After-School Programs,High School,Turning Point,Brooklyn,Turning Point,718 439.0077,High School,5220 Fourth Avenue,11220,40.645191,-74.013924,7.0,38.0,76.0,3013857.0,3008060046.0,Sunset Park West                                                           ,"{'latitude': '40.645290640072', 'longitude': '-74.013956489484', 'human_address': '{""address"": ""5220 Fourth Avenue"", ""city"": ""Brooklyn"", ""state"": ""NEW YORK"", ""zip"": ""11220""}'}",18180.0,9.0,2.0,7.0,45.0
After-School Programs,High School,Unity Fiorentino Breukelen,Brooklyn,"Groundwork Inc,",718.346.2200,High School,330 Alabama Avenue,11207,40.668167,-73.897835,5.0,42.0,1134.0,3084283.0,3037680001.0,East New York (Pennsylvania Ave)                                           ,"{'latitude': '40.66813827152', 'longitude': '-73.897862392437', 'human_address': '{""address"": ""330 Alabama Avenue"", ""city"": ""Brooklyn"", ""state"": ""NEW YORK"", ""zip"": ""11207""}'}",17214.0,45.0,2.0,25.0,47.0
After-School Programs,High School,Joy Center,New York,Greenwich Village Youth Council,646.935.1812,High School,213 Eldridge Street,10002,40.721532,-73.990252,3.0,1.0,3601.0,1077628.0,1004210052.0,Chinatown                                                                  ,"{'latitude': '40.722097392279', 'longitude': '-73.989984762428', 'human_address': '{""address"": ""213 Eldridge Street"", ""city"": ""New York"", ""state"": ""NEW YORK"", ""zip"": ""10002""}'}",11723.0,70.0,4.0,32.0,2.0
After-School Programs,High School,South Jamaica Outreach Clinic,Queens,The Child Center of NY,717.659.4000,High School,115-15 Sutphin Boulevard,11436,40.68439,-73.79263,12.0,28.0,272.0,4264187.0,4121880001.0,Baisley Park                                                               ,"{'latitude': '40.675718209128', 'longitude': '-73.796465014948', 'human_address': '{""address"": ""115 15 Sutphin Boulevard"", ""city"": ""Queens"", ""state"": ""NEW YORK"", ""zip"": ""11436""}'}",24671.0,41.0,3.0,46.0,71.0
After-School Programs,High School,"Citizens Advice Bureau, Inc.",Bronx,"Citizens Advice Bureau, Inc.",718.293.0727,High School,236 East Tremont Avenue,10457,40.848936,-73.904562,5.0,15.0,23302.0,2007599.0,2028040021.0,Mount Hope                                                                 ,"{'latitude': '40.84889764394', 'longitude': '-73.904986858255', 'human_address': '{""address"": ""236 Tremont Avenue"", ""city"": ""Bronx"", ""state"": ""NEW YORK"", ""zip"": ""10457""}'}",10935.0,6.0,5.0,22.0,29.0
After-School Programs,High School,Educational Center,Brooklyn,Turning Point,718.439.0077,High School,5013 Seventh Avenue,11220,40.642307,-74.006043,7.0,38.0,108.0,3013388.0,3007940004.0,Sunset Park East                                                           ,"{'latitude': '40.642353653563', 'longitude': '-74.005963807531', 'human_address': '{""address"": ""5013 Seventh Avenue"", ""city"": ""Brooklyn"", ""state"": ""NEW YORK"", ""zip"": ""11220""}'}",18180.0,9.0,2.0,7.0,45.0
After-School Programs,High School,"Bronx River Art Center, Inc.",Bronx,"Bronx River Art Center, Inc.",718.589.5819,High School,1087 E. Tremont Avenue,10460,40.840027,-73.878633,6.0,15.0,361.0,2118038.0,2031410001.0,East Tremont                                                               ,"{'latitude': '40.84006972385', 'longitude': '-73.877718053393', 'human_address': '{""address"": ""1087 Tremont Avenue"", ""city"": ""Bronx"", ""state"": ""NEW YORK"", ""zip"": ""10460""}'}",11269.0,35.0,5.0,22.0,31.0
After-School Programs,High School,The Young Womens Christian Association of Queens (YWCA) ,Queens,YWCA of Queens,718.353.4553,High School,42-07 Parsons,11355,,,,,,,,,"{'latitude': '40.751299796948', 'longitude': '-73.821478547897', 'human_address': '{""address"": ""42 07"", ""city"": ""Queens"", ""state"": ""NEW YORK"", ""zip"": ""11355""}'}",14190.0,22.0,3.0,3.0,67.0
After-School Programs,High School,The South Jamacia Child Guidance Clinic ,Queens,Queens Child Guidance Center,718.651.7770,High School,114-14 Sutphin Boulevard,11436,40.685868,-73.793592,12.0,28.0,190.0,4539584.0,4119800008.0,Baisley Park                                                               ,"{'latitude': '40.675718209128', 'longitude': '-73.796465014948', 'human_address': '{""address"": ""114 14 Sutphin Boulevard"", ""city"": ""Queens"", ""state"": ""NEW YORK"", ""zip"": ""11436""}'}",24671.0,41.0,3.0,46.0,71.0
After-School Programs,High School,Youth Employment Program ,Bronx,"Mosholu Montefiore Community Center, Inc.",718.652.1471,,3400 Reservoir Oval,10467,40.878889,-73.87581,7.0,11.0,423.0,2018218.0,2033430185.0,Norwood                                                                    ,"{'latitude': '40.878775054922', 'longitude': '-73.875633562586', 'human_address': '{""address"": ""3400 Reservoir Oval"", ""city"": ""Bronx"", ""state"": ""NEW YORK"", ""zip"": ""10467""}'}",11605.0,24.0,5.0,40.0,34.0
After-School Programs,High School,The Children's Aid Society,New York,The Children's Aid Society,212.865.6337,,885 Columbus Avenue,10025,40.797762,-73.963944,7.0,7.0,189.0,1081301.0,1018360001.0,Upper West Side                                                            ,"{'latitude': '40.797713348632', 'longitude': '-73.963944750805', 'human_address': '{""address"": ""885 Columbus Avenue"", ""city"": ""New York"", ""state"": ""NEW YORK"", ""zip"": ""10025""}'}",12422.0,20.0,4.0,23.0,15.0
After-School Programs,High School,Intermediate School 238 - Susan B. Anthony School,Queens,New York Junior Tennis League,347.417.8135,High School, 88-15 182nd Street,11423,40.713094,-73.780468,12.0,27.0,470.0,4212425.0,4099190006.0,Jamaica                                                                    ,"{'latitude': '40.717222295672', 'longitude': '-73.76714149998', 'human_address': '{""address"": ""88 15 182nd Street"", ""city"": ""Queens"", ""state"": ""NEW YORK"", ""zip"": ""11423""}'}",24332.0,41.0,3.0,16.0,61.0
After-School Programs,High School,Intermediate School 326/328,New York,Community Association of Progressive Dominicans,212.781.5500,High School,401 West 164th Street,10032,40.836536,-73.937159,12.0,10.0,24301.0,1062636.0,1021110024.0,Washington Heights South                                                   ,"{'latitude': '40.836513047402', 'longitude': '-73.937045609989', 'human_address': '{""address"": ""401 164th Street"", ""city"": ""New York"", ""state"": ""NEW YORK"", ""zip"": ""10032""}'}",13090.0,47.0,4.0,39.0,21.0
After-School Programs,High School,"Mid Bronx Community Preservation Coalition, Inc.",Bronx,"Mid Bronx Community Preservation Coalition, Inc.",718.590.0655,High School,489 St. Pauls Place,10456,40.836098,-73.903825,3.0,16.0,14702.0,2009542.0,2029110030.0,Claremont-Bathgate                                                         ,"{'latitude': '40.836119255151', 'longitude': '-73.90381884847', 'human_address': '{""address"": ""489 St Pauls Place"", ""city"": ""Bronx"", ""state"": ""NEW YORK"", ""zip"": ""10456""}'}",10934.0,34.0,5.0,42.0,25.0
After-School Programs,High School,Southern Queens Park Association,Queens,Southern Queens Park Association,718.276.4630,High School,177th Street & Baisley Boulevard,11434,,,,,,,,,"{'latitude': '40.664030989833', 'longitude': '-73.770649922084', 'human_address': '{""address"": ""177th Street Queens NEW YORK"", ""city"": """", ""state"": """", ""zip"": ""11434""}'}",24669.0,63.0,3.0,47.0,63.0
After-School Programs,High School,Bronx Community Resource Center,Bronx,Covenant House/Under 21,718 294. 7182,, 81-83C Featherbed Lane,10452,40.846306,-73.917755,5.0,14.0,21502.0,2008809.0,2028760037.0,University Heights-Morris Heights                                          ,"{'latitude': '40.837724263364', 'longitude': '-73.923332211412', 'human_address': '{""address"": ""81 83C Featherbed Lane"", ""city"": ""Bronx"", ""state"": ""NEW YORK"", ""zip"": ""10452""}'}",10930.0,50.0,5.0,42.0,27.0
After-School Programs,High School,Public School 5 - Ellen Lurie School,New York,Reading Excellence and Discovery (READ) Foundation,212.849.6840,High School,3703 10th Avenue,10034,40.85899,-73.922894,12.0,10.0,299.0,1084201.0,1021500030.0,Marble Hill-Inwood                                                         ,"{'latitude': '40.858992999808', 'longitude': '-73.922870943873', 'human_address': '{""address"": ""3703 10th Avenue"", ""city"": ""New York"", ""state"": ""NEW YORK"", ""zip"": ""10034""}'}",13092.0,47.0,4.0,39.0,22.0
After-School Programs,High School,Erasmus High School,Brooklyn,Research Foundation of CUNY,718.951.5015,High School,911 Flatbush Avenue,11226,40.649787,-73.95855,14.0,40.0,794.0,3336215.0,3051030010.0,Erasmus                                                                    ,"{'latitude': '40.649532936565', 'longitude': '-73.958457559936', 'human_address': '{""address"": ""911 Flatbush Avenue"", ""city"": ""Brooklyn"", ""state"": ""NEW YORK"", ""zip"": ""11226""}'}",13510.0,60.0,2.0,11.0,43.0
After-School Programs,High School,I.S 228 ,Brooklyn,New York Junior Tennis League,718.417.8135,High School,228 Avenue S,11223,40.6013,-73.976953,11.0,47.0,410.0,3190273.0,3070840001.0,Bensonhurst East                                                           ,"{'latitude': '40.596939623165', 'longitude': '-73.973311472047', 'human_address': '{""address"": ""228 Avenue"", ""city"": ""Brooklyn"", ""state"": ""NEW YORK"", ""zip"": ""11223""}'}",18183.0,32.0,2.0,45.0,36.0
After-School Programs,High School,Bnos Yakov Educational Center,Brooklyn,Bnos Yakov Educational Center,718.963.1212,,62 Harrison Avenue,11211,40.704892,-73.952445,1.0,33.0,529.0,3060902.0,3022200038.0,Williamsburg                                                               ,"{'latitude': '40.705097775655', 'longitude': '-73.952713601158', 'human_address': '{""address"": ""62 Harrison Avenue"", ""city"": ""Brooklyn"", ""state"": ""NEW YORK"", ""zip"": ""11211""}'}",17613.0,36.0,2.0,38.0,56.0
After-School Programs,High School,Intermediate School 27 - Anning S. Prall,Staten Island,"Sports and Arts In Schools Foundation, Inc.",347 417.8135,High School,11 Clove Lake Place,10310,40.628169,-74.116997,1.0,49.0,125.0,5008403.0,5003080001.0,West New Brighton-New Brighton-St. George                                  ,"{'latitude': '40.628195604428', 'longitude': '-74.117033282205', 'human_address': '{""address"": ""11 Clove Lake Place Staten Island"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": ""10310""}'}",10697.0,4.0,1.0,13.0,74.0
After-School Programs,High School,Hoe Avenue Clubhouse ,Bronx,Madison Square Boys & Girls Club,212.760.9600,High School,1665 Hoe Avenue,10460,40.835837,-73.887567,3.0,17.0,161.0,2010612.0,2029830042.0,Crotona Park East                                                          ,"{'latitude': '40.836095735535', 'longitude': '-73.887436241888', 'human_address': '{""address"": ""1665 Hoe Avenue"", ""city"": ""Bronx"", ""state"": ""NEW YORK"", ""zip"": ""10460""}'}",11269.0,34.0,5.0,43.0,25.0
After-School Programs,High School,"The Learning Tree Cultural Center, Inc.",Bronx,"The Learning Tree Cultural Center, Inc.",718.944.0958,High School,801 Bartholdi Street,10467,40.873827,-73.862622,12.0,12.0,372.0,2057044.0,2046330011.0,Williamsbridge-Olinville                                                   ,"{'latitude': '40.873859324546', 'longitude': '-73.862805260903', 'human_address': '{""address"": ""801 Bartholdi Street"", ""city"": ""Bronx"", ""state"": ""NEW YORK"", ""zip"": ""10467""}'}",11605.0,29.0,5.0,2.0,30.0
After-School Programs,High School,Asian Outreach,Queens,Queens Child Guidance Center,718.651.7770,High School,87-08 Justice Avenue,11373,40.737456,-73.876222,4.0,25.0,473.0,4045404.0,4018427501.0,Elmhurst                                                                   ,"{'latitude': '40.738710402563', 'longitude': '-73.878351155182', 'human_address': '{""address"": ""87 08 Justice Avenue"", ""city"": ""Queens"", ""state"": ""NEW YORK"", ""zip"": ""11373""}'}",14784.0,66.0,3.0,5.0,68.0
After-School Programs,High School,St. Nicholas Neighborhood Preservation Corporation ,Brooklyn,St. Nicholas Neighborhood Preservation Corporation,718.388.5454,High School,306 Union Avenue,11211,40.709587,-73.950877,1.0,34.0,513.0,3069651.0,3027910001.0,North Side-South Side                                                      ,"{'latitude': '40.709531299983', 'longitude': '-73.950845802033', 'human_address': '{""address"": ""306 Union Avenue"", ""city"": ""Brooklyn"", ""state"": ""NEW YORK"", ""zip"": ""11211""}'}",17213.0,36.0,2.0,30.0,56.0
After-School Programs,High School,"Citizens Advice Bureau, Inc.",Bronx,"Citizens Advice Bureau, Inc.",718.293.0727,High School,632 Southern Boulevard,10455,40.812991,-73.90108,2.0,8.0,83.0,2004141.0,2026030150.0,Longwood                                                                   ,"{'latitude': '40.812893537386', 'longitude': '-73.901332703215', 'human_address': '{""address"": ""632 Southern Boulevard"", ""city"": ""Bronx"", ""state"": ""NEW YORK"", ""zip"": ""10455""}'}",10933.0,8.0,5.0,35.0,24.0
After-School Programs,High School,Highbridge Community Life Center AfterSchool and Summer Program ,Bronx,Highbridge Community Life Center,718.681.2222,High School,1248 Nelson Avenue,10452,40.83885,-73.924569,4.0,16.0,211.0,2096413.0,2025170001.0,Highbridge                                                                 ,"{'latitude': '40.838724615971', 'longitude': '-73.924634415896', 'human_address': '{""address"": ""1248 Nelson Avenue"", ""city"": ""Bronx"", ""state"": ""NEW YORK"", ""zip"": ""10452""}'}",10930.0,50.0,5.0,42.0,27.0
After-School Programs,High School,"Boys & Girls Harbor, Inc",New York,"Boys & Girls Harbor, Inc",212.427.2244,,1 East 104th Street,10029,40.792888,-73.951826,11.0,8.0,168.0,1051499.0,1016100001.0,East Harlem South                                                          ,"{'latitude': '40.792983387231', 'longitude': '-73.952000317419', 'human_address': '{""address"": ""1 104th Street"", ""city"": ""New York"", ""state"": ""NEW YORK"", ""zip"": ""10029""}'}",12426.0,7.0,4.0,35.0,14.0
After-School Programs,High School,BCA Education Center ,Brooklyn,Brooklyn Chinese American Association,718.438.9312,,5000 8th Avenue,11220,40.641036,-74.003809,7.0,38.0,108.0,3013418.0,3007940039.0,Sunset Park East                                                           ,"{'latitude': '40.641104606526', 'longitude': '-74.003759923935', 'human_address': '{""address"": ""5000 8th Avenue"", ""city"": ""Brooklyn"", ""state"": ""NEW YORK"", ""zip"": ""11220""}'}",18180.0,9.0,2.0,7.0,45.0
After-School Programs,High School,Junior High School 258 (K) - David Ruggles School,Brooklyn,"Vannguard Urban Improvement Association, Inc.",718.453.3330,High School,141 Macon Street,11216,40.681572,-73.945446,3.0,36.0,269.0,3053075.0,3018450001.0,Bedford                                                                    ,"{'latitude': '40.681569834988', 'longitude': '-73.945596139676', 'human_address': '{""address"": ""141 Macon Street"", ""city"": ""Brooklyn"", ""state"": ""NEW YORK"", ""zip"": ""11216""}'}",17618.0,69.0,2.0,49.0,51.0
After-School Programs,High School,"Variety Boys & Girls Club of Queens, Inc.",Queens,"Variety Boys & Girls Club of Queens, Inc.",718.728.0946,High School,21-12 30th Road,11102,40.768955,-73.928269,1.0,22.0,79.0,4006319.0,4005500007.0,Old Astoria                                                                ,"{'latitude': '40.771524024514', 'longitude': '-73.926435450735', 'human_address': '{""address"": ""21 12 30th Road"", ""city"": ""Queens"", ""state"": ""NEW YORK"", ""zip"": ""11102""}'}",16859.0,39.0,3.0,4.0,72.0
