development_name,borough,account_name,location,meter_amr,meter_scope,tds,edp,rc_code,funding_source,amp,vendor_name,umis_bill_id,revenue_month,service_start_date,service_end_date,days,meter_number,estimated,current_charges,rate_class,bill_analyzed,consumption_therms,es_commodity,underlying_utility
MONROE,BRONX,MONROE,BLD 02,AMR,,88,234,B008800,FEDERAL,NY005000880P,CONSOLIDATED EDISON COMPANY OF NY,8171009,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3810609,N,0.0,Trans Gen Non-Res,Yes,0.0,UTILITY GAS,ConEd
SOUNDVIEW,BRONX,CLASON POINT GARDENS/SOUNDVIEW,SOUNDVIEW BLD 13,NONE,,71,537,B007100,FEDERAL,NY005000710P,CONSOLIDATED EDISON COMPANY OF NY,8165926,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3515754,N,117.45,Trans Gen Non-Res,Yes,273.93,UTILITY GAS,ConEd
DYCKMAN,MANHATTAN,DYCKMAN,BLD 04,NONE,,41,373,M004100,FEDERAL,NY005000410P,CONSOLIDATED EDISON COMPANY OF NY,8170405,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3468517,Y,86.47,Trans Gen Non-Res,Yes,182.64,UTILITY GAS,ConEd
SMITH,MANHATTAN,SMITH,BLD 01,NONE,,27,531,M002700,FEDERAL,NY005000270P,CONSOLIDATED EDISON COMPANY OF NY,8170915,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3725286,Y,93.37,Trans Gen Non-Res,Yes,244.1,UTILITY GAS,ConEd
MITCHEL,BRONX,MITCHEL,BLD 04,NONE,,145,249,B014500,FEDERAL,NY005011450P,CONSOLIDATED EDISON COMPANY OF NY,8171925,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3901866,N,0.0,Trans Gen Non-Res,Exception,0.0,UTILITY GAS,ConEd
SOUNDVIEW,BRONX,CLASON POINT GARDENS/SOUNDVIEW,SOUNDVIEW BLD 13,NONE,,71,537,B007100,FEDERAL,NY005000710P,CONSOLIDATED EDISON COMPANY OF NY,8165926,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3515797,N,5.28,Trans Gen Non-Res,Yes,12.31,UTILITY GAS,ConEd
AMSTERDAM ADDITION,MANHATTAN,AMSTERDAM ADDITION,BLD 01,NONE,,187,453,M018700,MIXED FINANCE/LLC1,NY005021870P,CONSOLIDATED EDISON COMPANY OF NY,8170051,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3318424,Y,328.8,Trans Gen Non-Res,Yes,581.7,UTILITY GAS,ConEd
MILL BROOK,BRONX,MILL BROOK,BLD 07,NONE,,84,570,B008400,FEDERAL,NY005010840P,CONSOLIDATED EDISON COMPANY OF NY,8172257,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3906456,N,0.0,Trans Gen Non-Res,Yes,0.0,UTILITY GAS,ConEd
BOSTON ROAD PLAZA,BRONX,BOSTON ROAD PLAZA,BLD 01,AMR,,189,304,B018900,FEDERAL,NY005010390P,CONSOLIDATED EDISON COMPANY OF NY,8171344,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3267260,N,150.94,Trans Gen Non-Res,Yes,272.99,UTILITY GAS,ConEd
SOUNDVIEW,BRONX,CLASON POINT GARDENS/SOUNDVIEW,SOUNDVIEW BLD 10,NONE,,71,537,B007100,FEDERAL,NY005000710P,CONSOLIDATED EDISON COMPANY OF NY,8165926,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3521144,N,135.05,Trans Gen Non-Res,Yes,314.96,UTILITY GAS,ConEd
MILL BROOK,BRONX,MILL BROOK,BLD 08,NONE,,84,570,B008400,FEDERAL,NY005010840P,CONSOLIDATED EDISON COMPANY OF NY,8172257,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3893251,N,1.41,Trans Gen Non-Res,Yes,3.08,UTILITY GAS,ConEd
MILL BROOK,BRONX,MILL BROOK,BLD 03,NONE,,84,570,B008400,FEDERAL,NY005010840P,CONSOLIDATED EDISON COMPANY OF NY,8172257,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3626252,N,97.04,Trans Gen Non-Res,Yes,211.36,UTILITY GAS,ConEd
DREW-HAMILTON,MANHATTAN,DREW-HAMILTON,BLD 05,NONE,,111,434,M011100,MIXED FINANCE/LLC1,NY005021110P,CONSOLIDATED EDISON COMPANY OF NY,8171741,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,970355,N,0.0,Trans Gen Non-Res,Exception,0.0,UTILITY GAS,ConEd
SOUNDVIEW,BRONX,CLASON POINT GARDENS/SOUNDVIEW,SOUNDVIEW BLD 09,NONE,,71,537,B007100,FEDERAL,NY005000710P,CONSOLIDATED EDISON COMPANY OF NY,8165926,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3521420,N,114.38,Trans Gen Non-Res,Yes,266.75,UTILITY GAS,ConEd
DAVIDSON,BRONX,DAVIDSON,BLD 01,NONE,,190,301,B019000,FEDERAL,NY005013420P,CONSOLIDATED EDISON COMPANY OF NY,8170571,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,6040251,N,107.12,Trans Gen Non-Res,Yes,188.87,UTILITY GAS,ConEd
STRAUS,MANHATTAN,STRAUS,BLD 01,NONE,,153,263,M015300,FEDERAL,NY005011530P,CONSOLIDATED EDISON COMPANY OF NY,8170865,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3608680,N,22.72,Trans Gen Non-Res,Yes,37.07,UTILITY GAS,ConEd
MILL BROOK,BRONX,MILL BROOK,BLD 06,NONE,,84,570,B008400,FEDERAL,NY005010840P,CONSOLIDATED EDISON COMPANY OF NY,8172257,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3619596,N,100.34,Trans Gen Non-Res,Yes,218.54,UTILITY GAS,ConEd
SOUNDVIEW,BRONX,CLASON POINT GARDENS/SOUNDVIEW,SOUNDVIEW BLD 11,NONE,,71,537,B007100,FEDERAL,NY005000710P,CONSOLIDATED EDISON COMPANY OF NY,8165926,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3521506,N,0.0,Trans Gen Non-Res,Yes,0.0,UTILITY GAS,ConEd
BEACH 41ST STREET-BEACH CHANNEL DRIVE,QUEENS,BEACH 41ST STREET-BEACH CHANNEL DRIVE,Bld 4,NONE,,165,282,Q016500,FEDERAL,NY005001650P,National Grid LI,8176747,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-20T00:00:00.000,29,5152921,N,588.7,"177 Del,Com,Heat",Yes,1103.0,UTILITY GAS,NatGrid LI
CORSI HOUSES,MANHATTAN,CORSI HOUSES,BLD 01,NONE,,199,359,M019900,FEDERAL,NY005010640P,CONSOLIDATED EDISON COMPANY OF NY,8173613,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3684424,Y,65.76,Trans Gen Non-Res,Yes,93.81,UTILITY GAS,ConEd
MILL BROOK,BRONX,MILL BROOK,BLD 02,NONE,,84,570,B008400,FEDERAL,NY005010840P,CONSOLIDATED EDISON COMPANY OF NY,8172257,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3569581,Y,306.67,Trans Gen Non-Res,Yes,667.93,UTILITY GAS,ConEd
SOUNDVIEW,BRONX,CLASON POINT GARDENS/SOUNDVIEW,SOUNDVIEW BLD 10,NONE,,71,537,B007100,FEDERAL,NY005000710P,CONSOLIDATED EDISON COMPANY OF NY,8165926,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3522016,N,0.0,Trans Gen Non-Res,Yes,0.0,UTILITY GAS,ConEd
AMSTERDAM ADDITION,MANHATTAN,AMSTERDAM ADDITION,BLD 01,NONE,,187,453,M018700,MIXED FINANCE/LLC1,NY005021870P,CONSOLIDATED EDISON COMPANY OF NY,8170051,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3521972,Y,5.82,Trans Gen Non-Res,Yes,10.3,UTILITY GAS,ConEd
MILL BROOK,BRONX,MILL BROOK,BLD 04,NONE,,84,570,B008400,FEDERAL,NY005010840P,CONSOLIDATED EDISON COMPANY OF NY,8172257,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3465739,N,66.42,Trans Gen Non-Res,Yes,144.67,UTILITY GAS,ConEd
CLINTON,MANHATTAN,CLINTON,BLD 05,NONE,,123,245,M012300,FEDERAL,NY005001230P,CONSOLIDATED EDISON COMPANY OF NY,8172766,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3892968,N,171.2,Trans Gen Non-Res,Yes,291.43,UTILITY GAS,ConEd
MELROSE,BRONX,MELROSE,BLD 04,NONE,,28,523,B002800,FEDERAL,NY005010280P,CONSOLIDATED EDISON COMPANY OF NY,8171021,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3466347,N,111.92,Trans Gen Non-Res,Exception,208.29,UTILITY GAS,ConEd
TAFT,MANHATTAN,TAFT,BLD 05,NONE,,97,261,M009700,FEDERAL,NY005010970P,CONSOLIDATED EDISON COMPANY OF NY,8171774,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3684598,N,97.43,Trans Gen Non-Res,Exception,161.6,UTILITY GAS,ConEd
TAFT,MANHATTAN,TAFT,BLD 06,NONE,,97,261,M009700,FEDERAL,NY005010970P,CONSOLIDATED EDISON COMPANY OF NY,8171780,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3774929,N,430.77,Trans Gen Non-Res,Yes,862.32,UTILITY GAS,ConEd
TAFT,MANHATTAN,TAFT,BLD 06,NONE,,97,261,M009700,FEDERAL,NY005010970P,CONSOLIDATED EDISON COMPANY OF NY,8171780,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3774930,N,504.89,Trans Gen Non-Res,Yes,1010.68,UTILITY GAS,ConEd
THROGGS NECK ADDITION,BRONX,THROGGS NECK ADDITION,BLD 30,NONE,,193,303,B019300,FEDERAL,NY005010630P,CONSOLIDATED EDISON COMPANY OF NY,8165969,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3491373,N,0.0,Trans Gen Non-Res,Yes,0.0,UTILITY GAS,ConEd
THROGGS NECK ADDITION,BRONX,THROGGS NECK ADDITION,BLD 30,NONE,,193,303,B019300,FEDERAL,NY005010630P,CONSOLIDATED EDISON COMPANY OF NY,8165969,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3521036,N,229.87,Trans Gen Non-Res,Yes,360.0,UTILITY GAS,ConEd
THROGGS NECK ADDITION,BRONX,THROGGS NECK ADDITION,BLD 30,NONE,,193,303,B019300,FEDERAL,NY005010630P,CONSOLIDATED EDISON COMPANY OF NY,8165963,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3491284,N,245.06,Trans Gen Non-Res,Yes,408.78,UTILITY GAS,ConEd
THROGGS NECK ADDITION,BRONX,THROGGS NECK ADDITION,BLD 30,NONE,,193,303,B019300,FEDERAL,NY005010630P,CONSOLIDATED EDISON COMPANY OF NY,8165963,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3906625,N,27.71,Trans Gen Non-Res,Yes,46.22,UTILITY GAS,ConEd
TWIN PARKS EAST (SITE 9),BRONX,TWIN PARKS EAST (SITE 9),BLD 01,NONE,,287,577,B028700,FEDERAL,NY005012270P,CONSOLIDATED EDISON COMPANY OF NY,8171828,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3329510,N,70.02,Trans Gen Non-Res,Exception,125.16,UTILITY GAS,ConEd
TWIN PARKS EAST (SITE 9),BRONX,TWIN PARKS EAST (SITE 9),BLD 01,NONE,,287,577,B028700,FEDERAL,NY005012270P,CONSOLIDATED EDISON COMPANY OF NY,8171828,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3337547,N,328.87,Trans Gen Non-Res,Exception,587.84,UTILITY GAS,ConEd
TWO BRIDGES URA (SITE 7),MANHATTAN,TWO BRIDGES URA (SITE 7),BLD 01,NONE,,266,389,M026600,FEDERAL,NY005010760P,CONSOLIDATED EDISON COMPANY OF NY,8170441,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3795912,N,0.0,Trans Gen Non-Res,Yes,0.0,UTILITY GAS,ConEd
TWO BRIDGES URA (SITE 7),MANHATTAN,TWO BRIDGES URA (SITE 7),BLD 01,NONE,,266,389,M026600,FEDERAL,NY005010760P,CONSOLIDATED EDISON COMPANY OF NY,8170441,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3798885,N,510.72,Trans Gen Non-Res,Yes,982.0,UTILITY GAS,ConEd
UPACA (SITE 6),MANHATTAN,UPACA (SITE 6),BLD 01,NONE,,355,760,M035500,FEDERAL,NY005012410P,CONSOLIDATED EDISON COMPANY OF NY,8171753,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3198306,N,154.36,Trans Gen Non-Res,Yes,252.61,UTILITY GAS,ConEd
UPACA (SITE 6),MANHATTAN,UPACA (SITE 6),BLD 01,NONE,,355,760,M035500,FEDERAL,NY005012410P,CONSOLIDATED EDISON COMPANY OF NY,8171753,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3318138,N,129.79,Trans Gen Non-Res,Yes,212.39,UTILITY GAS,ConEd
WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),BLD 01,NONE,,293,563,M029300,FEDERAL,NY005013090P,CONSOLIDATED EDISON COMPANY OF NY,8171654,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3470752,Y,161.11,Trans Gen Non-Res,Exception,252.31,UTILITY GAS,ConEd
WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),BLD 01,NONE,,293,563,M029300,FEDERAL,NY005013090P,CONSOLIDATED EDISON COMPANY OF NY,8171654,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3470755,N,68.76,Trans Gen Non-Res,Exception,107.69,UTILITY GAS,ConEd
1471 WATSON AVENUE,BRONX,WATSON AVENUE,BLD 01,AMR,,214,332,B021400,FEDERAL,NY005010670P,CONSOLIDATED EDISON COMPANY OF NY,8165933,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3230642,Y,516.83,Trans Gen Non-Res,Yes,1062.11,UTILITY GAS,ConEd
1471 WATSON AVENUE,BRONX,WATSON AVENUE,BLD 01,AMR,,214,332,B021400,FEDERAL,NY005010670P,CONSOLIDATED EDISON COMPANY OF NY,8165933,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3356547,Y,417.45,Trans Gen Non-Res,Yes,857.89,UTILITY GAS,ConEd
WSUR (SITE B) 74 WEST 92ND STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE B),BLD 05,NONE,,173,259,M017300,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,8170018,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3608989,Y,30.46,Trans Gen Non-Res,Yes,50.48,UTILITY GAS,ConEd
WSUR (SITE B) 74 WEST 92ND STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE B),BLD 05,NONE,,173,259,M017300,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,8170018,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3608990,Y,236.88,Trans Gen Non-Res,Yes,392.52,UTILITY GAS,ConEd
WEST TREMONT AVENUE-SEDGWICK AVENUE AREA,BRONX,WEST TREMONT AVENUE-SEDGWICK AVENUE AREA,BLD 01,NONE,,246,365,B024600,FEDERAL,NY005010450P,CONSOLIDATED EDISON COMPANY OF NY,8166214,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3465835,N,248.87,Trans Gen Non-Res,Yes,425.92,UTILITY GAS,ConEd
WEST TREMONT AVENUE-SEDGWICK AVENUE AREA,BRONX,WEST TREMONT AVENUE-SEDGWICK AVENUE AREA,BLD 01,NONE,,246,365,B024600,FEDERAL,NY005010450P,CONSOLIDATED EDISON COMPANY OF NY,8166214,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3511060,N,47.38,Trans Gen Non-Res,Yes,81.08,UTILITY GAS,ConEd
WHITE,MANHATTAN,WHITE,BLD 01,NONE,,124,572,M012400,FEDERAL,NY005010090P,CONSOLIDATED EDISON COMPANY OF NY,8170721,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3926792,Y,343.75,Trans Gen Non-Res,Exception,591.42,UTILITY GAS,ConEd
WHITE,MANHATTAN,WHITE,BLD 01,NONE,,124,572,M012400,FEDERAL,NY005010090P,CONSOLIDATED EDISON COMPANY OF NY,8170721,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3928383,Y,0.0,Trans Gen Non-Res,Exception,0.0,UTILITY GAS,ConEd
WILSON,MANHATTAN,WILSON,BLD 02,NONE,,112,539,M011200,FEDERAL,NY005010090P,CONSOLIDATED EDISON COMPANY OF NY,8171735,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3684255,Y,257.54,Trans Gen Non-Res,Yes,419.0,UTILITY GAS,ConEd
WILSON,MANHATTAN,WILSON,BLD 02,NONE,,112,539,M011200,FEDERAL,NY005010090P,CONSOLIDATED EDISON COMPANY OF NY,8171735,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3831782,Y,21.51,Trans Gen Non-Res,Yes,35.0,UTILITY GAS,ConEd
WISE TOWERS,MANHATTAN,WISE TOWERS,BLD 01,NONE,,127,445,M012700,MIXED FINANCE/LLC2,NY005021270P,CONSOLIDATED EDISON COMPANY OF NY,8170953,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3660928,Y,420.57,Trans Gen Non-Res,Yes,829.85,UTILITY GAS,ConEd
WISE TOWERS,MANHATTAN,WISE TOWERS,BLD 01,NONE,,127,445,M012700,MIXED FINANCE/LLC2,NY005021270P,CONSOLIDATED EDISON COMPANY OF NY,8170953,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3660944,Y,196.72,Trans Gen Non-Res,Yes,388.15,UTILITY GAS,ConEd
METRO NORTH PLAZA,MANHATTAN,METRO NORTH PLAZA,BLD 02,NONE,,181,284,M018100,FEDERAL,NY005010090P,CONSOLIDATED EDISON COMPANY OF NY,8171268,2019-09-01T00:00:00.000,2019-08-22T00:00:00.000,2019-09-23T00:00:00.000,32,3661430,Y,0.0,Trans Gen Non-Res,Yes,0.0,UTILITY GAS,ConEd
BROWNSVILLE,BROOKLYN,BROWNSVILLE,BLD 03,AMR,,16,512,K001600,FEDERAL,NY005000160P,National Grid NYC,8107261,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,264422,N,21.12,T1A TRAN RES N-Ht,Yes,29.0,UTILITY GAS,NatGrid NYC
BROWNSVILLE,BROOKLYN,BROWNSVILLE,BLD 23,AMR,,16,512,K001600,FEDERAL,NY005000160P,National Grid NYC,8107261,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,254659,N,0.0,T1A TRAN RES N-Ht,Yes,0.0,UTILITY GAS,NatGrid NYC
BROWNSVILLE,BROOKLYN,BROWNSVILLE,BLD 11,AMR,,16,512,K001600,FEDERAL,NY005000160P,National Grid NYC,8107261,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,188542,N,0.0,T1A TRAN RES N-Ht,Yes,0.0,UTILITY GAS,NatGrid NYC
BROWNSVILLE,BROOKLYN,BROWNSVILLE,BLD 18,AMR,,16,512,K001600,FEDERAL,NY005000160P,National Grid NYC,8107261,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,185406,N,0.0,T1A TRAN RES N-Ht,Yes,0.0,UTILITY GAS,NatGrid NYC
BROWNSVILLE,BROOKLYN,BROWNSVILLE,BLD 15,AMR,,16,512,K001600,FEDERAL,NY005000160P,National Grid NYC,8107261,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,185069,N,96.55,T1A TRAN RES N-Ht,Yes,132.56,UTILITY GAS,NatGrid NYC
BROWNSVILLE,BROOKLYN,BROWNSVILLE,BLD 08,AMR,,16,512,K001600,FEDERAL,NY005000160P,National Grid NYC,8107261,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,170508,N,71.65,T1A TRAN RES N-Ht,Yes,98.38,UTILITY GAS,NatGrid NYC
BROWNSVILLE,BROOKLYN,BROWNSVILLE,BLD 25,AMR,,16,512,K001600,FEDERAL,NY005000160P,National Grid NYC,8107261,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,163263,N,0.0,T1A TRAN RES N-Ht,Yes,0.0,UTILITY GAS,NatGrid NYC
BROWN,BROOKLYN,BROWN,BLD 01,AMR,,325,336,K032500,FEDERAL,NY005012520P,National Grid NYC,8107245,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,4797843,N,54.98,T1A TRAN RES N-Ht,Yes,24.0,UTILITY GAS,NatGrid NYC
BROWN,BROOKLYN,BROWN,BLD 01,AMR,,325,336,K032500,FEDERAL,NY005012520P,National Grid NYC,8107243,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,6395497,N,106.91,T1A TRAN RES N-Ht,Yes,102.54,UTILITY GAS,NatGrid NYC
BROWN,BROOKLYN,BROWN,BLD 02,AMR,,325,336,K032500,FEDERAL,NY005012520P,National Grid NYC,8107241,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,5016979,N,51.66,T2-1 TRAN GENERAL,Yes,17.0,UTILITY GAS,NatGrid NYC
BROWN,BROOKLYN,BROWN,BLD 02,AMR,,325,336,K032500,FEDERAL,NY005012520P,National Grid NYC,8107240,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,5016982,N,228.0,T1A TRAN RES N-Ht,Yes,226.0,UTILITY GAS,NatGrid NYC
BRONX RIVER ADDITION,BRONX,BRONX RIVER ADDITION,BLD 12,NONE,,157,533,B015700,FEDERAL,NY005010320P,CONSOLIDATED EDISON COMPANY OF NY,8080540,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3619251,N,0.0,Trans Gen Non-Res,Exception,0.0,UTILITY GAS,ConEd
BRONX RIVER ADDITION,BRONX,BRONX RIVER ADDITION,BLD 12,NONE,,157,533,B015700,FEDERAL,NY005010320P,CONSOLIDATED EDISON COMPANY OF NY,8080540,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3520966,N,112.19,Trans Gen Non-Res,Exception,113.0,UTILITY GAS,ConEd
BRONX RIVER ADDITION,BRONX,BRONX RIVER ADDITION,,Not Applicable,,157,533,B015700,FEDERAL,NY005010320P,EAST COAST POWER & GAS,8192049,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,395416121211008,N,81.66,,Yes,268.0,BROKERED GAS,ConEd
BRONX RIVER ADDITION,BRONX,BRONX RIVER ADDITION,BLD 11,AMR,,157,533,B015700,FEDERAL,NY005010320P,CONSOLIDATED EDISON COMPANY OF NY,8080548,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3596293,N,40.5,Trans Gen Non-Res,Exception,59.56,UTILITY GAS,ConEd
BRONX RIVER,BRONX,BRONX RIVER,BLD 02,NONE,,32,533,B003200,FEDERAL,NY005010320P,CONSOLIDATED EDISON COMPANY OF NY,8140840,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3876083,N,0.93,Trans Gen Non-Res,Yes,2.05,UTILITY GAS,ConEd
BRONX RIVER,BRONX,BRONX RIVER,BLD 02,NONE,,32,533,B003200,FEDERAL,NY005010320P,CONSOLIDATED EDISON COMPANY OF NY,8140840,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3876077,N,209.1,Trans Gen Non-Res,Yes,461.76,UTILITY GAS,ConEd
BRONX RIVER,BRONX,BRONX RIVER,BLD 04,NONE,,32,533,B003200,FEDERAL,NY005010320P,CONSOLIDATED EDISON COMPANY OF NY,8140840,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3760530,N,32.53,Trans Gen Non-Res,Yes,71.83,UTILITY GAS,ConEd
BRONX RIVER,BRONX,BRONX RIVER,BLD 04,NONE,,32,533,B003200,FEDERAL,NY005010320P,CONSOLIDATED EDISON COMPANY OF NY,8140840,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3760344,N,172.85,Trans Gen Non-Res,Yes,381.72,UTILITY GAS,ConEd
BRONX RIVER,BRONX,BRONX RIVER,BLD 06,NONE,,32,533,B003200,FEDERAL,NY005010320P,CONSOLIDATED EDISON COMPANY OF NY,8140840,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3562881,N,91.54,Trans Gen Non-Res,Yes,202.15,UTILITY GAS,ConEd
BRONX RIVER,BRONX,BRONX RIVER,BLD 08,NONE,,32,533,B003200,FEDERAL,NY005010320P,CONSOLIDATED EDISON COMPANY OF NY,8140840,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3537867,N,5.58,Trans Gen Non-Res,Yes,12.31,UTILITY GAS,ConEd
BRONX RIVER,BRONX,BRONX RIVER,BLD 05,NONE,,32,533,B003200,FEDERAL,NY005010320P,CONSOLIDATED EDISON COMPANY OF NY,8140840,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3466201,N,29.28,Trans Gen Non-Res,Yes,64.65,UTILITY GAS,ConEd
