project_id,project_name,project_start_date,project_completion_date,extended_affordability_status,prevailing_wage_status,extremely_low_income_units,very_low_income,low_income_units,moderate_income,middle_income,other,counted_rental_units,counted_homeownership_units,all_counted_units,total_units,senior_units,planned_tax_benefit
68608,100 HIMROD STREET,2019-05-17T00:00:00.000,2019-06-19T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
68609,98 HIMROD STREET,2019-05-17T00:00:00.000,2019-06-19T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
65215,RIVER TERRACE.HRP.FY19,2019-05-16T00:00:00.000,,No,Non Prevailing Wage,16,310,104,0,0,1,0,431,431,431,0,
68606,319 BROADWAY APARTMENTS,2019-05-16T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
68607,88 WALTON STREET,2019-05-16T00:00:00.000,2019-05-17T00:00:00.000,No,Non Prevailing Wage,0,0,6,0,0,0,6,0,6,27,0,421a
68531,CONFIDENTIAL,2019-05-15T00:00:00.000,2019-05-15T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
68535,CONFIDENTIAL,2019-05-15T00:00:00.000,2019-05-15T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
68605,1052 GREENE AVENUE APARTMENTS,2019-05-14T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,6,0,6,0,6,20,0,421a
68604,25-40 31ST STREET APARTMENTS,2019-05-13T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,5,0,5,0,5,16,0,421a
68602,2250 CLARENDON ROAD,2019-05-10T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,7,0,7,0,7,22,0,421a
68603,KNICKERBOCKER LOFTS,2019-05-10T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,12,0,12,0,12,38,0,421a
67446,LANGSAM 1 - 135 W 183RD STREET.HPO.FY19,2019-05-07T00:00:00.000,2019-05-07T00:00:00.000,Yes,Non Prevailing Wage,1,5,45,0,0,1,52,0,52,52,0,Article XI
67448,LANGSAM 3 - 1565-1573 WHITE PLAINS.HPO.FY19,2019-05-07T00:00:00.000,2019-05-07T00:00:00.000,Yes,Non Prevailing Wage,2,12,34,0,0,1,49,0,49,49,0,Article XI
67449,LANGSAM 4 - 1975 DAVIDSON AVENUE.HPO.FY19,2019-05-07T00:00:00.000,2019-05-07T00:00:00.000,Yes,Non Prevailing Wage,1,10,22,0,0,1,34,0,34,34,0,Article XI
67450,LANGSAM 5 - 2015 UNIVERSITY AVENUE.HPO.FY19,2019-05-07T00:00:00.000,2019-05-07T00:00:00.000,Yes,Non Prevailing Wage,1,14,48,0,0,0,63,0,63,63,0,Article XI
67451,LANGSAM 6 - 2733 MORRIS AVENUE.HPO.FY19,2019-05-07T00:00:00.000,2019-05-07T00:00:00.000,Yes,Non Prevailing Wage,0,11,26,0,0,0,37,0,37,37,0,Article XI
67571,LANGSAM 8 - 1411 TOWNSEND.HPO.FY19,2019-05-07T00:00:00.000,2019-05-07T00:00:00.000,Yes,Non Prevailing Wage,1,11,47,0,0,0,59,0,59,59,0,Article XI
67573,LANGSAM 7 - 1249 TINTON AVENUE.HPO.FY19,2019-05-07T00:00:00.000,2019-05-07T00:00:00.000,Yes,Non Prevailing Wage,0,5,8,0,0,0,13,0,13,13,0,Article XI
67605,LANGSAM 14 -464 EAST 159TH STREET.HPO.FY19,2019-05-07T00:00:00.000,2019-05-07T00:00:00.000,Yes,Non Prevailing Wage,0,15,15,0,0,1,31,0,31,31,0,Article XI
65277,HP PARK LANE PRESERVATION HDFC.HPO.FY19,2019-05-06T00:00:00.000,2019-05-06T00:00:00.000,Yes,Non Prevailing Wage,135,196,4,0,0,1,336,0,336,353,0,Article XI
65212,645 GATES AVENUE,2019-05-03T00:00:00.000,,No,Non Prevailing Wage,0,18,27,44,0,1,90,0,90,90,0,Article XI
68527,CONFIDENTIAL,2019-05-02T00:00:00.000,2019-05-02T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
68523,CONFIDENTIAL,2019-05-01T00:00:00.000,2019-05-01T00:00:00.000,No,Non Prevailing Wage,1,0,0,0,0,0,0,1,1,1,0,
68600,141 UTICA AVENUE APARTMENTS,2019-05-01T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,5,0,5,0,5,16,0,421a
68601,STANHOPE ESTATES APARTMENTS,2019-05-01T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,5,0,5,0,5,16,0,421a
67437,CASA RENACER HDFC.YR15.FY19,2019-04-30T00:00:00.000,2019-04-30T00:00:00.000,Yes,Non Prevailing Wage,47,7,5,1,0,0,60,0,60,60,0,420c
68456,CONFIDENTIAL,2019-04-30T00:00:00.000,2019-04-30T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
68598,755 PARK AVENUE APARTMENTS,2019-04-30T00:00:00.000,2019-11-22T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
68599,840 MORRIS PARK AVENUE APARTMENTS,2019-04-30T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,4,0,4,0,4,11,0,421a
67134,111 W 71ST STREET,2019-04-29T00:00:00.000,,No,Non Prevailing Wage,0,0,111,0,0,0,111,0,111,113,0,
68596,1503 JEFFERSON AVENUE APARTMENTS,2019-04-29T00:00:00.000,2019-09-23T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,9,0,421a
68597,406 CORNELIA STREET APARTMENTS,2019-04-29T00:00:00.000,2019-09-23T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,9,0,421a
66858,50 PENN,2019-04-26T00:00:00.000,,No,Non Prevailing Wage,22,66,87,42,0,1,218,0,218,218,0,420c
68460,CONFIDENTIAL,2019-04-26T00:00:00.000,2019-04-26T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
68595,57-27 GRANGER STREET APARTMENTS,2019-04-26T00:00:00.000,2019-11-27T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
65298,1675 WESTCHESTER,2019-04-25T00:00:00.000,,No,Non Prevailing Wage,50,49,112,37,0,1,249,0,249,249,0,Article XI
66264,7-9 E 30TH STREET,2019-04-25T00:00:00.000,,No,Non Prevailing Wage,0,0,2,0,0,0,2,0,2,49,0,421a
68594,"HELUX, THE",2019-04-24T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,18,0,18,0,18,375,0,421a
68459,CONFIDENTIAL,2019-04-22T00:00:00.000,2019-04-22T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
53680,SPRING CREEK PHASE 4B-2,2019-04-18T00:00:00.000,,No,Non Prevailing Wage,84,48,106,0,0,2,240,0,240,240,79,420c
67103,214 WEST 72ND STREET,2019-04-18T00:00:00.000,,No,Non Prevailing Wage,0,0,1,0,0,0,1,0,1,18,0,
68593,1654 PARKER STREET APARTMENTS,2019-04-18T00:00:00.000,2019-10-18T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,7,0,421a
68592,651 BUSHWICK AVENUE APARTMENTS,2019-04-17T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,6,0,6,0,6,20,0,421a
68591,774 BUSHWICK AVENUE APARTMENTS,2019-04-16T00:00:00.000,,No,Non Prevailing Wage,0,0,3,0,0,0,3,0,3,14,0,421a
68455,CONFIDENTIAL,2019-04-15T00:00:00.000,2019-04-15T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
68590,196 FREEMAN STREET APARTMENTS,2019-04-15T00:00:00.000,2019-05-31T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
68588,235 55TH STREET CONDOMINIUM,2019-04-12T00:00:00.000,,No,Non Prevailing Wage,0,0,2,0,0,0,0,2,2,8,0,421a
68589,2744 MATTHEWS AVENUE APARTMENTS,2019-04-12T00:00:00.000,2019-05-13T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
66669,645 BARRETTO STREET HDFC.GHPP.FY19,2019-04-11T00:00:00.000,,No,Non Prevailing Wage,6,41,0,0,0,1,7,41,48,48,0,Article XI
68586,1127 FLATBUSH AVENUE APARTMENTS,2019-04-08T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,9,0,9,0,9,28,0,421a
68457,CONFIDENTIAL,2019-04-05T00:00:00.000,2019-04-05T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
66573,HP 451 EAST 116TH STREET HDFC. HPO.FY19,2019-04-04T00:00:00.000,2019-04-04T00:00:00.000,Yes,Non Prevailing Wage,1,4,25,22,0,1,53,0,53,53,0,Article XI
68584,2406 HOFFMAN STREET APARTMENTS,2019-04-03T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
68380,306 STOCKHOLM STREET APARTMENTS,2019-04-01T00:00:00.000,2019-05-13T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
66770,146 BAYARD STREET,2019-03-29T00:00:00.000,,No,Non Prevailing Wage,0,0,8,0,0,0,8,0,8,46,0,421a
68379,335 FENIMORE STREET APARTMENTS,2019-03-29T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,4,0,4,0,4,13,0,421a
61271,DOE. 555 NEREID AVE. MULLER,2019-03-28T00:00:00.000,,No,Non Prevailing Wage,54,0,35,0,0,1,90,0,90,90,0,420c
67051,56 AINSLIE STREET,2019-03-28T00:00:00.000,,No,Non Prevailing Wage,0,0,5,0,0,0,5,0,5,27,0,421a
68384,CONFIDENTIAL,2019-03-28T00:00:00.000,2019-03-28T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
68385,CONFIDENTIAL,2019-03-28T00:00:00.000,2019-03-28T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
60784,105TH STREET & AMSTERDAM AVENUE PROJECT,2019-03-27T00:00:00.000,,No,Non Prevailing Wage,0,0,0,28,0,0,0,28,28,28,0,Article XI
67730,HP HENRY HUDSON HDFC.HPO.FY19 (3420 HENRY HUDSON PKWY),2019-03-27T00:00:00.000,2019-03-27T00:00:00.000,Yes,Non Prevailing Wage,0,8,23,41,0,1,73,0,73,108,12,Article XI
68377,225 WINTHROP STREET APARTMENTS,2019-03-27T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
68378,227 WINTHROP STREET APARTMENTS,2019-03-27T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
68383,CONFIDENTIAL,2019-03-27T00:00:00.000,2019-03-27T00:00:00.000,No,Non Prevailing Wage,0,1,0,0,0,0,0,1,1,1,0,
61290,ICL. 50 NEVINS STREET,2019-03-26T00:00:00.000,,No,Non Prevailing Wage,78,0,50,0,0,1,129,0,129,129,0,420c
66105,BRONX PRO.1080 WASHINGTON AVE,2019-03-26T00:00:00.000,,No,Prevailing Wage,153,0,0,0,0,1,154,0,154,154,153,420c
68159,1325 JEROME AVENUE,2019-03-26T00:00:00.000,,No,Non Prevailing Wage,153,21,80,0,0,1,255,0,255,255,0,420c
68376,1672 DEAN STREET APARTMENTS,2019-03-26T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
68374,543 ALBANY AVENUE APARTMENTS,2019-03-25T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,9,0,421a
68375,912 BERGEN STREET APARTMENTS,2019-03-25T00:00:00.000,2019-04-11T00:00:00.000,No,Non Prevailing Wage,0,0,3,0,0,0,3,0,3,12,0,421a
68372,80 AINSLIE STREET APARTMENTS,2019-03-22T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,5,0,5,0,5,16,0,421a
68373,961 MADISON STREET APARTMENTS,2019-03-22T00:00:00.000,2019-05-03T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,2,0,2,0,2,6,0,421a
68371,532 EAST 142ND STREET APARTMENTS,2019-03-21T00:00:00.000,2019-07-16T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,5,0,5,0,5,15,0,421a
68370,396 SOUTH 5TH STREET APARTMENTS,2019-03-14T00:00:00.000,2019-08-09T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
68369,AINSLIE TOWER,2019-03-13T00:00:00.000,,No,Non Prevailing Wage,0,0,6,0,0,0,6,0,6,29,0,421a
68367,238 PULASKI STREET APARTMENTS,2019-03-11T00:00:00.000,2019-10-15T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,4,0,4,0,4,12,0,421a
68368,346 RUTLAND ROAD APARTMENTS,2019-03-11T00:00:00.000,2019-07-26T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,4,0,4,0,4,13,0,421a
68365,1595 BROADWAY APARTMENTS,2019-03-08T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,10,0,10,0,10,32,0,421a
68366,333 CYPRESS AVENUE APARTMENTS,2019-03-08T00:00:00.000,2019-04-24T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,13,0,13,0,13,41,0,421a
68362,104 CENTRAL AVENUE APARTMENTS,2019-03-05T00:00:00.000,2019-03-20T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
68363,2527 CHURCH AVENUE APARTMENTS,2019-03-05T00:00:00.000,2019-12-11T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,7,0,7,0,7,21,0,421a
68360,1643 NEW YORK AVENUE APARTMENTS,2019-03-04T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
68361,1645 NEW YORK AVENUE APARTMENTS,2019-03-04T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
68359,146 LINDEN BOULEVARD APARTMENTS,2019-03-01T00:00:00.000,2019-10-31T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,6,0,6,0,6,18,0,421a
68551,614-20 EAST 9 STREET HDFC,2019-02-28T00:00:00.000,2019-02-28T00:00:00.000,Yes,Non Prevailing Wage,0,0,0,32,0,0,0,32,32,32,0,
68279,CONFIDENTIAL,2019-02-22T00:00:00.000,2019-02-22T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
68357,1543 EAST NEW YORK AVENUE,2019-02-15T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
68358,1547 EAST NEW YORK AVENUE,2019-02-15T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
65391,COOPER SQUARE SENIOR HDFC.HUDMF.FY19,2019-02-14T00:00:00.000,,No,Non Prevailing Wage,145,4,1,0,0,1,151,0,151,151,120,Article XI
68356,712 EAST 175 STREET APARTMENTS,2019-02-13T00:00:00.000,2019-02-28T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,8,0,8,0,8,26,0,421a
68274,CONFIDENTIAL,2019-02-11T00:00:00.000,2019-02-11T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
68205,CONFIDENTIAL,2019-02-06T00:00:00.000,2019-03-22T00:00:00.000,No,Non Prevailing Wage,0,1,0,0,0,0,0,1,1,1,1,
68278,CONFIDENTIAL,2019-02-06T00:00:00.000,2019-02-06T00:00:00.000,No,Non Prevailing Wage,1,0,0,0,0,0,0,1,1,1,0,
68355,ENSEMBLE,2019-02-05T00:00:00.000,2019-12-17T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,28,0,28,0,28,93,0,421a
68353,195 SULLIVAN PLACE,2019-02-04T00:00:00.000,2019-02-12T00:00:00.000,No,Non Prevailing Wage,0,0,4,0,0,0,4,0,4,19,0,421a
68354,915 EAGLE AVENUE APARTMENTS,2019-02-04T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
65291,BEDFORD UNION ARMORY,2019-01-31T00:00:00.000,,No,Non Prevailing Wage,50,50,150,0,0,1,251,0,251,415,0,420c
68202,CONFIDENTIAL,2019-01-29T00:00:00.000,2019-01-29T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
68350,182 JEFFERSON STREET APARTMENTS,2019-01-29T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
68352,81 JEFFERSON STREET APARTMENTS,2019-01-29T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
68349,34 BELVEDERE STREET APARTMENTS,2019-01-25T00:00:00.000,2019-03-29T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
68199,CONFIDENTIAL,2019-01-24T00:00:00.000,2019-01-24T00:00:00.000,No,Non Prevailing Wage,0,1,0,0,0,0,0,1,1,1,0,
68200,CONFIDENTIAL,2019-01-24T00:00:00.000,2019-01-24T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
68345,70 SUTTON STREET APARTMENTS,2019-01-24T00:00:00.000,2019-04-30T00:00:00.000,No,Non Prevailing Wage,0,0,2,0,0,0,2,0,2,8,0,421a
68346,72 SUTTON STREET APARTMENTS,2019-01-24T00:00:00.000,2019-09-25T00:00:00.000,No,Non Prevailing Wage,0,0,2,0,0,0,2,0,2,8,0,421a
61877,464-68 W 51 ST HDFC.GHPP.FY19,2019-01-23T00:00:00.000,,No,Non Prevailing Wage,10,0,1,0,0,0,0,11,11,11,0,Article XI
68197,CONFIDENTIAL,2019-01-23T00:00:00.000,2019-01-23T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
68343,1328 FULTON STREET APARTMENTS,2019-01-23T00:00:00.000,,No,Non Prevailing Wage,0,0,13,0,0,0,13,0,13,57,0,421a
68344,VERNON AVENUE APARTMENTS,2019-01-23T00:00:00.000,2019-01-23T00:00:00.000,No,Non Prevailing Wage,0,0,4,0,0,0,4,0,4,20,0,421a
68341,30-68 38TH STREET APARTMENTS,2019-01-19T00:00:00.000,2019-04-10T00:00:00.000,No,Non Prevailing Wage,0,0,0,7,0,0,7,0,7,23,0,421a
68342,875 DEKALB AVENUE APARTMENTS,2019-01-19T00:00:00.000,2019-03-06T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,11,0,11,0,11,35,0,421a
68195,CONFIDENTIAL,2019-01-18T00:00:00.000,2019-01-18T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
68339,1424 HANCOCK STREET APARTMENTS,2019-01-18T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,2,0,2,0,2,6,0,421a
68340,2121 7TH AVENUE APARTMENTS,2019-01-18T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,7,0,7,0,7,22,0,421a
49147,21 ARDEN STREET,2019-01-17T00:00:00.000,,No,Non Prevailing Wage,0,0,0,15,0,0,0,15,15,15,0,Article XI
68182,CONFIDENTIAL,2019-01-16T00:00:00.000,2019-01-16T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
68193,CONFIDENTIAL,2019-01-16T00:00:00.000,2019-01-16T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
68338,253 EVERGREEN AVENUE APARTMENTS,2019-01-15T00:00:00.000,2019-06-13T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
68336,143 WOODBINE STREET APARTMENTS,2019-01-14T00:00:00.000,2019-01-31T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
68337,J&J TOWER/46-02 70 STREET,2019-01-14T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,23,0,23,0,23,74,0,421a
68183,CONFIDENTIAL,2019-01-09T00:00:00.000,2019-01-09T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
44218,MEC E. 125TH ST. PARCEL B WEST,2018-12-31T00:00:00.000,,No,Non Prevailing Wage,0,101,101,0,93,2,297,0,297,404,0,Article XI
44256,WSFSSH. 145 WEST 108TH ST. VALLEY LODGE,2018-12-31T00:00:00.000,,No,Non Prevailing Wage,129,0,69,0,0,1,199,0,199,199,0,
48038,165 WEST 80TH STREET,2018-12-31T00:00:00.000,,No,Non Prevailing Wage,0,14,14,0,0,1,29,0,29,29,0,Article XI
68087,151 SOMERS STREET CONDOMINIUMS,2018-12-31T00:00:00.000,2019-10-01T00:00:00.000,No,Non Prevailing Wage,0,0,2,0,0,0,0,2,2,8,0,421a
63168,MANHANTANVILLE (PHASE II),2018-12-27T00:00:00.000,2018-12-27T00:00:00.000,Yes,Non Prevailing Wage,0,0,7,0,0,0,0,7,7,43,0,Article XI
64492,3377 WHITE PLAINS ROAD LLC.YR15.FY19,2018-12-27T00:00:00.000,,No,Non Prevailing Wage,6,30,36,0,0,0,72,0,72,72,0,420c
66653,CAMBER. 3-11 W118TH ST. VICTORY PLAZA,2018-12-27T00:00:00.000,,No,Prevailing Wage,135,0,0,0,0,1,136,0,136,136,135,420c
66931,2178 BERGEN STREET,2018-12-27T00:00:00.000,,No,Non Prevailing Wage,0,7,0,0,0,0,7,0,7,33,0,421a
67577,ESPLANADE GARDENS INCORPORATED.PLP.FY19,2018-12-27T00:00:00.000,,No,Non Prevailing Wage,124,1746,0,0,0,2,0,1872,1872,1872,0,J-51
61931,HUNTERS POINT SOUTH PARCEL C -NORTH TOWER,2018-12-26T00:00:00.000,,No,Non Prevailing Wage,0,160,0,90,284,1,535,0,535,800,100,Article XI
62102,VAN DYKE III,2018-12-26T00:00:00.000,,No,Non Prevailing Wage,18,36,125,0,0,1,180,0,180,180,0,
62109,CATON FLATS,2018-12-26T00:00:00.000,,No,Non Prevailing Wage,0,27,37,63,127,1,255,0,255,255,0,Article XI
63209,HUNTERS POINT SOUTH PARCEL C -SOUTH TOWER,2018-12-26T00:00:00.000,,No,Non Prevailing Wage,0,80,0,65,40,1,186,0,186,394,0,421a
63877,TYPE A. 1490 SOUTHERN BLVD. MWBE RFP SITE E,2018-12-26T00:00:00.000,,No,Prevailing Wage,114,0,0,0,0,1,115,0,115,115,114,420c
68075,1980 AMSTERDAM AVENUE,2018-12-26T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,5,0,5,0,5,14,0,421a
65054,NCV HOPE LLC.PLP.FY19 (MOUNT HOPE RENAISSANCE),2018-12-21T00:00:00.000,,No,Non Prevailing Wage,24,271,210,0,0,10,515,0,515,515,0,Article XI
68066,WILSON AVENUE APARTMENTS,2018-12-21T00:00:00.000,2019-02-12T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,9,0,421a
63778,153-19 JAMAICA AVENUE,2018-12-20T00:00:00.000,,No,Non Prevailing Wage,0,0,138,0,0,0,138,0,138,139,0,420c
65341,FRIENDSET APTS HDFC.HUDMF.FY18,2018-12-20T00:00:00.000,,Yes,Non Prevailing Wage,250,4,1,4,0,0,259,0,259,259,206,Article XI
66651,FOXY.2016 ARTHUR AVENUE,2018-12-20T00:00:00.000,,No,Prevailing Wage,176,0,0,0,0,1,177,0,177,177,176,420c
67687,WEST FARMS PRESERVATION HDFC.HPO.FY19,2018-12-20T00:00:00.000,2018-12-20T00:00:00.000,Yes,Non Prevailing Wage,0,1,303,37,0,2,343,0,343,343,94,Article XI
68065,46 COOK STREET,2018-12-20T00:00:00.000,2019-03-13T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,14,0,14,0,14,45,0,421a
68063,1817 UNIVERSITY AVENUE APARTMENTS,2018-12-19T00:00:00.000,2019-01-09T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
63154,RIVERWALK 8,2018-12-18T00:00:00.000,,No,Non Prevailing Wage,0,69,33,68,170,1,341,0,341,341,0,
66929,9 ARGYLE ROAD HDFC.GHPP.FY19,2018-12-18T00:00:00.000,,No,Non Prevailing Wage,0,12,0,0,0,0,0,12,12,12,0,Article XI
68010,CONFIDENTIAL,2018-12-18T00:00:00.000,2018-12-18T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
62241,PARK AND ELTON APARTMENTS,2018-12-14T00:00:00.000,,No,Non Prevailing Wage,9,4,7,17,0,1,38,0,38,38,0,Article XI
65523,AILEEN AVERY HDFC.HRP.FY19,2018-12-14T00:00:00.000,,No,Non Prevailing Wage,6,4,11,0,0,1,22,0,22,22,0,J-51
68009,CONFIDENTIAL,2018-12-14T00:00:00.000,2018-12-14T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
66342,64 SCHOLES STREET,2018-12-13T00:00:00.000,,No,Non Prevailing Wage,0,0,64,0,0,0,64,0,64,65,0,420c
68008,CONFIDENTIAL,2018-12-12T00:00:00.000,2018-12-12T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
64671,683 THWAITES PLACE,2018-12-11T00:00:00.000,,No,Non Prevailing Wage,0,0,4,31,0,1,36,0,36,36,0,421a
67723,NEIGHBORHOOD WOMEN HDFC,2018-12-11T00:00:00.000,2019-06-20T00:00:00.000,No,Non Prevailing Wage,0,0,50,0,0,0,50,0,50,51,0,420c
68061,797 STERLING PLACE,2018-12-11T00:00:00.000,2019-05-31T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,9,0,421a
68062,STAN GREEN APARTMENTS,2018-12-11T00:00:00.000,2019-07-17T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,6,0,6,0,6,16,0,421a
68006,CONFIDENTIAL,2018-12-10T00:00:00.000,2018-12-10T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
68060,924 MYRTLE AVENUE APARTMENTS,2018-12-10T00:00:00.000,2019-03-13T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,7,0,7,0,7,23,0,421a
66189,540 FULTON STREET,2018-12-07T00:00:00.000,,No,Non Prevailing Wage,0,0,28,0,0,0,28,0,28,318,0,421a
66005,FOREST HILLS MHA HDFC.HRP.FY19,2018-12-06T00:00:00.000,,No,Non Prevailing Wage,287,122,21,0,0,0,430,0,430,430,0,
66571,50-11 QUEENS BLVD,2018-12-06T00:00:00.000,,No,Non Prevailing Wage,0,0,14,0,0,0,14,0,14,75,0,421a
61967,ACACIA. 128 EAST 112TH ST. VIRGINIA HOUSE,2018-12-05T00:00:00.000,,No,Prevailing Wage,56,0,0,0,0,1,57,0,57,57,56,420c
67966,CONFIDENTIAL,2018-12-05T00:00:00.000,2019-04-02T00:00:00.000,No,Non Prevailing Wage,0,0,0,3,0,0,0,3,3,3,1,
68005,CONFIDENTIAL,2018-12-05T00:00:00.000,2018-12-05T00:00:00.000,No,Non Prevailing Wage,0,1,0,0,0,0,0,1,1,1,0,
68059,21-34 BROADWAY APARTMENTS,2018-11-28T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,12,0,12,0,12,37,0,421a
67493,111 VARICK STREET,2018-11-27T00:00:00.000,,No,Non Prevailing Wage,0,3,22,0,0,0,25,0,25,100,0,421a
67989,CONFIDENTIAL,2018-11-27T00:00:00.000,2018-11-27T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
