development_name,borough,account_name,location,meter_amr,meter_scope,tds,edp,rc_code,funding_source,amp,vendor_name,umis_bill_id,revenue_month,service_start_date,service_end_date,days,meter_number,estimated,current_charges,rate_class,bill_analyzed,consumption_therms,es_commodity,underlying_utility
HAMMEL,QUEENS,HAMMEL,BLD 05,NONE,BLD 1-14,75.0,226,Q007500,FEDERAL,NY005010750P,National Grid LI,8091668,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,04774936,N,8285.92,"158 Del,Com,Multidwel,Heat",Yes,0.0,UTILITY GAS,NatGrid LI
HYLAN,BROOKLYN,BUSHWICK/HYLAN,BUSHWICK BLD 02,AMR,,109.0,680,K010900,FEDERAL,NY005010860P,National Grid NYC,8106853,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,03923635-14.5%,N,2255.43,T3 TRAN MULT FAM,Yes,6929.99,UTILITY GAS,NatGrid NYC
CONEY ISLAND I (SITE 8),BROOKLYN,CONEY ISLAND I (SITE 8),BLD 01,AMR,,238.0,334,K023800,FEDERAL,NY005011720P,National Grid NYC,8107380,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,05768931,N,2072.41,T3 TRAN MULT FAM,Yes,5898.0,UTILITY GAS,NatGrid NYC
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 48,AMR,,303.0,566,K030300,FEDERAL,NY005012470P,National Grid NYC,8106904,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,06295278,Y,342.88,T3 TRAN MULT FAM,Yes,673.0,UTILITY GAS,NatGrid NYC
45 ALLEN STREET,MANHATTAN,ALLEN STREET,BLD 01,NONE,,265.0,380,M026500,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,8085827,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3299919,N,905.56,GS2 General Non-Residential,Exception,1511.0,UTILITY GAS,ConEd
GLENWOOD,BROOKLYN,GLENWOOD,BLD 16,AMR,BLD 1-20,44.0,584,K004400,FEDERAL,NY005000440P,National Grid NYC,8107214,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,00811369,N,10337.47,T3 TRAN MULT FAM,Yes,31581.0,UTILITY GAS,NatGrid NYC
BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),BLD 05,AMR,,302.0,565,K030200,FEDERAL,NY005012470P,National Grid NYC,8107235,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,06401827,N,112.94,T3 TRAN MULT FAM,Yes,155.0,UTILITY GAS,NatGrid NYC
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 46,AMR,,303.0,566,K030300,FEDERAL,NY005012470P,National Grid NYC,8106906,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,05124468,N,144.46,T3 TRAN MULT FAM,Yes,226.0,UTILITY GAS,NatGrid NYC
COOPER PARK,BROOKLYN,COOPER PARK,BLD 11,AMR,BLD 1-11,69.0,223,K006900,FEDERAL,NY005000690P,National Grid NYC,8106848,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,17291566,N,10672.15,T3 TRAN MULT FAM,Yes,32621.0,UTILITY GAS,NatGrid NYC
45 ALLEN STREET,MANHATTAN,ALLEN STREET,BLD 01,NONE,BLD 1-7,265.0,380,M026500,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,8085821,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,2544977,N,21.96,Trans Res MultiDwell Heat,Exception,0.0,UTILITY GAS,ConEd
HARRISON AVENUE REHAB (GROUP B),BRONX,HARRISON AVENUE REHAB (GROUP B),BLD 02,NONE,,547.0,773,B054700,FEDERAL,NY005013410P,CONSOLIDATED EDISON COMPANY OF NY,8079699,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3045205,N,21.96,Trans Res MultiDwell Heat,Exception,0.0,UTILITY GAS,ConEd
BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),BLD 12,Not Applicable,,302.0,565,K030200,FEDERAL,NY005012470P,DIRECT ENERGY BUSINESS (32179),8114343,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00098916011,N,75.4,,Yes,186.0,BROKERED GAS,NatGrid NYC
BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),BLD 25,Not Applicable,,302.0,565,K030200,FEDERAL,NY005012470P,DIRECT ENERGY BUSINESS (32179),8114345,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00098916101,N,133.78,,Yes,330.0,BROKERED GAS,NatGrid NYC
CONLON LIHFE TOWER,QUEENS,CONLON LIHFE TOWER,BLD 01,Not Applicable,,232.0,347,Q023200,FEDERAL,NY005010910P,DIRECT ENERGY BUSINESS (32179),8114526,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,01073072710,N,1314.31,,Yes,3242.0,BROKERED GAS,NatGrid NYC
HARRISON AVENUE REHAB (GROUP B),BRONX,HARRISON AVENUE REHAB (GROUP B),BLD 04,NONE,,547.0,773,B054700,FEDERAL,NY005013410P,CONSOLIDATED EDISON COMPANY OF NY,8079616,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3792212,N,590.97,Trans Res MultiDwell Heat,Yes,792.0,UTILITY GAS,ConEd
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 41,AMR,,303.0,566,K030300,FEDERAL,NY005012470P,National Grid NYC,8106916,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,01337615,N,163.98,T3 TRAN MULT FAM,Yes,270.0,UTILITY GAS,NatGrid NYC
BUTLER,BRONX,BUTLER,BLD 03,NONE,BLD 1-6,113.0,435,B011300,FEDERAL,NY005001130P,CONSOLIDATED EDISON COMPANY OF NY,8078971,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3383894,N,5637.03,Trans Res MultiDwell Heat Dual,Yes,9737.0,UTILITY GAS,ConEd
BREUKELEN,BROOKLYN,BREUKELEN,BLD 32,AMR,BLD 1-31,56.0,212,K005600,FEDERAL,NY005000560P,National Grid NYC,8107316,2019-08,2019-08-10T00:00:00.000,2019-08-27T00:00:00.000,17,08271907,Y,8607.26,T3 TRAN MULT FAM,Yes,26461.0,UTILITY GAS,NatGrid NYC
AMSTERDAM,MANHATTAN,AMSTERDAM,BLD 02,NONE,BLD 1-13,22.0,530,M002200,FEDERAL,NY005010220P,CONSOLIDATED EDISON COMPANY OF NY,8179157,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3513334,N,26028.93,Trans Res MultiDwell Heat Dual,Yes,48696.0,UTILITY GAS,ConEd
HOE AVENUE-EAST 173RD STREET,BRONX,HOE AVENUE-EAST 173RD STREET,BLD 01,NONE,,215.0,333,B021500,FEDERAL,NY005015300P,CONSOLIDATED EDISON COMPANY OF NY,8080349,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3433978,N,834.11,Trans Gen Non-Res,Yes,1710.0,UTILITY GAS,ConEd
HOE AVENUE-EAST 173RD STREET,BRONX,HOE AVENUE-EAST 173RD STREET,BLD 01,Not Applicable,,215.0,333,B021500,FEDERAL,NY005015300P,EAST COAST POWER & GAS,8186735,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,395416142210005,N,692.21,,Yes,1710.0,BROKERED GAS,ConEd
AMSTERDAM,MANHATTAN,AMSTERDAM,BLD 02,Not Applicable,,22.0,530,M002200,FEDERAL,NY005010220P,EAST COAST POWER & GAS,8186968,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416050110006,N,19712.39,,Yes,48696.0,BROKERED GAS,ConEd
CORSI HOUSES,MANHATTAN,CORSI HOUSES,BLD 01,NONE,,199.0,359,M019900,FEDERAL,NY005010640P,CONSOLIDATED EDISON COMPANY OF NY,8168557,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3889053,N,3491.13,Trans Res MultiDwell Heat Dual,Exception,1994.0,UTILITY GAS,ConEd
BUTLER,BRONX,BUTLER,BLD 03,Not Applicable,,113.0,435,B011300,FEDERAL,NY005001130P,EAST COAST POWER & GAS,8186791,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,395416187500005,N,3941.58,,Yes,9737.0,BROKERED GAS,ConEd
CORSI HOUSES,MANHATTAN,CORSI HOUSES,BLD 01,Not Applicable,,199.0,359,M019900,FEDERAL,NY005010640P,EAST COAST POWER & GAS,8186872,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416020418000,N,44.93,,Exception,111.0,BROKERED GAS,ConEd
HOPE GARDENS,BROOKLYN,HOPE GARDENS,BLD 02,AMR,,247.0,546,K024700,FEDERAL,NY005012470P,National Grid NYC,8106914,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,09550056,N,604.5,T3 TRAN MULT FAM,Yes,1620.66,UTILITY GAS,NatGrid NYC
830 AMSTERDAM AVENUE,MANHATTAN,AMSTERDAM AVENUE,BLD 01,NONE,,150.0,258,M015000,FEDERAL,NY005010820P,CONSOLIDATED EDISON COMPANY OF NY,8075847,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,2545168,Y,3350.26,Trans Res MultiDwell Heat Dual,Yes,4607.0,UTILITY GAS,ConEd
BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),BLD 21,Not Applicable,,302.0,565,K030200,FEDERAL,NY005012470P,DIRECT ENERGY BUSINESS (32179),8114344,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00098916071,N,75.4,,Yes,186.0,BROKERED GAS,NatGrid NYC
BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),BLD 21,AMR,,302.0,565,K030200,FEDERAL,NY005012470P,National Grid NYC,8106921,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,01281642,N,126.71,T3 TRAN MULT FAM,Yes,186.0,UTILITY GAS,NatGrid NYC
830 AMSTERDAM AVENUE,MANHATTAN,AMSTERDAM AVENUE,BLD 01,Not Applicable,,150.0,258,M015000,FEDERAL,NY005010820P,EAST COAST POWER & GAS,8186970,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416060200003,N,1864.93,,Exception,4607.0,BROKERED GAS,ConEd
CORSI HOUSES,MANHATTAN,CORSI HOUSES,BLD 01,NONE,,199.0,359,M019900,FEDERAL,NY005010640P,CONSOLIDATED EDISON COMPANY OF NY,8145003,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3824680,N,111.27,GS2,Yes,111.0,UTILITY GAS,ConEd
CROWN HEIGHTS,BROOKLYN,CROWN HEIGHTS,BLD 01,AMR,,312.0,331,K031200,FEDERAL,NY005013510P,National Grid NYC,8107132,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,05151898,N,161.33,T3 TRAN MULT FAM,Exception,264.0,UTILITY GAS,NatGrid NYC
CAREY GARDENS,BROOKLYN,CAREY GARDENS,BLD 03,AMR,,166.0,288,K016600,FEDERAL,NY005011660P,National Grid NYC,8107383,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,05745663,N,45.61,T3 TRAN MULT FAM,Yes,0.0,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 02,AMR,BLD 1-4,210.0,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8107034,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,04624782,N,997.55,T3 TRAN MULT FAM,Yes,2558.0,UTILITY GAS,NatGrid NYC
CROWN HEIGHTS,BROOKLYN,CROWN HEIGHTS,BLD 06,AMR,,312.0,331,K031200,FEDERAL,NY005013510P,National Grid NYC,8107123,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,05152875,N,346.44,T3 TRAN MULT FAM,Yes,681.0,UTILITY GAS,NatGrid NYC
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 44,AMR,,303.0,566,K030300,FEDERAL,NY005012470P,National Grid NYC,8106911,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,05064948,N,163.11,T3 TRAN MULT FAM,Yes,268.0,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 06,AMR,BLD 5-7,210.0,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8107039,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,05589025,N,1234.41,T3 TRAN MULT FAM,Yes,3294.0,UTILITY GAS,NatGrid NYC
CROWN HEIGHTS,BROOKLYN,CROWN HEIGHTS,BLD 05,AMR,BLD 2-3,312.0,331,K031200,FEDERAL,NY005013510P,National Grid NYC,8107130,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,05151899,N,497.82,T3 TRAN MULT FAM,Yes,1022.0,UTILITY GAS,NatGrid NYC
HOWARD AVENUE,BROOKLYN,HOWARD AVENUE,BLD 03,AMR,,339.0,782,K033900,FEDERAL,NY005013510P,National Grid NYC,8107198,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,06098930,N,153.34,T3 TRAN MULT FAM,Yes,246.0,UTILITY GAS,NatGrid NYC
CROWN HEIGHTS,BROOKLYN,CROWN HEIGHTS,BLD 05,Not Applicable,,312.0,331,K031200,FEDERAL,NY005013510P,DIRECT ENERGY BUSINESS (32179),8114431,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00308934002,N,414.32,,Yes,1022.0,BROKERED GAS,NatGrid NYC
BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),BLD 14,Not Applicable,,302.0,565,K030200,FEDERAL,NY005012470P,DIRECT ENERGY BUSINESS (32179),8114347,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00098916211,N,144.32,,Yes,356.0,BROKERED GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 10,AMR,BLD 10-12,210.0,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8107046,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,05298753,N,45.61,T3 TRAN MULT FAM,Yes,0.0,UTILITY GAS,NatGrid NYC
BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),BLD 13,Not Applicable,,302.0,565,K030200,FEDERAL,NY005012470P,DIRECT ENERGY BUSINESS (32179),8114346,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00098916161,N,96.08,,Yes,237.0,BROKERED GAS,NatGrid NYC
HOWARD AVENUE-PARK PLACE,BROOKLYN,HOWARD AVENUE-PARK PLACE,BLD 05,AMR,,365.0,551,K036500,FEDERAL,NY005013510P,National Grid NYC,8107072,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,05152881,N,247.0,T3 TRAN MULT FAM,Exception,457.0,UTILITY GAS,NatGrid NYC
CARLETON MANOR,QUEENS,CARLETON MANOR,BLD 01,Not Applicable,,164.0,270,Q016400,FEDERAL,NY005010750P,DIRECT ENERGY BUSINESS (32179),8114294,2019-08,2019-07-25T00:00:00.000,2019-08-22T00:00:00.000,28,4414642009,N,3106.17,,Yes,7662.0,BROKERED GAS,NatGrid LI
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 08,AMR,BLD 8-9,210.0,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8107048,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,04856867,Y,1340.93,T3 TRAN MULT FAM,Yes,3625.0,UTILITY GAS,NatGrid NYC
BREVOORT,BROOKLYN,BREVOORT,BLD 05,AMR,BLD 1-13,65.0,213,K006500,FEDERAL,NY005000650P,National Grid NYC,8107063,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,01477517,N,8659.24,T3 TRAN MULT FAM,Yes,26366.0,UTILITY GAS,NatGrid NYC
CROWN HEIGHTS,BROOKLYN,CROWN HEIGHTS,BLD 01,Not Applicable,,312.0,331,K031200,FEDERAL,NY005013510P,DIRECT ENERGY BUSINESS (32179),8114432,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00308935001,N,107.07,,Exception,264.1,BROKERED GAS,NatGrid NYC
HOWARD AVENUE-PARK PLACE,BROOKLYN,HOWARD AVENUE-PARK PLACE,BLD 01,AMR,,365.0,551,K036500,FEDERAL,NY005013510P,National Grid NYC,8107097,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,05669059,N,210.16,T3 TRAN MULT FAM,Yes,374.0,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 02,Not Applicable,,210.0,325,K021000,FEDERAL,NY005012100P,DIRECT ENERGY BUSINESS (32179),8114390,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00248910120,N,1037.01,,Yes,2558.0,BROKERED GAS,NatGrid NYC
BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),BLD 25,AMR,,302.0,565,K030200,FEDERAL,NY005012470P,National Grid NYC,8106922,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,01308897,N,190.63,T3 TRAN MULT FAM,Yes,330.0,UTILITY GAS,NatGrid NYC
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 50,AMR,,303.0,566,K030300,FEDERAL,NY005012470P,National Grid NYC,8106928,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,06788414,N,136.04,T3 TRAN MULT FAM,Yes,207.0,UTILITY GAS,NatGrid NYC
CAREY GARDENS,BROOKLYN,CAREY GARDENS,BLD 03,Not Applicable,,166.0,288,K016600,FEDERAL,NY005011660P,DIRECT ENERGY BUSINESS (32179),8114539,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,02308912010,,0.0,,Yes,0.0,BROKERED GAS,NatGrid NYC
HOWARD AVENUE-PARK PLACE,BROOKLYN,HOWARD AVENUE-PARK PLACE,BLD 03,AMR,,365.0,551,K036500,FEDERAL,NY005013510P,National Grid NYC,8107108,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,01281623,N,120.05,T3 TRAN MULT FAM,Yes,171.0,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 06,Not Applicable,,210.0,325,K021000,FEDERAL,NY005012100P,DIRECT ENERGY BUSINESS (32179),8114391,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00248910600,N,1335.39,,Yes,3294.0,BROKERED GAS,NatGrid NYC
DAVIDSON,BRONX,DAVIDSON,BLD 01,NONE,,190.0,301,B019000,FEDERAL,NY005013420P,CONSOLIDATED EDISON COMPANY OF NY,8080366,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,2544131,Y,3451.25,Trans Res MultiDwell Heat Dual,Yes,5561.0,UTILITY GAS,ConEd
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 33,AMR,,303.0,566,K030300,FEDERAL,NY005012470P,National Grid NYC,8106932,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,06788483,N,134.7,T3 TRAN MULT FAM,Yes,204.0,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 10,Not Applicable,,210.0,325,K021000,FEDERAL,NY005012100P,DIRECT ENERGY BUSINESS (32179),8114393,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00248911520,,0.0,,Yes,0.0,BROKERED GAS,NatGrid NYC
HOWARD AVENUE-PARK PLACE,BROOKLYN,HOWARD AVENUE-PARK PLACE,BLD 01,Not Applicable,,365.0,551,K036500,FEDERAL,NY005013510P,DIRECT ENERGY BUSINESS (32179),8114418,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00305321441,N,151.62,,Yes,374.0,BROKERED GAS,NatGrid NYC
CAREY GARDENS,BROOKLYN,CAREY GARDENS,BLD 01,Not Applicable,,166.0,288,K016600,FEDERAL,NY005011660P,DIRECT ENERGY BUSINESS (32179),8114540,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,02308912200,N,7249.77,,Yes,17883.0,BROKERED GAS,NatGrid NYC
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 38,AMR,,303.0,566,K030300,FEDERAL,NY005012470P,National Grid NYC,8106934,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,05020943,N,144.46,T3 TRAN MULT FAM,Yes,226.0,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 08,Not Applicable,,210.0,325,K021000,FEDERAL,NY005012100P,DIRECT ENERGY BUSINESS (32179),8114394,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00248911700,N,1469.58,,Yes,3625.0,BROKERED GAS,NatGrid NYC
CYPRESS HILLS,BROOKLYN,CYPRESS HILLS,BLD 07,Not Applicable,,70.0,536,K007000,FEDERAL,NY005010700P,DIRECT ENERGY BUSINESS (32179),8114510,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00558905000,N,23836.71,,Yes,58798.0,BROKERED GAS,NatGrid NYC
DAVIDSON,BRONX,DAVIDSON,BLD 01,Not Applicable,,190.0,301,B019000,FEDERAL,NY005013420P,EAST COAST POWER & GAS,8186733,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,395416139300009,N,2251.12,,Yes,5561.0,BROKERED GAS,ConEd
HUNTS POINT AVENUE REHAB,BRONX,HUNTS POINT AVENUE REHAB,BLD 05,NONE,BLD 4-6,367.0,806,B036700,FEDERAL,NY005015300P,CONSOLIDATED EDISON COMPANY OF NY,8078775,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3775077,N,401.64,Trans Res MultiDwell Heat,Yes,520.0,UTILITY GAS,ConEd
GOWANUS,BROOKLYN,GOWANUS,BLD 11,Not Applicable,,25.0,515,K002500,FEDERAL,NY005000250P,DIRECT ENERGY BUSINESS (32179),8114381,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00178912001,N,19126.77,,Yes,47180.0,BROKERED GAS,NatGrid NYC
BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),BLD 13,AMR,,302.0,565,K030200,FEDERAL,NY005012470P,National Grid NYC,8106924,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,05150515,N,149.34,T3 TRAN MULT FAM,Yes,237.0,UTILITY GAS,NatGrid NYC
BERRY STREET-SOUTH 9TH STREET,BROOKLYN,BERRY STREET-SOUTH 9TH STREET,BLD 03,AMR,,357.0,777,K035700,FEDERAL,NY005011310P,National Grid NYC,8106828,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,05101242,Y,582.42,T3 TRAN MULT FAM,Yes,1268.0,UTILITY GAS,NatGrid NYC
DOUGLASS ADDITION,MANHATTAN,DOUGLASS ADDITION,BLD 18,NONE,,148.0,569,M014800,FEDERAL,NY005010820P,CONSOLIDATED EDISON COMPANY OF NY,8189827,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,2545075,N,2243.7,Trans Res MultiDwell Heat,Yes,3254.0,UTILITY GAS,ConEd
CARLETON MANOR,QUEENS,CARLETON MANOR,BLD 01,NONE,BLD 1,164.0,270,Q016400,FEDERAL,NY005010750P,National Grid LI,8091649,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,06588270,N,2519.49,"158 Del,Com,Multidwel,Heat",Yes,7662.0,UTILITY GAS,NatGrid LI
ARMSTRONG II,BROOKLYN,ARMSTRONG II,BLD 02,AMR,BLD 4-6,228.0,355,K022800,FEDERAL,NY005012100P,National Grid NYC,8107051,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,09732029,N,776.14,T3 TRAN MULT FAM,Yes,1870.0,UTILITY GAS,NatGrid NYC
ARMSTRONG II,BROOKLYN,ARMSTRONG II,BLD 01,Not Applicable,,228.0,355,K022800,FEDERAL,NY005012100P,DIRECT ENERGY BUSINESS (32179),8114392,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00248911110,N,1647.55,,Yes,4064.0,BROKERED GAS,NatGrid NYC
CARVER,MANHATTAN,CARVER,BLD 05,Not Applicable,,58.0,534,M005800,FEDERAL,NY005000580P,EAST COAST POWER & GAS,8186885,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416025400003,N,14378.68,,Yes,35520.0,BROKERED GAS,ConEd
CONEY ISLAND,BROOKLYN,CONEY ISLAND,BLD 03,Not Applicable,BLD 1-5,94.0,671,K009400,FEDERAL,NY005011700P,DIRECT ENERGY BUSINESS (32179),8114562,2019-08,2019-07-27T00:00:00.000,2019-09-03T00:00:00.000,38,02308910400,N,13334.42,,Exception,32892.0,BROKERED GAS,NatGrid NYC
BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),BLD 15,Not Applicable,,302.0,565,K030200,FEDERAL,NY005012470P,DIRECT ENERGY BUSINESS (32179),8114349,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00098917001,N,196.21,,Yes,484.0,BROKERED GAS,NatGrid NYC
DOUGLASS I,MANHATTAN,DOUGLASS I/DOUGLASS II,DOUGLASS I BLD 11,NONE,,82.0,569,M008200,FEDERAL,NY005010820P,CONSOLIDATED EDISON COMPANY OF NY,8189835,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,2545233-65.7%,N,18727.95,Trans Res MultiDwell Heat Dual,Yes,35101.54,UTILITY GAS,ConEd
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 26,AMR,,303.0,566,K030300,FEDERAL,NY005012470P,National Grid NYC,8106958,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,06401548,N,145.34,T3 TRAN MULT FAM,Yes,228.0,UTILITY GAS,NatGrid NYC
ARMSTRONG II,BROOKLYN,ARMSTRONG II,BLD 02,Not Applicable,,228.0,355,K022800,FEDERAL,NY005012100P,DIRECT ENERGY BUSINESS (32179),8114395,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00248912020,N,758.1,,Yes,1870.0,BROKERED GAS,NatGrid NYC
BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),BLD 15,AMR,,302.0,565,K030200,FEDERAL,NY005012470P,National Grid NYC,8106930,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,06943164,N,258.98,T3 TRAN MULT FAM,Yes,484.0,UTILITY GAS,NatGrid NYC
