violationid,buildingid,registrationid,boroid,boro,housenumber,lowhousenumber,highhousenumber,streetname,streetcode,zip,story,block,lot,class,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,ordernumber,novid,novdescription,novissueddate,currentstatusid,currentstatus,currentstatusdate,novtype,violationstatus,latitude,longitude,communityboard,councildistrict,censustract,bin,bbl,nta,apartment,certifieddate,newcertifybydate,newcorrectbydate
10030095,287185,342515,3,BROOKLYN,1064,1064,1064,EAST NEW YORK AVENUE,38330,11212,6,4598,1,B,2013-11-07T00:00:00.000,2013-11-08T00:00:00.000,2013-12-31T00:00:00.000,2013-12-17T00:00:00.000,508,4722169,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ; THE CEILING  IN THE  KITCHEN  LOCATED AT APT 6B, 6th STORY",2013-11-12T00:00:00.000,19,VIOLATION CLOSED,2015-07-30T00:00:00.000,Original,Close,40.665134,-73.927235,17,41,884,3099485,3045980001,Rugby-Remsen Village,6B,,,
10001554,347751,328913,3,BROOKLYN,555,555,561,OCEAN AVENUE,67530,11226,5,5101,17,B,2013-10-09T00:00:00.000,2013-10-12T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,501,4707896,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE LOWER SASH WNDOW COUNTER BALANCES  IN THE 1st ROOM  FROM EAST LOCATED AT APT 5J, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2015-02-26T00:00:00.000,Original,Close,40.649256,-73.960842,14,40,51002,3117139,3051010017,Flatbush,5J,,,
10001558,347751,328913,3,BROOKLYN,555,555,561,OCEAN AVENUE,67530,11226,5,5101,17,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,568,4706765,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT  LOCATED AT APT 5J, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2016-09-08T00:00:00.000,Original,Close,40.649256,-73.960842,14,40,51002,3117139,3051010017,Flatbush,5J,,,
10001560,326132,331126,3,BROOKLYN,1005,1005,1005,LINCOLN PLACE,56030,11213,2,1257,43,B,2013-10-09T00:00:00.000,2013-10-11T00:00:00.000,2015-12-30T00:00:00.000,2015-12-16T00:00:00.000,579,5304072,"SECTION 27-2026 ADM CODE  REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS  HOT WATER  AT WASH BASIN  IN THE BATHROOM  LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2015-11-11T00:00:00.000,19,VIOLATION CLOSED,2016-01-12T00:00:00.000,Reissued,Close,40.670419,-73.943274,8,35,339,3032445,3012570043,Crown Heights North,2A,2015-12-19T00:00:00.000,,
10001561,64531,206523,2,BRONX,430,430,430,EAST 162 STREET,26520,10451,Cellar,2383,18,C,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-10-24T00:00:00.000,2013-10-19T00:00:00.000,672,4706414,SECTION  27-2033 ADM CODE  PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM   DOOR LOCKED   AT BOILER ROOM,2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2016-07-12T00:00:00.000,Original,Close,40.824473,-73.912506,3,17,141,2001509,2023830018,Morrisania-Melrose,,,,
10001563,46443,221472,2,BRONX,789,775,789,ASTOR AVENUE,9620,10467,2,4352,1,A,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2014-01-28T00:00:00.000,2014-01-14T00:00:00.000,529,4706362,"SECTION 27-2005 ADM CODE  REFIT CLOSET DOOR  IN THE FOYER  LOCATED AT APT 2M, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2016-02-26T00:00:00.000,Original,Close,40.859627,-73.864137,11,13,328,2050092,2043520001,Bronxdale,2M,,,
10001565,347751,328913,3,BROOKLYN,555,555,561,OCEAN AVENUE,67530,11226,5,5101,17,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,569,4706765,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 5J, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2015-02-26T00:00:00.000,Original,Close,40.649256,-73.960842,14,40,51002,3117139,3051010017,Flatbush,5J,,,
10001569,64531,206523,2,BRONX,430,430,430,EAST 162 STREET,26520,10451,3,2383,18,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,570,4706413,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF BEDBUGS IN THE ENTIRE APARTMENT  LOCATED AT APT 3W, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2016-07-19T00:00:00.000,Original,Close,40.824473,-73.912506,3,17,141,2001509,2023830018,Morrisania-Melrose,3W,,,
11346986,808401,374508,3,BROOKLYN,715,715,715,GATES AVENUE,43330,11221,1,1629,1,B,2016-08-09T00:00:00.000,2016-08-10T00:00:00.000,2016-09-29T00:00:00.000,2016-09-15T00:00:00.000,501,5491723,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE GASKET AT REFRIGERATOR LOWER COMPARTMENT DOOR  IN THE KITCHENETTE  LOCATED AT APT 1A, 1st STORY, 2nd APARTMENT FROM WEST AT NORTH",2016-08-11T00:00:00.000,19,VIOLATION CLOSED,2018-10-05T00:00:00.000,Original,Close,40.687689,-73.937872,3,36,277,3398080,3016290001,Stuyvesant Heights,1A,,,
10001587,126775,301488,3,BROOKLYN,394,394,394,1 STREET,5080,11215,3,971,15,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,568,4706602,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE 3rd ROOM  FROM NORTH LOCATED AT APT 3L, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2016-02-17T00:00:00.000,Original,Close,40.67252,-73.979239,6,39,155,3020875,3009710015,Park Slope-Gowanus,3L,2013-11-14T00:00:00.000,,
10001592,347751,328913,3,BROOKLYN,555,555,561,OCEAN AVENUE,67530,11226,5,5101,17,B,2013-10-09T00:00:00.000,2013-10-12T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,501,4707896,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE LOWER SASH WINDOW COUNTER BALANCES  IN THE KITCHEN  LOCATED AT APT 5J, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2015-02-26T00:00:00.000,Original,Close,40.649256,-73.960842,14,40,51002,3117139,3051010017,Flatbush,5J,,,
10001594,693432,402114,4,QUEENS,132-70,132-70,132-70,SANFORD AVENUE,61390,11355,6,5101,33,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,508,4706911,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING AND NORTH WALL AT CLOSET  IN THE FOYER  LOCATED AT APT 6H, 6th STORY, APARTMENT AT  EAST",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2016-03-07T00:00:00.000,Original,Close,40.755485,-73.831279,7,20,849,4115061,4051010033,Flushing,6H,,,
10001596,81578,210806,2,BRONX,2426,2426,2426,GRAND AVENUE,36320,10468,All Stories,3199,19,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,539,4706461,"SECTION 27-2005, 2007 ADM CODE  AND DEPT. RULES AND REGULATIONS. REMOVE THE ENCUMBRANCE OBSTRUCTING EGRESS FROM FIRE ESCAPES PLANTS AT 3RD. AND 4TH. STORY FIRE ESCAPE, BALCONY IN FRONT OF BUILDING, AT NORTH. , SECTION  AT  WEST",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2014-11-10T00:00:00.000,Original,Close,40.862296,-73.903664,7,14,253,2014306,2031990019,Kingsbridge Heights,,2014-01-02T00:00:00.000,,
10001597,652539,413082,4,QUEENS,20-30,20-30,20-30,ELK DRIVE,43590,11691,3,15767,7,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,508,4706890,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR WALLS AND CEILING  IN THE ENTIRE APARTMENT  LOCATED AT APT 4B, 3rd STORY, 4th APARTMENT FROM SOUTH AT WEST",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2016-05-27T00:00:00.000,Original,Close,40.598311,-73.755221,14,31,99801,4301047,4157670007,Far Rockaway-Bayswater,4B,,,
11346989,808401,374508,3,BROOKLYN,715,715,715,GATES AVENUE,43330,11221,1,1629,1,B,2016-08-09T00:00:00.000,2016-08-10T00:00:00.000,2016-09-29T00:00:00.000,2016-09-15T00:00:00.000,583,5491723,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING AT SOUTH BATH ROOM  LOCATED AT APT 1A, 1st STORY, 2nd APARTMENT FROM WEST AT NORTH",2016-08-11T00:00:00.000,19,VIOLATION CLOSED,2018-10-05T00:00:00.000,Original,Close,40.687689,-73.937872,3,36,277,3398080,3016290001,Stuyvesant Heights,1A,,,
10001605,470301,409886,4,QUEENS,110-20,110-20,110-20,73 ROAD,15490,11375,6,3293,74,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,1502,4706863,"SECTION 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE ENTIRE APARTMENT  LOCATED AT APT 6H, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2016-10-07T00:00:00.000,Original,Close,40.718132,-73.839339,6,29,76901,4078806,4032930074,Forest Hills,6H,,,
10001609,81578,210806,2,BRONX,2426,2426,2426,GRAND AVENUE,36320,10468,All Stories,3199,19,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,539,4706461,"SECTION 27-2005, 2007 ADM CODE  AND DEPT. RULES AND REGULATIONS. REMOVE THE ENCUMBRANCE OBSTRUCTING EGRESS FROM FIRE ESCAPES PLANTS,  AND  HOUSE  HOLD  ITEMS  AT 3RD. 4TH. STORY FIRE ESCAPE, BALCONY IN FRONT OF BUILDING, AT SOUTH. , SECTION  AT  WEST",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2014-11-10T00:00:00.000,Original,Close,40.862296,-73.903664,7,14,253,2014306,2031990019,Kingsbridge Heights,,2014-01-02T00:00:00.000,,
11272241,313693,327533,3,BROOKLYN,186,186,186,THOMAS S BOYLAND STREET,50830,11233,2,1550,36,C,2016-06-12T00:00:00.000,2016-06-12T00:00:00.000,2016-06-26T00:00:00.000,2016-06-21T00:00:00.000,505,5450166,"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE GLASS AT LOWER SASH WINDOW.  2ND WINDOW FROM EAST AT SOUTH  IN THE 3rd ROOM  FROM EAST AT SOUTH LOCATED AT APT 2F, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2016-06-13T00:00:00.000,19,VIOLATION CLOSED,2016-09-01T00:00:00.000,Original,Close,40.67808,-73.913582,16,41,301,3042159,3015500036,Ocean Hill,2F,,,
10001629,362959,340619,3,BROOKLYN,166,166,166,ROCKAWAY PARKWAY,73480,11212,3,4632,6,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,569,4706779,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE LOCATED AT APT 12A, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2015-02-11T00:00:00.000,Original,Close,40.662496,-73.921669,17,41,892,3100706,3046320006,Brownsville,12A,,,
10001632,362959,340619,3,BROOKLYN,166,166,166,ROCKAWAY PARKWAY,73480,11212,1,4632,6,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,550,4706782,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... APPROXIMATELY 10 SQUARE FEET AT EAST WALL  IN THE BATHROOM  LOCATED AT APT 5A, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2014-10-08T00:00:00.000,Original,Close,40.662496,-73.921669,17,41,892,3100706,3046320006,Brownsville,5A,,,
10001633,362959,340619,3,BROOKLYN,166,166,166,ROCKAWAY PARKWAY,73480,11212,1,4632,6,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,1503,4706782,"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING  LOCATED AT APT 5A, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2014-10-08T00:00:00.000,Original,Close,40.662496,-73.921669,17,41,892,3100706,3046320006,Brownsville,5A,,,
10001634,362959,340619,3,BROOKLYN,166,166,166,ROCKAWAY PARKWAY,73480,11212,1,4632,6,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,702,4706782,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR MISSING  LOCATED AT APT 5A, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2014-10-08T00:00:00.000,Original,Close,40.662496,-73.921669,17,41,892,3100706,3046320006,Brownsville,5A,,,
10001639,397352,339403,3,BROOKLYN,1068,1068,1078,WINTHROP STREET,93830,11212,2,4630,1,A,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2014-01-28T00:00:00.000,2014-01-14T00:00:00.000,556,4706830,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT WALLS AND CEILINGS  IN THE ENTIRE APARTMENT  LOCATED AT APT B2, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-11T00:00:00.000,21,NOT COMPLIED WITH,2015-02-26T00:00:00.000,Original,Open,40.661268,-73.924204,17,41,884,3100597,3046300001,Rugby-Remsen Village,B2,,,
10001640,397352,339403,3,BROOKLYN,1068,1068,1078,WINTHROP STREET,93830,11212,2,4630,1,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,568,4706831,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES LOCATED AT APT B2, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2015-02-26T00:00:00.000,Original,Close,40.661268,-73.924204,17,41,884,3100597,3046300001,Rugby-Remsen Village,B2,,,
10001641,397352,339403,3,BROOKLYN,1068,1068,1078,WINTHROP STREET,93830,11212,2,4630,1,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,569,4706831,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE LOCATED AT APT B2, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-11T00:00:00.000,21,NOT COMPLIED WITH,2015-02-26T00:00:00.000,Original,Open,40.661268,-73.924204,17,41,884,3100597,3046300001,Rugby-Remsen Village,B2,,,
10001645,470301,409886,4,QUEENS,110-20,110-20,110-20,73 ROAD,15490,11375,6,3293,74,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,702,4706863,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR MISSING  IN THE ENTIRE APARTMENT  LOCATED AT APT 6H, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2016-10-07T00:00:00.000,Original,Close,40.718132,-73.839339,6,29,76901,4078806,4032930074,Forest Hills,6H,,,
10001646,81772,205078,2,BRONX,2081,2081,2081,GRAND CONCOURSE,36420,10453,4,3161,30,C,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-10-24T00:00:00.000,2013-10-19T00:00:00.000,510,4706468,"SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF KEY OPERATED LOCK AT DOOR LEADING TO FIRE ESCAPE  IN THE 2nd ROOM  FROM EAST LOCATED AT APT 2D, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2017-03-08T00:00:00.000,Original,Close,40.853587,-73.902686,5,14,23501,2013752,2031610030,Mount Hope,2D,,,
11272242,313693,327533,3,BROOKLYN,186,186,186,THOMAS S BOYLAND STREET,50830,11233,2,1550,36,C,2016-06-12T00:00:00.000,2016-06-12T00:00:00.000,2016-07-16T00:00:00.000,2016-07-11T00:00:00.000,790,5450167,"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 3; WG TO REPLACE = 0; WG TO REPAIR = 0;         IN THE ENTIRE APARTMENT  LOCATED AT APT 2F, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2016-06-13T00:00:00.000,19,VIOLATION CLOSED,2016-08-24T00:00:00.000,Original,Close,40.67808,-73.913582,16,41,301,3042159,3015500036,Ocean Hill,2F,2016-07-14T00:00:00.000,,
10001665,142833,814771,3,BROOKLYN,4307,4307,4309,18 AVENUE,6880,11218,2,5415,22,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-12-11T00:00:00.000,2013-11-27T00:00:00.000,1502,4706613,"SECTION 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. LOCATED AT APT 2RR, 2nd STORY, APARTMENT AT  SOUTH",2013-10-11T00:00:00.000,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2016-06-22T00:00:00.000,Original,Open,40.631166,-73.976258,14,44,480,3336279,3054150022,Flatbush,2RR,,,
10001675,652539,413082,4,QUEENS,20-30,20-30,20-30,ELK DRIVE,43590,11691,3,15767,7,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,1502,4706890,"SECTION 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE ENTIRE APARTMENT  LOCATED AT APT 4B, 3rd STORY, 4th APARTMENT FROM SOUTH AT WEST",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2015-05-20T00:00:00.000,Original,Close,40.598311,-73.755221,14,31,99801,4301047,4157670007,Far Rockaway-Bayswater,4B,,,
10001676,652539,413082,4,QUEENS,20-30,20-30,20-30,ELK DRIVE,43590,11691,3,15767,7,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,702,4706890,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE   IN THE ENTIRE APARTMENT  LOCATED AT APT 4B, 3rd STORY, 4th APARTMENT FROM SOUTH AT WEST",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2015-05-20T00:00:00.000,Original,Close,40.598311,-73.755221,14,31,99801,4301047,4157670007,Far Rockaway-Bayswater,4B,,,
10001677,81772,205078,2,BRONX,2081,2081,2081,GRAND CONCOURSE,36420,10453,4,3161,30,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,596,4706467,"SECTION 27-2026 ADM CODE  REPLACE THE BROKEN OR DEFECTIVE WATER CLOSET  IN THE BATHROOM  LOCATED AT APT 2D, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2017-03-08T00:00:00.000,Original,Close,40.853587,-73.902686,5,14,23501,2013752,2031610030,Mount Hope,2D,,,
10001678,941865,384057,3,BROOKLYN,1206,1206,1216,BERGEN STREET,19230,11213,6,1221,53,B,2013-10-09T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,501,4707713,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE LIGHT SWITCH AT THE EAST WALL  IN THE FOYER  LOCATED AT APT B6A, 6th STORY, 2nd APARTMENT FROM WEST AT NORTH",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2017-02-14T00:00:00.000,Original,Close,40.675857,-73.945685,8,36,313,3030745,3012210053,Crown Heights North,B6A,,,
10001683,941865,384057,3,BROOKLYN,1206,1206,1216,BERGEN STREET,19230,11213,6,1221,53,B,2013-10-09T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,509,4707713,"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE CEILING LIGHT FIXTURE  IN THE 3rd ROOM  FROM NORTH LOCATED AT APT B6A, 6th STORY, 2nd APARTMENT FROM WEST AT NORTH",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2017-02-14T00:00:00.000,Original,Close,40.675857,-73.945685,8,36,313,3030745,3012210053,Crown Heights North,B6A,,,
10001685,215853,347316,3,BROOKLYN,1408,1408,1408,BUSHWICK AVENUE,23930,11207,1,3438,42,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,598,4706655,"SECTION 27-2026 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE CONNECTION WASTE WATER PIPE LINE AT WASH BASIN  IN THE BATHROOM  LOCATED AT APT 1F, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2014-12-05T00:00:00.000,Original,Close,40.684571,-73.909499,4,37,403,3079880,3034380042,Bushwick South,1F,,,
10001686,215853,347316,3,BROOKLYN,1408,1408,1408,BUSHWICK AVENUE,23930,11207,1,3438,42,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,501,4706655,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE MECHANICAL VENTILATION SYSTEM  IN THE BATHROOM  LOCATED AT APT 1F, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2014-12-05T00:00:00.000,Original,Close,40.684571,-73.909499,4,37,403,3079880,3034380042,Bushwick South,1F,,,
10001691,215853,347316,3,BROOKLYN,1408,1408,1408,BUSHWICK AVENUE,23930,11207,1,3438,42,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,598,4706655,"SECTION 27-2026 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE CONNECTION WASTE LINE PIPE AT SINK  IN THE KITCHEN  LOCATED AT APT 1F, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2014-12-05T00:00:00.000,Original,Close,40.684571,-73.909499,4,37,403,3079880,3034380042,Bushwick South,1F,,,
10001695,215853,347316,3,BROOKLYN,1408,1408,1408,BUSHWICK AVENUE,23930,11207,1,3438,42,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,569,4706655,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 1F, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2014-12-05T00:00:00.000,Original,Close,40.684571,-73.909499,4,37,403,3079880,3034380042,Bushwick South,1F,,,
10001696,215853,347316,3,BROOKLYN,1408,1408,1408,BUSHWICK AVENUE,23930,11207,1,3438,42,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,568,4706655,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE KITCHEN  LOCATED AT APT 1F, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2014-12-05T00:00:00.000,Original,Close,40.684571,-73.909499,4,37,403,3079880,3034380042,Bushwick South,1F,,,
10001698,215853,347316,3,BROOKLYN,1408,1408,1408,BUSHWICK AVENUE,23930,11207,1,3438,42,A,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2014-01-28T00:00:00.000,2014-01-14T00:00:00.000,505,4706654,"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE WOOD BASE CABINET AT SINK  IN THE KITCHEN  LOCATED AT APT 1F, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2014-12-05T00:00:00.000,Original,Close,40.684571,-73.909499,4,37,403,3079880,3034380042,Bushwick South,1F,,,
10001700,215853,347316,3,BROOKLYN,1408,1408,1408,BUSHWICK AVENUE,23930,11207,1,3438,42,B,2013-10-09T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,702,4706655,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE  LOCATED AT APT 1F, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2014-12-05T00:00:00.000,Original,Close,40.684571,-73.909499,4,37,403,3079880,3034380042,Bushwick South,1F,,,
