bbl,benchmarking_submission,bin,block,borough,borough_number,building_address,building_name,census_tract,community_board,community_council,council_district,energy_star_score,entry_number,fy15_energy_usage_mmbtu_utility_energy_excluding_fuel_oil,ghg,indoor_water_intensity_all_water_sources_gal_ft2,latitude,longitude,lot,nta,number_of_buildings,primary_property_type_self_selected,property_floor_area_buildngs_and_parking_ft2,reported_bins,reported_building_square_footage,reported_facility_type,reported_water_method,site_eui,site_eui_kbtu_ft2,state,street_name,street_number,total_ghg_emissions_mtco2e,water_per_square_foot,weather_normalized_source_eui,weather_normalized_source_eui_kbtu_ft2,zip,zip_code
1000770015.0,Yes,,,MANHATTAN,,,,1502.0,1.0,1.0,,1,12129.0,,,50.07,40.709238,-74.006738,,Battery Park City-Lower Manhattan                                          ,1.0,Office,236000.0,1001187,,,Manual,,4275.3,,WILLIAM STREET,130.0,79744.08,,,5994.2,10038.0,
1000770024.0,No Record as of 08/1/13,,,MANHATTAN,,,,1502.0,1.0,1.0,,,,,,,40.709191,-74.005728,,Battery Park City-Lower Manhattan                                          ,1.0,,,,,,,,,,FULTON STREET,82.0,,,,,10038.0,
1000780001.0,Yes,,,MANHATTAN,,,,1502.0,1.0,1.0,,,9495.0,,,0.0,40.709359,-74.006644,,Battery Park City-Lower Manhattan                                          ,1.0,Multifamily Housing,62462.0,1001192,,,Manual,,73.4,,WILLIAM STREET,135.0,286.02,,,121.7,10038.0,
1000780004.0,Yes,,,MANHATTAN,,,,1502.0,1.0,1.0,,1,6013.0,,,,40.709112,-74.006889,,Battery Park City-Lower Manhattan                                          ,1.0,Office,450000.0,1079063,,,Manual,,25126.5,,WILLIAM STREET,123.0,892909.71,,,35025.6,10038.0,
1000780011.0,Yes,,,MANHATTAN,,,,1502.0,1.0,1.0,,,11636.0,,,,40.708988,-74.007654,,Battery Park City-Lower Manhattan                                          ,1.0,Multifamily Housing,115488.0,1079064,,,Manual,,2.5,,JOHN STREET,55.0,19.64,,,4.6,10038.0,
1000780020.0,Yes,,,MANHATTAN,,,,1502.0,1.0,1.0,,41,7477.0,,,,40.710081,-74.007485,,Battery Park City-Lower Manhattan                                          ,1.0,Residence Hall/Dormitory,66687.0,,,,Manual,,90.4,,FULTON STREET,120.0,442.13,,,204.4,10038.0,
3072440058.0,Yes,,,BROOKLYN,,,,370.0,13.0,48.0,,,2893.0,,,30.25,40.585692,-73.961488,,Brighton Beach                                                             ,1.0,Multifamily Housing,85695.0,3196230,,,ABS,,69.4,,MONTAUK COURT,711.0,380.76,,,120.0,11235.0,
1000787508.0,No Record as of 08/1/13,,,MANHATTAN,,,,1502.0,1.0,1.0,,,,,,,40.709241,-74.008,,Battery Park City-Lower Manhattan                                          ,1.0,,,,,,,,,,JOHN STREET,45.0,,,,,10038.0,
1019457504.0,Yes,,,MANHATTAN,,,,257.0,10.0,9.0,,,4815.0,,,30.34,40.805825,-73.954627,,Central Harlem South                                                       ,1.0,Multifamily Housing,180800.0,1087277,,,ABS,,90.4,,WEST  118 STREET,301.0,1219.61,,,205.2,10026.0,
1000790015.0,No Record as of 08/1/13,,,MANHATTAN,,,,1502.0,1.0,1.0,,,,,,,40.710355,-74.009508,,Battery Park City-Lower Manhattan                                          ,1.0,,,,,,,,,,BROADWAY,192.0,,,,,10038.0,
1010477501.0,Yes,,,MANHATTAN,,,,139.0,4.0,3.0,,,6081.0,,,30.35,40.767231,-73.98411899999999,,Clinton                                                                    ,2.0,Multifamily Housing,577881.0,1087148;1083734,,,ABS,,277.0,,WEST   57 STREET,340.0,9492.4,,,341.1,10019.0,
1000797503.0,Yes,,,MANHATTAN,,,,1502.0,1.0,1.0,,,12665.0,,,,40.709639,-74.008325,,Battery Park City-Lower Manhattan                                          ,1.0,Multifamily Housing,89276.0,1001215,,,Manual,,67.8,,NASSAU STREET,71.0,489.87,,,183.9,10038.0,
1000800001.0,Yes,,,MANHATTAN,,,,13.0,1.0,1.0,,78,12978.0,,,,40.710536,-74.009378,,Battery Park City-Lower Manhattan                                          ,1.0,Office,927279.0,1001227,,,Manual,,87.0,,BROADWAY,195.0,7101.14,,,218.1,10007.0,
1000800004.0,No Record as of 08/1/13,,,MANHATTAN,,,,13.0,1.0,1.0,,,,,,,40.711453000000006,-74.010504,,Battery Park City-Lower Manhattan                                          ,1.0,,,,,,,,,,CHURCH STREET,55.0,,,,,10007.0,
4014610001.0,Yes,,,QUEENS,,,,,,,,,7926.0,,,42.46,,,,,1.0,Multifamily Housing,59150.0,4035868,,,ABS,,3.0,,  35 AVENUE,,14.05,,,4.7,11372.0,
1000860001.0,Yes,,,MANHATTAN,,,,21.0,1.0,1.0,,88,239.0,,,,40.712586,-74.009775,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,Office,1234704.0,1001230,,,Manual,,57.3,,CHURCH STREET,90.0,6420.26,,,164.3,10007.0,
1000880001.0,No Record as of 08/1/13,,,MANHATTAN,,,,21.0,1.0,1.0,,,,,,,40.71156,-74.00846899999999,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,,,,,,,,,,BROADWAY,217.0,,,,,10007.0,
1000880005.0,Yes,,,MANHATTAN,,,,21.0,1.0,1.0,,81,529.0,,,0.0,40.711843,-74.009562,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,Office,96154.0,1001235,,,Manual,,74.2,,VESEY STREET,20.0,605.16,,,165.8,10007.0,
1000880010.0,Yes,,,MANHATTAN,,,,21.0,1.0,1.0,,,454.0,,,0.0,40.711977000000005,-74.009865,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,Office,77000.0,,,,Manual,,,,VESEY STREET,30.0,,,,,10007.0,
1005750057.0,Yes,,,MANHATTAN,,,,63.0,2.0,3.0,,,7759.0,,,30.46,40.734361,-73.995804,,West Village                                                               ,1.0,Multifamily Housing,51113.0,1009584,,,ABS,,138.9,,WEST   11 STREET,13.0,535.75,,,173.6,10011.0,
1000880018.0,Yes,,,MANHATTAN,,,,21.0,1.0,1.0,,89,637.0,,,,40.711870000000005,-74.008217,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,Office,461731.0,BIN# 1001241,,,Manual,,72.8,,BROADWAY,225.0,2867.45,,,165.1,10007.0,
1000890001.0,Yes,,,MANHATTAN,,,,1501.0,1.0,1.0,,,7981.0,,,,40.710531,-74.007441,,Battery Park City-Lower Manhattan                                          ,1.0,Office,100000.0,1001242,,,Manual,,65.6,,NASSAU STREET,99.0,581.57,,,173.6,10038.0,
1016220020.0,Yes,,,MANHATTAN,,,,184.0,11.0,8.0,,,3282.0,,,30.63,40.799656,-73.944034,,East Harlem North                                                          ,1.0,Multifamily Housing,96735.0,1074189;1086007,,,ABS,,103.2,,EAST  116 STREET,75.0,673.75,,,170.1,10029.0,
1000917502.0,Yes,,,MANHATTAN,,,,1501.0,1.0,1.0,,,6824.0,,,,40.709749,-74.006792,,Battery Park City-Lower Manhattan                                          ,1.0,Multifamily Housing,176514.0,1001263,,,Manual,,34.4,,FULTON STREET,111.0,570.34,,,109.7,10038.0,
1000920005.0,Yes,,,MANHATTAN,,,,1501.0,1.0,1.0,,,188.0,,,,40.710059,-74.005955,,Battery Park City-Lower Manhattan                                          ,1.0,College/University (Campus-Level),187518.0,1001269;1001270,,,Manual,,63.8,,WILLIAM STREET,161.0,1080.04,,,178.4,10038.0,
1000920024.0,No Record as of 08/1/13,,,MANHATTAN,,,,1501.0,1.0,1.0,,,,,,,40.710759,-74.00711700000001,,Battery Park City-Lower Manhattan                                          ,1.0,,,,,,,,,,NASSAU STREET,110.0,,,,,10038.0,
1000930020.0,No Record as of 08/1/13,,,MANHATTAN,,,,1501.0,1.0,1.0,,,,,,,40.709944,-74.006045,,Battery Park City-Lower Manhattan                                          ,1.0,,,,,,,,,,WILLIAM STREET,156.0,,,,,10038.0,
1000930034.0,No Record as of 08/1/13,,,MANHATTAN,,,,1501.0,1.0,1.0,,,,,,,40.709858000000004,-74.00505,,Battery Park City-Lower Manhattan                                          ,1.0,,,,,,,,,,BEEKMAN STREET,57.0,,,,,10038.0,
1000940001.0,Yes,,,MANHATTAN,,,,1501.0,1.0,1.0,,,10965.0,,,2.82,40.709938,-74.004498,,Battery Park City-Lower Manhattan                                          ,10.0,Multifamily Housing,1686730.0,1083347;1083348;1083349;1083350;1083352;1083353;1083354;1083355;1083356;1809961;1088761,,,Manual,,,,GOLD STREET,80.0,,,,,10038.0,
1013630037.0,Yes,,,MANHATTAN,,,,8603.0,6.0,4.0,,,4152.0,,,30.9,40.75482,-73.964541,,Turtle Bay-East Midtown                                                    ,1.0,Multifamily Housing,88160.0,1040143,,,ABS,,85.4,,EAST   52 STREET,424.0,487.89,,,151.9,10022.0,
4001890025.0,Yes,,,QUEENS,,,,,,,,,12627.0,,,30.91,,,,,1.0,Multifamily Housing,56400.0,4002481,,,ABS,,15.0,,  41 STREET,,71.3,,,40.4,11104.0,
1001000026.0,Yes,,,MANHATTAN,,,,1501.0,1.0,1.0,,,1011.0,,,,40.711288,-74.006374,,Battery Park City-Lower Manhattan                                          ,1.0,Multifamily Housing,79422.0,1001354,,,Manual,,19229.9,,NASSAU STREET,138.0,120532.45,,,26790.3,10038.0,
1011830032.0,Yes,,,MANHATTAN,,,,159.0,7.0,6.0,,,7898.0,,,31.11,40.779613,-73.984633,,Lincoln Square                                                             ,1.0,Medical Office,67545.0,1030966,,,ABS,,58.8,,WEST END AVENUE,255.0,307.97,,,89.3,10023.0,
1001007502.0,No Record as of 08/1/13,,,MANHATTAN,,,,1501.0,1.0,1.0,,,,,,,40.711407,-74.005573,,Battery Park City-Lower Manhattan                                          ,0.0,,,,,,,,,,SPRUCE STREET,8.0,,,,,10038.0,
1012320061.0,Yes,,,MANHATTAN,,,,171.0,7.0,6.0,,,12370.0,,,31.98,40.787991,-73.978495,,Upper West Side                                                            ,1.0,Multifamily Housing,68072.0,1033124,,,ABS,,47.6,,WEST END AVENUE,512.0,270.11,,,86.0,10024.0,
1001010002.0,Yes,,,MANHATTAN,,,,1501.0,1.0,1.0,,,222.0,,,,40.711835,-74.006558,,Battery Park City-Lower Manhattan                                          ,1.0,College/University (Campus-Level),128572.0,,,,Manual,,62.0,,PARK ROW,39.0,720.12,,,174.6,10038.0,
1001020001.0,Yes,,,MANHATTAN,,,,1501.0,1.0,1.0,,,182.0,,,,40.711437,-74.006146,,Battery Park City-Lower Manhattan                                          ,1.0,College/University (Campus-Level),628399.0,,,,Manual,,117.3,,NASSAU STREET,154.0,6233.25,,,239.9,10038.0,
1001060009.0,No Record as of 08/1/13,,,MANHATTAN,,,,1501.0,1.0,1.0,,,,,,,40.708766,-74.00240600000001,,Battery Park City-Lower Manhattan                                          ,1.0,,,,,,,,,,PECK SLIP,1.0,,,,,10038.0,
1001137501.0,Yes,,,MANHATTAN,,,,29.0,1.0,1.0,,86,3320.0,,,,40.710207000000004,-74.001125,,Chinatown                                                                  ,1.0,Office,1120000.0,1001389,,,Manual,,33.2,,PEARL STREET,375.0,3490.19,,,110.9,10038.0,
1001170001.0,Yes,,,MANHATTAN,,,,27.0,3.0,1.0,,,3615.0,,,8.15,40.713139,-74.00014399999999,,Chinatown                                                                  ,3.0,Multifamily Housing,515425.0,1077407,,,Manual,,44013.0,,PARK ROW,185.0,1791056.12,,,61266.7,10038.0,
1001230010.0,No Record as of 08/1/13,,,MANHATTAN,,,,21.0,1.0,1.0,,,,,,,40.712949,-74.00948000000001,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,,,,,,,,,,CHURCH STREET,99.0,,,,,10007.0,
1001237501.0,Yes,,,MANHATTAN,,,,21.0,1.0,1.0,,69,5510.0,,,,40.712265,-74.007892,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,Office,900134.0,1087167,,,Manual,,71.8,,BROADWAY,233.0,5776.2,,,193.8,10007.0,
1001237501.0,Yes,,,MANHATTAN,,,,21.0,1.0,1.0,,78,9590.0,,,,40.712265,-74.007892,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,Office,908960.0,1087167,,,Manual,,71.1,,BROADWAY,233.0,5776.71,,,192.8,10007.0,
3072440105.0,Yes,,,BROOKLYN,,,,370.0,13.0,48.0,,,3734.0,,,32.98,40.585308000000005,-73.96169,,Brighton Beach                                                             ,1.0,Multifamily Housing,120263.0,3196247,,,ABS,,68.8,,EAST    7 STREET,2675.0,568.38,,,134.1,11235.0,
1001240024.0,Yes,,,MANHATTAN,,,,21.0,1.0,1.0,,,5635.0,,,,40.712982000000004,-74.007301,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,,0.0,1001408,,,Manual,,0.0,,BROADWAY,250.0,,,,0.0,10007.0,
1001250020.0,Yes,,,MANHATTAN,,,,21.0,1.0,1.0,,88,11006.0,,,,40.712968,-74.00949,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,Office,1018237.0,1001409,,,Manual,,74.9,,CHURCH STREET,100.0,6664.36,,,178.4,10007.0,
1001260013.0,Yes,,,MANHATTAN,,,,21.0,1.0,1.0,,,4600.0,,,,40.713764000000005,-74.010356,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,Multifamily Housing,138600.0,1001412,,,Manual,,88.1,,PARK PLACE,53.0,878.51,,,187.7,10007.0,
1013230036.0,Yes,,,MANHATTAN,,,,98.0,6.0,4.0,,,7763.0,,,33.79,40.755472,-73.969948,,Turtle Bay-East Midtown                                                    ,1.0,Multifamily Housing,53694.0,1038238,,,ABS,,18.9,,EAST   50 STREET,230.0,90.79,,,56.1,10022.0,
1001270001.0,No Record as of 08/1/13,,,MANHATTAN,,,,21.0,1.0,1.0,,,,,,,40.713684,-74.010713,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,,,,,,,,,,WEST BROADWAY,30.0,,,,,10007.0,
1001280002.0,Yes,,,MANHATTAN,,,,21.0,1.0,1.0,,98,64.0,,,17.51,40.714145,-74.012762,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,Bank/Financial Institution,1097737.0,BIN #1001416,,,Manual,,77.8,,BARCLAY STREET,123.0,10942.12,,,206.2,10007.0,
1001280026.0,Yes,,,MANHATTAN,,,,21.0,1.0,1.0,,,3049.0,,,19.54,40.71417,-74.01281999999999,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,Office,265371.0,1001417,,,Manual,,80.3,,BARCLAY STREET,125.0,1889.59,,,224.5,10007.0,
1001327503.0,Yes,,,MANHATTAN,,,,21.0,1.0,1.0,,,4114.0,,,,40.714582,-74.01056899999999,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,Multifamily Housing,55672.0,1001421,,,Manual,,63.2,,MURRAY STREET,71.0,262.07,,,146.8,10007.0,
1001340025.0,Yes,,,MANHATTAN,,,,21.0,1.0,1.0,,,6485.0,,,,40.713564,-74.006828,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,Multifamily Housing,110810.0,1077426,,,Manual,,72.9,,BROADWAY,258.0,665.76,,,115.9,10007.0,
1001347505.0,Yes,,,MANHATTAN,,,,21.0,1.0,1.0,,,12735.0,,,,40.713588,-74.008361,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,Multifamily Housing,151457.0,1001451,,,Manual,,55.8,,MURRAY STREET,25.0,759.61,,,147.7,10007.0,
4030820082.0,Yes,,,QUEENS,,,,,,,,,7909.0,,,35.26,,,,,2.0,Multifamily Housing,169016.0,4433846,,,ABS,,42.8,,SAUNDERS STREET,,434.27,,,60.0,11374.0,
1001357504.0,Yes,,,MANHATTAN,,,,21.0,1.0,1.0,,,3974.0,,,43.03,40.714022,-74.006442,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,Multifamily Housing,216053.0,1079153,,,Manual,,56827.4,,BROADWAY,270.0,969528.68,,,79194.2,10007.0,
1001367502.0,Yes,,,MANHATTAN,,,,21.0,1.0,1.0,,,10159.0,,,,40.714489,-74.008643,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,Multifamily Housing,73719.0,1079156,,,Manual,,45.0,,WARREN STREET,38.0,241.26,,,98.7,10007.0,
1001367505.0,Yes,,,MANHATTAN,,,,21.0,1.0,1.0,,,5947.0,,,,40.715205,-74.009476,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,Hotel,134773.0,1088224,,,Manual,,46.5,,WEST BROADWAY,85.0,588.54,,,155.3,10007.0,
1001367505.0,Yes,,,MANHATTAN,,,,21.0,1.0,1.0,,14,12055.0,,,,40.715205,-74.009476,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,Hotel,71407.0,1088224,,,Manual,,121.5,,WEST BROADWAY,85.0,778.58,,,346.7,10007.0,
1001370001.0,No Record as of 08/1/13,,,MANHATTAN,,,,21.0,1.0,1.0,,,,,,,40.715013,-74.009801,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,,,,,,,,,,WARREN STREET,68.0,,,,,10007.0,
1001370005.0,Yes,,,MANHATTAN,,,,21.0,1.0,1.0,,,5066.0,,,2.31,40.715103000000006,-74.010003,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,Multifamily Housing,70000.0,1001488,,,Manual,,52.7,,WARREN STREET,76.0,250.3,,,101.7,10007.0,
1001377502.0,Yes,,,MANHATTAN,,,,21.0,1.0,1.0,,,1639.0,,,,40.716012,-74.01101700000001,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,2.0,Multifamily Housing,125200.0,1066187,,,Manual,,85.4,,GREENWICH STREET,295.0,903.3,,,188.1,10007.0,
3059680056.0,Yes,,,BROOKLYN,,,,64.0,10.0,43.0,,,7787.0,,,36.32,40.628867,-74.030215,,Bay Ridge                                                                  ,1.0,Multifamily Housing,81776.0,3150267,,,ABS,,53.4,,  79 STREET,255.0,264.16,,,83.6,11209.0,
3087207509.0,Yes,,,BROOKLYN,,,,61002.0,13.0,48.0,,,6794.0,,,36.86,40.575856,-73.957278,,Brighton Beach                                                             ,2.0,Multifamily Housing,155360.0,3387622,,,ABS,,128.4,,OCEANA DRIVE EAST,125.0,1555.95,,,311.8,11235.0,
1009290001.0,Yes,,,MANHATTAN,,,,64.0,6.0,2.0,,,12649.0,,,36.9,40.737175,-73.978284,,Gramercy                                                                   ,4.0,Multifamily Housing,927590.0,1084709; 1078824; 1084710; 1802187; 1084711,,,ABS,,79.8,,   1 AVENUE,401.0,4428.35,,,119.8,10010.0,
1001420025.0,Yes,,,MANHATTAN,,,,39.0,1.0,1.0,,,2167.0,,,,40.717603999999994,-74.010667,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,10.0,Multifamily Housing,1112900.0,1083157;1083235;1083237;1083240;1083241;1083243;1083705;1808800;1086183;1083239;1086184,,,Manual,,106.1,,GREENWICH STREET,310.0,7425.94,,,178.5,10013.0,
1001420100.0,Yes,,,MANHATTAN,,,,21.0,1.0,1.0,,,7470.0,,,,40.715065,-74.01223900000001,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,College/University (Campus-Level),143091.0,1001542,,,Manual,,116.1,,MURRAY STREET,101.0,1154.33,,,235.6,10007.0,
1001427501.0,Yes,,,MANHATTAN,,,,21.0,1.0,1.0,,,10797.0,,,31.27,40.71532,-74.01122600000001,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,Multifamily Housing,773597.0,1087715,,,Manual,,107.7,,GREENWICH STREET,270.0,6296.03,,,257.2,10007.0,
4021370013.0,Yes,,,QUEENS,,,,,,,,,7919.0,,,36.96,,,,,1.0,Multifamily Housing,75834.0,4449617,,,ABS,,65.6,,  68 AVENUE,,306.37,,,106.6,11375.0,
1001430001.0,Yes,,,MANHATTAN,,,,39.0,1.0,1.0,,,1016.0,,,,40.717316,-74.009062,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,Multifamily Housing,77630.0,1001543,,,Manual,,60.3,,HUDSON STREET,47.0,338.45,,,133.0,10013.0,
4001290070.0,Yes,,,QUEENS,,,,,,,,,11756.0,,,37.86,,,,,1.0,Multifamily Housing,63571.0,4000949,,,ABS,,83.3,,SKILLMAN AVENUE,,425.4,,,112.3,11104.0,
3076540014.0,Yes,,,BROOKLYN,,,,738.0,18.0,45.0,,,9936.0,,,38.48,40.621294,-73.93969200000001,,Flatlands                                                                  ,1.0,Multifamily Housing,94080.0,3209903,,,ABS,,64.8,,KINGS HIGHWAY,3626.0,381.94,,,108.4,11234.0,
3053070070.0,Yes,,,BROOKLYN,,,,498.0,12.0,39.0,,,5761.0,,,39.05,40.644518,-73.982163,,Kensington-Ocean Parkway                                                   ,1.0,Multifamily Housing,98603.0,3123699,,,ABS,,68.9,,TEHAMA STREET,40.0,405.69,,,105.1,11218.0,
1012477501.0,Yes,,,MANHATTAN,,,,171.0,7.0,6.0,,,12264.0,,,39.38,40.789553000000005,-73.979466,,Upper West Side                                                            ,1.0,Multifamily Housing,70885.0,1033928,,,ABS,,112.9,,WEST   86 STREET,340.0,645.76,,,152.6,10024.0,
1009300012.0,Yes,,,MANHATTAN,,,,66.0,6.0,2.0,,,10477.0,,,39.96,40.738103,-73.97933,,Murray Hill-Kips Bay                                                       ,1.0,Multifamily Housing,265406.0,1078830; 1078831,,,ABS,,22.1,,EAST   24 STREET,319.0,521.79,,,65.3,10010.0,
1001457501.0,No Record as of 08/1/13,,,MANHATTAN,,,,21.0,1.0,1.0,,,,,,,40.715049,-74.008185,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,,,,,,,,,,CHAMBERS STREET,105.0,,,,,10007.0,
1001477509.0,No Record as of 08/1/13,,,MANHATTAN,,,,33.0,1.0,1.0,,,,,,,40.716281,-74.00769100000001,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,,,,,,,,,,DUANE STREET,137.0,,,,,10013.0,
1001490033.0,Yes,,,MANHATTAN,,,,21.0,1.0,1.0,,,4671.0,,,14.66,40.714349,-74.00617199999999,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,Office,104017.0,1001635,,,Manual,,70.6,,BROADWAY,277.0,603.97,,,139.2,10007.0,
4043120010.0,Yes,,,QUEENS,,,,,,,,,3692.0,,,0.0,,,,,3.0,Multifamily Housing,274009.0,4449845,,,ABS,,25.9,,WHITESTONE EP SR W,,431.72,,,40.8,11357.0,
1001497501.0,No Record as of 08/1/13,,,MANHATTAN,,,,21.0,1.0,1.0,,,,,,,40.714642,-74.007308,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,0.0,,,,,,,,,,CHAMBERS STREET,91.0,,,,,10007.0,
1001497502.0,No Record as of 08/1/13,,,MANHATTAN,,,,21.0,1.0,1.0,,,,,,,40.71445,-74.006085,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,0.0,,,,,,,,,,BROADWAY,281.0,,,,,10007.0,
1001500031.0,Yes,,,MANHATTAN,,,,33.0,1.0,1.0,,93,1208.0,,,,40.715046,-74.00559100000001,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,Office,270564.0,1001648,,,Manual,,50.7,,BROADWAY,299.0,1185.47,,,120.3,10007.0,
1001500038.0,Yes,,,MANHATTAN,,,,33.0,1.0,1.0,,98,8830.0,,,,40.714824,-74.005779,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,Office,128940.0,1001649,,,Manual,,72.6,,BROADWAY,291.0,741.27,,,71.1,10007.0,
1001507501.0,Yes,,,MANHATTAN,,,,33.0,1.0,1.0,,,10176.0,,,,40.715095,-74.006782,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,Multifamily Housing,65000.0,1001640,,,Manual,,42.3,,READE STREET,70.0,235.8,,,96.3,10007.0,
1001510001.0,Yes,,,MANHATTAN,,,,33.0,1.0,1.0,,,10063.0,,,38.19,40.715477,-74.005927,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,Multifamily Housing,483429.0,1001650,,,Manual,,85.7,,DUANE STREET,101.0,3468.96,,,172.9,10007.0,
1001510010.0,No Record as of 08/1/13,,,MANHATTAN,,,,33.0,1.0,1.0,,,,,,,40.715809,-74.006659,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,,,,,,,,,,DUANE STREET,117.0,,,,,10007.0,
4037030007.0,No Record as of 08/1/13,,,QUEENS,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,68 STREET,,,,,,11385.0,
1001510032.0,Yes,,,MANHATTAN,,,,33.0,1.0,1.0,,84,11433.0,,,,40.715317999999996,-74.00536,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,Office,132600.0,1001659,,,Manual,,73.3,,BROADWAY,305.0,844.9,,,157.7,10007.0,
1001531001.0,No Record as of 08/1/13,,,MANHATTAN,,,,31.0,1.0,1.0,,,,,,,40.714417,-74.006089,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,,,,,,,,,,BROADWAY,280.0,,,,,10007.0,
1001540001.0,No Record as of 08/1/13,,,MANHATTAN,,,,31.0,1.0,1.0,,,,,,,40.714807,-74.005764,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,,,,,,,,,,BROADWAY,290.0,,,,,10007.0,
1001550003.0,No Record as of 08/1/13,,,MANHATTAN,,,,31.0,1.0,1.0,,,,,,,40.714387,-74.003773,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,,,,,,,,,,DUANE STREET,52.0,,,,,10007.0,
1001580001.0,No Record as of 08/1/13,,,MANHATTAN,,,,29.0,1.0,1.0,,,,,,,40.713122,-74.002936,,Chinatown                                                                  ,1.0,,,,,,,,,,DUANE STREET,27.0,,,,,10007.0,
1001590040.0,No Record as of 08/1/13,,,MANHATTAN,,,,29.0,1.0,1.0,,,,,,,40.71282,-74.00178199999999,,Chinatown                                                                  ,1.0,,,,,,,,,,PARK ROW,128.0,,,,,10007.0,
1001590060.0,No Record as of 08/1/13,,,MANHATTAN,,,,29.0,1.0,1.0,,,,,,,40.712669,-74.002438,,Chinatown                                                                  ,1.0,,,,,,,,,,PARK ROW,100.0,,,,,10007.0,
1001600001.0,No Record as of 08/1/13,,,MANHATTAN,,,,27.0,3.0,1.0,,,,,,,40.712817,-74.000877,,Chinatown                                                                  ,1.0,,,,,,,,,,PEARL STREET,464.0,,,,,10038.0,
1001610001.0,Yes,,,MANHATTAN,,,,29.0,3.0,1.0,,,2658.0,,,,40.71327,-73.999477,,Chinatown                                                                  ,1.0,Multifamily Housing,310802.0,1077438,,,Manual,,20.2,,PARK ROW,196.0,542.51,,,57.5,10038.0,
1001610003.0,No Record as of 08/1/13,,,MANHATTAN,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,PARK ROW,,,,,,0.0,
1001700001.0,Yes,,,MANHATTAN,,,,31.0,1.0,1.0,,,4299.0,,,,40.716336,-74.00447700000001,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,Multifamily Housing,143500.0,1085786,,,Manual,,68.9,,BROADWAY,336.0,726.47,,,152.4,10013.0,
1001700020.0,Yes,,,MANHATTAN,,,,31.0,1.0,1.0,,,1736.0,,,,40.716182,-74.004304,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,Multifamily Housing,248919.0,1086161;1812335,,,Manual,,125.4,,WORTH STREET,95.0,2095.94,,,235.5,10013.0,
1001710001.0,No Record as of 08/1/13,,,MANHATTAN,,,,31.0,1.0,1.0,,,,,,,40.716954,-74.003943,,SoHo-TriBeCa-Civic Center-Little Italy                                     ,1.0,,,,,,,,,,BROADWAY,350.0,,,,,10013.0,
1005450026.0,Yes,,,MANHATTAN,,,,57.0,2.0,2.0,,100,7726.0,,,40.46,40.729884000000006,-73.992993,,West Village                                                               ,4.0,Office,316832.0,1080094,,,ABS,,0.6,,BROADWAY,740.0,15.7,,,0.9,10003.0,
