,summons_key,summons_date,offense_description,law_section_number,law_description,summons_category_type,age_group,sex,race,jurisdiction_code,boro,precinct_of_occur,x_coordinate_cd,y_coordinate_cd,latitude,longitude
267,173130504,2017-12-30T00:00:00.000,DISCON: FIGHTING,240.20-1,Penal Law,DISORDERLY CONDUCT,25-44,F,WHITE,0,BRONX,41,1013900,234108,40.809206698000025,-73.89289465199995
268,173130304,2017-12-30T00:00:00.000,DISCON: UNREASONABLE NOISE,240.20-2,Penal Law,DISORDERLY CONDUCT,18-24,M,BLACK HISPANIC,0,BRONX,44,1003608,241656,40.829952373000026,-73.93005138299998
269,173130345,2017-12-30T00:00:00.000,AFTER HOURS CONSUMPTION,106-5,ABC,ABC,45-64,M,WHITE HISPANIC,0,BROOKLYN,72,980243,175376,40.648050559000076,-74.01444124599993
270,173130312,2017-12-30T00:00:00.000,OTHER TRANSIT REG,9999,Transit Regs,OTHER TRANSIT REG,25-44,M,WHITE HISPANIC,1,BRONX,52,1016145,259815,40.879757004000055,-73.88466262099996
271,173130363,2017-12-30T00:00:00.000,ACCEPT ON HAIL,19-507,Administrative Code,TLC,45-64,M,,0,BROOKLYN,70,995708,176233,40.65039633400005,-73.95870942899995
272,173130357,2017-12-30T00:00:00.000,ACCEPT ON HAIL,19-507,Administrative Code,TLC,45-64,M,,0,BROOKLYN,70,995070,176121,40.65008972100002,-73.96100881399997
273,173130416,2017-12-30T00:00:00.000,REVOCATION OR SUSPENSION,2265,VTL,VTL,45-64,M,BLACK,0,BRONX,48,1016378,245143,40.83948595600003,-73.88389037099995
274,173130350,2017-12-30T00:00:00.000,OTHER ABC,9999,ABC,OTHER ABC,18-24,F,WHITE,0,BROOKLYN,61,996489,153470,40.58791558600007,-73.95593614599994
275,173130301,2017-12-30T00:00:00.000,FAILURE TO COMPLY WITH SIGN,1-03,Park Regs,PARK REGS,25-44,M,WHITE HISPANIC,0,MANHATTAN,10,984623,209859,40.74269929900004,-73.99865537999993
276,173135600,2017-12-30T00:00:00.000,OTHER TRANSIT REG,9999,Transit Regs,OTHER TRANSIT REG,25-44,M,BLACK,1,MANHATTAN,34,1006041,255411,40.86770011000005,-73.92121504699998
277,173151588,2017-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,,D,,0,BROOKLYN,63,1003000,164657,40.618610241000056,-73.93246289899997
278,173130478,2017-12-30T00:00:00.000,OTHER ABC,9999,ABC,OTHER ABC,25-44,F,WHITE HISPANIC,0,BROOKLYN,62,984431,164395,40.61791094100005,-73.99934947599996
279,173151619,2017-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,,D,,0,BROOKLYN,63,1003000,164657,40.618610241000056,-73.93246289899997
280,173274314,2017-12-30T00:00:00.000,UNLICENSED VEHICLE FOR HIRE,19-506,Administrative Code,TLC,25-44,M,UNKNOWN,0,,60,990922,149184,40.576157300000034,-73.97598379999994
281,173130370,2017-12-30T00:00:00.000,URINATING IN PUBLIC,16-1186,Administrative Code,URINATING,25-44,M,WHITE HISPANIC,0,BROOKLYN,68,977126,165940,40.62214878100008,-74.02566384299998
282,173215231,2017-12-30T00:00:00.000,ACCEPT ON HAIL,19-507,Administrative Code,TLC,45-64,M,,0,BROOKLYN,70,995708,176233,40.65039633400005,-73.95870942899995
283,173193657,2017-12-30T00:00:00.000,DISCON: FIGHTING,240.20-1,Penal Law,DISORDERLY CONDUCT,25-44,M,BLACK,0,BRONX,42,1008691,238872,40.82229848500003,-73.91169413099993
284,173193595,2017-12-30T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,25-44,M,WHITE HISPANIC,0,QUEENS,103,1040919,196773,40.70659994400006,-73.79560695699998
285,173130491,2017-12-30T00:00:00.000,OTHER ADMIN CODE,9999,Administrative Code,OTHER ADMIN CODE,45-64,M,WHITE HISPANIC,0,BROOKLYN,62,991317,159496,40.60446137500002,-73.97455110999994
286,173130492,2017-12-30T00:00:00.000,OTHER ABC,9999,ABC,OTHER ABC,25-44,F,WHITE HISPANIC,0,BROOKLYN,62,984231,163471,40.615374753000026,-74.00006987599994
287,173130400,2017-12-30T00:00:00.000,OTHER PENAL LAW,9999,Penal Law,OTHER PENAL LAW,18-24,M,BLACK HISPANIC,1,QUEENS,104,1008918,194147,40.69953927100005,-73.91103806999998
288,173151621,2017-12-30T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,18-24,M,WHITE HISPANIC,0,BROOKLYN,75,1015852,187634,40.68164055500005,-73.88606167099994
289,173151618,2017-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,,D,,0,BROOKLYN,63,1003000,164657,40.618610241000056,-73.93246289899997
290,173274242,2017-12-30T00:00:00.000,RECKLESS DRIVING,1212,VTL,VTL,25-44,M,WHITE HISPANIC,0,BRONX,43,1023332,239590,40.82421654600006,-73.85879089899998
291,173135577,2017-12-30T00:00:00.000,DISCON: CREATE HAZARDOUS CONDITION,240.20-7,Penal Law,DISORDERLY CONDUCT,18-24,M,BLACK,0,BROOKLYN,69,1016220,168617,40.62944176600007,-73.88482501199996
292,173135580,2017-12-30T00:00:00.000,RECKLESS DRIVING,1212,VTL,VTL,18-24,M,WHITE,0,BROOKLYN,69,1016220,168617,40.62944176600007,-73.88482501199996
293,173135626,2017-12-30T00:00:00.000,RECKLESS DRIVING,1212,VTL,VTL,18-24,M,WHITE,0,QUEENS,114,1001109,216463,40.76080954700007,-73.939144749
294,173215240,2017-12-30T00:00:00.000,KEY IN IGNITION,10-111,Administrative Code,KEY,45-64,M,WHITE HISPANIC,0,BRONX,47,1024379,266718,40.89866994400006,-73.85484547899993
295,173193692,2017-12-30T00:00:00.000,UNLICENSED VEHICLE FOR HIRE,19-506,Administrative Code,TLC,25-44,F,BLACK,0,QUEENS,113,1052479,192205,40.69398031500003,-73.75395867499998
296,173193603,2017-12-30T00:00:00.000,DISCON: FIGHTING,240.20-1,Penal Law,DISORDERLY CONDUCT,18-24,F,WHITE HISPANIC,0,QUEENS,102,1034057,193722,40.698266967000045,-73.82037939799993
297,173130369,2017-12-30T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,25-44,F,WHITE HISPANIC,0,BROOKLYN,68,977170,166071,40.62250838400007,-74.02550548199997
298,173130487,2017-12-30T00:00:00.000,OTHER ADMIN CODE,9999,Administrative Code,OTHER ADMIN CODE,45-64,M,WHITE HISPANIC,0,BROOKLYN,62,991317,159496,40.60446137500002,-73.97455110999994
299,173215246,2017-12-30T00:00:00.000,OTHER ADMIN CODE,9999,Administrative Code,OTHER ADMIN CODE,45-64,M,ASIAN / PACIFIC ISLANDER,0,BRONX,47,1024708,266922,40.89922835500005,-73.85365417799993
300,173193674,2017-12-30T00:00:00.000,UNAUTHORIZED POSTING,10-119,Administrative Code,POSTING ADVERTISEMENTS,25-44,M,WHITE HISPANIC,0,QUEENS,115,1016691,212504,40.74989966500005,-73.88291684499995
301,173193638,2017-12-30T00:00:00.000,OTHER VTL,9999,VTL,VTL,25-44,M,,0,BRONX,45,1032047,242037,40.83088999300003,-73.82728461999993
302,173130454,2017-12-30T00:00:00.000,NOISE (ENGINE EXHAUST),24-227,Administrative Code,NOISE,18-24,M,WHITE HISPANIC,0,QUEENS,114,1003079,219181,40.768265779000046,-73.93202593899997
303,173193563,2017-12-30T00:00:00.000,PICK UP HAIL IN BUS STOP,2-55,Administrative Code,TLC,45-64,M,BLACK,0,QUEENS,113,1041916,187261,40.68048533300004,-73.79209240399997
304,173151577,2017-12-30T00:00:00.000,RECKLESS DRIVING,1212,VTL,VTL,25-44,M,UNKNOWN,0,BROOKLYN,75,1013180,186661,40.67897902800007,-73.89569962999997
305,173138600,2017-12-30T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,18-24,F,BLACK,0,BROOKLYN,81,1003918,188145,40.68307769300003,-73.929087725
306,173130327,2017-12-30T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,18-24,F,UNKNOWN,0,BRONX,48,1015210,251554,40.85708642000003,-73.88808193399994
307,173130353,2017-12-30T00:00:00.000,SALE OF ALCOHOL TO A MINOR,100-1,ABC,ABC,45-64,F,WHITE,0,BROOKLYN,61,996949,153386,40.58768437600002,-73.95428012099995
308,173130329,2017-12-30T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,25-44,M,BLACK HISPANIC,0,BRONX,46,1011477,250772,40.85495236700007,-73.90157978699995
309,173135614,2017-12-30T00:00:00.000,DISCON: OBSTRUCT PEDESTRIAN,240.205A,Penal Law,DISORDERLY CONDUCT,25-44,M,WHITE,0,MANHATTAN,18,988554,216447,40.76078065600007,-73.98446511299994
310,173130481,2017-12-30T00:00:00.000,OTHER ABC,9999,ABC,OTHER ABC,25-44,F,WHITE HISPANIC,0,BROOKLYN,62,984431,164395,40.61791094100005,-73.99934947599996
311,173193582,2017-12-30T00:00:00.000,KEY IN IGNITION,10-111,Administrative Code,KEY,25-44,M,BLACK,0,QUEENS,113,1046624,184398,40.67259514700004,-73.77514474599997
312,173215229,2017-12-30T00:00:00.000,NO CHAUFFEURS LICENSE (CLASS E),19-505A,Administrative Code,TLC,45-64,M,,0,BROOKLYN,70,995708,176233,40.65039633400005,-73.95870942899995
313,173130354,2017-12-30T00:00:00.000,PICK UP HAIL IN BUS STOP,2-55,Administrative Code,TLC,25-44,M,,0,BROOKLYN,70,995708,176233,40.65039633400005,-73.95870942899995
314,173193615,2017-12-30T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,25-44,M,WHITE HISPANIC,0,MANHATTAN,23,999770,229081,40.795445080000036,-73.94394905299998
315,173151589,2017-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,,D,,0,BROOKLYN,63,1003000,164657,40.618610241000056,-73.93246289899997
316,173193571,2017-12-30T00:00:00.000,UNLICENSED VEHICLE FOR HIRE,19-506,Administrative Code,TLC,25-44,M,BLACK,0,QUEENS,113,1041777,188322,40.683398434000026,-73.79258449599996
317,173193536,2017-12-30T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,18-24,M,WHITE HISPANIC,0,MANHATTAN,23,998481,225704,40.78617829400008,-73.94861158899994
318,173215222,2017-12-30T00:00:00.000,KEY IN IGNITION,10-111,Administrative Code,KEY,25-44,M,BLACK,0,BRONX,47,1024393,266152,40.897116392000044,-73.85479823099996
319,173151613,2017-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,,D,,0,BROOKLYN,63,1003000,164657,40.618610241000056,-73.93246289899997
320,173135578,2017-12-30T00:00:00.000,RECKLESS DRIVING,1212,VTL,VTL,18-24,M,BLACK,0,BROOKLYN,69,1016220,168617,40.62944176600007,-73.88482501199996
321,173151610,2017-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,,D,,0,BROOKLYN,63,1003000,164657,40.618610241000056,-73.93246289899997
322,173151607,2017-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,,D,,0,BROOKLYN,63,1003000,164657,40.618610241000056,-73.93246289899997
323,173151609,2017-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,,D,,0,BROOKLYN,63,1003000,164657,40.618610241000056,-73.93246289899997
324,173151617,2017-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,,D,,0,BROOKLYN,63,1003000,164657,40.618610241000056,-73.93246289899997
325,173130417,2017-12-30T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,45-64,M,WHITE HISPANIC,0,BRONX,48,1014572,250683,40.85469800100003,-73.89039222299994
326,173193690,2017-12-30T00:00:00.000,UNLICENSED VEHICLE FOR HIRE,19-506,Administrative Code,TLC,25-44,M,BLACK,0,QUEENS,113,1051203,191740,40.69271374700002,-73.75856469799999
327,173193632,2017-12-30T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,25-44,M,BLACK HISPANIC,0,BRONX,48,1014890,250841,40.85513056600007,-73.88924198299998
328,173135623,2017-12-30T00:00:00.000,KEY IN IGNITION,10-111,Administrative Code,KEY,18-24,M,ASIAN / PACIFIC ISLANDER,0,QUEENS,114,1008714,219079,40.76797201800008,-73.91168312899998
329,173135609,2017-12-30T00:00:00.000,KEY IN IGNITION,10-111,Administrative Code,KEY,45-64,M,WHITE HISPANIC,0,STATEN ISLAND,120,963771,163642,40.615820443000075,-74.07376485599997
330,173193575,2017-12-30T00:00:00.000,KEY IN IGNITION,10-111,Administrative Code,KEY,45-64,M,ASIAN / PACIFIC ISLANDER,0,QUEENS,113,1049660,184320,40.672359143000044,-73.76420085099994
331,173193662,2017-12-30T00:00:00.000,OTHER ADMIN CODE,9999,Administrative Code,OTHER ADMIN CODE,18-24,M,WHITE HISPANIC,0,MANHATTAN,18,989250,217555,40.76382146600001,-73.98195190599995
332,173135596,2017-12-30T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,25-44,M,WHITE HISPANIC,0,MANHATTAN,30,997486,239574,40.82424917200007,-73.95217731099996
333,173135572,2017-12-30T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,25-44,M,,0,BROOKLYN,63,1006602,172543,40.64024728800007,-73.91946218499999
334,173151615,2017-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,,D,,0,BROOKLYN,63,1003000,164657,40.618610241000056,-73.93246289899997
335,173130421,2017-12-30T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,BRONX,48,1016029,249661,40.85188779300007,-73.88513024899999
336,173151611,2017-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,,D,,0,BROOKLYN,63,1003000,164657,40.618610241000056,-73.93246289899997
337,173130411,2017-12-30T00:00:00.000,DISORDERLY PREMISE,106-6,ABC,ABC,45-64,M,UNKNOWN,0,BRONX,40,1004743,235014,40.81171940000007,-73.92597034799998
338,173386276,2017-12-30T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,18-24,M,WHITE HISPANIC,0,BROOKLYN,75,1016920,188994,40.68536956400004,-73.88220444999997
339,173130351,2017-12-30T00:00:00.000,OTHER ABC,9999,ABC,OTHER ABC,18-24,F,WHITE,0,BROOKLYN,61,996489,153470,40.58791558600007,-73.95593614599994
340,173151614,2017-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,,D,,0,BROOKLYN,63,1003000,164657,40.618610241000056,-73.93246289899997
341,173130362,2017-12-30T00:00:00.000,PICK UP HAIL IN BUS STOP,2-55,Administrative Code,TLC,45-64,M,,0,BROOKLYN,70,995708,176233,40.65039633400005,-73.95870942899995
342,173130485,2017-12-30T00:00:00.000,OTHER GENERAL BUSINESS LAW,9999,General Business Law,OTHER GENERAL BUSINESS LAW,45-64,M,WHITE HISPANIC,0,BROOKLYN,62,991317,159496,40.60446137500002,-73.97455110999994
343,173193570,2017-12-30T00:00:00.000,UNLICENSED VEHICLE FOR HIRE,19-506,Administrative Code,TLC,45-64,M,BLACK,0,QUEENS,113,1041407,189383,40.68631302600004,-73.793909548
344,173138601,2017-12-30T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,25-44,M,BLACK,0,BROOKLYN,81,1003208,187355,40.68091087200002,-73.93164987799997
345,173193636,2017-12-30T00:00:00.000,OTHER ADMIN CODE,9999,Administrative Code,OTHER ADMIN CODE,25-44,M,,0,BRONX,45,1032047,242037,40.83088999300003,-73.82728461999993
346,173193686,2017-12-30T00:00:00.000,KEY IN IGNITION,10-111,Administrative Code,KEY,25-44,F,ASIAN / PACIFIC ISLANDER,0,QUEENS,113,1049660,184320,40.672359143000044,-73.76420085099994
347,173135611,2017-12-30T00:00:00.000,KEY IN IGNITION,10-111,Administrative Code,KEY,18-24,M,WHITE HISPANIC,0,STATEN ISLAND,120,959841,162361,40.61229440900007,-74.08791570399995
348,173135599,2017-12-30T00:00:00.000,OTHER TRANSIT REG,9999,Transit Regs,OTHER TRANSIT REG,18-24,M,BLACK HISPANIC,1,MANHATTAN,34,1006041,255411,40.86770011000005,-73.92121504699998
349,173193687,2017-12-30T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,18-24,M,BLACK,0,QUEENS,113,1050339,182507,40.66737783800004,-73.76177086799999
350,173193676,2017-12-30T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,25-44,M,WHITE HISPANIC,0,QUEENS,115,1021200,213848,40.753570910000064,-73.86663580299995
351,173135588,2017-12-30T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,18-24,M,WHITE HISPANIC,0,QUEENS,101,1051532,158766,40.602205093000066,-73.75770719799993
352,173193683,2017-12-30T00:00:00.000,VENDOR: (OTHER),9999,Administrative Code,VENDING,25-44,M,BLACK,0,MANHATTAN,18,988048,216131,40.75991354900003,-73.98629182099995
353,173138612,2017-12-30T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,18-24,M,BLACK,0,QUEENS,105,1053012,178392,40.65606275900007,-73.75217753799996
354,173130490,2017-12-30T00:00:00.000,NO SECURITY GUARD LICENSE,89-C,General Business Law,BUSINESS,45-64,M,WHITE HISPANIC,0,BROOKLYN,62,991317,159496,40.60446137500002,-73.97455110999994
355,173193663,2017-12-30T00:00:00.000,DISCON: OBSTRUCT VEHICLE,240.205B,Penal Law,DISORDERLY CONDUCT,18-24,M,UNKNOWN,0,MANHATTAN,18,988626,217304,40.76313286700002,-73.98420465299995
356,173193521,2017-12-29T00:00:00.000,UNLICENSED VEHICLE FOR HIRE,19-506,Administrative Code,TLC,18-24,M,BLACK HISPANIC,0,BRONX,42,1013859,243743,40.83565216900007,-73.89300024499995
357,173135638,2017-12-29T00:00:00.000,KEY IN IGNITION,10-111,Administrative Code,KEY,45-64,M,BLACK,0,BRONX,47,1024530,266641,40.898457915000044,-73.85429974
358,173135579,2017-12-29T00:00:00.000,DISCON: REFUSE LAWFUL ORDER,240.20-6,Penal Law,DISORDERLY CONDUCT,45-64,M,BLACK,0,BROOKLYN,69,1012900,169971,40.63316956700004,-73.89678001999994
359,173130452,2017-12-29T00:00:00.000,TRESPASS,140.05,Penal Law,TRESPASS,25-44,M,WHITE,0,QUEENS,111,1051872,209538,40.741559720000055,-73.75597346299998
360,173193608,2017-12-29T00:00:00.000,DISCON: FIGHTING,240.20-1,Penal Law,DISORDERLY CONDUCT,18-24,M,ASIAN / PACIFIC ISLANDER,0,QUEENS,102,1032267,190604,40.68971868800003,-73.82685699399997
361,173138659,2017-12-29T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,18-24,M,WHITE HISPANIC,0,QUEENS,105,1056687,177299,40.653033426000036,-73.73894435099999
362,173130438,2017-12-29T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,BRONX,41,1012236,239328,40.82353955600007,-73.89888386599996
363,173130455,2017-12-29T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,25-44,M,WHITE HISPANIC,0,QUEENS,114,1003680,218842,40.76733401200005,-73.92985722099996
364,173130466,2017-12-29T00:00:00.000,UNLICENSED VEHICLE FOR HIRE,19-506,Administrative Code,TLC,25-44,M,UNKNOWN,0,BROOKLYN,72,981710,174714,40.64623405400005,-74.00915444999998
365,173151593,2017-12-29T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,,D,,0,BROOKLYN,72,982697,177248,40.65318956300007,-74.00559833399994
366,173151601,2017-12-29T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,,D,,0,BROOKLYN,63,1005250,162058,40.61147147700007,-73.92436635999996
367,173130460,2017-12-29T00:00:00.000,OTHER ABC,9999,ABC,OTHER ABC,25-44,M,ASIAN / PACIFIC ISLANDER,0,QUEENS,109,1038429,217143,40.76252604300004,-73.80442385699997
368,173130459,2017-12-29T00:00:00.000,OTHER ABC,9999,ABC,OTHER ABC,45-64,M,ASIAN / PACIFIC ISLANDER,0,QUEENS,109,1038429,217143,40.76252604300004,-73.80442385699997
369,173151598,2017-12-29T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,25-44,M,UNKNOWN,0,BROOKLYN,72,982697,177248,40.65318956300007,-74.00559833399994
370,173193567,2017-12-29T00:00:00.000,KEY IN IGNITION,10-111,Administrative Code,KEY,25-44,M,BLACK,0,QUEENS,113,1053215,192476,40.69471843900004,-73.75130180199994
371,173093762,2017-12-29T00:00:00.000,TOW TRUCK VIOLATIONS (OTHER),20-495,Administrative Code,TOW TRUCK,25-44,M,WHITE HISPANIC,0,BRONX,44,1006261,242012,40.83092327800006,-73.92046361299998
372,173138609,2017-12-29T00:00:00.000,NOISE (ENGINE EXHAUST),24-227,Administrative Code,NOISE,25-44,M,BLACK HISPANIC,0,QUEENS,105,1052331,185165,40.674658333000025,-73.75456351099997
373,173130507,2017-12-29T00:00:00.000,PICK UP FROM BUS STOP,145-6,Tax Law,TLC,45-64,M,WHITE HISPANIC,0,BRONX,48,1014793,252889,40.86075204500003,-73.88958329299999
374,173135575,2017-12-29T00:00:00.000,UNLICENSED VEHICLE FOR HIRE,19-506,Administrative Code,TLC,45-64,M,BLACK,0,BROOKLYN,69,1009472,172739,40.640777558000025,-73.90912020699994
375,173130498,2017-12-29T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,18-24,M,,0,BROOKLYN,70,994885,169986,40.633250685000064,-73.96168517899997
376,173130499,2017-12-29T00:00:00.000,TRESPASS,140.05,Penal Law,TRESPASS,18-24,M,,0,BROOKLYN,70,996127,168823,40.63005691700005,-73.95721249199994
377,173130497,2017-12-29T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,18-24,M,,0,BROOKLYN,70,994360,174963,40.64691210000007,-73.96356921499995
378,173130500,2017-12-29T00:00:00.000,TRESPASS,140.05,Penal Law,TRESPASS,<18,M,,0,BROOKLYN,70,996127,168823,40.63005691700005,-73.95721249199994
379,173135559,2017-12-29T00:00:00.000,ACCEPT ON HAIL,19-507,Administrative Code,TLC,45-64,M,BLACK,0,BROOKLYN,71,995230,179032,40.65807958400006,-73.96042747499997
380,173193568,2017-12-29T00:00:00.000,KEY IN IGNITION,10-111,Administrative Code,KEY,45-64,M,BLACK,0,QUEENS,113,1041833,187632,40.68150418200002,-73.79238848199996
381,173135574,2017-12-29T00:00:00.000,UNLICENSED VEHICLE FOR HIRE,19-506,Administrative Code,TLC,45-64,M,BLACK,0,BROOKLYN,69,1009472,172739,40.640777558000025,-73.90912020699994
382,173130415,2017-12-29T00:00:00.000,REVOCATION OR SUSPENSION,2265,VTL,VTL,25-44,F,WHITE HISPANIC,0,BRONX,48,1015447,249882,40.85249644700008,-73.88723296799998
383,173193560,2017-12-29T00:00:00.000,KEY IN IGNITION,10-111,Administrative Code,KEY,45-64,M,BLACK,0,QUEENS,113,1049803,185193,40.67475426700002,-73.76367685299994
384,173130425,2017-12-29T00:00:00.000,REVOCATION OR SUSPENSION,2265,VTL,VTL,45-64,M,BLACK,0,BRONX,48,1016398,247395,40.84566696100006,-73.88380729499994
385,173130319,2017-12-29T00:00:00.000,OTHER ABC,9999,ABC,OTHER ABC,,D,,0,MANHATTAN,9,988650,202744,40.72316928300006,-73.98412753799995
386,173130448,2017-12-29T00:00:00.000,NOISE (UNREASONABLE),24-218,Administrative Code,NOISE,45-64,M,WHITE,0,MANHATTAN,5,984262,200870,40.71802669700002,-73.99995815799997
387,173130317,2017-12-29T00:00:00.000,OTHER HEALTH CODE,9999,Health Code,OTHER HEALTH CODE,,D,,0,MANHATTAN,9,988650,202744,40.72316928300006,-73.98412753799995
388,173130427,2017-12-29T00:00:00.000,PICK UP FROM BUS STOP,145-6,Tax Law,TLC,25-44,M,WHITE HISPANIC,0,BRONX,48,1013632,249341,40.85101779000007,-73.89379605299997
389,173130331,2017-12-29T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,18-24,M,,0,BROOKLYN,70,994885,169986,40.633250685000064,-73.96168517899997
390,173113489,2017-12-29T00:00:00.000,UNLICENSED VEHICLE FOR HIRE,19-506,Administrative Code,TLC,25-44,M,UNKNOWN,0,QUEENS,110,1019165,210166,40.74347302600006,-73.87399994399993
391,173130376,2017-12-29T00:00:00.000,OTHER PENAL LAW,9999,Penal Law,OTHER PENAL LAW,18-24,M,BLACK,0,QUEENS,100,1040606,154882,40.59162053800003,-73.79708587799998
392,173138608,2017-12-29T00:00:00.000,DISCON: OBSTRUCT PEDESTRIAN,240.205A,Penal Law,DISORDERLY CONDUCT,18-24,M,WHITE HISPANIC,0,BRONX,44,1006541,243541,40.83511923900005,-73.91944673899997
393,173130325,2017-12-29T00:00:00.000,"MARIJUANA, POSSESSION OF",221.05,Penal Law,MARIJUANA,18-24,M,WHITE HISPANIC,0,BRONX,48,1014508,248078,40.84754827200004,-73.89063532999995
394,173193588,2017-12-29T00:00:00.000,KEY IN IGNITION,10-111,Administrative Code,KEY,25-44,M,BLACK,0,QUEENS,113,1050881,184342,40.67241042400008,-73.75979899599997
395,173193561,2017-12-29T00:00:00.000,KEY IN IGNITION,10-111,Administrative Code,KEY,45-64,M,BLACK,0,QUEENS,113,1051740,182945,40.668569478000045,-73.75671633399996
396,173193689,2017-12-29T00:00:00.000,KEY IN IGNITION,10-111,Administrative Code,KEY,25-44,M,BLACK,0,QUEENS,113,1049416,183677,40.67059605900005,-73.76508667399997
397,173113493,2017-12-29T00:00:00.000,UNLICENSED VEHICLE FOR HIRE,19-506,Administrative Code,TLC,25-44,M,BLACK,0,QUEENS,113,1046804,184122,40.67183632000007,-73.77449841499998
398,173355898,2017-12-29T00:00:00.000,DISCON: OBSTRUCT VEHICLE,240.205B,Penal Law,DISORDERLY CONDUCT,25-44,M,WHITE HISPANIC,0,BRONX,47,1025857,269169,40.905390295000075,-73.84948398399997
399,173130423,2017-12-29T00:00:00.000,RECKLESS DRIVING,1212,VTL,VTL,45-64,M,BLACK,0,BRONX,48,1014658,247117,40.844910096000035,-73.89009751999998
400,173130419,2017-12-29T00:00:00.000,ACCEPT ON HAIL,19-507,Administrative Code,TLC,45-64,M,BLACK,0,BRONX,48,1013201,247704,40.84652613500003,-73.89536102899994
401,173130361,2017-12-29T00:00:00.000,REVOKED REGISTRATION,510-7,VTL,VTL,25-44,M,,0,BROOKLYN,70,992912,172176,40.63926391800004,-73.96879078099995
402,173130306,2017-12-29T00:00:00.000,DISCON: REFUSE LAWFUL ORDER,240.20-6,Penal Law,DISORDERLY CONDUCT,45-64,M,UNKNOWN,0,BRONX,46,1011751,250275,40.85358740100002,-73.90059135599995
