project_id,project_name,program_group,project_start_date,project_completion_date,building_id,house_number,street_name,borough,postcode,bbl,bin,community_board,council_district,census_tract,neighborhood_tabulation_area,latitude,longitude,latitude_internal,longitude_internal,building_completion_date,reporting_construction_type,extended_affordability_status,prevailing_wage_status,extremely_low_income_units,very_low_income_units,low_income_units,moderate_income_units,middle_income_units,other_income_units,studio_units,_1_br_units,_2_br_units,_3_br_units,_4_br_units,_5_br_units,_6_br_units,unknown_br_units,counted_rental_units,counted_homeownership_units,all_counted_units,total_units
67484,STAGG 2 - JUSTIN'S CORNER.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,823796.0,3442,EASTCHESTER ROAD,Bronx,10469.0,2047230143.0,2093625.0,BX-12,12.0,386.0,BX03,40.877572,-73.846649,40.87781,-73.846403,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3
67484,STAGG 2 - JUSTIN'S CORNER.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,825592.0,4432,MONTICELLO AVENUE,Bronx,10466.0,2050990108.0,2071564.0,BX-12,12.0,444.0,BX62,40.901058,-73.842077,40.90118,-73.841852,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3
67484,STAGG 2 - JUSTIN'S CORNER.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,825723.0,4436,MONTICELLO AVENUE,Bronx,10466.0,2050990019.0,2123483.0,BX-12,12.0,444.0,BX62,40.901121,-73.842106,40.90125,-73.84187,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3
67484,STAGG 2 - JUSTIN'S CORNER.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,829483.0,3647,PAULDING AVENUE,Bronx,10469.0,2046850161.0,2103366.0,BX-12,12.0,382.0,BX44,40.877974,-73.85622,40.87817,-73.856415,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,1,2,0,0,0,0,0,3,0,0,0,0,3,0,3,3
67484,STAGG 2 - JUSTIN'S CORNER.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,830426.0,742,EAST 222 STREET,Bronx,10467.0,2046690072.0,2121263.0,BX-12,12.0,396.0,BX44,40.885253,-73.86028,40.88493,-73.860212,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,8,0,0,0,0,1,5,2,0,0,0,0,8,0,8,8
67484,STAGG 2 - JUSTIN'S CORNER.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,830448.0,3645,PAULDING AVENUE,Bronx,10469.0,2046850162.0,2103367.0,BX-12,12.0,382.0,BX44,40.877952,-73.856231,40.8781,-73.856451,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3
67484,STAGG 2 - JUSTIN'S CORNER.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,834934.0,3055,OLINVILLE AVENUE,Bronx,10467.0,2045440142.0,2103643.0,BX-12,15.0,336.0,BX07,40.870781,-73.868258,40.87084,-73.868489,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,8,0,0,0,0,0,1,7,0,0,0,0,8,0,8,8
67484,STAGG 2 - JUSTIN'S CORNER.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,834939.0,3059,OLINVILLE AVENUE,Bronx,10467.0,2045440144.0,2103644.0,BX-12,15.0,336.0,BX07,40.87083,-73.868258,40.87099,-73.86851,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,8,0,0,0,0,0,0,8,0,0,0,0,8,0,8,8
67484,STAGG 2 - JUSTIN'S CORNER.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,834941.0,3051,OLINVILLE AVENUE,Bronx,10467.0,2045440140.0,2103642.0,BX-12,15.0,336.0,BX07,40.870729,-73.868258,40.87073,-73.868486,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,7,1,0,0,0,0,0,8,0,0,0,0,8,0,8,8
67484,STAGG 2 - JUSTIN'S CORNER.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,838846.0,1010,EAST 224 STREET,Bronx,10466.0,2048700040.0,2103847.0,BX-12,12.0,398.0,BX44,40.884207,-73.851794,40.88402,-73.851994,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3
67484,STAGG 2 - JUSTIN'S CORNER.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,838847.0,1012,EAST 224 STREET,Bronx,10466.0,2048700041.0,2103848.0,BX-12,12.0,398.0,BX44,40.884194,-73.851755,40.884,-73.851921,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,3,0,0,0,0,0,1,2,0,0,0,0,3,0,3,3
67484,STAGG 2 - JUSTIN'S CORNER.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,840577.0,4001,DE REIMER AVENUE,Bronx,10466.0,2049820092.0,2102349.0,BX-12,12.0,426.0,BX62,40.890405,-73.841773,40.89041,-73.842055,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,2,1,0,0,0,0,0,3,0,0,0,0,3,0,3,3
67484,STAGG 2 - JUSTIN'S CORNER.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,840660.0,1451,KNAPP STREET,Bronx,10469.0,2047620161.0,2115249.0,BX-12,12.0,358.0,BX03,40.869958,-73.844273,40.87003,-73.844472,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3
67484,STAGG 2 - JUSTIN'S CORNER.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,840897.0,2536,WILLIAMSBRIDGE ROAD,Bronx,10469.0,2044500112.0,2109546.0,BX-11,13.0,326.0,BX31,40.863968,-73.858546,40.86415,-73.858354,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,3,0,0,0,0,0,1,2,0,0,0,0,3,0,3,3
67484,STAGG 2 - JUSTIN'S CORNER.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,841033.0,1122,EAST 222 STREET,Bronx,10469.0,2047160118.0,2103898.0,BX-12,12.0,386.0,BX03,40.881831,-73.84976,40.8816,-73.849833,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,2,1,0,0,0,0,0,3,0,0,0,0,3,0,3,3
67484,STAGG 2 - JUSTIN'S CORNER.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,841066.0,1455,KNAPP STREET,Bronx,10469.0,2047620160.0,2115248.0,BX-12,12.0,358.0,BX03,40.86998,-73.844197,40.87008,-73.844305,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3
67484,STAGG 2 - JUSTIN'S CORNER.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,841071.0,3920,MURDOCK AVENUE,Bronx,10466.0,2049580012.0,2103918.0,BX-12,12.0,426.0,BX62,40.889301,-73.839425,40.88943,-73.839197,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3
67484,STAGG 2 - JUSTIN'S CORNER.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,842015.0,3215,CRUGER AVENUE,Bronx,10467.0,2045960051.0,2114364.0,BX-12,15.0,374.0,BX44,40.871827,-73.866155,40.87201,-73.866419,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3
67484,STAGG 2 - JUSTIN'S CORNER.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,843287.0,2538,WILLIAMSBRIDGE ROAD,Bronx,10469.0,2044500113.0,2109547.0,BX-11,13.0,326.0,BX31,40.86399,-73.858557,40.86421,-73.858372,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,2,1,0,0,0,1,0,2,0,0,0,0,3,0,3,3
67484,STAGG 2 - JUSTIN'S CORNER.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,886213.0,4712,RICHARDSON AVENUE,Bronx,10470.0,2051070058.0,2071774.0,BX-12,11.0,414.0,BX62,40.904339,-73.85099,40.90416,-73.850918,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3
67487,STAGG 4 - TYLER'S BRONX.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,70359.0,936,EAST 224 STREET,Bronx,10466.0,2048590063.0,2064340.0,BX-12,12.0,398.0,BX44,40.884907,-73.853995,40.88458,-73.853783,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,3,0,0,0,0,1,0,2,0,0,0,0,3,0,3,3
67487,STAGG 4 - TYLER'S BRONX.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,70360.0,938,EAST 224 STREET,Bronx,10466.0,2048590064.0,2064341.0,BX-12,12.0,398.0,BX44,40.884896,-73.853956,40.88455,-73.853692,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,2,1,0,0,0,1,0,2,0,0,0,0,3,0,3,3
67487,STAGG 4 - TYLER'S BRONX.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,899636.0,736,EAST 220 STREET,Bronx,10467.0,2046670074.0,2117178.0,BX-12,12.0,396.0,BX44,40.883903,-73.861256,40.88365,-73.861224,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,9,0,0,0,2,7,0,0,0,0,0,0,9,0,9,9
67487,STAGG 4 - TYLER'S BRONX.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,899677.0,717,EAST 220 STREET,Bronx,10467.0,2046680042.0,2117180.0,BX-12,12.0,396.0,BX44,40.884049,-73.861657,40.88425,-73.86158,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,8,1,0,0,2,7,0,0,0,0,0,0,9,0,9,9
67487,STAGG 4 - TYLER'S BRONX.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,899698.0,715,EAST 220 STREET,Bronx,10467.0,2046680044.0,2117181.0,BX-12,12.0,396.0,BX44,40.88406,-73.861697,40.88428,-73.861664,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,9,0,0,0,2,2,5,0,0,0,0,0,9,0,9,9
67487,STAGG 4 - TYLER'S BRONX.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,899700.0,738,EAST 220 STREET,Bronx,10467.0,2046670075.0,2117179.0,BX-12,12.0,396.0,BX44,40.88389,-73.861212,40.88363,-73.861141,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,9,0,0,0,2,2,5,0,0,0,0,0,9,0,9,9
67487,STAGG 4 - TYLER'S BRONX.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,927249.0,934,EAST 225 STREET,Bronx,10466.0,2048600167.0,2116626.0,BX-12,12.0,404.0,BX44,40.88562,-73.853625,40.88537,-73.853615,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,3,0,0,0,0,1,0,2,0,0,0,0,3,0,3,3
67487,STAGG 4 - TYLER'S BRONX.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,927254.0,940,EAST 225 STREET,Bronx,10466.0,2048600170.0,2116629.0,BX-12,12.0,404.0,BX44,40.885582,-73.853506,40.88531,-73.85343,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,2,1,0,0,0,1,1,1,0,0,0,0,3,0,3,3
67487,STAGG 4 - TYLER'S BRONX.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,927282.0,933,EAST 224 STREET,Bronx,10466.0,2048600027.0,2116633.0,BX-12,12.0,404.0,BX44,40.884949,-73.854064,40.88509,-73.853691,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3
67487,STAGG 4 - TYLER'S BRONX.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,927390.0,935,EAST 224 STREET,Bronx,10466.0,2048600026.0,2116631.0,BX-12,12.0,404.0,BX44,40.884938,-73.854028,40.88503,-73.853594,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3
67487,STAGG 4 - TYLER'S BRONX.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,927393.0,621,EAST 231 STREET,Bronx,10466.0,2048340044.0,2117221.0,BX-12,12.0,420.0,BX44,40.89282,-73.860517,40.89297,-73.86068,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,10,0,0,0,4,3,3,0,0,0,0,0,10,0,10,10
67487,STAGG 4 - TYLER'S BRONX.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,927420.0,4152,CARPENTER AVENUE,Bronx,10466.0,2048340046.0,2117220.0,BX-12,12.0,420.0,BX44,40.893183,-73.860871,40.89305,-73.860636,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,10,0,0,0,4,1,5,0,0,0,0,0,10,0,10,10
67487,STAGG 4 - TYLER'S BRONX.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,931142.0,2512,CRUGER AVENUE,Bronx,10467.0,2044340010.0,2117653.0,BX-11,15.0,330.0,BX07,40.863928,-73.866377,40.8636,-73.866114,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,8,0,0,0,1,7,0,0,0,0,0,0,8,0,8,8
67487,STAGG 4 - TYLER'S BRONX.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,931143.0,2514,CRUGER AVENUE,Bronx,10467.0,2044340011.0,2117652.0,BX-11,15.0,330.0,BX07,40.863942,-73.866377,40.86367,-73.86611,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,8,0,0,0,0,4,4,0,0,0,0,0,8,0,8,8
67618,STAGG 3 - MICKEY'S CORNER.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,71062.0,848,EAST 228 STREET,Bronx,10466.0,2048520062.0,2063996.0,BX-12,12.0,406.0,BX44,40.888551,-73.855004,40.88824,-73.854802,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3
67618,STAGG 3 - MICKEY'S CORNER.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,73286.0,677,EAST 241 STREET,Bronx,10470.0,2051070054.0,2071772.0,BX-12,11.0,414.0,BX62,40.903748,-73.850991,40.90401,-73.851038,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,2,2
67618,STAGG 3 - MICKEY'S CORNER.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,875189.0,3709,LACONIA AVENUE,Bronx,10469.0,2046990001.0,2114432.0,BX-12,12.0,388.0,BX44,40.878251,-73.853301,40.87837,-73.853464,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3
67618,STAGG 3 - MICKEY'S CORNER.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,875694.0,914,EAST 230 STREET,Bronx,10466.0,2048650169.0,2113884.0,BX-12,12.0,424.0,BX44,40.889269,-73.852051,40.88906,-73.852156,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,3,0,0,0,0,0,1,2,0,0,0,0,3,0,3,3
67618,STAGG 3 - MICKEY'S CORNER.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,876224.0,924,EAST 230 STREET,Bronx,10466.0,2048650174.0,2113889.0,BX-12,12.0,424.0,BX44,40.889203,-73.851845,40.88895,-73.851831,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,3,0,0,0,0,0,1,2,0,0,0,0,3,0,3,3
67618,STAGG 3 - MICKEY'S CORNER.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,883859.0,4129,SETON AVENUE,Bronx,10466.0,2050280015.0,2116359.0,BX-12,12.0,448.0,BX62,40.8946,-73.838605,40.89489,-73.839017,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3
67618,STAGG 3 - MICKEY'S CORNER.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,912708.0,722,EAST 220 STREET,Bronx,10467.0,2046670066.0,2113872.0,BX-12,12.0,396.0,BX44,40.883994,-73.861541,40.88379,-73.861643,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,8,0,0,0,0,6,2,0,0,0,0,0,8,0,8,8
67618,STAGG 3 - MICKEY'S CORNER.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,912724.0,720,EAST 220 STREET,Bronx,10467.0,2046670065.0,2113871.0,BX-12,12.0,396.0,BX44,40.884008,-73.861581,40.88381,-73.861726,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,7,1,0,0,0,6,2,0,0,0,0,0,8,0,8,8
67618,STAGG 3 - MICKEY'S CORNER.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,937491.0,3250,WICKHAM AVENUE,Bronx,10469.0,2047550066.0,2121762.0,BX-12,12.0,358.0,BX03,40.875382,-73.840525,40.87596,-73.840581,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,2,2
67618,STAGG 3 - MICKEY'S CORNER.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,947544.0,3248,WICKHAM AVENUE,Bronx,10469.0,2047550065.0,2121760.0,BX-12,12.0,358.0,BX03,40.875349,-73.840507,40.8759,-73.840527,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,2,2
67618,STAGG 3 - MICKEY'S CORNER.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,950687.0,746,EAST 227 STREET,Bronx,10466.0,2048400069.0,2117701.0,BX-12,12.0,406.0,BX44,40.888774,-73.858309,40.88849,-73.858161,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,3,0,0,0,0,0,1,2,0,0,0,0,3,0,3,3
67618,STAGG 3 - MICKEY'S CORNER.HPO.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,950724.0,748,EAST 227 STREET,Bronx,10466.0,2048400070.0,2120062.0,BX-12,12.0,406.0,BX44,40.888761,-73.858269,40.88846,-73.858082,2019-06-20T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3
68651,CONFIDENTIAL,Homeowner Assistance Program,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,,----,----,Brooklyn,,,,BK-15,48.0,,,,,,,2019-06-20T00:00:00.000,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
68696,CONFIDENTIAL,Homeowner Assistance Program,2019-06-20T00:00:00.000,,,----,----,Staten Island,,,,SI-01,49.0,,,,,,,,Preservation,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
67752,JENNINGS TERRACE GARDENS HDFC.GHPP.FY19,Multifamily Finance Program,2019-06-19T00:00:00.000,,88700.0,749,JENNINGS STREET,Bronx,10459.0,2029620060.0,2010206.0,BX-03,16.0,151.0,BX35,40.831828,-73.898144,40.832,-73.898103,,Preservation,No,Non Prevailing Wage,0,10,0,0,0,0,0,0,6,4,0,0,0,0,0,10,10,10
67752,JENNINGS TERRACE GARDENS HDFC.GHPP.FY19,Multifamily Finance Program,2019-06-19T00:00:00.000,,88703.0,759,JENNINGS STREET,Bronx,10459.0,2029620054.0,2010205.0,BX-03,16.0,151.0,BX35,40.831877,-73.89767,40.83213,-73.89767,,Preservation,No,Non Prevailing Wage,0,15,0,0,0,0,0,2,9,4,0,0,0,0,0,15,15,15
67752,JENNINGS TERRACE GARDENS HDFC.GHPP.FY19,Multifamily Finance Program,2019-06-19T00:00:00.000,,88704.0,763,JENNINGS STREET,Bronx,10459.0,2029620052.0,2010204.0,BX-03,16.0,151.0,BX35,40.831891,-73.897529,40.83216,-73.897525,,Preservation,No,Non Prevailing Wage,0,16,0,0,0,0,0,3,9,4,0,0,0,0,0,16,16,16
68640,15 CEDAR STREET APARTMENTS,Multifamily Incentives Program,2019-06-19T00:00:00.000,,971685.0,15,CEDAR STREET,Brooklyn,11221.0,3032260037.0,3426252.0,BK-04,34.0,393.0,BK78,40.696225,-73.928975,40.69639,-73.929105,,New Construction,No,Non Prevailing Wage,0,0,0,0,8,0,0,0,8,0,0,0,0,0,8,0,8,25
68654,CONFIDENTIAL,Homeowner Assistance Program,2019-06-19T00:00:00.000,2019-06-19T00:00:00.000,,----,----,Staten Island,,,,SI-01,49.0,,,,,,,2019-06-19T00:00:00.000,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
68679,CONFIDENTIAL,Homeowner Assistance Program,2019-06-19T00:00:00.000,,,----,----,Staten Island,,,,SI-01,49.0,,,,,,,,Preservation,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1
68715,CONFIDENTIAL,Homeowner Assistance Program,2019-06-19T00:00:00.000,,,----,----,Queens,,,,QN-13,23.0,,,,,,,,Preservation,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1
68717,CONFIDENTIAL,Homeowner Assistance Program,2019-06-19T00:00:00.000,,,----,----,Queens,,,,QN-10,28.0,,,,,,,,Preservation,No,Non Prevailing Wage,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2
68638,14-45 31ST AVENUE,Multifamily Incentives Program,2019-06-18T00:00:00.000,2019-08-05T00:00:00.000,990456.0,14-45,31 AVENUE,Queens,11106.0,4005340106.0,4618780.0,QN-01,22.0,79.0,QN71,40.76812,-73.931682,40.76782,-73.930205,2019-08-05T00:00:00.000,New Construction,No,Non Prevailing Wage,0,0,0,0,6,0,0,6,0,0,0,0,0,0,6,0,6,18
68639,2825 SNYDER AVENUE,Multifamily Incentives Program,2019-06-18T00:00:00.000,2019-10-07T00:00:00.000,980688.0,2825,SNYDER AVENUE,Brooklyn,11226.0,3051080056.0,3117343.0,BK-17,40.0,824.0,BK95,40.648859,-73.95099,40.64912,-73.950395,2019-10-07T00:00:00.000,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,1,0,2,0,0,0,0,0,3,0,3,10
65275,1025-1027 LEGGETT AVE HDFC.PLP.FY19,Multifamily Finance Program,2019-06-17T00:00:00.000,,91400.0,1025,LEGGETT AVENUE,Bronx,10455.0,2027200041.0,2005724.0,BX-02,8.0,85.0,BX33,40.813912,-73.899533,40.81389,-73.899248,,Preservation,No,Non Prevailing Wage,0,43,4,0,0,1,0,36,9,3,0,0,0,0,0,48,48,48
68635,2823 SNYDER AVENUE,Multifamily Incentives Program,2019-06-17T00:00:00.000,2019-10-07T00:00:00.000,980689.0,2823,SNYDER AVENUE,Brooklyn,11226.0,3051080057.0,3117344.0,BK-17,40.0,824.0,BK95,40.648859,-73.951004,40.64912,-73.950482,2019-10-07T00:00:00.000,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,10
68637,76 PALMETTO STREET APARTMENTS,Multifamily Incentives Program,2019-06-17T00:00:00.000,2019-07-26T00:00:00.000,982074.0,76,PALMETTO STREET,Brooklyn,11221.0,3033490020.0,3076559.0,BK-04,34.0,399.0,BK78,40.69133,-73.919078,40.69119,-73.918873,2019-07-26T00:00:00.000,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,0,2,1,0,0,0,0,3,0,3,8
68653,CONFIDENTIAL,Homeowner Assistance Program,2019-06-17T00:00:00.000,2019-06-17T00:00:00.000,,----,----,Bronx,,,,BX-09,18.0,,,,,,,2019-06-17T00:00:00.000,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
67685,601 WEST 29TH STREET,Multifamily Incentives Program,2019-06-14T00:00:00.000,,990673.0,601,WEST 29 STREET,Manhattan,10001.0,1006750012.0,1012272.0,MN-04,3.0,99.0,MN13,40.752825,-74.004681,40.75323,-74.004988,,New Construction,No,Non Prevailing Wage,0,94,94,46,0,0,37,159,38,0,0,0,0,0,234,0,234,931
68633,1207 BROADWAY,Multifamily Incentives Program,2019-06-14T00:00:00.000,2019-07-08T00:00:00.000,975936.0,1207,BROADWAY,Brooklyn,11221.0,3032730005.0,3414095.0,BK-04,34.0,395.0,BK78,40.692151,-73.9267,40.6923,-73.926484,2019-07-08T00:00:00.000,New Construction,No,Non Prevailing Wage,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,2,7
68634,2325 BEAUMONT AVENUE APARTMENTS,Multifamily Incentives Program,2019-06-14T00:00:00.000,,979514.0,2325,BEAUMONT AVENUE,Bronx,10458.0,2030890051.0,2129373.0,BX-06,15.0,391.0,BX06,40.852997,-73.885051,40.85311,-73.885268,,New Construction,No,Non Prevailing Wage,0,0,0,0,6,0,1,2,3,0,0,0,0,0,6,0,6,17
