,year,leading_cause,sex,race_ethnicity,deaths,death_rate,age_adjusted_death_rate
538,2011,Septicemia (A40-A41),Female,Not Stated/Unknown,.,.,.
539,2011,Human Immunodeficiency Virus Disease (HIV: B20-B24),Female,Not Stated/Unknown,.,.,.
540,2011,Cerebrovascular Disease (Stroke: I60-I69),Female,Not Stated/Unknown,.,.,.
541,2011,Tuberculosis (A16-A19),Female,Not Stated/Unknown,.,.,.
542,2011,"Assault (Homicide: Y87.1, X85-Y09)",Female,Not Stated/Unknown,.,.,.
543,2011,All Other Causes,Female,Not Stated/Unknown,14,.,.
544,2011,Influenza (Flu) and Pneumonia (J09-J18),Male,Hispanic,209,18.1,34.4
545,2011,Malignant Neoplasms (Cancer: C00-C97),Male,Hispanic,1144,99.2,157.7
546,2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Hispanic,1201,104.2,180.8
547,2010,Diabetes Mellitus (E10-E14),Male,Hispanic,187,16.4,27.3
548,2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Hispanic,1354,118.5,215.5
549,2010,Malignant Neoplasms (Cancer: C00-C97),Male,Hispanic,1057,92.5,150
550,2010,Influenza (Flu) and Pneumonia (J09-J18),Male,Hispanic,235,20.6,38.9
551,2010,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Hispanic,189,16.5,18.4
552,2010,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Hispanic,150,13.1,17.6
553,2010,Chronic Lower Respiratory Diseases (J40-J47),Male,Hispanic,149,13,23.9
554,2010,Cerebrovascular Disease (Stroke: I60-I69),Male,Hispanic,140,12.3,21.4
555,2010,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Hispanic,138,12.1,12.9
556,2010,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Hispanic,132,11.6,13.9
557,2010,All Other Causes,Male,Hispanic,1167,102.1,150
558,2010,Malignant Neoplasms (Cancer: C00-C97),Male,Asian and Pacific Islander,526,101,124.5
559,2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Asian and Pacific Islander,478,91.8,130
560,2010,Influenza (Flu) and Pneumonia (J09-J18),Male,Asian and Pacific Islander,108,20.7,31.7
561,2010,Cerebrovascular Disease (Stroke: I60-I69),Male,Asian and Pacific Islander,83,15.9,21.3
562,2010,Diabetes Mellitus (E10-E14),Male,Asian and Pacific Islander,64,12.3,15.5
563,2010,Chronic Lower Respiratory Diseases (J40-J47),Male,Asian and Pacific Islander,61,11.7,17.8
564,2010,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Asian and Pacific Islander,54,10.4,13.7
565,2010,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Asian and Pacific Islander,46,8.8,8.7
566,2010,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Asian and Pacific Islander,30,5.8,8.7
567,2010,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Asian and Pacific Islander,18,3.5,3.1
568,2010,All Other Causes,Male,Asian and Pacific Islander,308,59.2,77.2
569,2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,White Non-Hispanic,4495,335.1,277
570,2010,Malignant Neoplasms (Cancer: C00-C97),Male,White Non-Hispanic,3408,254.1,216.6
571,2010,Influenza (Flu) and Pneumonia (J09-J18),Male,White Non-Hispanic,614,45.8,37.6
572,2010,Chronic Lower Respiratory Diseases (J40-J47),Male,White Non-Hispanic,388,28.9,24.2
573,2010,Cerebrovascular Disease (Stroke: I60-I69),Male,White Non-Hispanic,276,20.6,17.2
574,2010,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,White Non-Hispanic,271,20.2,18.4
575,2010,Diabetes Mellitus (E10-E14),Male,White Non-Hispanic,245,18.3,15.6
576,2010,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,White Non-Hispanic,211,15.7,14.5
577,2010,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,White Non-Hispanic,182,13.6,12.3
578,2010,"Essential Hypertension and Renal Diseases (I10, I12)",Male,White Non-Hispanic,153,11.4,9.4
579,2010,All Other Causes,Male,White Non-Hispanic,2034,151.6,130.9
580,2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Black Non-Hispanic,2015,236.7,307.7
581,2010,Malignant Neoplasms (Cancer: C00-C97),Male,Black Non-Hispanic,1540,180.9,224.1
582,2010,"Assault (Homicide: Y87.1, X85-Y09)",Male,Black Non-Hispanic,299,35.1,35.5
583,2010,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Black Non-Hispanic,297,34.9,34
584,2010,Diabetes Mellitus (E10-E14),Male,Black Non-Hispanic,279,32.8,41
585,2010,Chronic Lower Respiratory Diseases (J40-J47),Male,Black Non-Hispanic,202,23.7,30.9
586,2010,Influenza (Flu) and Pneumonia (J09-J18),Male,Black Non-Hispanic,201,23.6,31.8
587,2010,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Black Non-Hispanic,178,20.9,27.7
588,2010,Cerebrovascular Disease (Stroke: I60-I69),Male,Black Non-Hispanic,171,20.1,23.9
589,2010,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Black Non-Hispanic,147,17.3,18.3
590,2010,All Other Causes,Male,Black Non-Hispanic,1230,144.5,166.2
591,2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Other Race/ Ethnicity,52,.,.
592,2010,Malignant Neoplasms (Cancer: C00-C97),Male,Other Race/ Ethnicity,25,.,.
593,2010,Influenza (Flu) and Pneumonia (J09-J18),Male,Other Race/ Ethnicity,6,.,.
594,2010,Diabetes Mellitus (E10-E14),Male,Other Race/ Ethnicity,5,.,.
595,2010,Chronic Lower Respiratory Diseases (J40-J47),Male,Other Race/ Ethnicity,5,.,.
596,2010,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Other Race/ Ethnicity,5,.,.
597,2010,Mental and Behavioral Disorders due to Use of Alcohol (F10),Male,Other Race/ Ethnicity,.,.,.
598,2010,"Assault (Homicide: Y87.1, X85-Y09)",Male,Other Race/ Ethnicity,.,.,.
599,2010,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Other Race/ Ethnicity,.,.,.
600,2010,Cerebrovascular Disease (Stroke: I60-I69),Male,Other Race/ Ethnicity,.,.,.
601,2010,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Other Race/ Ethnicity,.,.,.
602,2010,All Other Causes,Male,Other Race/ Ethnicity,25,.,.
603,2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Not Stated/Unknown,70,.,.
604,2010,Malignant Neoplasms (Cancer: C00-C97),Male,Not Stated/Unknown,46,.,.
605,2010,Chronic Lower Respiratory Diseases (J40-J47),Male,Not Stated/Unknown,12,.,.
606,2010,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Not Stated/Unknown,10,.,.
607,2010,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Not Stated/Unknown,8,.,.
608,2010,Diabetes Mellitus (E10-E14),Male,Not Stated/Unknown,7,.,.
609,2010,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Not Stated/Unknown,6,.,.
610,2010,Certain Conditions originating in the Perinatal Period (P00-P96),Male,Not Stated/Unknown,6,.,.
611,2010,Viral Hepatitis (B15-B19),Male,Not Stated/Unknown,.,.,.
612,2010,Influenza (Flu) and Pneumonia (J09-J18),Male,Not Stated/Unknown,.,.,.
613,2010,Cerebrovascular Disease (Stroke: I60-I69),Male,Not Stated/Unknown,.,.,.
614,2010,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Not Stated/Unknown,.,.,.
615,2010,All Other Causes,Male,Not Stated/Unknown,32,.,.
616,2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Hispanic,1316,108.1,133.2
617,2010,Malignant Neoplasms (Cancer: C00-C97),Female,Hispanic,1045,85.9,98.5
618,2010,Influenza (Flu) and Pneumonia (J09-J18),Female,Hispanic,228,18.7,23.1
619,2010,Diabetes Mellitus (E10-E14),Female,Hispanic,219,18,21.5
620,2010,Cerebrovascular Disease (Stroke: I60-I69),Female,Hispanic,168,13.8,16.7
621,2010,Chronic Lower Respiratory Diseases (J40-J47),Female,Hispanic,156,12.8,15.4
622,2010,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Hispanic,95,7.8,9.5
623,2010,Human Immunodeficiency Virus Disease (HIV: B20-B24),Female,Hispanic,79,6.5,6.5
624,2010,Alzheimer's Disease (G30),Female,Hispanic,71,5.8,7.5
625,2010,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Hispanic,58,4.8,5.2
626,2010,All Other Causes,Female,Hispanic,1007,82.7,94.6
627,2010,Malignant Neoplasms (Cancer: C00-C97),Female,Asian and Pacific Islander,414,73.6,79.9
628,2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Asian and Pacific Islander,394,70.1,89.7
629,2010,Cerebrovascular Disease (Stroke: I60-I69),Female,Asian and Pacific Islander,89,15.8,19.2
630,2010,Influenza (Flu) and Pneumonia (J09-J18),Female,Asian and Pacific Islander,74,13.2,16.9
631,2010,Diabetes Mellitus (E10-E14),Female,Asian and Pacific Islander,51,9.1,11.3
632,2010,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Asian and Pacific Islander,33,5.9,7.1
633,2010,Chronic Lower Respiratory Diseases (J40-J47),Female,Asian and Pacific Islander,28,5,6.7
634,2010,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Asian and Pacific Islander,25,4.4,5.1
635,2010,Certain Conditions originating in the Perinatal Period (P00-P96),Female,Asian and Pacific Islander,18,3.2,4
636,2010,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Female,Asian and Pacific Islander,17,3,2.9
637,2010,All Other Causes,Female,Asian and Pacific Islander,238,42.3,51.6
638,2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,White Non-Hispanic,5351,374.2,189.2
639,2010,Malignant Neoplasms (Cancer: C00-C97),Female,White Non-Hispanic,3438,240.4,163
640,2010,Influenza (Flu) and Pneumonia (J09-J18),Female,White Non-Hispanic,707,49.4,24.8
641,2010,Chronic Lower Respiratory Diseases (J40-J47),Female,White Non-Hispanic,501,35,20.7
642,2010,Cerebrovascular Disease (Stroke: I60-I69),Female,White Non-Hispanic,382,26.7,14.1
643,2010,Diabetes Mellitus (E10-E14),Female,White Non-Hispanic,258,18,11.1
644,2010,Alzheimer's Disease (G30),Female,White Non-Hispanic,247,17.3,7.5
645,2010,"Essential Hypertension and Renal Diseases (I10, I12)",Female,White Non-Hispanic,219,15.3,7.7
646,2010,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,White Non-Hispanic,163,11.4,7.8
647,2010,Septicemia (A40-A41),Female,White Non-Hispanic,107,7.5,4.3
648,2010,All Other Causes,Female,White Non-Hispanic,2140,149.7,93.9
649,2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Black Non-Hispanic,2282,217.7,194.2
650,2010,Malignant Neoplasms (Cancer: C00-C97),Female,Black Non-Hispanic,1768,168.6,151.8
651,2010,Diabetes Mellitus (E10-E14),Female,Black Non-Hispanic,384,36.6,33
652,2010,Influenza (Flu) and Pneumonia (J09-J18),Female,Black Non-Hispanic,275,26.2,23.6
653,2010,Cerebrovascular Disease (Stroke: I60-I69),Female,Black Non-Hispanic,259,24.7,22.2
654,2010,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Black Non-Hispanic,252,24,21.4
655,2010,Chronic Lower Respiratory Diseases (J40-J47),Female,Black Non-Hispanic,206,19.6,17.7
656,2010,Human Immunodeficiency Virus Disease (HIV: B20-B24),Female,Black Non-Hispanic,152,14.5,12.9
657,2010,Alzheimer's Disease (G30),Female,Black Non-Hispanic,88,8.4,7.3
658,2010,"Nephritis, Nephrotic Syndrome and Nephrosis (N00-N07, N17-N19, N25-N27)",Female,Black Non-Hispanic,86,8.2,7.4
659,2010,All Other Causes,Female,Black Non-Hispanic,1326,126.5,117.4
660,2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Other Race/ Ethnicity,50,.,.
661,2010,Malignant Neoplasms (Cancer: C00-C97),Female,Other Race/ Ethnicity,34,.,.
662,2010,Diabetes Mellitus (E10-E14),Female,Other Race/ Ethnicity,7,.,.
663,2010,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Female,Other Race/ Ethnicity,5,.,.
664,2010,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Other Race/ Ethnicity,.,.,.
665,2010,Cerebrovascular Disease (Stroke: I60-I69),Female,Other Race/ Ethnicity,.,.,.
666,2010,In Situ or Benign / Uncertain Neoplasms (D00-D48),Female,Other Race/ Ethnicity,.,.,.
667,2010,Influenza (Flu) and Pneumonia (J09-J18),Female,Other Race/ Ethnicity,.,.,.
668,2010,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Other Race/ Ethnicity,.,.,.
669,2010,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Other Race/ Ethnicity,.,.,.
670,2010,All Other Causes,Female,Other Race/ Ethnicity,27,.,.
671,2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Not Stated/Unknown,70,.,.
672,2010,Malignant Neoplasms (Cancer: C00-C97),Female,Not Stated/Unknown,29,.,.
673,2010,Chronic Lower Respiratory Diseases (J40-J47),Female,Not Stated/Unknown,6,.,.
674,2010,Diabetes Mellitus (E10-E14),Female,Not Stated/Unknown,5,.,.
675,2010,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Not Stated/Unknown,5,.,.
676,2010,Certain Conditions originating in the Perinatal Period (P00-P96),Female,Not Stated/Unknown,5,.,.
677,2010,Cerebrovascular Disease (Stroke: I60-I69),Female,Not Stated/Unknown,.,.,.
678,2010,Viral Hepatitis (B15-B19),Female,Not Stated/Unknown,.,.,.
679,2010,In Situ or Benign / Uncertain Neoplasms (D00-D48),Female,Not Stated/Unknown,.,.,.
680,2010,Influenza (Flu) and Pneumonia (J09-J18),Female,Not Stated/Unknown,.,.,.
681,2010,Atherosclerosis (I70),Female,Not Stated/Unknown,.,.,.
682,2010,Septicemia (A40-A41),Female,Not Stated/Unknown,.,.,.
683,2010,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Not Stated/Unknown,.,.,.
684,2010,All Other Causes,Female,Not Stated/Unknown,18,.,.
685,2009,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Hispanic,119,10.6,14.1
686,2009,Chronic Lower Respiratory Diseases (J40-J47),Male,Hispanic,111,9.9,18.3
687,2009,All Other Causes,Male,Hispanic,1067,95,138.1
688,2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Asian and Pacific Islander,554,108.5,158.8
689,2009,Malignant Neoplasms (Cancer: C00-C97),Male,Asian and Pacific Islander,506,99.1,127
690,2009,Influenza (Flu) and Pneumonia (J09-J18),Male,Asian and Pacific Islander,84,16.5,26.1
691,2009,Cerebrovascular Disease (Stroke: I60-I69),Male,Asian and Pacific Islander,58,11.4,15.5
692,2009,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Asian and Pacific Islander,55,10.8,12.3
693,2009,Chronic Lower Respiratory Diseases (J40-J47),Male,Asian and Pacific Islander,51,10,16.9
694,2009,Diabetes Mellitus (E10-E14),Male,Asian and Pacific Islander,48,9.4,13.3
695,2009,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Asian and Pacific Islander,35,6.9,6.7
696,2009,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Asian and Pacific Islander,26,5.1,7.2
697,2009,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Asian and Pacific Islander,17,3.3,3.5
698,2009,All Other Causes,Male,Asian and Pacific Islander,220,43.1,56.1
699,2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,White Non-Hispanic,5168,384.2,319.8
700,2009,Malignant Neoplasms (Cancer: C00-C97),Male,White Non-Hispanic,3236,240.5,205.6
701,2009,Influenza (Flu) and Pneumonia (J09-J18),Male,White Non-Hispanic,555,41.3,34.3
702,2009,Chronic Lower Respiratory Diseases (J40-J47),Male,White Non-Hispanic,371,27.6,23.3
703,2009,Diabetes Mellitus (E10-E14),Male,White Non-Hispanic,290,21.6,18.2
704,2009,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,White Non-Hispanic,279,20.7,18.7
705,2009,Cerebrovascular Disease (Stroke: I60-I69),Male,White Non-Hispanic,227,16.9,14.2
706,2009,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,White Non-Hispanic,221,16.4,14.8
707,2009,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,White Non-Hispanic,191,14.2,13
708,2009,"Essential Hypertension and Renal Diseases (I10, I12)",Male,White Non-Hispanic,148,11,9.1
709,2009,All Other Causes,Male,White Non-Hispanic,1818,135.1,118.5
710,2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Black Non-Hispanic,2068,243.5,318.9
711,2009,Malignant Neoplasms (Cancer: C00-C97),Male,Black Non-Hispanic,1557,183.4,228.8
712,2009,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Black Non-Hispanic,329,38.7,38.5
713,2009,Diabetes Mellitus (E10-E14),Male,Black Non-Hispanic,285,33.6,41.4
714,2009,"Assault (Homicide: Y87.1, X85-Y09)",Male,Black Non-Hispanic,255,30,30
715,2009,Influenza (Flu) and Pneumonia (J09-J18),Male,Black Non-Hispanic,207,24.4,33.3
716,2009,Cerebrovascular Disease (Stroke: I60-I69),Male,Black Non-Hispanic,154,18.1,22.8
717,2009,Chronic Lower Respiratory Diseases (J40-J47),Male,Black Non-Hispanic,147,17.3,22.6
718,2009,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Black Non-Hispanic,134,15.8,16.8
719,2009,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Black Non-Hispanic,131,15.4,19
720,2009,All Other Causes,Male,Black Non-Hispanic,1246,146.7,167.7
721,2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Other Race/ Ethnicity,38,.,.
722,2009,Malignant Neoplasms (Cancer: C00-C97),Male,Other Race/ Ethnicity,12,.,.
723,2009,Influenza (Flu) and Pneumonia (J09-J18),Male,Other Race/ Ethnicity,.,.,.
724,2009,Cerebrovascular Disease (Stroke: I60-I69),Male,Other Race/ Ethnicity,.,.,.
725,2009,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Other Race/ Ethnicity,.,.,.
726,2009,"Nephritis, Nephrotic Syndrome and Nephrosis (N00-N07, N17-N19, N25-N27)",Male,Other Race/ Ethnicity,.,.,.
727,2009,Certain Conditions originating in the Perinatal Period (P00-P96),Male,Other Race/ Ethnicity,.,.,.
728,2009,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Other Race/ Ethnicity,.,.,.
729,2009,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Other Race/ Ethnicity,.,.,.
730,2009,Diabetes Mellitus (E10-E14),Male,Other Race/ Ethnicity,.,.,.
731,2009,All Other Causes,Male,Other Race/ Ethnicity,18,.,.
732,2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Not Stated/Unknown,94,.,.
733,2009,Malignant Neoplasms (Cancer: C00-C97),Male,Not Stated/Unknown,47,.,.
734,2009,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Not Stated/Unknown,16,.,.
735,2009,Influenza (Flu) and Pneumonia (J09-J18),Male,Not Stated/Unknown,14,.,.
736,2009,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Not Stated/Unknown,10,.,.
737,2009,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Not Stated/Unknown,8,.,.
738,2009,Certain Conditions originating in the Perinatal Period (P00-P96),Male,Not Stated/Unknown,8,.,.
739,2009,"Assault (Homicide: Y87.1, X85-Y09)",Male,Not Stated/Unknown,7,.,.
740,2009,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Not Stated/Unknown,7,.,.
741,2009,Chronic Lower Respiratory Diseases (J40-J47),Male,Not Stated/Unknown,6,.,.
742,2009,All Other Causes,Male,Not Stated/Unknown,55,.,.
743,2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Hispanic,1349,112.7,143.8
744,2009,Malignant Neoplasms (Cancer: C00-C97),Female,Hispanic,1097,91.6,107.2
745,2009,Influenza (Flu) and Pneumonia (J09-J18),Female,Hispanic,216,18,22.8
746,2009,Diabetes Mellitus (E10-E14),Female,Hispanic,215,18,22.2
747,2009,Chronic Lower Respiratory Diseases (J40-J47),Female,Hispanic,155,12.9,16
748,2009,Cerebrovascular Disease (Stroke: I60-I69),Female,Hispanic,154,12.9,16
749,2009,Human Immunodeficiency Virus Disease (HIV: B20-B24),Female,Hispanic,96,8,8.1
750,2009,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Hispanic,84,7,8.8
751,2009,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Hispanic,57,4.8,4.7
752,2009,Alzheimer's Disease (G30),Female,Hispanic,56,4.7,6.2
753,2009,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Hispanic,56,4.7,5.3
754,2009,All Other Causes,Female,Hispanic,775,64.7,75.3
755,2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Asian and Pacific Islander,448,81.6,108.7
756,2009,Malignant Neoplasms (Cancer: C00-C97),Female,Asian and Pacific Islander,398,72.5,83.5
757,2009,Influenza (Flu) and Pneumonia (J09-J18),Female,Asian and Pacific Islander,83,15.1,20.3
758,2009,Cerebrovascular Disease (Stroke: I60-I69),Female,Asian and Pacific Islander,61,11.1,14.1
759,2009,Diabetes Mellitus (E10-E14),Female,Asian and Pacific Islander,55,10,12.7
760,2009,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Asian and Pacific Islander,37,6.7,8
761,2009,Chronic Lower Respiratory Diseases (J40-J47),Female,Asian and Pacific Islander,30,5.5,7.4
762,2009,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Asian and Pacific Islander,18,3.3,4.6
763,2009,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Female,Asian and Pacific Islander,17,3.1,3.1
764,2009,Alzheimer's Disease (G30),Female,Asian and Pacific Islander,14,2.5,3.6
765,2009,All Other Causes,Female,Asian and Pacific Islander,220,40.1,48.9
766,2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,White Non-Hispanic,6297,438.3,226.2
767,2009,Malignant Neoplasms (Cancer: C00-C97),Female,White Non-Hispanic,3346,232.9,159
768,2009,Influenza (Flu) and Pneumonia (J09-J18),Female,White Non-Hispanic,629,43.8,23.1
769,2009,Chronic Lower Respiratory Diseases (J40-J47),Female,White Non-Hispanic,458,31.9,19.1
770,2009,Cerebrovascular Disease (Stroke: I60-I69),Female,White Non-Hispanic,390,27.1,15.2
771,2009,Diabetes Mellitus (E10-E14),Female,White Non-Hispanic,229,15.9,9.5
772,2009,"Essential Hypertension and Renal Diseases (I10, I12)",Female,White Non-Hispanic,215,15,7.8
773,2009,Alzheimer's Disease (G30),Female,White Non-Hispanic,205,14.3,6.5
774,2009,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,White Non-Hispanic,178,12.4,8.3
775,2009,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,White Non-Hispanic,75,5.2,5.1
776,2009,All Other Causes,Female,White Non-Hispanic,1684,117.2,77.2
777,2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Black Non-Hispanic,2535,242.1,220.9
778,2009,Malignant Neoplasms (Cancer: C00-C97),Female,Black Non-Hispanic,1735,165.7,151.1
779,2009,Diabetes Mellitus (E10-E14),Female,Black Non-Hispanic,384,36.7,33.7
780,2009,Influenza (Flu) and Pneumonia (J09-J18),Female,Black Non-Hispanic,281,26.8,24.5
781,2009,Cerebrovascular Disease (Stroke: I60-I69),Female,Black Non-Hispanic,245,23.4,21.3
782,2009,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Black Non-Hispanic,227,21.7,19.6
783,2009,Human Immunodeficiency Virus Disease (HIV: B20-B24),Female,Black Non-Hispanic,208,19.9,17.9
784,2009,Chronic Lower Respiratory Diseases (J40-J47),Female,Black Non-Hispanic,188,18,16.4
785,2009,Alzheimer's Disease (G30),Female,Black Non-Hispanic,79,7.5,6.8
786,2009,"Nephritis, Nephrotic Syndrome and Nephrosis (N00-N07, N17-N19, N25-N27)",Female,Black Non-Hispanic,75,7.2,6.7
787,2009,All Other Causes,Female,Black Non-Hispanic,1305,124.6,117.3
788,2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Other Race/ Ethnicity,40,.,.
789,2009,Malignant Neoplasms (Cancer: C00-C97),Female,Other Race/ Ethnicity,19,.,.
790,2009,Influenza (Flu) and Pneumonia (J09-J18),Female,Other Race/ Ethnicity,5,.,.
791,2009,Chronic Lower Respiratory Diseases (J40-J47),Female,Other Race/ Ethnicity,.,.,.
792,2009,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Other Race/ Ethnicity,.,.,.
793,2009,Diabetes Mellitus (E10-E14),Female,Other Race/ Ethnicity,.,.,.
794,2009,Certain Conditions originating in the Perinatal Period (P00-P96),Female,Other Race/ Ethnicity,.,.,.
795,2009,Cerebrovascular Disease (Stroke: I60-I69),Female,Other Race/ Ethnicity,.,.,.
796,2009,Alzheimer's Disease (G30),Female,Other Race/ Ethnicity,.,.,.
797,2009,"Nephritis, Nephrotic Syndrome and Nephrosis (N00-N07, N17-N19, N25-N27)",Female,Other Race/ Ethnicity,.,.,.
798,2009,Atherosclerosis (I70),Female,Other Race/ Ethnicity,.,.,.
799,2009,"Congenital Malformations, Deformations, and Chromosomal Abnormalities (Q00-Q99)",Female,Other Race/ Ethnicity,.,.,.
800,2009,All Other Causes,Female,Other Race/ Ethnicity,11,.,.
801,2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Not Stated/Unknown,111,.,.
802,2009,Malignant Neoplasms (Cancer: C00-C97),Female,Not Stated/Unknown,41,.,.
803,2009,Influenza (Flu) and Pneumonia (J09-J18),Female,Not Stated/Unknown,17,.,.
804,2009,Chronic Lower Respiratory Diseases (J40-J47),Female,Not Stated/Unknown,7,.,.
805,2009,Cerebrovascular Disease (Stroke: I60-I69),Female,Not Stated/Unknown,5,.,.
806,2009,Influenza (Flu) and Pneumonia (J09-J18),Male,Hispanic,183,16.3,30.9
807,2009,Alzheimer's Disease (G30),Female,Not Stated/Unknown,.,.,.
