,domain,indicator,dimension_category,dimension,_2000,_2001,_2002,_2003,_2004,_2005,_2006,_2007,_2008,_2009,_2010,_2011,_2012,_2013,_2014,_2015,_2016,_2017,defintion,source,notes
535,Housing,Severely Rent-Burdened Households,Borough,Staten Island,*,*,*,*,*,*,*,*,24.6%,*,*,26.5%,*,*,24.5%,*,*,*,"This indicator measures the share of renter-occupied households whose gross rent (rent plus electricity and heating fuel costs) equaled at least 50 percent of their monthly pre-tax income, excluding those living in public housing or renting with the use of a voucher.","U.S. Census Bureau: NYC Housing and Vacancy Survey (2005, 2008, 2011, 2014)",
536,Housing,Total Number of Families on Section 8 Wait List (count),Borough of Current Residence,Staten Island,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3102,3087,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
537,Housing,Total Number of Families on Section 8 Wait List (count),Borough of Current Residence,Outside New York City,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3511,3787,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
538,Housing,Total Number of Families on Section 8 Wait List (count),Borough of Current Residence,Data Not Available,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,507,*,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
539,Housing,Total Number of Families on Section 8 Wait List (count),Family Size,1 Member,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,57641,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
540,Housing,Total Number of Families on Section 8 Wait List (count),Family Size,2 Members,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,37900,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
541,Housing,Total Number of Families on Section 8 Wait List (count),Family Size,3 Members,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,26058,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
542,Housing,Total Number of Families on Section 8 Wait List (count),Family Size,4 Members,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,16043,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
543,Housing,Total Number of Families on Section 8 Wait List (count),Family Size,5 or More Members,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,10323,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
544,Housing,Total Number of Families on Section 8 Wait List (count),Family Size,Data Not Available,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
545,Economic Security and Mobility,Number of Jobs in the City,Citywide by Industry,Accommodation and Food Services,*,*,*,*,*,*,*,*,*,*,*,269634,290072,305609,324584,341347,342682,*,Quarterly Employer Survey of Employers compiled by Bureau of Labor Statisitcs,"U.S. Census Bureau, Quarterly Workforce Indicators (QWI) via NYC Economic Development Corporation",
546,Housing,Total Number of Families on Section 8 Wait List (percent),Race/Ethnicity,White non-Hispanic,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,14%,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
547,Housing,Total Number of Families on Section 8 Wait List (percent),Race/Ethnicity,Black non-Hispanic,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,32%,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
548,Housing,Total Number of Families on Section 8 Wait List (percent),Race/Ethnicity,Hispanic,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,41%,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
549,Housing,Total Number of Families on Section 8 Wait List (percent),Race/Ethnicity,Asian/Pacific Islander,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5%,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
550,Housing,Total Number of Families on Section 8 Wait List (percent),Race/Ethnicity,Other,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8%,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
551,Housing,Total Number of Families on Section 8 Wait List (percent),Race/Ethnicity,Data Not Available,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
552,Housing,Total Number of Families on Section 8 Wait List (percent),Gender of Head of Household,Male,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8%,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
553,Housing,Total Number of Families on Section 8 Wait List (percent),Gender of Head of Household,Female,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,26%,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
554,Housing,Total Number of Families on Section 8 Wait List (percent),Gender of Head of Household,Data Not Available,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,65%,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
555,Empowered Residents & Neighborhoods,Eligible Voter Registration Rate,Borough,Bronx,*,*,*,*,*,*,*,*,*,*,*,*,*,*,81%,*,72%,*,Percent of NYC residents who meet the eligibility requirements to vote and registered to vote,"2016 Source: Enrollment by County Data from New York State 11/01/16  (Active and Inactive) http://www.elections.ny.gov/enrollmentcounty.html, Voting Age Population Data from U.S. Census Bureau 2015; 2014 Source: NYC Board of Elections voter file data, Population data from U.S. Census Bureau, 2009-2013 American Community Survey Five-Year Estimates",
556,Housing,Total Number of Families on Section 8 Wait List (percent),Age of Head of Household,Families with an Elderly Head of Household (Age 62 and Older),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,29%,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
557,Housing,Total Number of Families on Section 8 Wait List (percent),Age of Head of Household,Families with a Non-Elderly Head of Household (Less than Age 62),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,68%,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
558,Housing,Total Number of Families on Section 8 Wait List (percent),Household Income,Less than 30% of Area Median Income,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,73%,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
559,Housing,Total Number of Families on Section 8 Wait List (percent),Borough of Current Residence,Data Not Available,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
560,Housing,Total Number of Families on Section 8 Wait List (percent),Household Income,Between 30% and 50% of Area Median Income,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,24%,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
561,Housing,Total Number of Families on Section 8 Wait List (percent),Household Income,Between 50% and 80% of Area Median Income,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3%,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
562,Housing,Total Number of Families on Section 8 Wait List (percent),Household Income,Data Not Available,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0%,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
563,Housing,Total Number of Families on Section 8 Wait List (percent),Borough of Current Residence,Bronx,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,32%,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
564,Housing,Total Number of Families on Section 8 Wait List (percent),Borough of Current Residence,Brooklyn,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,32%,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
565,Economic Security and Mobility,Unemployment Rate,Gender,Male,*,*,*,*,*,7.7%,5.6%,8.1%,5.7%,5.2%,6.9%,5.5%,7.9%,4.7%,7.5%,5.5%,5.0%,*,"Percentage of the total labor force that is unemployed, but actively seeking employment and willing to work.","2005-2016 American Community Survey 1-yr PUMS data, analyzed by NYC Opportunity",
566,Housing,Total Number of Families on Section 8 Wait List (percent),Borough of Current Residence,Manhattan,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,19%,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
567,Housing,Total Number of Families on Section 8 Wait List (percent),Borough of Current Residence,Queens,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,13%,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
568,Housing,Total Number of Families on Section 8 Wait List (percent),Borough of Current Residence,Staten Island,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2%,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
569,Housing,Total Number of Families on Section 8 Wait List (percent),Borough of Current Residence,Outside New York City,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3%,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
570,Housing,Total Number of Families on Section 8 Wait List (percent),Family Size,1 Member,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,39%,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
571,Housing,Total Number of Families on Section 8 Wait List (percent),Family Size,2 Members,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,26%,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
572,Housing,Total Number of Families on Section 8 Wait List (percent),Family Size,3 Members,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,18%,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
573,Housing,Total Number of Families on Section 8 Wait List (percent),Family Size,4 Members,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,11%,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
574,Housing,Total Number of Families on Section 8 Wait List (percent),Family Size,5 or More Members,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7%,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
575,Empowered Residents & Neighborhoods,Eligible Voter Registration Rate,Borough,Brooklyn,*,*,*,*,*,*,*,*,*,*,*,*,*,*,84%,*,76%,*,Percent of NYC residents who meet the eligibility requirements to vote and registered to vote,"2016 Source: Enrollment by County Data from New York State 11/01/16  (Active and Inactive) http://www.elections.ny.gov/enrollmentcounty.html, Voting Age Population Data from U.S. Census Bureau 2015; 2014 Source: NYC Board of Elections voter file data, Population data from U.S. Census Bureau, 2009-2013 American Community Survey Five-Year Estimates",
576,Housing,Total Number of Families on Section 8 Wait List (percent),Family Size,Data Not Available,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0%,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
577,Housing,Total Number of Families on Section 8 Wait List,Community District,BX 01 - Mott Haven/Melrose,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4087,3401,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
578,Housing,Total Number of Families on Section 8 Wait List,Community District,BX 02 - Hunts Point/Longwood,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2110,2181,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
579,Housing,Total Number of Families on Section 8 Wait List,Community District,BX 03 - Morrisania/Crotona,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3852,3889,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
580,Housing,Total Number of Families on Section 8 Wait List,Community District,BX 04 - Highbridge/Concourse,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6020,6062,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
581,Housing,Total Number of Families on Section 8 Wait List,Community District,BX 05 - Fordham/University Heights,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5927,6303,*,Total Number of Families on the Section 8 (Housing Choice Voucher) Wait List,"NYCHA's Section 8 (Housing Choice Voucher) Wait List Data in the Seibel IT system  as of May 17, 2017",NYCHA's Section 8 Wait List has been closed since May 2007. NYCHA created an online housing application portal in 2014. Previously applications were submitted on paper by mail. The data reported from 2011 through 2014 are from earlier reports. Information on the gender of the head household and borough of current residence are not available for those years. The maximum income for applicants on the Section 8 Wait List is 50% of Area Median Income.
