project_id,project_name,project_start_date,extended_affordability_status,prevailing_wage_status,planned_tax_benefit,extremely_low_income_units,very_low_income,low_income_units,moderate_income,middle_income,other,counted_rental_units,counted_homeownership_units,all_counted_units,total_units,senior_units,project_completion_date
44256,WSFSSH. 145 WEST 108TH ST. VALLEY LODGE,2018-12-31T00:00:00.000,No,Non Prevailing Wage,,129,0,69,0,0,1,199,0,199,199,0,
48038,165 WEST 80TH STREET,2018-12-31T00:00:00.000,No,Non Prevailing Wage,Article XI,0,14,14,0,0,1,29,0,29,29,0,
68087,151 SOMERS STREET CONDOMINIUMS,2018-12-31T00:00:00.000,No,Non Prevailing Wage,421a,0,0,2,0,0,0,0,2,2,8,0,
63168,MANHANTANVILLE (PHASE II),2018-12-27T00:00:00.000,Yes,Non Prevailing Wage,Article XI,0,0,7,0,0,0,0,7,7,43,0,2018-12-27T00:00:00.000
64492,3377 WHITE PLAINS ROAD LLC.YR15.FY19,2018-12-27T00:00:00.000,No,Non Prevailing Wage,420c,6,30,36,0,0,0,72,0,72,72,0,
66653,CAMBER. 3-11 W118TH ST. VICTORY PLAZA,2018-12-27T00:00:00.000,No,Prevailing Wage,420c,135,0,0,0,0,1,136,0,136,136,135,
66931,2178 BERGEN STREET,2018-12-27T00:00:00.000,No,Non Prevailing Wage,421a,0,7,0,0,0,0,7,0,7,33,0,
67577,ESPLANADE GARDENS INCORPORATED.PLP.FY19,2018-12-27T00:00:00.000,No,Non Prevailing Wage,J-51,124,1746,0,0,0,2,0,1872,1872,1872,0,
61931,HUNTERS POINT SOUTH PARCEL C -NORTH TOWER,2018-12-26T00:00:00.000,No,Non Prevailing Wage,Article XI,0,160,0,90,284,1,535,0,535,800,100,
62102,VAN DYKE III,2018-12-26T00:00:00.000,No,Non Prevailing Wage,,18,36,125,0,0,1,180,0,180,180,0,
62109,CATON FLATS,2018-12-26T00:00:00.000,No,Non Prevailing Wage,Article XI,0,27,37,63,127,1,255,0,255,255,0,
63209,HUNTERS POINT SOUTH PARCEL C -SOUTH TOWER,2018-12-26T00:00:00.000,No,Non Prevailing Wage,421a,0,80,0,65,40,1,186,0,186,394,0,
63877,TYPE A. 1490 SOUTHERN BLVD. MWBE RFP SITE E,2018-12-26T00:00:00.000,No,Prevailing Wage,420c,114,0,0,0,0,1,115,0,115,115,114,
68075,1980 AMSTERDAM AVENUE,2018-12-26T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,5,0,5,0,5,14,0,
65054,NCV HOPE LLC.PLP.FY19 (MOUNT HOPE RENAISSANCE),2018-12-21T00:00:00.000,No,Non Prevailing Wage,Article XI,24,271,210,0,0,10,515,0,515,515,0,
68066,WILSON AVENUE APARTMENTS,2018-12-21T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,9,0,2019-02-12T00:00:00.000
63778,153-19 JAMAICA AVENUE,2018-12-20T00:00:00.000,No,Non Prevailing Wage,420c,0,0,138,0,0,0,138,0,138,139,0,
65341,FRIENDSET APTS HDFC.HUDMF.FY18,2018-12-20T00:00:00.000,Yes,Non Prevailing Wage,Article XI,250,4,1,4,0,0,259,0,259,259,206,
66651,FOXY.2016 ARTHUR AVENUE,2018-12-20T00:00:00.000,No,Prevailing Wage,420c,176,0,0,0,0,1,177,0,177,177,176,
67687,WEST FARMS PRESERVATION HDFC.HPO.FY19,2018-12-20T00:00:00.000,Yes,Non Prevailing Wage,Article XI,0,1,303,37,0,2,343,0,343,343,94,2018-12-20T00:00:00.000
68065,46 COOK STREET,2018-12-20T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,14,0,14,0,14,45,0,
68063,1817 UNIVERSITY AVENUE APARTMENTS,2018-12-19T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,2019-01-09T00:00:00.000
63154,RIVERWALK 8,2018-12-18T00:00:00.000,No,Non Prevailing Wage,,0,69,33,68,170,1,341,0,341,341,0,
66929,9 ARGYLE ROAD HDFC.GHPP.FY19,2018-12-18T00:00:00.000,No,Non Prevailing Wage,Article XI,0,12,0,0,0,0,0,12,12,12,0,
68010,CONFIDENTIAL,2018-12-18T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-12-18T00:00:00.000
62241,PARK AND ELTON APARTMENTS,2018-12-14T00:00:00.000,No,Non Prevailing Wage,Article XI,9,4,7,17,0,1,38,0,38,38,0,
65523,AILEEN AVERY HDFC.HRP.FY19,2018-12-14T00:00:00.000,No,Non Prevailing Wage,J-51,6,4,11,0,0,1,22,0,22,22,0,
68009,CONFIDENTIAL,2018-12-14T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-12-14T00:00:00.000
66342,64 SCHOLES STREET,2018-12-13T00:00:00.000,No,Non Prevailing Wage,420c,0,0,64,0,0,0,64,0,64,65,0,
68008,CONFIDENTIAL,2018-12-12T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-12-12T00:00:00.000
64671,683 THWAITES PLACE,2018-12-11T00:00:00.000,No,Non Prevailing Wage,421a,0,0,4,31,0,1,36,0,36,36,0,
67723,NEIGHBORHOOD WOMEN HDFC,2018-12-11T00:00:00.000,No,Non Prevailing Wage,420c,0,0,50,0,0,0,50,0,50,51,0,2019-06-20T00:00:00.000
68061,797 STERLING PLACE,2018-12-11T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,9,0,2019-05-31T00:00:00.000
68062,STAN GREEN APARTMENTS,2018-12-11T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,16,0,
68006,CONFIDENTIAL,2018-12-10T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-12-10T00:00:00.000
68060,924 MYRTLE AVENUE APARTMENTS,2018-12-10T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,7,0,7,0,7,23,0,2019-03-13T00:00:00.000
66189,540 FULTON STREET,2018-12-07T00:00:00.000,No,Non Prevailing Wage,421a,0,0,28,0,0,0,28,0,28,318,0,
66005,FOREST HILLS MHA HDFC.HRP.FY19,2018-12-06T00:00:00.000,No,Non Prevailing Wage,,287,122,21,0,0,0,430,0,430,430,0,
66571,50-11 QUEENS BLVD,2018-12-06T00:00:00.000,No,Non Prevailing Wage,421a,0,0,14,0,0,0,14,0,14,75,0,
61967,ACACIA. 128 EAST 112TH ST. VIRGINIA HOUSE,2018-12-05T00:00:00.000,No,Prevailing Wage,420c,56,0,0,0,0,1,57,0,57,57,56,
67966,CONFIDENTIAL,2018-12-05T00:00:00.000,No,Non Prevailing Wage,,0,0,0,3,0,0,0,3,3,3,1,2019-04-02T00:00:00.000
68005,CONFIDENTIAL,2018-12-05T00:00:00.000,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0,2018-12-05T00:00:00.000
68059,21-34 BROADWAY APARTMENTS,2018-11-28T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,12,0,12,0,12,37,0,
67493,111 VARICK STREET,2018-11-27T00:00:00.000,No,Non Prevailing Wage,421a,0,3,22,0,0,0,25,0,25,100,0,
67989,CONFIDENTIAL,2018-11-27T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-11-27T00:00:00.000
68058,920 PACIFIC STREET APARTMENTS,2018-11-27T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,
49533,LINDSAY PARK.HRP.FY18,2018-11-26T00:00:00.000,No,Non Prevailing Wage,,0,1088,1614,0,0,7,0,2709,2709,2709,0,
67982,CONFIDENTIAL,2018-11-26T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,1,2019-02-15T00:00:00.000
68055,1530 PUTNAM AVENUE APARTMENTS,2018-11-23T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,
68056,1534 PUTNAM AVENUE APARTMENTS,2018-11-23T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,
66144,AQUINAS APARTMENTS LP.PLP.FY19,2018-11-21T00:00:00.000,No,Non Prevailing Wage,420c,3,43,32,0,0,2,80,0,80,101,0,
67684,56 WEST 125TH STREET,2018-11-21T00:00:00.000,No,Non Prevailing Wage,421a,0,0,24,0,0,0,24,0,24,141,0,
67987,CONFIDENTIAL,2018-11-21T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-11-21T00:00:00.000
67988,CONFIDENTIAL,2018-11-21T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-11-21T00:00:00.000
67986,CONFIDENTIAL,2018-11-19T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-11-19T00:00:00.000
67985,CONFIDENTIAL,2018-11-16T00:00:00.000,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0,2018-11-16T00:00:00.000
67990,CONFIDENTIAL,2018-11-16T00:00:00.000,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0,2018-11-16T00:00:00.000
68054,37-49 81ST STREET CONDOMINIUMS,2018-11-16T00:00:00.000,No,Non Prevailing Wage,421a,0,0,6,0,0,0,0,6,6,28,0,2019-01-07T00:00:00.000
67984,CONFIDENTIAL,2018-11-15T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-11-15T00:00:00.000
65599,FAILE700LLC.HRP.FY19,2018-11-14T00:00:00.000,No,Non Prevailing Wage,J-51,1,0,18,0,0,0,19,0,19,19,0,
68053,522 EVERGREEN AVENUE APARTMENTS,2018-11-14T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,
68052,1605 NEW YORK AVENUE,2018-11-13T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,5,0,5,0,5,16,0,2019-01-09T00:00:00.000
68050,305 STOCKHOLM STREET APARTMENTS,2018-11-09T00:00:00.000,No,Non Prevailing Wage,421a,0,0,2,0,0,0,2,0,2,8,0,2018-11-09T00:00:00.000
68051,CRESCENT IRON HOUSE,2018-11-09T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,10,0,10,0,10,33,0,
68049,434 MANHATTAN AVENUE APARTMENTS,2018-11-02T00:00:00.000,No,Non Prevailing Wage,421a,0,0,2,0,0,0,2,0,2,10,0,2018-11-02T00:00:00.000
68033,1552 MYRTLE AVENUE APARTMENTS,2018-11-01T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0,2019-04-05T00:00:00.000
68047,70 BUSHWICK AVENUE APARTMENTS,2018-11-01T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,20,0,2019-01-16T00:00:00.000
68064,SEA RISE II – NEW BAY PARK,2018-11-01T00:00:00.000,No,Non Prevailing Wage,420c,72,0,127,0,0,1,200,0,200,200,0,
67942,CONFIDENTIAL,2018-10-31T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-10-31T00:00:00.000
67944,CONFIDENTIAL,2018-10-31T00:00:00.000,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0,2018-10-31T00:00:00.000
68032,18 STANHOPE STREET APARTMENTS,2018-10-31T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,8,0,8,0,8,26,0,
64736,DOE. 3188 VILLA AVE,2018-10-30T00:00:00.000,No,Prevailing Wage,420c,41,27,0,0,0,0,68,0,68,68,0,
68031,2004 DAVIDSON AVENUE,2018-10-30T00:00:00.000,No,Non Prevailing Wage,421a,0,0,7,0,0,0,7,0,7,34,0,
68067,1543 EAST 19TH STREET APARTMENTS,2018-10-30T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,15,0,15,0,15,50,0,
67937,CONFIDENTIAL,2018-10-29T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-10-29T00:00:00.000
68029,77 CLAY STREET APARTMENTS,2018-10-29T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,
68030,BUSHWICK AND EVERGREEN APARTMENTS,2018-10-29T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,67,0,67,0,67,223,0,
68027,2028 DAVIDSON AVENUE,2018-10-26T00:00:00.000,No,Non Prevailing Wage,421a,0,0,4,0,0,0,4,0,4,18,0,
68028,AVALON MIDTOWN WEST,2018-10-26T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,28,0,28,0,28,550,0,
61608,RAVEN HALL TOWER,2018-10-25T00:00:00.000,No,Non Prevailing Wage,420c,0,22,193,0,0,1,216,0,216,216,0,
67939,CONFIDENTIAL,2018-10-25T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-10-25T00:00:00.000
68025,287 MAPLE STREET APARTMENTS,2018-10-25T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,2,0,2,0,2,6,0,2019-04-17T00:00:00.000
68026,289 MAPLE STREET APARTMENTS,2018-10-25T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,7,0,
67803,CONFIDENTIAL,2018-10-24T00:00:00.000,No,Non Prevailing Wage,,0,0,3,0,0,0,0,3,3,3,1,2019-04-19T00:00:00.000
68023,1140 BUSHWICK AVENUE,2018-10-24T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,2018-12-05T00:00:00.000
68021,115 SUYDAM STREET,2018-10-23T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,2019-01-25T00:00:00.000
68022,49 ROCHESTER AVENUE APARTMENTS,2018-10-23T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,7,0,
67428,NUEVA ERA APARTMENTS,2018-10-22T00:00:00.000,Yes,Non Prevailing Wage,Article XI,14,1,6,12,0,1,34,0,34,34,0,2018-10-22T00:00:00.000
67429,DESHLER APARTMENT,2018-10-22T00:00:00.000,Yes,Non Prevailing Wage,Article XI,40,12,3,4,0,1,60,0,60,60,0,2018-10-22T00:00:00.000
67490,MORNINGSIDE APTS.HUDMF.FY19,2018-10-22T00:00:00.000,Yes,Non Prevailing Wage,Article XI,39,7,2,0,0,1,49,0,49,49,0,2018-10-22T00:00:00.000
68020,140 STANHOPE STREET APARTMENTS,2018-10-22T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,9,0,2019-01-25T00:00:00.000
63734,BRISA. 1488 NY AVE. BPHN SENIOR RESIDENCES,2018-10-18T00:00:00.000,No,Prevailing Wage,420c,88,0,0,0,0,1,89,0,89,89,88,
67938,CONFIDENTIAL,2018-10-18T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-10-18T00:00:00.000
68019,847 MADISON STREET APARTMENTS,2018-10-18T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,7,0,
67958,CONFIDENTIAL,2018-10-17T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-10-17T00:00:00.000
68018,310 GRAHAM AVENUE APARTMENTS,2018-10-17T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,8,0,8,0,8,24,0,2018-10-17T00:00:00.000
68017,2954 BRIGHTON 3 STREET,2018-10-16T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,5,0,5,0,5,16,0,
64376,41 WHIPPLE ST (LOS SURES PHASE 1),2018-10-15T00:00:00.000,No,Non Prevailing Wage,420c,0,0,50,0,0,0,50,0,50,51,0,
68015,237 HAWTHORNE APARTMENTS,2018-10-15T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,9,0,2019-03-13T00:00:00.000
68016,239 HAWTHORNE APARTMENTS,2018-10-15T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,9,0,2019-03-07T00:00:00.000
68014,"CLARK, THE",2018-10-12T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,51,0,51,0,51,170,0,
63931,39-11 QUEENS BLVD,2018-10-09T00:00:00.000,No,Non Prevailing Wage,421a,0,0,9,0,0,0,9,0,9,48,0,
67856,194 22 STREET,2018-10-04T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,7,0,
67924,CONFIDENTIAL,2018-10-04T00:00:00.000,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0,2018-10-04T00:00:00.000
67925,CONFIDENTIAL,2018-10-04T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-10-04T00:00:00.000
67793,CONFIDENTIAL,2018-10-03T00:00:00.000,No,Non Prevailing Wage,,0,0,3,0,0,0,0,3,3,3,1,2019-03-14T00:00:00.000
67457,LAKEVIEW APARTMENTS HDFC.HPO.FY19,2018-09-28T00:00:00.000,Yes,Non Prevailing Wage,Article XI,0,388,58,0,0,0,446,0,446,446,0,2018-09-28T00:00:00.000
66805,TRIPLE HDFC.HPO.FY19,2018-09-27T00:00:00.000,No,Non Prevailing Wage,Article XI,1,0,55,8,4,1,69,0,69,69,0,
67855,319 GRAHAM AVENUE APARTMENTS,2018-09-27T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0,2018-12-19T00:00:00.000
67778,CONFIDENTIAL,2018-09-21T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-09-21T00:00:00.000
67854,309 VAN SICLEN AVENUE,2018-09-21T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,2019-01-09T00:00:00.000
66752,869 MYRTLE AVENUE,2018-09-20T00:00:00.000,No,Non Prevailing Wage,421a,0,0,58,0,0,0,0,58,58,59,0,
67858,376 FRANKLIN AVENUE APARTMENTS,2018-09-20T00:00:00.000,No,Non Prevailing Wage,421a,0,0,4,0,0,0,4,0,4,20,0,2018-09-20T00:00:00.000
67731,CONFIDENTIAL,2018-09-19T00:00:00.000,No,Non Prevailing Wage,,0,0,3,0,0,0,0,3,3,3,1,2019-02-08T00:00:00.000
67779,CONFIDENTIAL,2018-09-19T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-09-19T00:00:00.000
67852,3430 THIRD AVENUE,2018-09-19T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,4,0,4,0,4,11,0,
67872,1081 TIFFANY STREET APARTMENTS,2018-09-18T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,8,0,8,0,8,26,0,
67780,CONFIDENTIAL,2018-09-17T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-09-17T00:00:00.000
67850,1520 PROSPECT PLACE APARTMENTS,2018-09-17T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0,2018-09-17T00:00:00.000
67869,209 KENT STREET APARTMENTS,2018-09-14T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0,
67848,764 EAST 152ND STREET APARTMENTS,2018-09-13T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,8,0,8,0,8,24,0,
67846,216 FREEMAN STREET APARTMENTS,2018-09-11T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,9,0,9,0,9,30,0,2019-01-16T00:00:00.000
67857,69-17 38TH AVENUE APARTMENTS,2018-09-11T00:00:00.000,No,Non Prevailing Wage,421a,0,0,1,1,0,0,2,0,2,8,0,
67845,RUTLAND ROAD APARTMENTS,2018-09-10T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,5,0,5,0,5,32,0,2018-10-25T00:00:00.000
67844,SOMERS APARTMENTS,2018-09-07T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,8,0,8,0,8,48,0,2018-12-05T00:00:00.000
67781,CONFIDENTIAL,2018-09-06T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-09-06T00:00:00.000
67843,44 KENT STREET APARTMENTS,2018-09-06T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,13,0,13,0,13,42,0,2019-04-17T00:00:00.000
67842,1395 NELSON AVENUE APARTMENTS,2018-09-04T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,17,0,
67868,10-44 JACKSON AVENUE APARTMENTS,2018-08-31T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0,
67666,CONFIDENTIAL,2018-08-30T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-08-30T00:00:00.000
67840,303 WEST 137TH STREET APARTMENTS,2018-08-30T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,5,0,5,0,5,16,0,
67664,CONFIDENTIAL,2018-08-29T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-08-29T00:00:00.000
67665,CONFIDENTIAL,2018-08-29T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-08-29T00:00:00.000
67839,SUNNYSIDE POINT,2018-08-29T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0,
67838,915 DAWSON STREET APARTMENTS,2018-08-28T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,9,0,9,0,9,29,0,
67837,1764 UNION STREET APARTMENTS,2018-08-27T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,17,0,2019-01-03T00:00:00.000
67634,CONFIDENTIAL,2018-08-24T00:00:00.000,No,Non Prevailing Wage,,0,0,3,0,0,0,0,3,3,3,1,2019-08-16T00:00:00.000
67836,682 CHAUNCEY STREET APARTMENTS,2018-08-24T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0,2019-04-05T00:00:00.000
67663,CONFIDENTIAL,2018-08-23T00:00:00.000,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0,2018-08-23T00:00:00.000
67835,GLASSWORKS APARTMENTS,2018-08-23T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,19,0,19,0,19,63,0,
67834,GLORIA BLEECKER,2018-08-22T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,19,0,
67751,24 FORD STREET,2018-08-17T00:00:00.000,No,Non Prevailing Wage,421a,0,0,10,0,0,0,10,0,10,49,0,2018-08-17T00:00:00.000
67750,1051 NEW YORK AVENUE,2018-08-15T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,
67748,523 WILLOUGHBY AVENUE APARTMENTS,2018-08-14T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,
67747,830 FLATBUSH AVENUE APARTMENTS,2018-08-13T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,20,0,2019-03-07T00:00:00.000
67745,126 BOERUM STREET APARTMENTS,2018-08-10T00:00:00.000,No,Non Prevailing Wage,421a,0,0,2,0,0,0,2,0,2,8,0,2018-08-10T00:00:00.000
67662,CONFIDENTIAL,2018-08-08T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-08-08T00:00:00.000
67743,1157 MYRTLE AVENUE APARTMENTS,2018-08-08T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0,2019-02-12T00:00:00.000
67656,CONFIDENTIAL,2018-08-06T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-08-06T00:00:00.000
67742,M TOWER,2018-08-06T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,15,0,15,0,15,48,0,
67555,CONFIDENTIAL,2018-07-31T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-07-31T00:00:00.000
67554,CONFIDENTIAL,2018-07-27T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-07-27T00:00:00.000
67741,682 BUSHWICK AVENUE,2018-07-27T00:00:00.000,No,Non Prevailing Wage,421a,0,0,5,0,0,0,5,0,5,23,0,2018-07-27T00:00:00.000
67542,CONFIDENTIAL,2018-07-26T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-07-26T00:00:00.000
67549,CONFIDENTIAL,2018-07-26T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0,2018-07-26T00:00:00.000
53010,BSDC 233 STUYVESANT AVE HDFC.PLP.FY18,2018-07-25T00:00:00.000,No,Non Prevailing Wage,Article XI,2,0,1,5,0,0,8,0,8,8,0,
65847,NHP - HOPE HOMES CLUSTER AMENDMENT,2018-07-18T00:00:00.000,Yes,Non Prevailing Wage,,0,0,0,0,32,0,0,32,32,32,0,2018-07-18T00:00:00.000
67740,"FREEMAN CORNER APARTMENTS, THE",2018-07-18T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,8,0,8,0,8,25,0,2018-07-18T00:00:00.000
67739,20 JEFFERSON STREET APARTMENTS,2018-07-17T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0,2018-07-17T00:00:00.000
67738,197 FREEMAN STREET,2018-07-16T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,20,0,2018-11-09T00:00:00.000
66569,975 LIBERTY AVENUE,2018-07-13T00:00:00.000,No,Non Prevailing Wage,421a,0,4,6,0,0,0,10,0,10,41,0,
67737,2953 BARNES AVENUE APARTMENTS,2018-07-13T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,5,0,5,0,5,16,0,
65337,332 EAST 54TH STREET.GHPP.FY19,2018-07-12T00:00:00.000,No,Non Prevailing Wage,,0,4,15,0,0,0,19,0,19,19,0,
50815,BUCKINGHAM - 2044 RICHMOND TERR - RESILIENCY,2018-07-11T00:00:00.000,No,Prevailing Wage,420c,36,0,0,0,0,0,36,0,36,36,0,
67736,894 BUSHWICK AVENUE,2018-07-11T00:00:00.000,No,Non Prevailing Wage,421a,0,0,4,0,0,0,4,0,4,20,0,2018-07-18T00:00:00.000
67735,12 FORD STREET,2018-07-10T00:00:00.000,No,Non Prevailing Wage,421a,0,0,10,0,0,0,10,0,10,49,0,2018-07-10T00:00:00.000
67734,618 BUSHWICK AVENUE,2018-07-06T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,30,0,30,0,30,99,0,2018-07-20T00:00:00.000
67732,37 MONTROSE AVENUE,2018-07-05T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0,2018-11-28T00:00:00.000
67733,516 WEST 162 STREET,2018-07-05T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,20,0,
63811,EAST VILLAGE I HDFC.HUDMF.FY18,2018-07-02T00:00:00.000,No,Non Prevailing Wage,Article XI,125,16,6,2,1,2,152,0,152,152,12,
66723,JAMIES PLACE HDFC. HUDMF. FY18,2018-07-02T00:00:00.000,Yes,Non Prevailing Wage,Article XI,97,18,8,1,0,2,126,0,126,126,0,2018-07-02T00:00:00.000
