,row_id,product_type,product_name,metal,concentration,units,manufacturer,made_in_country,collection_date,deleted
343,604,Dietary Supplement/Medications/Remedy,Swarna Malini Vasant (Ayurvedic),Arsenic,1300.0,ppm,Amrita Drugs,INDIA,2012-09-20T00:00:00.000,No
344,1503,Jewelry,Hand Bracelet,Lead,17.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2015-06-10T00:00:00.000,No
345,752,Dietary Supplement/Medications/Remedy,Homeopathic remedy for stomach disorder,Arsenic,-1.0,ppm,Kapsons Homoeo Clinics & Pharmacies,INDIA,2013-03-29T00:00:00.000,No
346,387,Food Other,BrookBond Tea,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-02-14T00:00:00.000,No
347,261,Tableware/Pottery,Ceramic container,Lead,21000.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-08-23T00:00:00.000,No
348,1035,Dietary Supplement/Medications/Remedy,Chamomile oil,Lead,-1.0,ppm,ROZ laboratories Inc,PHILIPPINES,2014-01-17T00:00:00.000,No
349,1295,Religious powder,Sindur,Lead,1.4,ppm,UNKNOWN OR NOT STATED,INDIA,2015-02-25T00:00:00.000,No
350,1505,Food-Candy,Vero Mango Lolly Pop,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2015-06-17T00:00:00.000,No
351,1044,Food-Spice,Bombay Biryani spice mix,Lead,-1.0,ppm,Z F Industries,PAKISTAN,2014-01-17T00:00:00.000,No
352,144,Food-Spice,Kashmiri Chili powder,Lead,12.0,ppm,Eastern Condiments LTD,INDIA,2011-04-28T00:00:00.000,No
353,565,Food Other,Luxury tea,Lead,0.74,ppm,Chai Bora Limited,TANZANIA - UNITED REPUBLIC OF,2012-08-20T00:00:00.000,No
354,1437,Food-Spice,Chili powder,Lead,34.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-03-03T00:00:00.000,No
355,492,Dietary Supplement/Medications/Remedy,Ras Raj Gutica (Ayurvedic),Lead,2.3,ppm,UNKNOWN OR NOT STATED,INDIA,2012-06-07T00:00:00.000,No
356,1365,Dietary Supplement/Medications/Remedy,Sariwadi Bati (Ayurvedic),Mercury,120.0,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,2015-02-25T00:00:00.000,No
357,826,Food-Spice,Green spices,Lead,7100.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-06-27T00:00:00.000,No
358,12,Food-Spice,Garam masala,Lead,3.2,ppm,UNKNOWN OR NOT STATED,INDIA,2011-01-19T00:00:00.000,No
359,1602,Toys/Children's Products,Crayon,Lead,2.9,ppm,UNKNOWN OR NOT STATED,INDIA,2015-12-11T00:00:00.000,No
360,1600,Food-Spice,Coriander and Cumin powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2015-12-11T00:00:00.000,No
361,751,Dietary Supplement/Medications/Remedy,Homeopathic remedy for stomach disorder,Mercury,-1.0,ppm,Kapsons Homoeo Clinics & Pharmacies,INDIA,2013-03-29T00:00:00.000,No
362,830,Food-Spice,Turmeric powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-06-27T00:00:00.000,No
363,788,Food Other,Chocolate,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-05-21T00:00:00.000,No
364,1243,Food Other,"Chicken noodle, vegetable baby food",Lead,-1.0,ppm,Gerber,UNITED STATES,2014-12-18T00:00:00.000,No
365,80,Toys/Children's Products,Yellow plastic fish with green fin,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2011-04-06T00:00:00.000,No
366,1303,Dietary Supplement/Medications/Remedy,Gaisantak Bati (Ayurvedic),Mercury,1.5,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,2015-02-25T00:00:00.000,No
367,480,Food-Spice,Turmeric powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-05-31T00:00:00.000,No
368,221,Dietary Supplement/Medications/Remedy,Vatvidhwansan Ras (Ayurvedic),Arsenic,130.0,ppm,Shree Baidyanath,INDIA,2011-06-13T00:00:00.000,No
369,1166,Cosmetics,Dawmy Lightening Body Cream,Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,COTE D'IVOIRE,2014-08-06T00:00:00.000,No
370,430,Food-Spice,Paprika,Lead,250.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2012-04-23T00:00:00.000,No
371,1586,Dietary Supplement/Medications/Remedy,Shu Gan Wan (Poria & Peony Combo Extract),Arsenic,-1.0,ppm,Lanzhou Traditional Herbs,CHINA,2015-12-03T00:00:00.000,No
372,1119,Food-Spice,Georgian spice ('Zaprana' or 'Saffron'),Lead,1.7,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2014-04-29T00:00:00.000,No
373,1097,Cosmetics,Neko Brightening Gel,Lead,-1.0,ppm,Neko Industries UK,LEBANON,2014-04-01T00:00:00.000,No
374,523,Toys/Children's Products,Frog/Duck,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2012-06-23T00:00:00.000,No
375,724,Food-Spice,Xmeli,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2013-02-21T00:00:00.000,No
376,661,Cosmetics,Kumkum powder,Lead,3.2,ppm,Y.V.S.&Co. Madras,INDIA,2012-12-03T00:00:00.000,No
377,877,Toys/Children's Products,Toy car,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2013-07-25T00:00:00.000,No
378,1194,Food Other,Tea,Lead,1.8,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2014-08-22T00:00:00.000,No
379,1368,Dietary Supplement/Medications/Remedy,Arogyawardhini Bati (Shilajeet&Kutki) (Ayurvedic),Lead,16.0,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,2015-02-25T00:00:00.000,No
380,1237,Food-Spice,Meat spice,Lead,0.82,ppm,UNKNOWN OR NOT STATED,GEORGIA,2014-12-09T00:00:00.000,No
381,170,Cosmetics,Kohl,Lead,440000.0,ppm,UNKNOWN OR NOT STATED,MOROCCO,2011-05-05T00:00:00.000,No
382,19,Food-Spice,Turmeric,Lead,1.5,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-01-24T00:00:00.000,No
383,592,Toys/Children's Products,Colored pencil,Lead,2.6,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-09-12T00:00:00.000,No
384,166,Food-Spice,Georgian spice,Lead,11000.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-05-04T00:00:00.000,No
385,1453,Food-Spice,Coriander powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-03-18T00:00:00.000,No
386,1111,Cosmetics,Surma,Lead,540000.0,ppm,UNKNOWN OR NOT STATED,SAUDI ARABIA,2014-04-15T00:00:00.000,No
387,1538,Food-Spice,Georgian spice,Lead,9.9,ppm,UNKNOWN OR NOT STATED,GEORGIA,2015-09-30T00:00:00.000,No
388,1226,Cosmetics,Eyeliner Gel,Lead,-1.0,ppm,M.A.C,BANGLADESH,2014-10-16T00:00:00.000,No
389,773,Food-Spice,Red Chili Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2013-03-29T00:00:00.000,No
390,835,Food Other,Mango Drink,Lead,2.0,ppm,UNKNOWN OR NOT STATED,UNITED ARAB EMIRATES,2013-06-27T00:00:00.000,No
391,353,Food Other,Dried shrimp,Lead,2.7,ppm,UNKNOWN OR NOT STATED,COTE D'IVOIRE,2012-01-05T00:00:00.000,No
392,1064,Food-Spice,Cumin powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2014-02-28T00:00:00.000,No
393,740,Food-Spice,Coriander Powder,Lead,2.4,ppm,UNKNOWN OR NOT STATED,INDIA,2013-03-22T00:00:00.000,No
394,2,Food-Spice,Cumin powder,Lead,2.4,ppm,UNKNOWN OR NOT STATED,INDIA,2011-01-04T00:00:00.000,No
395,769,Food Other,Rock Salt,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2013-03-29T00:00:00.000,No
396,954,Dietary Supplement/Medications/Remedy,Vasant Kusumakar Ras With Gold & Pearl (Ayurvedic),Lead,19.0,ppm,Dabur India Ltd.,INDIA,2013-11-15T00:00:00.000,No
397,428,Toys/Children's Products,Plastic toy,Lead,-1.0,ppm,"Zuffa,LLC",CHINA,2012-04-12T00:00:00.000,No
398,572,Toys/Children's Products,Crayon,Lead,0.97,ppm,UNKNOWN OR NOT STATED,THAILAND,2012-09-04T00:00:00.000,No
399,1258,Food-Candy,Pulparindo,Lead,-1.0,ppm,CHUPALETAS SA,MEXICO,2015-01-22T00:00:00.000,No
400,1308,Dietary Supplement/Medications/Remedy,Rajahpravartini Bati (Ayurvedic),Lead,33.0,ppm,Shree Baidyanath Ayurved Bahwan (P) Ltd.,INDIA,2015-02-25T00:00:00.000,No
401,1409,Dietary Supplement/Medications/Remedy,Arshoghni Bati (Ayurvedic),Mercury,9.4,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd",INDIA,2015-02-25T00:00:00.000,No
402,1089,Cosmetics,Dermaline Skin Lighting Cream,Lead,-1.0,ppm,"Leivon Cosmetics,Inc Division",DOMINICAN REPUBLIC,2014-04-01T00:00:00.000,No
403,356,Dietary Supplement/Medications/Remedy,Garbha Dharak Yog (Ayurvedic),Lead,110.0,ppm,Vyas Pharmaceuticals,INDIA,2012-01-23T00:00:00.000,No
404,1273,Food-Spice,Chili,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2015-02-19T00:00:00.000,No
405,988,Food Other,Cookie,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2013-11-22T00:00:00.000,No
406,469,Toys/Children's Products,Toy,Lead,1.9,ppm,Spin Master Ltd.,CHINA,2012-05-23T00:00:00.000,No
407,212,Food Other,El Ocho,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-06-07T00:00:00.000,No
408,1631,Dietary Supplement/Medications/Remedy,Poria & Peony Combo Extract (Conc)/Shu Gan Wan,Arsenic,-1.0,ppm,Lanzhou Traditional Herbs,CHINA,2015-12-16T00:00:00.000,No
409,1354,Dietary Supplement/Medications/Remedy,Brahmi Bati (Buddhi Vardhak) (Ayurvedic),Mercury,22000.0,ppm,Shree Baidyanath,INDIA,2015-02-25T00:00:00.000,No
410,1020,Cosmetics,Surma,Lead,730000.0,ppm,UNKNOWN OR NOT STATED,AFGHANISTAN,2014-01-07T00:00:00.000,No
411,533,Toys/Children's Products,Cylinder block,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-07-13T00:00:00.000,No
412,694,Cosmetics,Surma,Lead,450000.0,ppm,UNKNOWN OR NOT STATED,MOROCCO,2013-01-07T00:00:00.000,No
413,534,Food-Spice,Bouillon cubes,Lead,-1.0,ppm,NESTLE NIGERIA PLC,NIGERIA,2012-07-17T00:00:00.000,No
414,655,Toys/Children's Products,Crayon,Lead,2.7,ppm,UNKNOWN OR NOT STATED,GERMANY,2012-11-30T00:00:00.000,No
415,291,Food-Candy,Candy,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-09-08T00:00:00.000,No
416,585,Food Other,Baby tea,Lead,-1.0,ppm,GL for Nuki Infant,ISRAEL,2012-09-07T00:00:00.000,No
417,783,Cosmetics,Trividol,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,COLOMBIA,2013-04-30T00:00:00.000,No
418,278,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Lead,35.0,ppm,Ban Labs Ltd.,INDIA,2011-08-25T00:00:00.000,No
419,435,Toys/Children's Products,Plastic toy,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2012-04-23T00:00:00.000,No
420,1143,Dietary Supplement/Medications/Remedy,Keroglobin liquid vitamin,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,JAMAICA,2014-06-26T00:00:00.000,No
421,620,Food-Spice,Georgian spice,Lead,8000.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-10-16T00:00:00.000,No
422,1084,Cosmetics,Neoprosone Soap with Vit-C,Mercury,-1.0,ppm,Technopharma,LEBANON,2014-04-01T00:00:00.000,No
423,763,Dietary Supplement/Medications/Remedy,Piperine 4 (Homeopathic),Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2013-03-29T00:00:00.000,No
424,146,Food-Spice,Curry powder,Lead,1.2,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-04-28T00:00:00.000,No
425,600,Dietary Supplement/Medications/Remedy,Unlabeled powder (Ayurvedic),Mercury,8300.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-09-20T00:00:00.000,No
426,1078,Cosmetics,Venus de Milo cream beauty soap,Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,JORDAN,2014-04-01T00:00:00.000,No
427,662,Religious powder,Bhai Tika (orange powder),Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-12-03T00:00:00.000,No
428,734,Food Other,Big Cardamom,Lead,0.35,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-03-05T00:00:00.000,No
429,203,Food-Candy,Laposse,Lead,-1.0,ppm,Elaborado,MEXICO,2011-06-02T00:00:00.000,No
430,1512,Toys/Children's Products,Crayon,Lead,0.72,ppm,UNKNOWN OR NOT STATED,CHINA,2015-07-10T00:00:00.000,No
431,1478,Food-Spice,Chili powder,Lead,6.3,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-03-30T00:00:00.000,No
432,1487,Food-Spice,Coriander,Lead,1.7,ppm,UNKNOWN OR NOT STATED,UNITED STATES,2015-04-29T00:00:00.000,No
433,1560,Food Other,Tortilla,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2015-11-18T00:00:00.000,No
434,519,Other,Dog Food,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-06-23T00:00:00.000,No
435,1387,Dietary Supplement/Medications/Remedy,Kankayan Bati (Gulm) (Ayurvedic),Mercury,36.0,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,2015-02-25T00:00:00.000,No
436,629,Food-Spice,Sweet pepper,Lead,120.0,ppm,UNKNOWN OR NOT STATED,MOROCCO,2012-10-22T00:00:00.000,No
437,939,Food-Spice,Mixed spices,Lead,1.4,ppm,UNKNOWN OR NOT STATED,IRAQ,2013-10-25T00:00:00.000,No
438,891,Food-Spice,Chili powder,Lead,13.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2013-08-29T00:00:00.000,No
439,575,Toys/Children's Products,Coloring pencil,Lead,3.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-09-04T00:00:00.000,No
440,1135,Toys/Children's Products,Minio Twist Crayon,Lead,-1.0,ppm,Bazic,UNKNOWN OR NOT STATED,2014-05-27T00:00:00.000,No
441,1575,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Lead,2.7,ppm,Lanzhou Traditional Herbs,CHINA,2015-12-03T00:00:00.000,No
442,279,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Mercury,18000.0,ppm,Ban Labs Ltd.,INDIA,2011-08-25T00:00:00.000,No
443,7,Jewelry,Amulet (Tabeez),Lead,580000.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-01-13T00:00:00.000,No
444,1423,Religious powder,Holi Color - Pink,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2015-02-25T00:00:00.000,No
445,1151,Food Other,Supari,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2014-07-17T00:00:00.000,No
446,904,Dietary Supplement/Medications/Remedy,Herbal remedy for reproductive health (dark brown powder),Lead,1.6,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-09-24T00:00:00.000,No
447,42,Jewelry,Metal painted charms - bear shaped,Lead,530000.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-03-09T00:00:00.000,No
448,1076,Cosmetics,Vit-Fee Bleaching Treatment,Mercury,-1.0,ppm,RODIS,COTE D'IVOIRE,2014-04-01T00:00:00.000,No
449,333,Food-Spice,Spice,Lead,2.1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-12-05T00:00:00.000,No
450,1108,Cosmetics,African black soap,Mercury,-1.0,ppm,Madina Industrial Corporation,UNITED STATES,2014-04-01T00:00:00.000,No
451,975,Dietary Supplement/Medications/Remedy,Long Dan Xie Gan Tang,Lead,3.0,ppm,Meridian Pro,CHINA,2013-11-15T00:00:00.000,No
452,364,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Arsenic,100.0,ppm,Ban Labs Ltd.,INDIA,2012-01-23T00:00:00.000,No
453,1336,Dietary Supplement/Medications/Remedy,Kaishore Guggulu (Ayurvedic),Arsenic,2.4,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,2015-02-25T00:00:00.000,No
454,1201,Food-Spice,Turmeric,Lead,0.66,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2014-09-05T00:00:00.000,No
455,462,Jewelry,Necklace,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2012-05-16T00:00:00.000,No
456,196,Food-Spice,Dried chili pepper,Lead,0.48,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-05-26T00:00:00.000,No
457,1326,Dietary Supplement/Medications/Remedy,Agnitundi Bati (Ayurvedic),Lead,3.5,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,2015-02-25T00:00:00.000,No
458,628,Food-Spice,Hot paprika,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MOROCCO,2012-10-22T00:00:00.000,No
459,1392,Dietary Supplement/Medications/Remedy,Rajbati (Gandhak Bati)(Gandhak&Sonth) (Ayurvedic),Mercury,12.0,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,2015-02-25T00:00:00.000,No
460,794,Toys/Children's Products,Spinning Top,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNITED STATES,2013-06-05T00:00:00.000,No
461,590,Toys/Children's Products,Yellow crayon,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-09-11T00:00:00.000,No
462,516,Toys/Children's Products,Leopard toy,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2012-06-15T00:00:00.000,No
463,1428,Religious powder,Holi color - Yellow,Arsenic,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2015-02-25T00:00:00.000,No
464,1612,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Mercury,0.038,ppm,Lanzhou Traditional Herbs,CHINA,2015-12-16T00:00:00.000,No
465,1331,Dietary Supplement/Medications/Remedy,Chitrakadi Bati (Ayurvedic),Lead,2.1,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,2015-02-25T00:00:00.000,No
466,1238,Toys/Children's Products,Painted wooden block,Lead,40.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2014-12-16T00:00:00.000,No
467,1525,Toys/Children's Products,Plastic Toy,Lead,-1.0,ppm,Hasbro,CHINA,2015-09-03T00:00:00.000,No
468,714,Food-Spice,Chili Powder,Lead,49.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-02-14T00:00:00.000,No
469,838,Food-Candy,Pollito Alvbro,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2013-07-16T00:00:00.000,No
470,528,Dietary Supplement/Medications/Remedy,Smart kids Vitamins and Minerals Syrup,Lead,-1.0,ppm,Mega Health,MEXICO,2012-06-26T00:00:00.000,No
471,674,Dietary Supplement/Medications/Remedy,Shatavari Capsules (Ayurvedic),Mercury,0.076,ppm,Goodcare Pharma (P) Ltd.,INDIA,2012-12-03T00:00:00.000,No
472,1253,Food-Spice,Roasted lentil powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2015-01-15T00:00:00.000,No
473,1567,Food-Spice,Malay Chicken Biryani seasoning,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-12-03T00:00:00.000,No
474,330,Food Other,Breakfast cereal,Lead,0.72,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-12-05T00:00:00.000,No
475,1374,Dietary Supplement/Medications/Remedy,Chitrakadi Bati (Yavachar & Hing) (Ayurvedic),Mercury,3.1,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd",INDIA,2015-02-25T00:00:00.000,No
476,556,Toys/Children's Products,Water Soluble Painting Crayons,Lead,5.1,ppm,Caran D'Ache,SWITZERLAND,2012-08-10T00:00:00.000,No
477,1581,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Lead,3.5,ppm,Lanzhou Traditional Herbs,CHINA,2015-12-03T00:00:00.000,No
478,467,Dietary Supplement/Medications/Remedy,Aehtokiha,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,GERMANY,2012-05-17T00:00:00.000,No
479,1252,Food-Spice,Roasted lentil powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2015-01-15T00:00:00.000,No
480,1498,Food-Spice,Spice,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2015-05-21T00:00:00.000,No
481,1306,Dietary Supplement/Medications/Remedy,Rajahpravartini Bati (Ayurvedic),Arsenic,96.0,ppm,Shree Baidyanath Ayurved Bahwan (P) Ltd.,INDIA,2015-02-25T00:00:00.000,No
482,436,Toys/Children's Products,Wooden block,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BRAZIL,2012-04-23T00:00:00.000,No
483,368,Dietary Supplement/Medications/Remedy,Garbha Chintamani Ras(Vrihat) (Swarna Yukt) (Ayur),Lead,-1.0,ppm,Shree Baidyanath,INDIA,2012-01-23T00:00:00.000,No
484,511,Food-Spice,Georgian spice,Lead,11.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2012-06-15T00:00:00.000,No
485,1249,Dietary Supplement/Medications/Remedy,Calcarea Phosphate,Lead,-1.0,ppm,Dr. Wilmar Schwabe,INDIA,2015-01-14T00:00:00.000,No
486,280,Food-Spice,Turmeric powder,Lead,0.72,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-08-25T00:00:00.000,No
487,172,Jewelry,Jewelry,Lead,15.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-05-17T00:00:00.000,No
488,1570,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Mercury,0.026,ppm,Lanzhou Traditional Herbs,CHINA,2015-12-03T00:00:00.000,No
489,564,Food Other,Rock sugar,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-08-16T00:00:00.000,No
490,302,Toys/Children's Products,Crayon,Lead,-1.0,ppm,Creative Edge,CHINA,2011-10-05T00:00:00.000,No
491,825,Dietary Supplement/Medications/Remedy,Holy Basil Force,Lead,-1.0,ppm,"New Chapter, Inc.",UNITED STATES,2013-06-25T00:00:00.000,No
492,1002,Food-Spice,Rasam,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2013-12-10T00:00:00.000,No
493,1208,Religious powder,Sindoor,Lead,1.1,ppm,UNKNOWN OR NOT STATED,INDIA,2014-09-08T00:00:00.000,No
494,1375,Dietary Supplement/Medications/Remedy,Chitrakadi Bati (Yavachar & Hing) (Ayurvedic),Mercury,2.8,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd",INDIA,2015-02-25T00:00:00.000,No
495,814,Food-Spice,Orange powder,Lead,0.98,ppm,UNKNOWN OR NOT STATED,TOGO,2013-06-17T00:00:00.000,No
496,1527,Food Other,Chili Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-09-10T00:00:00.000,No
497,1494,Toys/Children's Products,Toy phone,Lead,1300.0,ppm,UNKNOWN OR NOT STATED,CHINA,2015-05-21T00:00:00.000,No
498,1103,Cosmetics,Omic Brightening Cream,Lead,2.4,ppm,UNKNOWN OR NOT STATED,LEBANON,2014-04-01T00:00:00.000,No
499,241,Food-Candy,Mini Paleta Payaso,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2011-07-13T00:00:00.000,No
500,1216,Toys/Children's Products,Toy car,Lead,-1.0,ppm,Silverlit Toys Mfy Ltd,CHINA,2014-09-19T00:00:00.000,No
501,732,Food Other,Red Pepper,Lead,0.42,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-03-05T00:00:00.000,No
502,543,Food-Spice,Chili Powder,Lead,0.58,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-07-27T00:00:00.000,No
503,726,Food-Spice,Georgian spice (Ucho),Lead,-1.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2013-02-21T00:00:00.000,No
504,344,Food-Candy,Candy (Special cantaloup),Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-12-13T00:00:00.000,No
505,1278,Jewelry,Amulet-black string,Lead,150.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-02-19T00:00:00.000,No
506,1358,Dietary Supplement/Medications/Remedy,Marichyadi Bati (Ayurvedic),Lead,3.2,ppm,Shree Baidyanath; Ayurved Bhawan Pvt. Ltd.,INDIA,2015-02-25T00:00:00.000,No
507,759,Dietary Supplement/Medications/Remedy,Homeopathic remedy for stomach disorder,Lead,-1.0,ppm,Kapsons Homoeo Clinics & Pharmacies,INDIA,2013-03-29T00:00:00.000,No
508,1009,Other,Decorative Beads,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,OTHER EUROPEAN,2013-12-19T00:00:00.000,No
509,899,Toys/Children's Products,Squishy blue bear,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2013-09-04T00:00:00.000,No
510,819,Food-Spice,Turmeric root,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-06-25T00:00:00.000,No
511,154,Food-Spice,Svanuri salt,Lead,35.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-05-04T00:00:00.000,No
512,1056,Food-Spice,Chili powder,Lead,37.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2014-02-24T00:00:00.000,No
513,1482,Toys/Children's Products,Toy car,Lead,110.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2015-04-08T00:00:00.000,No
514,766,Food-Spice,Dry Mango Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2013-03-29T00:00:00.000,No
515,906,Dietary Supplement/Medications/Remedy,Herbal remedy for reproductive health (grayish pellets),Arsenic,-1.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-09-24T00:00:00.000,No
516,169,Food-Spice,Turmeric powder,Lead,-1.0,ppm,Shad,BANGLADESH,2011-05-05T00:00:00.000,No
