summons_key,summons_date,offense_description,law_section_number,law_description,summons_category_type,age_group,jurisdiction_code,boro,precinct_of_occur,x_coordinate_cd,y_coordinate_cd,latitude,longitude,sex,race
203035178,2019-09-29T00:00:00.000,ACCEPT ON HAIL,19-507,Administrative Code,TLC,25-44,0,BRONX,48,1017119,183909,40.67141166300007,-73.88151172399995,M,BLACK
203033048,2019-09-29T00:00:00.000,EVICTION; UNLAWFUL (REMOVE PROPERTY/REMOVE DOOR/CHANGE OR DAMAGE LOCKS),26-521(3),,,45-64,0,BRONX,40,1015900,247717,40.84655255400003,-73.88560571999993,M,WHITE HISPANIC
203022969,2019-09-29T00:00:00.000,MOTOR VEHICLE; ENGINE ON/KEY IN IGNITION (THERE IS NO TIME REQUIREMENT),10-111(A),,,25-44,0,BROOKLYN,72,962620,155111,40.59240185600004,-74.07788332599996,M,ASIAN / PACIFIC ISLANDER
203014273,2019-09-29T00:00:00.000,OBSTRUCTS VEHICULAR OR PEDESTRIAN TRAFFIC,240.20(5),,,18-24,0,BRONX,52,1013169,255021,40.86660920600008,-73.89544512599997,M,WHITE HISPANIC
203027071,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,45-64,0,BRONX,49,1030601,252888,40.86068045700006,-73.83243479399994,M,BLACK
203043416,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,2,BRONX,40,1006777,232634,40.80518200900008,-73.91863049999995,M,WHITE HISPANIC
203037646,2019-09-29T00:00:00.000,OTHER ABC,9999,ABC,OTHER ABC,25-44,0,STATEN ISLAND,120,1006354,237980,40.81985635500007,-73.92014083499998,M,WHITE
203037408,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,0,BROOKLYN,70,950822,170385,40.63428915900005,-74.120439273,M,BLACK
203034131,2019-09-29T00:00:00.000,"ENGAGES IN FIGHTING, OR VIOLENT, TUMULTUOUS OR THREATENING BEHAVIOR",240.20(1),,,25-44,0,BRONX,52,1013481,239486,40.82396918900002,-73.89438481199994,M,WHITE HISPANIC
203032013,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,0,BRONX,52,1009578,251739,40.85761214300004,-73.90844073999993,M,BLACK
203027070,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,0,BRONX,49,1014181,253947,40.863658030000074,-73.89179105099998,M,BLACK
203024158,2019-09-29T00:00:00.000,COMMERCIAL VEHICLE; NAME/ADDRESS NOT DISPLAYED,10-127,Administrative Code,VENDING,25-44,0,BROOKLYN,78,1011153,235312,40.812520134000074,-73.90281300199997,M,WHITE
203010712,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,0,BROOKLYN,71,1000906,180551,40.66224004700007,-73.93996636499998,M,BLACK
203014271,2019-09-29T00:00:00.000,CONGREGATES WITH OTHER PERSONS IN PUBLIC AND REFUSES TO DISPERSE BY LAWFUL POLIC,240.20(6),,,18-24,0,QUEENS,102,1031580,190345,40.689011494000056,-73.82933605899994,M,WHITE HISPANIC
203037407,2019-09-29T00:00:00.000,RECKLESS DRIVING,1212,VTL,VTL,25-44,0,BROOKLYN,70,996496,176438,40.65095796000002,-73.95586928499995,M,BLACK
203139438,2019-09-29T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,18-24,2,BROOKLYN,88,996051,200907,40.71812038400003,-73.95743012599996,M,BLACK
203036803,2019-09-29T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,45-64,0,BROOKLYN,79,996313,187499,40.68131820000008,-73.95650899099996,M,BLACK
203035191,2019-09-29T00:00:00.000,KNIVES; PUBLIC POSSESSION (BLADE 4 INCHES OR MORE),10-133(B),,,45-64,0,BRONX,44,1008027,242878,40.83329562100005,-73.91407901899998,M,BLACK
203033045,2019-09-29T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,25-44,0,BRONX,44,1008093,245355,40.84009408900005,-73.91383171199995,F,BLACK HISPANIC
203014275,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,0,BRONX,45,1032140,242004,40.83079891400007,-73.82694879599995,M,BLACK
203027067,2019-09-29T00:00:00.000,OBSTRUCTS VEHICULAR OR PEDESTRIAN TRAFFIC,240.20(5),,,45-64,0,BROOKLYN,72,981467,174408,40.64539407700005,-74.01002998599995,M,WHITE
203032015,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,0,BRONX,52,1013527,254306,40.86464556900006,-73.89415390399995,M,BLACK
203034130,2019-09-29T00:00:00.000,UNREASONABLE NOISE; FROM CAR MUFFLER/EXHAUST (HEARD FROM 150 FT AWAY),24-236(A),,,18-24,0,BRONX,47,1022187,261218,40.88358389500007,-73.86280560099993,M,BLACK
203035182,2019-09-29T00:00:00.000,"ENGAGES IN FIGHTING, OR VIOLENT, TUMULTUOUS OR THREATENING BEHAVIOR",240.20(1),,,45-64,0,STATEN ISLAND,120,962394,166235,40.62293439800004,-74.07873307199996,M,BLACK
203035184,2019-09-29T00:00:00.000,UNINSURED VEHICLE,319,VTL,VTL,45-64,0,BRONX,46,1013481,239486,40.82396918900002,-73.89438481199994,M,BLACK HISPANIC
203240311,2019-09-29T00:00:00.000,"ENGAGES IN FIGHTING, OR VIOLENT, TUMULTUOUS OR THREATENING BEHAVIOR",240.20(1),,,45-64,0,BROOKLYN,94,1022080,260965,40.88288995000005,-73.86319398499995,M,WHITE HISPANIC
203037645,2019-09-29T00:00:00.000,HOURS; PERMITTED TO BE IN PARK BETWEEN 6AM-1AM (UNLESS OTHERWISE POSTED),1-03(A)(1),,,18-24,0,STATEN ISLAND,120,951610,171560,40.63751722000006,-74.11760587299993,M,BLACK
203033046,2019-09-29T00:00:00.000,"ENGAGES IN FIGHTING, OR VIOLENT, TUMULTUOUS OR THREATENING BEHAVIOR",240.20(1),,,18-24,0,BROOKLYN,78,991207,187227,40.68057710700003,-73.97491866099993,M,BLACK
203095265,2019-09-29T00:00:00.000,NOISE (UNREASONABLE),24-218,Administrative Code,NOISE,45-64,0,BRONX,47,1025087,267578,40.90102711600008,-73.85227923599997,F,BLACK
203037400,2019-09-29T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,45-64,1,NEW YORK,30,999539,239499,40.82404000400004,-73.94475961199998,M,BLACK HISPANIC
203021682,2019-09-29T00:00:00.000,POSSESSION OF AN IMITATION PISTOL (TOY) THAT LOOKS REAL,10-131(G),,,45-64,0,NEW YORK,23,998272,229012,40.795258198000056,-73.94935940799998,F,WHITE HISPANIC
203043415,2019-09-29T00:00:00.000,DISCON: UNREASONABLE NOISE,240.20-2,Penal Law,DISORDERLY CONDUCT,25-44,2,BRONX,40,1007857,235590,40.81329258800002,-73.91471898299993,M,BLACK HISPANIC
203058023,2019-09-29T00:00:00.000,OTHER NAVIGATION LAW,9999,ABC,OTHER ABC,45-64,0,QUEENS,100,1035329,152802,40.58594334500003,-73.81610192299998,M,WHITE
203014480,2019-09-29T00:00:00.000,RECKLESS DRIVING,1212,VTL,VTL,45-64,0,BRONX,47,1022884,265132,40.894323557000064,-73.86026238499993,M,WHITE HISPANIC
203270168,2019-09-29T00:00:00.000,FAILURE TO COMPLY WITH SIGN,1-03,Park Regs,PARK REGS,25-44,0,BRONX,44,1005433,246012,40.84190414300008,-73.92344299799998,M,BLACK
203033047,2019-09-29T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,45-64,0,BROOKLYN,70,994364,173034,40.64161740600008,-73.96355769299998,M,WHITE HISPANIC
203497877,2019-09-29T00:00:00.000,TRESPASS,140.05,Penal Law,TRESPASS,45-64,0,BRONX,49,1020929,254201,40.86432972400007,-73.86739345499996,M,BLACK
203037648,2019-09-29T00:00:00.000,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,45-64,0,STATEN ISLAND,120,997772,187484,40.68127492100007,-73.95124868199997,F,BLACK
203010934,2019-09-29T00:00:00.000,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,25-44,0,BRONX,52,1015010,254829,40.86607600100007,-73.888789897,M,BLACK HISPANIC
203175725,2019-09-29T00:00:00.000,"IMITATION PISTOL/AIR RIFLE, POSS. OF",10-131,Administrative Code,AIR GUN,45-64,0,BROOKLYN,90,998718,197884,40.709819011000036,-73.94781559999996,M,BLACK HISPANIC
203175724,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,0,BROOKLYN,94,997245,204130,40.726965067000044,-73.95311662899996,M,WHITE HISPANIC
203010700,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,0,BROOKLYN,77,1002682,184299,40.672523953000045,-73.93355468699998,M,BLACK
203139434,2019-09-29T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,18-24,2,BROOKLYN,88,990399,191915,40.69344519300005,-73.97782754699995,F,BLACK
203063498,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,0,BROOKLYN,81,1018326,216780,40.76163003800008,-73.876994213,M,WHITE HISPANIC
203105211,2019-09-29T00:00:00.000,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,65+,0,STATEN ISLAND,120,963422,167209,40.62561030000006,-74.07503292599996,M,WHITE
203095266,2019-09-29T00:00:00.000,UNLICENSED SALE OF ALCOHOL,100-1,ABC,ABC,25-44,0,BRONX,47,1025087,267578,40.90102711600008,-73.85227923599997,F,BLACK
203232666,2019-09-29T00:00:00.000,TRESPASS,140.05,Penal Law,TRESPASS,45-64,0,BROOKLYN,94,1013465,254827,40.86607576000005,-73.89437578699994,M,WHITE HISPANIC
203015828,2019-09-29T00:00:00.000,"ENGAGES IN FIGHTING, OR VIOLENT, TUMULTUOUS OR THREATENING BEHAVIOR",240.20(1),,,18-24,0,NEW YORK,7,987816,202492,40.722477979000075,-73.98713649899997,M,WHITE
203116993,2019-09-29T00:00:00.000,LITTERING,16-118,Administrative Code,LITTERING,25-44,0,BRONX,52,1013734,254081,40.86402732400006,-73.89340651099997,M,BLACK
203553916,2019-09-29T00:00:00.000,RECKLESS DRIVING,1212,VTL,VTL,25-44,0,BROOKLYN,79,1035260,186347,40.67801747400005,-73.81609679499996,M,BLACK
203022963,2019-09-29T00:00:00.000,RECKLESS DRIVING,1212,VTL,VTL,25-44,0,BROOKLYN,67,1000892,176560,40.65128565400005,-73.94002667599993,M,BLACK
203030406,2019-09-29T00:00:00.000,RECKLESS DRIVING,1212,VTL,VTL,45-64,0,BRONX,52,1013750,255324,40.867438926000034,-73.89334319399995,M,WHITE HISPANIC
203010701,2019-09-29T00:00:00.000,OPERATION WHILE REGISTRATION OR PRIVILEGE IS SUSPENDED OR REVOKED,512,,,25-44,0,NEW YORK,23,1001995,229037,40.795320125000046,-73.93591331,M,WHITE HISPANIC
203028803,2019-09-29T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,25-44,0,BRONX,42,1010819,241853,40.83047433400003,-73.90399369499994,M,BLACK
203034126,2019-09-29T00:00:00.000,TRESPASS,140.05,Penal Law,TRESPASS,<18,0,STATEN ISLAND,121,937325,151467,40.582301992000055,-74.16893609499994,M,BLACK
203034129,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,0,BRONX,47,1022311,259926,40.88003722700005,-73.86236450799998,M,BLACK
203033049,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,0,BROOKLYN,67,999010,171976,40.638706899000056,-73.94681909099995,M,BLACK
203043430,2019-09-29T00:00:00.000,NON PAYMENT OF FARE (OTHER),1050.4(A),,,25-44,1,BRONX,40,1011485,237929,40.819702045000035,-73.90160301699996,M,BLACK
203095264,2019-09-29T00:00:00.000,"FAIL TO POST SIGN - ""PROHIBITED SALE TO MINOR/INTOX PERSON""",65-D,,,25-44,0,BRONX,47,1013115,174381,40.64527337000004,-73.89598654399998,F,BLACK
203034125,2019-09-29T00:00:00.000,"ENGAGES IN FIGHTING, OR VIOLENT, TUMULTUOUS OR THREATENING BEHAVIOR",240.20(1),,,<18,0,STATEN ISLAND,120,962394,166235,40.62293439800004,-74.07873307199996,M,WHITE
203044928,2019-09-29T00:00:00.000,PUBLIC URINATION,16-118(6),,,<18,2,BROOKLYN,60,986481,148626,40.57462792900003,-73.99197054399998,M,BLACK
203226229,2019-09-29T00:00:00.000,MAKES UNREASONABLE NOISE,240.20(2),,,45-64,0,NEW YORK,23,1015904,243744,40.83564782100007,-73.88561001399995,M,WHITE HISPANIC
203253851,2019-09-29T00:00:00.000,HOURS; PERMITTED TO BE IN PARK BETWEEN 6AM-1AM (UNLESS OTHERWISE POSTED),1-03(A)(1),,,25-44,0,BRONX,42,1020954,148146,40.57323473200007,-73.86788136499997,M,BLACK
203015839,2019-09-29T00:00:00.000,RECKLESS DRIVING,1212,VTL,VTL,18-24,0,QUEENS,113,1046804,184122,40.67183632000007,-73.77449841499998,F,BLACK
203529079,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,0,NEW YORK,7,987614,202575,40.722705873000045,-73.98786520599998,M,BLACK
203015829,2019-09-29T00:00:00.000,"ENGAGES IN FIGHTING, OR VIOLENT, TUMULTUOUS OR THREATENING BEHAVIOR",240.20(1),,,18-24,0,NEW YORK,7,1004890,182836,40.668503474000026,-73.92559940099994,M,WHITE
203036801,2019-09-29T00:00:00.000,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,25-44,0,BROOKLYN,79,997242,193691,40.69831250200008,-73.95314759599995,M,BLACK HISPANIC
203036802,2019-09-29T00:00:00.000,CREATES A HAZARDOUS OR PHYSICALLY OFFENSIVE CONDITION WITHOUT A LEGITIMATE PURPO,240.20(7),,,25-44,0,BRONX,42,1012128,241851,40.83046481000007,-73.89926360299995,F,BLACK
203139433,2019-09-29T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,25-44,2,BROOKLYN,88,991399,191865,40.69330720300008,-73.97422150199996,M,BLACK
203063503,2019-09-29T00:00:00.000,"LICENSE, TOW OPERATOR'S; OPERATE/ASSIST WITHOUT",20-496(B),,,18-24,0,BROOKLYN,72,982967,175044,40.64714010400007,-74.00462485599996,M,BLACK HISPANIC
203077943,2019-09-29T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,0,BRONX,42,1013342,243235,40.83425957500003,-73.89487078599996,M,WHITE HISPANIC
203035187,2019-09-28T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,25-44,2,BROOKLYN,79,1003702,195423,40.703054595000026,-73.92984550499993,M,BLACK
203030405,2019-09-28T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,<18,0,BROOKLYN,75,1020710,189399,40.686466395000025,-73.86853681699995,M,WHITE HISPANIC
202995702,2019-09-28T00:00:00.000,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,45-64,0,BRONX,40,1052720,192294,40.69422273600002,-73.75308869799993,M,WHITE HISPANIC
203009959,2019-09-28T00:00:00.000,UNLICENSED VEHICLE FOR HIRE,19-506,Administrative Code,TLC,65+,0,QUEENS,113,988809,206788,40.734268996000026,-73.98355117399994,M,BLACK
203010698,2019-09-28T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,0,NEW YORK,13,991825,203533,40.72533274800003,-73.97267218299999,F,WHITE
203044923,2019-09-28T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,2,BROOKLYN,60,990814,214005,40.754076600000076,-73.97630947599998,U,UNKNOWN
203016411,2019-09-28T00:00:00.000,TRESPASS,140.05,Penal Law,TRESPASS,18-24,2,NEW YORK,9,991825,203533,40.72533274800003,-73.97267218299999,M,WHITE HISPANIC
203016415,2019-09-28T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,2,NEW YORK,9,982493,171934,40.63860374000007,-74.00633214999993,M,WHITE HISPANIC
203088208,2019-09-28T00:00:00.000,DISOBEY TRANSIT SIGN,1050.6,,,25-44,1,BRONX,52,1011612,253618,40.86276336100008,-73.90108016499995,M,BLACK
203058046,2019-09-28T00:00:00.000,OTHER NAVIGATION LAW,9999,ABC,OTHER ABC,25-44,0,QUEENS,100,995519,218898,40.76750188600005,-73.95931914099998,M,WHITE
203058045,2019-09-28T00:00:00.000,OTHER NAVIGATION LAW,9999,ABC,OTHER ABC,25-44,0,QUEENS,100,1035329,152802,40.58594334500003,-73.81610192299998,M,WHITE
202980417,2019-09-28T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,0,BROOKLYN,77,1003358,182945,40.66880609300006,-73.93112156699993,M,BLACK
202980121,2019-09-28T00:00:00.000,SMOKING IN TRAIN STATION,1050.7,,,25-44,1,BRONX,41,1006065,241543,40.829636494000056,-73.92117339299993,M,BLACK
203168682,2019-09-28T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,<18,0,BROOKLYN,81,1001464,190640,40.68993100900008,-73.93792933799993,M,BLACK
203092650,2019-09-28T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,0,NEW YORK,34,988082,200814,40.71787216100006,-73.98617781499998,M,WHITE HISPANIC
203005868,2019-09-28T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,0,NEW YORK,9,1031748,242912,40.83329322600008,-73.82835887299996,M,WHITE HISPANIC
203116994,2019-09-28T00:00:00.000,OBSTRUCTS VEHICULAR OR PEDESTRIAN TRAFFIC,240.20(5),,,18-24,0,BRONX,44,998164,233307,40.807046969000055,-73.94974056299998,M,BLACK
203010228,2019-09-28T00:00:00.000,POSS. OF KNIFE,10-133,Administrative Code,KNIFE,45-64,0,QUEENS,106,987816,202492,40.722477979000075,-73.98713649899997,M,WHITE
202984696,2019-09-28T00:00:00.000,UNLICENSED SECOND BAR,100-4,,,25-44,0,QUEENS,110,1018087,211916,40.74828052400005,-73.87788142999993,M,WHITE HISPANIC
203007025,2019-09-28T00:00:00.000,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,25-44,0,QUEENS,114,1030611,176368,40.65065294300007,-73.83292625399997,M,BLACK
203016417,2019-09-28T00:00:00.000,DISCON: OBSTRUCT VEHICLE,240.205B,Penal Law,DISORDERLY CONDUCT,25-44,0,BROOKLYN,77,1004666,181265,40.664191948000045,-73.92641162299998,M,WHITE HISPANIC
203168683,2019-09-28T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,0,BROOKLYN,77,1008355,240738,40.82742104700003,-73.91290142199995,M,BLACK
203168679,2019-09-28T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,0,BROOKLYN,81,1001464,190640,40.68993100900008,-73.93792933799993,M,BLACK
203002873,2019-09-28T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,0,BROOKLYN,60,1012834,238050,40.82002989400007,-73.89672864899995,M,BLACK
203550562,2019-09-28T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,18-24,0,BROOKLYN,79,1006490,244533,40.837842121000044,-73.91962775199994,M,BLACK
203092651,2019-09-28T00:00:00.000,"ENGAGES IN FIGHTING, OR VIOLENT, TUMULTUOUS OR THREATENING BEHAVIOR",240.20(1),,,18-24,0,NEW YORK,34,1004997,253144,40.861480398000026,-73.92499669499993,M,WHITE HISPANIC
203112375,2019-09-28T00:00:00.000,STREET; OBSTRUCT WITHOUT PERMIT,19-121(A),,,45-64,0,BROOKLYN,61,1006769,241999,40.83088631600003,-73.91862797499994,M,WHITE
203005869,2019-09-28T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,0,BRONX,45,1001751,218424,40.76619073900008,-73.93682218699998,M,WHITE
203027063,2019-09-28T00:00:00.000,LITTERING,16-118,Administrative Code,LITTERING,25-44,0,BRONX,41,1030601,252888,40.86068045700006,-73.83243479399994,M,BLACK
203092652,2019-09-28T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,45-64,0,NEW YORK,34,1006118,254594,40.86545750400006,-73.92093931699996,M,WHITE HISPANIC
203005867,2019-09-28T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,0,BRONX,41,987358,204898,40.72908203800005,-73.98878770099996,M,BLACK
203101535,2019-09-28T00:00:00.000,DISORDERLY CONDUCT,240.20,Penal Law,DISORDERLY CONDUCT,25-44,2,NEW YORK,23,1004928,181897,40.665926040000045,-73.92546530099996,M,BLACK
203016416,2019-09-28T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,2,NEW YORK,9,991825,203533,40.72533274800003,-73.97267218299999,M,WHITE HISPANIC
202980395,2019-09-28T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,0,BRONX,44,1020380,212045,40.748625524000026,-73.86960515699997,M,BLACK
202987344,2019-09-28T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,0,NEW YORK,24,992252,226874,40.789397465000036,-73.97110386599996,F,WHITE
203014272,2019-09-28T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,0,BRONX,52,1012759,254893,40.86625921900003,-73.89692801899997,M,BLACK
203058047,2019-09-28T00:00:00.000,OTHER NAVIGATION LAW,9999,ABC,OTHER ABC,25-44,0,QUEENS,100,1035329,152802,40.58594334500003,-73.81610192299998,M,WHITE
203236304,2019-09-28T00:00:00.000,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,25-44,0,BRONX,41,1011951,236105,40.81469423100003,-73.89992691599997,M,BLACK HISPANIC
203352130,2019-09-28T00:00:00.000,NON PAYMENT OF FARE (OTHER),1050.4(A),,,25-44,1,BROOKLYN,60,989472,148971,40.57557363000007,-73.98120362499998,M,WHITE HISPANIC
203088209,2019-09-28T00:00:00.000,OBSTRUCTS VEHICULAR OR PEDESTRIAN TRAFFIC,240.20(5),,,45-64,0,BRONX,47,1022508,261990,40.885701406000074,-73.86164032499995,M,BLACK
202997025,2019-09-28T00:00:00.000,TRESPASS,140.05,Penal Law,TRESPASS,45-64,0,BRONX,48,988831,161614,40.61027648700008,-73.98350248499997,M,BLACK
203002894,2019-09-28T00:00:00.000,PUBLIC URINATION,153.09,Health Code,URINATING,25-44,0,BRONX,44,1015251,254670,40.865638752000045,-73.88791930799994,M,BLACK
203009923,2019-09-28T00:00:00.000,CREATES A HAZARDOUS OR PHYSICALLY OFFENSIVE CONDITION WITHOUT A LEGITIMATE PURPO,240.20(7),,,25-44,0,BRONX,52,962620,155111,40.59240185600004,-74.07788332599996,M,WHITE HISPANIC
203034123,2019-09-28T00:00:00.000,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,25-44,0,BRONX,41,1012547,255202,40.86710801200008,-73.89769319299995,M,BLACK HISPANIC
203105205,2019-09-28T00:00:00.000,DISORDERLY CONDUCT,240.20,Penal Law,DISORDERLY CONDUCT,25-44,2,NEW YORK,23,1009019,193193,40.69692048300004,-73.91067732899995,M,BLACK
203344916,2019-09-28T00:00:00.000,MOTOR VEHICLE; ENGINE ON/KEY IN IGNITION (THERE IS NO TIME REQUIREMENT),10-111(A),,,25-44,0,BRONX,47,1019646,240708,40.82730067500006,-73.87210318599993,M,BLACK
203010936,2019-09-28T00:00:00.000,DISORDERLY CONDUCT,240.20,Penal Law,DISORDERLY CONDUCT,25-44,0,BRONX,49,1022653,254976,40.86644953100006,-73.86115613399994,F,BLACK
203010232,2019-09-28T00:00:00.000,HOURS; PERMITTED TO BE IN PARK BETWEEN 6AM-1AM (UNLESS OTHERWISE POSTED),1-03(A)(1),,,65+,0,BROOKLYN,76,983742,183391,40.67005086800003,-74.00183269899996,M,BLACK
203010225,2019-09-28T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,0,BRONX,41,1013775,238190,40.820411060000026,-73.89332824199995,M,BLACK HISPANIC
203009926,2019-09-28T00:00:00.000,PUSHCART/STAND/VEHICLE (PERMIT REQUIRED),17-307(B),,,25-44,0,BROOKLYN,79,998241,187165,40.68039860900007,-73.94955839299998,F,BLACK HISPANIC
203007030,2019-09-28T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,0,QUEENS,113,1046880,188279,40.683245774000056,-73.77418580999995,M,BLACK
203004559,2019-09-28T00:00:00.000,PUSHCART/STAND/VEHICLE (PERMIT REQUIRED),17-307(B),,,25-44,0,BROOKLYN,79,998241,187165,40.68039860900007,-73.94955839299998,F,WHITE HISPANIC
203002895,2019-09-28T00:00:00.000,DISCON: CREATE HAZARDOUS CONDITION,240.20-7,Penal Law,DISORDERLY CONDUCT,<18,0,BRONX,44,1007383,241421,40.82929828600004,-73.91641124999995,M,BLACK
202994516,2019-09-28T00:00:00.000,"REPAIR AT SCENE, OFFER TO MAKE OR ESTIMATE COST OF",20-515(D),,,45-64,0,BRONX,46,1012745,253034,40.86115687400007,-73.89698653899995,M,WHITE HISPANIC
202993288,2019-09-28T00:00:00.000,OPERATION WHILE REGISTRATION OR PRIVILEGE IS SUSPENDED OR REVOKED,512,,,25-44,0,BRONX,47,1022580,265258,40.89467071200004,-73.86136122999993,M,WHITE HISPANIC
202984693,2019-09-28T00:00:00.000,FAIL TO MAINTAIN MEANS OF EGRESS,801.6,,,25-44,0,QUEENS,110,1015510,211556,40.74730189900004,-73.88718365899997,M,WHITE HISPANIC
202980402,2019-09-28T00:00:00.000,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,18-24,0,BRONX,42,1009181,240169,40.82585701200002,-73.90991890299993,M,BLACK
