,camis,dba,boro,building,street,zipcode,phone,cuisine_description,inspection_date,action,score,record_date,inspection_type,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,violation_code,violation_description,critical_flag,grade,grade_date
513,41519888,NONO,Queens,4223,BELL BOULEVARD,11361.0,7184286666,American,2019-01-29T00:00:00.000,Violations were cited in the following area(s).,,2019-11-28T06:01:01.000,Smoke-Free Air Act / Re-inspection,40.762293646677,-73.770330566486,411.0,19.0,146700.0,4443850.0,4062980008,QN46,15F6,,,,
514,50008279,GARLIC PIZZA BAR,Manhattan,629,2ND AVE,10016.0,6465599500,Pizza/Italian,2018-11-01T00:00:00.000,Violations were cited in the following area(s).,9.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.745031275801,-73.97570484415,106.0,2.0,7800.0,1020156.0,1009150030,MN20,09C,Food contact surface not properly maintained.,N,A,2018-11-01T00:00:00.000
515,50058533,NEW SAN FRANCISCO RESTAURANT,Manhattan,59,AUDUBON AVE,10032.0,2125684040,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2018-01-26T00:00:00.000,Violations were cited in the following area(s).,17.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.840619634979,-73.938252899399,112.0,10.0,25100.0,1062996.0,1021250027,MN36,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,B,2018-01-26T00:00:00.000
516,50013904,SSAM,Brooklyn,170,SMITH ST,11201.0,7188527726,Korean,2017-06-19T00:00:00.000,Violations were cited in the following area(s).,13.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.685856293159,-73.991061491807,302.0,33.0,6900.0,3006060.0,3003900042,BK38,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,,
517,50043074,ROVE,Queens,7227,AUSTIN ST,11375.0,3472333183,American,2017-03-10T00:00:00.000,Violations were cited in the following area(s).,12.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.71901974696,-73.841872710581,406.0,29.0,73700.0,4078031.0,4032580023,QN17,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,,
518,50069666,THOMAS PIZZA,Queens,9023,37TH AVE,11372.0,7188980347,Pizza,2017-10-16T00:00:00.000,Violations were cited in the following area(s).,14.0,2019-11-28T06:01:01.000,Pre-permit (Operational) / Initial Inspection,40.750561306367,-73.876590351047,403.0,25.0,27500.0,4035996.0,4014640039,QN28,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,,
519,50045692,NEW LIN'S KITCHEN,Queens,7024,35TH AVE,11372.0,7185051388,Chinese,2019-11-13T00:00:00.000,Violations were cited in the following area(s).,,2019-11-28T06:01:01.000,Administrative Miscellaneous / Initial Inspection,40.750632265193,-73.895531372764,403.0,25.0,29100.0,4029523.0,4012710085,QN28,22A,"Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying conditions.",N,,
520,41284245,MARIA'S BISTRO MEXICANO,Brooklyn,886,5 AVENUE,11232.0,7184381608,Mexican,2017-08-01T00:00:00.000,Violations were cited in the following area(s).,27.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.651431584724,-74.003744372537,307.0,38.0,8400.0,3010439.0,3007050043,BK32,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,,
521,40374460,MCDONALD'S,Queens,7269,KISSENA BOULEVARD,11367.0,7182634295,Hamburgers,2017-06-08T00:00:00.000,Violations were cited in the following area(s).,,2019-11-28T06:01:01.000,Administrative Miscellaneous / Re-inspection,40.727521205498,-73.813259367556,408.0,24.0,122702.0,4315234.0,4068050045,QN38,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",N,,
522,41201903,GOLDEN HARBOR RESTAURANT,Queens,8216,63 AVENUE,11379.0,7183351888,Chinese,2018-10-02T00:00:00.000,Violations were cited in the following area(s).,13.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.722251709135,-73.873998552108,405.0,30.0,66300.0,4069276.0,4029930006,QN21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,,
523,41365127,YAQUE RIVER,Bronx,860,EAST TREMONT AVENUE,10460.0,9176003611,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2018-06-09T00:00:00.000,Violations were cited in the following area(s).,27.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.843058561013,-73.886393419223,206.0,17.0,36502.0,2086706.0,2029600061,BX17,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,,
524,50018095,BURGER KING,Queens,3712,JUNCTION BLVD,11368.0,3478080625,Hamburgers,2019-10-09T00:00:00.000,Violations were cited in the following area(s).,7.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.751078934505,-73.870580005928,403.0,21.0,27300.0,4036657.0,4014840011,QN28,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,A,2019-10-09T00:00:00.000
525,50078062,KONG SIHK TONG,Manhattan,65,BAYARD ST,10013.0,6468506150,Chinese,2018-09-25T00:00:00.000,Violations were cited in the following area(s).,13.0,2019-11-28T06:01:01.000,Pre-permit (Operational) / Re-inspection,40.715469964619,-73.998080916789,103.0,1.0,2900.0,1001791.0,1001630022,MN27,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,A,2018-09-25T00:00:00.000
526,50045808,DROMEDARY BAR,Brooklyn,266,IRVING AVE,11237.0,3477154255,American,2019-02-08T00:00:00.000,Violations were cited in the following area(s).,12.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.699744383392,-73.915684906894,304.0,37.0,43300.0,3075718.0,3033090028,BK77,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,,
527,40366132,DENINO'S PIZZERIA TAVERN,Staten Island,524,PORT RICHMOND AVENUE,10302.0,7184429401,Pizza/Italian,2018-05-10T00:00:00.000,Violations were cited in the following area(s).,21.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.630024412021,-74.140168869243,501.0,49.0,21300.0,5107096.0,5011310001,SI28,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,,
528,50045568,STEINWAY COFFEE SHOP,Queens,3410,STEINWAY ST,11101.0,7183617770,American,2019-06-10T00:00:00.000,Violations were cited in the following area(s).,13.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.756334385567,-73.921150007333,401.0,26.0,15700.0,4010902.0,4006720025,QN70,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,A,2019-06-10T00:00:00.000
529,50070412,CROWN FRIED  CHICKEN,Bronx,1459,UNIONPORT RD,10462.0,3475244071,Chicken,2019-08-15T00:00:00.000,Violations were cited in the following area(s).,30.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.835393154412,-73.855237270918,209.0,18.0,22200.0,2028965.0,2039320174,BX46,10H,Proper sanitization not provided for utensil ware washing operation.,N,,
530,41221138,DOUBLE DOWN SALOON,Manhattan,14,AVENUE A,10009.0,2129820543,American,2017-07-17T00:00:00.000,Violations were cited in the following area(s).,11.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.722701584227,-73.985958861879,103.0,2.0,3002.0,1083434.0,1003970006,MN22,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,A,2017-07-17T00:00:00.000
531,40370436,ROSSINI'S,Manhattan,108,EAST   38 STREET,10016.0,2126830135,Italian,2017-07-06T00:00:00.000,Violations were cited in the following area(s).,11.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.749349425399,-73.978940662754,106.0,4.0,8000.0,1019118.0,1008930082,MN20,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,A,2017-07-06T00:00:00.000
532,41510846,218 RESTAURANT,Manhattan,218220,GRAND STREET,,2122268039,Chinese,2019-08-08T00:00:00.000,Violations were cited in the following area(s).,32.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1,,06F,Wiping cloths soiled or not stored in sanitizing solution.,Y,,
533,50066778,MS. YOO,Manhattan,163,ALLEN ST,10002.0,9172612490,Korean,2019-03-19T00:00:00.000,Violations were cited in the following area(s).,25.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.721082543316,-73.989422504386,103.0,1.0,3601.0,1005511.0,1004160024,MN27,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,B,2019-03-19T00:00:00.000
534,41028321,D'ANGELO'S PIZZA,Bronx,902,EAST GUN HILL ROAD,10469.0,7183256448,Pizza,2018-10-16T00:00:00.000,Violations were cited in the following area(s).,9.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.875395632741,-73.860244805617,212.0,12.0,37000.0,,2,BX44,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,,
535,50049820,LOS NISPEROS PERUVIAN RESTAURANT,Bronx,500,E 149TH ST,10455.0,7182923377,Peruvian,2019-01-31T00:00:00.000,Violations were cited in the following area(s).,47.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.814823175746,-73.914657050504,201.0,8.0,4300.0,2098210.0,2022750005,BX39,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,,
536,41348416,JAYSE CATERING,Brooklyn,261,HURON STREET,11222.0,9172027252,American,2017-01-19T00:00:00.000,Violations were cited in the following area(s).,12.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.733429304039,-73.95053776004,301.0,33.0,57900.0,3064224.0,3025240039,BK76,09A,Canned food product observed dented and not segregated from other consumable food items.,N,A,2017-01-19T00:00:00.000
537,41142394,TAZA CAFE AND DELI,Manhattan,350,PARK AVENUE SOUTH,10010.0,2127791200,American,2018-08-13T00:00:00.000,Violations were cited in the following area(s).,13.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.741706249861,-73.985265574734,105.0,2.0,5600.0,1016747.0,1008550020,MN13,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,A,2018-08-13T00:00:00.000
538,41307383,ROBERTA'S,Brooklyn,43,BOGART STREET,11206.0,7184171118,Pizza,2017-05-04T00:00:00.000,Violations were cited in the following area(s).,24.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.705025904601,-73.933228565237,301.0,34.0,48500.0,3325964.0,3031010022,BK78,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,,
539,41503176,CALI AJI CON SABOR RESTAURANT,Queens,9815,ASTORIA BOULEVARD,11369.0,7184768935,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2017-10-17T00:00:00.000,Violations were cited in the following area(s).,13.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.762291889556,-73.87111405072,403.0,21.0,36700.0,4543515.0,4013720048,QN27,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,A,2017-10-17T00:00:00.000
540,50064788,CUTE CAT CAFE,Queens,6669,FRESH POND RD,11385.0,9172244451,Café/Coffee/Tea,2018-03-09T00:00:00.000,Violations were cited in the following area(s).,12.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.706791488742,-73.897075537237,405.0,30.0,61301.0,4087879.0,4036190018,QN20,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,A,2018-03-09T00:00:00.000
541,50042744,AZTEC SOUL,Brooklyn,3372,ATLANTIC AVE,11208.0,3476631651,Mexican,2019-08-12T00:00:00.000,Violations were cited in the following area(s).,25.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.681555445711,-73.871973758914,305.0,37.0,117800.0,3093271.0,3041620018,BK83,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,,
542,50006377,LOS TAQUITOS DEL TIO,Queens,3215,JUNCTION BLVD,11369.0,7185051583,Spanish,2018-10-06T00:00:00.000,Violations were cited in the following area(s).,24.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.757986123129,-73.874277217398,403.0,21.0,35300.0,4034931.0,4014240064,QN27,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,,
543,50077821,HALAL DYNASTY,Queens,17233A,HILLSIDE AVE,11432.0,7182986888,Chinese,2019-08-13T00:00:00.000,Violations were cited in the following area(s).,12.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.712157743495,-73.788965278243,408.0,24.0,45800.0,4210593.0,4098440101,QN06,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,A,2019-08-13T00:00:00.000
544,50045065,"CHICKEN/CELEBRITY CHEF,DELI CONCESSION",Manhattan,4,PENN PLAZA,10121.0,2124656302,American,2019-05-30T00:00:00.000,Violations were cited in the following area(s).,5.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.750654836632,-73.991944239076,105.0,3.0,10100.0,1082908.0,1007810001,MN17,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,A,2019-05-30T00:00:00.000
545,50016961,NEW TOP TACO & CHINA,Brooklyn,1654,SHEEPSHEAD BAY RD,11235.0,7186152288,Chinese,2019-09-26T00:00:00.000,Violations were cited in the following area(s).,4.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.586502086996,-73.952349947003,315.0,48.0,60600.0,3204920.0,3074590034,BK17,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,A,2019-09-26T00:00:00.000
546,41658448,LULO RESTAURANT BRONX,Bronx,2264,GRAND CONCOURSE,10457.0,9177924465,Spanish,2016-06-27T00:00:00.000,Violations were cited in the following area(s).,12.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.856808872772,-73.900305656102,205.0,15.0,38301.0,2013723.0,2031580016,BX40,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,A,2016-06-27T00:00:00.000
547,50067622,JOE AND THE JUICE,Manhattan,666,3RD AVE,10017.0,9175665727,"Juice, Smoothies, Fruit Salads",2017-11-29T00:00:00.000,Violations were cited in the following area(s).,12.0,2019-11-28T06:01:01.000,Pre-permit (Operational) / Re-inspection,40.751041986506,-73.974251731872,106.0,4.0,9200.0,1036161.0,1012970033,MN19,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,A,2017-11-29T00:00:00.000
548,40580683,THE ORIGINAL PIZZA OF AVENUE L,Brooklyn,9514,AVENUE L,11236.0,7185313559,Pizza,2019-11-21T00:00:00.000,Violations were cited in the following area(s).,9.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.637787369869,-73.896641916373,318.0,46.0,101000.0,3232739.0,3082600039,BK50,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,A,2019-11-21T00:00:00.000
549,41264387,CUENCA COFFEE SHOP RESTAURANT,Queens,9529,JAMAICA AVENUE,11421.0,7188474642,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2019-09-24T00:00:00.000,Violations were cited in the following area(s).,40.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.694442279171,-73.8494681055,409.0,32.0,2200.0,4182440.0,4088830083,QN53,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,Z,2019-09-24T00:00:00.000
550,41469473,MY MOST FAVORITE FOOD,Manhattan,247,WEST   72 STREET,10023.0,2125805130,Jewish/Kosher,2019-03-13T00:00:00.000,Violations were cited in the following area(s).,28.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.779278964345,-73.983206311627,107.0,6.0,15900.0,1030509.0,1011640011,MN14,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,C,2019-03-13T00:00:00.000
551,41322554,RMR CAFE (BOWLING ALLEY),Brooklyn,6161,STRICKLAND AVENUE,11234.0,7187633333,American,2019-10-11T00:00:00.000,Violations were cited in the following area(s).,8.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.612820162347,-73.912330252659,318.0,46.0,69800.0,3346315.0,3084701110,BK45,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,A,2019-10-11T00:00:00.000
552,50079425,WHITE MAIZE,Brooklyn,277,SMITH ST,11231.0,3479462493,Spanish,2019-01-29T00:00:00.000,Violations were cited in the following area(s).,50.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.682507821371,-73.993308174686,306.0,33.0,7500.0,3006870.0,3004220004,BK33,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,,
553,50064934,SIMMER DOWN RESTAURANT,Brooklyn,133,ROCKAWAY AVE,11233.0,7183426128,Caribbean,2018-09-24T00:00:00.000,Violations were cited in the following area(s).,,2019-11-28T06:01:01.000,Administrative Miscellaneous / Initial Inspection,40.678155737881,-73.910751448178,316.0,37.0,36900.0,3042231.0,3015520007,BK79,20F,Current letter grade card not posted.,N,,
554,50063446,HUMMUS & PITA CO,Manhattan,585,AVE OF THE AMER,10011.0,2125107405,Mediterranean,2018-05-10T00:00:00.000,Violations were cited in the following area(s).,25.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.739025479377,-73.99563361881,104.0,3.0,8100.0,1014582.0,1007920038,MN13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,,
555,50085082,FLAMING GRILL AND MODERN BUFFET,Brooklyn,3839,NOSTRAND AVE,11235.0,7186486888,Chinese/Japanese,2019-08-08T00:00:00.000,No violations were recorded at the time of this inspection.,,2019-11-28T06:01:07.000,Administrative Miscellaneous / Initial Inspection,40.59027581235,-73.939921880442,315.0,48.0,59600.0,3204766.0,3074460001,BK17,,,,,
556,50079526,CITY BEER,Manhattan,200,E 39TH ST,10016.0,2125342337,"Bottled beverages, including water, sodas, juices, etc.",2018-08-20T00:00:00.000,Violations were cited in the following area(s).,12.0,2019-11-28T06:01:01.000,Pre-permit (Operational) / Initial Inspection,40.748813559439,-73.975714286802,106.0,4.0,7800.0,1090415.0,1009190059,MN20,04A,Food Protection Certificate not held by supervisor of food operations.,Y,,
557,41233392,INTERNATIONAL COFFEE SHOP,Brooklyn,556,WORTMAN AVENUE,11208.0,7182723545,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2018-11-20T00:00:00.000,Violations were cited in the following area(s).,12.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.661868804666,-73.873471467668,305.0,42.0,107800.0,3099000.0,3045420001,BK82,02B,Hot food item not held at or above 140º F.,Y,A,2018-11-20T00:00:00.000
558,50066387,NEW TEXAS FRIED CHICKEN,Brooklyn,639,WILSON AVE,11207.0,7185741620,American,2017-08-03T00:00:00.000,Violations were cited in the following area(s).,10.0,2019-11-28T06:01:01.000,Pre-permit (Operational) / Initial Inspection,40.68942739593,-73.905897202715,304.0,37.0,40900.0,3079770.0,3034360001,BK77,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,A,2017-08-03T00:00:00.000
559,50081523,HANDSOME RICE,Manhattan,133,E 31ST ST,10016.0,9179652944,Korean,2018-10-29T00:00:00.000,Violations were cited in the following area(s).,10.0,2019-11-28T06:01:01.000,Pre-permit (Non-operational) / Initial Inspection,40.744598657421,-73.981334859432,105.0,2.0,7200.0,1018465.0,1008870021,MN20,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Y,,
560,50046334,KEZI 88,Brooklyn,316,KINGS HWY,11223.0,3477024213,Chinese,2019-11-21T00:00:00.000,Violations were cited in the following area(s).,27.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.60499342239,-73.978705471092,311.0,47.0,42600.0,3176891.0,3066510071,BK29,02B,Hot food item not held at or above 140º F.,Y,Z,2019-11-21T00:00:00.000
561,50056565,JOY GARDEN,Bronx,687,MORRIS PARK AVE,10462.0,7185181242,Chinese,2018-01-18T00:00:00.000,Violations were cited in the following area(s).,12.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.845172421056,-73.866366221564,211.0,15.0,23600.0,2098266.0,2040490002,BX37,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,A,2018-01-18T00:00:00.000
562,41582298,HALE & HEARTY SOUP,Manhattan,655,6 AVENUE,10010.0,2127929922,Soups & Sandwiches,2018-12-28T00:00:00.000,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,48.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.741127899344,-73.994099785626,104.0,3.0,8700.0,1087522.0,1007967504,MN13,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,,
563,40914814,FUSION,Queens,3419,STEINWAY STREET,11101.0,3474680030,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2017-02-17T00:00:00.000,Violations were cited in the following area(s).,12.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.756238356218,-73.921204264201,401.0,26.0,15700.0,4430185.0,4006730016,QN70,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,A,2017-02-17T00:00:00.000
564,41395716,EMPORIO,Manhattan,231,MOTT STREET,10012.0,2129661234,Italian,2019-06-06T00:00:00.000,Violations were cited in the following area(s).,13.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.72252941951,-73.995118805103,102.0,1.0,4300.0,1007496.0,1004940024,MN24,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Y,,
565,50017467,MIS TIERRAS COLOMBIANAS,Queens,5408,ROOSEVELT AVE,11377.0,7186727272,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2016-10-17T00:00:00.000,Violations were cited in the following area(s).,12.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.744779234482,-73.910340662791,402.0,26.0,25100.0,4030988.0,4013230089,QN63,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,A,2016-10-17T00:00:00.000
566,41583142,THE COTTAGE,Manhattan,360,AMSTERDAM AVENUE,10024.0,2125957450,Chinese,2019-11-21T00:00:00.000,Violations were cited in the following area(s).,12.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.78197639914,-73.979190289769,107.0,6.0,16300.0,1030887.0,1011690029,MN12,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,A,2019-11-21T00:00:00.000
567,50069341,VOTE FOR PEDRO,Manhattan,231,E 53RD ST,10022.0,9172658552,Mexican,2019-05-29T00:00:00.000,Violations were cited in the following area(s).,,2019-11-28T06:01:01.000,Smoke-Free Air Act / Initial Inspection,40.757359008936,-73.968571416385,106.0,4.0,9800.0,1038553.0,1013270014,MN19,15F6,,,,
568,41143058,THE ROOSEVELT HOTEL,Manhattan,45,EAST   45 STREET,10017.0,2128856076,American,2019-10-29T00:00:00.000,Violations were cited in the following area(s).,28.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.754531239714,-73.977397794678,105.0,4.0,9400.0,1035393.0,1012810021,MN17,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,,
569,41639519,JUS FISHY,Brooklyn,555,FLATBUSH AVENUE,11225.0,7188260616,Caribbean,2018-05-08T00:00:00.000,Violations were cited in the following area(s).,13.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.66030698344,-73.960615760589,309.0,40.0,79801.0,3114677.0,3050280001,BK60,04A,Food Protection Certificate not held by supervisor of food operations.,Y,A,2018-05-08T00:00:00.000
570,50071784,BLUE MIST,Bronx,2166,WESTCHESTER AVE,10462.0,3474300102,Mediterranean,2018-04-04T00:00:00.000,Violations were cited in the following area(s).,21.0,2019-11-28T06:01:01.000,Pre-permit (Operational) / Initial Inspection,40.834102329657,-73.852453880474,209.0,18.0,9200.0,2092872.0,2038140042,BX59,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,,
571,50089872,LAN KWAI FONG CAFE,Queens,14238,ROOSEVELT AVE,11354.0,7188868287,Chinese,2019-04-29T00:00:00.000,Violations were cited in the following area(s).,63.0,2019-11-28T06:01:01.000,Pre-permit (Non-operational) / Initial Inspection,40.760672792002,-73.825645020061,407.0,20.0,85500.0,4113630.0,4050210021,QN22,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Y,,
572,40390209,HAVELI INDIAN RESTAURANT,Manhattan,100,SECOND AVENUE,10003.0,2129820533,Indian,2019-07-23T00:00:00.000,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,43.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.72723349088,-73.98864220959,103.0,2.0,3800.0,1006226.0,1004470007,MN22,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,,
