,id,survey_number,survey_instance_id,survey_status,survey_language,dt_submitted,question,answer,answer_is_optional,data_source,create_dt
398,87748,55,90003000,Complete,English,2019-01-23T00:00:00.000,What is the language you speak most at home?,English,False,Paper,2019-01-23T00:00:00.000
399,103266,59,90003807,Complete,English,2019-02-07T00:00:00.000,What races or ethnicities do you identify with?,White,False,Paper,2019-02-07T00:00:00.000
400,97777,64,90003377,Complete,English,2019-02-07T00:00:00.000,What ancestries or heritages do you identify with?,AtRICA~A~E,True,Paper,2019-02-07T00:00:00.000
401,118344,63,90004974,Complete,English,2019-02-07T00:00:00.000,Has anyone in your household served Write in:,Other,False,Paper,2019-02-07T00:00:00.000
402,74146,51,90001952,Complete,English,2019-01-23T00:00:00.000,How well do you speak English?,Fluently/Very well,False,Paper,2019-01-23T00:00:00.000
403,37793,22,90001349,Complete,Spanish,,How well do you speak English?,Fluently/Very well,False,Paper,2018-12-18T00:00:00.000
404,117360,63,90004896,Complete,English,2018-09-27T00:00:00.000,How well do you speak English?,Not at all,False,Paper,2019-02-07T00:00:00.000
405,35463,23,90001163,Complete,Spanish,,How well do you speak English?,Fluently/Very well,False,Paper,2018-12-18T00:00:00.000
406,24736,33,90000309,Complete,English,,What sex were you given at birth?,Female,False,Paper,2018-12-18T00:00:00.000
407,226634,105,90011313,Complete,English,2018-11-01T00:00:00.000,How well do you speak English?,Not well,False,Paper,2019-09-10T00:00:00.000
408,40710,36,90001578,Complete,Chinese,,What ancestries or heritages do you identify with?,American,False,Paper,2018-12-18T00:00:00.000
409,26894,27,90000478,Complete,English,,How well do you speak English?,Fluently/Very well,False,Paper,2018-12-18T00:00:00.000
410,220362,105,90010792,Complete,Chinese,2019-09-10T00:00:00.000,What service did you apply for?,Senior Center,False,Paper,2019-09-10T00:00:00.000
411,99051,62,90003471,Complete,English,2018-12-18T00:00:00.000,Are you intersex?,No,False,Paper,2019-02-07T00:00:00.000
412,130422,50003666,3777,Complete,English,2019-03-05T00:00:00.000,What NYC agency did you apply for services with today?,HRA - Human Resources Administration / Social Services,False,OnLine,2019-03-08T00:00:00.000
413,109226,61,90004264,Complete,English,2018-12-17T00:00:00.000,Are you intersex?,No,False,Paper,2019-02-07T00:00:00.000
414,59233,50003666,1387,Complete,English,2018-07-19T00:00:00.000,What races or ethnicities do you identify with?,Black / African American / African,False,OnLine,2019-01-11T00:00:00.000
415,109897,64,90004320,Complete,Chinese,2019-02-07T00:00:00.000,What is the language you speak most at home?,Chinese Cantonese,False,Paper,2019-02-07T00:00:00.000
416,85801,53,90002849,Complete,Spanish,2019-01-23T00:00:00.000,Are you intersex?,No,False,Paper,2019-01-23T00:00:00.000
417,6750,16,3,Complete,English,2018-09-28T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2018-11-15T00:00:00.000
418,127255,73,90005697,Complete,English,2019-02-19T00:00:00.000,What is the language you speak most at home?,Vietnamese,False,Paper,2019-02-19T00:00:00.000
419,73780,55,90001923,Complete,English,2018-11-20T00:00:00.000,What sex were you given at birth?,Female,False,Paper,2019-01-23T00:00:00.000
420,92938,50003666,2382,Complete,English,2019-01-20T00:00:00.000,How would you describe your gender?,Male,False,OnLine,2019-02-07T00:00:00.000
421,110451,59,90004362,Complete,English,2001-10-23T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-02-07T00:00:00.000
422,109134,62,90004258,Complete,English,2019-02-07T00:00:00.000,What is the language you speak most at home?,English,False,Paper,2019-02-07T00:00:00.000
423,22610,28,90000138,Complete,English,,What service did you apply for?,Senior Center,False,Paper,2018-12-18T00:00:00.000
424,77437,52,90002212,Complete,English,2019-01-23T00:00:00.000,Are you intersex?,No,False,Paper,2019-01-23T00:00:00.000
425,117129,61,90004879,Complete,English,2019-02-07T00:00:00.000,Are you intersex?,No,False,Paper,2019-02-07T00:00:00.000
426,94611,50003666,2589,Complete,English,2019-01-26T00:00:00.000,What sex were you given at birth?,Male,False,OnLine,2019-02-07T00:00:00.000
427,218043,50003666,8960,Complete,English,2019-08-15T00:00:00.000,Do you want to answer the questions?,Yes,False,OnLine,2019-09-10T00:00:00.000
428,71459,50003666,2276,Complete,English,2018-12-11T00:00:00.000,Do you want to answer the questions?,Yes,False,OnLine,2019-01-11T00:00:00.000
429,121778,50003666,3247,Complete,English,2019-02-14T00:00:00.000,What NYC agency did you apply for services with today?,HRA - Human Resources Administration / Social Services,False,OnLine,2019-02-19T00:00:00.000
430,67194,50003666,1978,Complete,English,2018-11-20T00:00:00.000,What ancestries or heritages do you identify with?,Irish,False,OnLine,2019-01-11T00:00:00.000
431,109483,61,90004285,Complete,English,2019-02-07T00:00:00.000,How well do you speak English?,Fluently/Very well,False,Paper,2019-02-07T00:00:00.000
432,85104,54,90002796,Complete,English,2019-01-23T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-01-23T00:00:00.000
433,111539,64,90004447,Complete,English,2018-10-25T00:00:00.000,What is the language you speak most at home?,English,False,Paper,2019-02-07T00:00:00.000
434,66098,50003666,1900,Complete,English,2018-11-09T00:00:00.000,Has anyone in your household served Write in:,Other - Write-in: None,True,OnLine,2019-01-11T00:00:00.000
435,34921,17,90001122,Complete,Spanish,,How well do you speak English?,Fluently/Very well,False,Paper,2018-12-18T00:00:00.000
436,124667,76,90005465,Complete,English,2019-02-19T00:00:00.000,Do you want to answer the questions?,No,False,Paper,2019-02-19T00:00:00.000
437,37791,22,90001349,Complete,Spanish,,What is the language you speak most at home?,English,False,Paper,2018-12-18T00:00:00.000
438,78379,54,90002282,Complete,English,2019-01-23T00:00:00.000,What service did you apply for?,Senior Center,False,Paper,2019-01-23T00:00:00.000
439,121110,75,90005143,Complete,English,2019-02-19T00:00:00.000,How would you describe your gender?,Female,False,Paper,2019-02-19T00:00:00.000
440,69000,50003666,2103,Complete,English,2018-11-20T00:00:00.000,How well do you speak English?,Fluently/Very well,False,OnLine,2019-01-11T00:00:00.000
441,76435,53,90002132,Complete,English,2018-10-25T00:00:00.000,What service did you apply for?,Senior Center,False,Paper,2019-01-23T00:00:00.000
442,133977,50003666,4272,Complete,English,2019-03-22T00:00:00.000,What other languages do you speak?,None,False,OnLine,2019-03-22T00:00:00.000
443,72130,50003666,2324,Complete,English,2018-12-11T00:00:00.000,What ancestries or heritages do you identify with?,Arab Write-in: arab,True,OnLine,2019-01-11T00:00:00.000
444,25928,33,90000403,Complete,English,,Are you intersex?,No,False,Paper,2018-12-18T00:00:00.000
445,89075,51,90003105,Complete,English,2018-12-07T00:00:00.000,What is the language you speak most at home?,English,False,Paper,2019-01-23T00:00:00.000
446,111911,60,90004476,Complete,English,2018-11-26T00:00:00.000,What other languages do you speak?,English,False,Paper,2019-02-07T00:00:00.000
447,117135,61,90004880,Complete,Spanish,1935-10-24T00:00:00.000,What service did you apply for?,Early Care and Education,False,Paper,2019-02-07T00:00:00.000
448,133686,50003666,4229,Complete,English,2019-03-20T00:00:00.000,What NYC agency did you apply for services with today?,HRA - Human Resources Administration / Social Services,False,OnLine,2019-03-22T00:00:00.000
449,83405,50,90002670,Complete,English,2019-01-23T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-01-23T00:00:00.000
450,61231,50003666,1552,Complete,English,2018-10-14T00:00:00.000,What sex were you given at birth?,Female,False,OnLine,2019-01-11T00:00:00.000
451,93501,50003666,2443,Complete,English,2019-01-22T00:00:00.000,How well do you speak English?,Fluently/Very well,False,OnLine,2019-02-07T00:00:00.000
452,219813,50003666,9225,Complete,English,2019-08-24T00:00:00.000,Do you want to answer the questions?,Yes,False,OnLine,2019-09-10T00:00:00.000
453,89682,54,90003146,Complete,English,2019-01-23T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-01-23T00:00:00.000
454,218822,108,90010665,Complete,Spanish,2019-08-16T00:00:00.000,What is the language you speak most at home?,Spanish,False,Paper,2019-09-10T00:00:00.000
455,130934,50003666,3849,Complete,English,2019-03-06T00:00:00.000,What sex were you given at birth?,Female,False,OnLine,2019-03-08T00:00:00.000
456,70120,50003666,2181,Complete,English,2018-11-26T00:00:00.000,What is the language you speak most at home?,Russian,False,OnLine,2019-01-11T00:00:00.000
457,30975,21,90000799,Complete,English,,How well do you speak English?,Fluently/Very well,False,Paper,2018-12-18T00:00:00.000
458,93662,50003666,2468,Complete,English,2019-01-23T00:00:00.000,Has anyone in your household served Write in:,English,False,OnLine,2019-02-07T00:00:00.000
459,94991,50003666,2634,Complete,English,2019-01-28T00:00:00.000,Do you want to answer the questions?,No,False,OnLine,2019-02-07T00:00:00.000
460,79466,51,90002369,Complete,Chinese,2019-01-23T00:00:00.000,How would you describe your gender?,Male,False,Paper,2019-01-23T00:00:00.000
461,105866,58,90003998,Complete,Chinese,2018-12-17T00:00:00.000,How well do you speak English?,Well,False,Paper,2019-02-07T00:00:00.000
462,221707,50003666,9506,Complete,English,2019-09-04T00:00:00.000,How would you describe your gender?,Male,False,OnLine,2019-09-10T00:00:00.000
463,97342,50003666,2942,Complete,English,2019-02-05T00:00:00.000,What other languages do you speak?,Other - Write-in: UZBEK,True,OnLine,2019-02-07T00:00:00.000
464,127999,50003666,3447,Complete,English,2019-02-21T00:00:00.000,Do you want to answer the questions?,No,False,OnLine,2019-03-08T00:00:00.000
465,63941,50003666,1741,Complete,English,2018-10-22T00:00:00.000,What is your sexual orientation?,Heterosexual (straight),False,OnLine,2019-01-11T00:00:00.000
466,119064,64,90005031,Complete,English,2019-02-07T00:00:00.000,Are you intersex?,No,False,Paper,2019-02-07T00:00:00.000
467,79804,55,90002396,Complete,English,2019-01-23T00:00:00.000,What service did you apply for?,Senior Center,False,Paper,2019-01-23T00:00:00.000
468,219103,106,90010689,Complete,Spanish,2019-07-30T00:00:00.000,What races or ethnicities do you identify with?,Hispanic or Latino,False,Paper,2019-09-10T00:00:00.000
469,64245,50003666,1765,Complete,English,2018-10-26T00:00:00.000,What ancestries or heritages do you identify with?,African American,False,OnLine,2019-01-11T00:00:00.000
470,28999,34,90000644,Complete,English,,How well do you speak English?,Not well,False,Paper,2018-12-18T00:00:00.000
471,130380,50003666,3772,Complete,English,2019-03-04T00:00:00.000,Has anyone in your household served Write in:,English,False,OnLine,2019-03-08T00:00:00.000
472,130452,50003666,3782,Complete,English,2019-03-05T00:00:00.000,What ancestries or heritages do you identify with?,Dominican,False,OnLine,2019-03-08T00:00:00.000
473,101104,59,90003625,Complete,English,2019-02-07T00:00:00.000,Are you intersex?,No,False,Paper,2019-02-07T00:00:00.000
474,85807,50,90002850,Complete,English,2019-01-23T00:00:00.000,What service did you apply for?,Public school,False,Paper,2019-01-23T00:00:00.000
475,112770,60,90004546,Complete,English,2019-02-07T00:00:00.000,Are you intersex?,No,False,Paper,2019-02-07T00:00:00.000
476,22547,28,90000132,Complete,English,,Are you intersex?,No,False,Paper,2018-12-18T00:00:00.000
477,118365,63,90004976,Complete,Chinese,2019-02-07T00:00:00.000,What ancestries or heritages do you identify with?,Chinese,False,Paper,2019-02-07T00:00:00.000
478,130757,50003666,3826,Complete,English,2019-03-06T00:00:00.000,What service did you apply for?,Supplemental Nutrition Assistance Program (SNAP) alone,False,OnLine,2019-03-08T00:00:00.000
479,22257,23,90000112,Complete,English,,Has anyone in your household served Write in:,Self,False,Paper,2018-12-18T00:00:00.000
480,77230,55,90002193,Complete,English,2019-01-23T00:00:00.000,What races or ethnicities do you identify with?,Hispanic or Latino,False,Paper,2019-01-23T00:00:00.000
481,73787,53,90001924,Complete,Russian,2019-01-23T00:00:00.000,What races or ethnicities do you identify with?,White,False,Paper,2019-01-23T00:00:00.000
482,68883,50003666,2095,Complete,English,2018-11-20T00:00:00.000,What sex were you given at birth?,Female,False,OnLine,2019-01-11T00:00:00.000
483,104978,60,90003933,Complete,Spanish,2018-12-21T00:00:00.000,How would you describe your gender?,Female,False,Paper,2019-02-07T00:00:00.000
484,24329,36,90000278,Complete,English,,Do you want to answer the questions?,Yes,False,Paper,2018-12-18T00:00:00.000
485,72150,50003666,2325,Complete,English,2018-12-11T00:00:00.000,What other languages do you speak?,English,False,OnLine,2019-01-11T00:00:00.000
486,67276,50003666,1983,Complete,English,2018-11-20T00:00:00.000,Has anyone in your household served Write in:,Other - Write-in: parent,True,OnLine,2019-01-11T00:00:00.000
487,34553,27,90001094,Complete,English,,What service did you apply for?,Senior Center,False,Paper,2018-12-18T00:00:00.000
488,107500,61,90004130,Complete,English,2019-02-07T00:00:00.000,What ancestries or heritages do you identify with?,Colombian,False,Paper,2019-02-07T00:00:00.000
489,34091,21,90001057,Complete,English,,Has anyone in your household served Write in:,NO~E~,True,Paper,2018-12-18T00:00:00.000
490,37697,30,90001341,Complete,Chinese,,How well do you speak English?,Fluently/Very well,False,Paper,2018-12-18T00:00:00.000
491,80283,52,90002430,Complete,Chinese,2019-01-23T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-01-23T00:00:00.000
492,227676,105,90011400,Complete,English,2019-09-10T00:00:00.000,What sex were you given at birth?,Female,False,Paper,2019-09-10T00:00:00.000
493,95517,50003666,2701,Complete,English,2019-01-29T00:00:00.000,What other languages do you speak?,Spanish,False,OnLine,2019-02-07T00:00:00.000
494,78804,55,90002317,Complete,Spanish,2019-01-23T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-01-23T00:00:00.000
495,75558,53,90002060,Complete,English,2019-01-23T00:00:00.000,How would you describe your gender?,Female,False,Paper,2019-01-23T00:00:00.000
496,118315,60,90004972,Complete,English,2018-10-23T00:00:00.000,What ancestries or heritages do you identify with?,African American,False,Paper,2019-02-07T00:00:00.000
497,69621,50003666,2144,Complete,English,2018-11-21T00:00:00.000,What service did you apply for?,Public school,False,OnLine,2019-01-11T00:00:00.000
498,77567,50,90002224,Complete,English,2018-11-09T00:00:00.000,How well do you speak English?,Not well,False,Paper,2019-01-23T00:00:00.000
499,125548,76,90005544,Complete,English,2019-01-09T00:00:00.000,What ancestries or heritages do you identify with?,American,False,Paper,2019-02-19T00:00:00.000
500,123421,73,90005352,Complete,English,2019-02-19T00:00:00.000,How would you describe your gender?,Female,False,Paper,2019-02-19T00:00:00.000
501,22702,29,90000148,Complete,Spanish,,What races or ethnicities do you identify with?,White,False,Paper,2018-12-18T00:00:00.000
502,29234,21,90000663,Complete,Spanish,,Has anyone in your household served Write in:,NONE~,True,Paper,2018-12-18T00:00:00.000
503,37592,36,90001334,Complete,English,,How well do you speak English?,Fluently/Very well,False,Paper,2018-12-18T00:00:00.000
504,226783,108,90011326,Complete,Chinese,2019-08-13T00:00:00.000,What ancestries or heritages do you identify with?,i,True,Paper,2019-09-10T00:00:00.000
505,78936,51,90002328,Complete,Spanish,2019-01-23T00:00:00.000,What ancestries or heritages do you identify with?,Dominican,False,Paper,2019-01-23T00:00:00.000
506,95268,50003666,2672,Complete,English,2019-01-29T00:00:00.000,How would you describe your gender?,Male,False,OnLine,2019-02-07T00:00:00.000
507,21398,33,90000038,Complete,English,,Are you intersex?,No,False,Paper,2018-12-18T00:00:00.000
508,111895,59,90004475,Complete,English,2019-02-07T00:00:00.000,How well do you speak English?,Well,False,Paper,2019-02-07T00:00:00.000
509,116205,64,90004808,Complete,Bengali,2019-01-02T00:00:00.000,Do you want to answer the questions?,No,False,Paper,2019-02-07T00:00:00.000
510,73501,50,90001900,Complete,English,2018-11-21T00:00:00.000,What ancestries or heritages do you identify with?,Arab,False,Paper,2019-01-23T00:00:00.000
511,81057,53,90002488,Complete,English,,Are you intersex?,No,False,Paper,2019-01-23T00:00:00.000
512,28765,28,90000623,Complete,Chinese,,How would you describe your gender?,Female,False,Paper,2018-12-18T00:00:00.000
513,30148,27,90000735,Complete,English,,What is the language you speak most at home?,Korean,False,Paper,2018-12-18T00:00:00.000
514,73116,50,90001872,Complete,English,2018-11-13T00:00:00.000,Has anyone in your household served Write in:,Other,False,Paper,2019-01-23T00:00:00.000
515,125043,76,90005503,Complete,Spanish,2019-02-19T00:00:00.000,What service did you apply for?,Public school,False,Paper,2019-02-19T00:00:00.000
516,226837,108,90011330,Complete,English,2005-06-13T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-09-10T00:00:00.000
517,43140,26,90001768,Complete,Chinese,,What service did you apply for?,Senior Center,False,Paper,2018-12-18T00:00:00.000
518,113949,59,90004637,Complete,Russian,2008-10-29T00:00:00.000,What races or ethnicities do you identify with?,White,False,Paper,2019-02-07T00:00:00.000
519,94438,50003666,2571,Complete,English,2019-01-26T00:00:00.000,What is your sexual orientation?,Heterosexual (straight),False,OnLine,2019-02-07T00:00:00.000
520,25399,34,90000363,Complete,English,,How would you describe your gender?,Male,False,Paper,2018-12-18T00:00:00.000
521,97965,58,90003390,Complete,Chinese,2019-02-07T00:00:00.000,How well do you speak English?,Not at all,False,Paper,2019-02-07T00:00:00.000
522,27570,27,90000530,Complete,Chinese,,Do you want to answer the questions?,Yes,False,Paper,2018-12-18T00:00:00.000
523,60736,50003666,1516,Complete,English,2018-10-11T00:00:00.000,What sex were you given at birth?,Female,False,OnLine,2019-01-11T00:00:00.000
524,115228,61,90004734,Complete,English,2019-02-07T00:00:00.000,What ancestries or heritages do you identify with?,Peruvian,False,Paper,2019-02-07T00:00:00.000
525,95139,50003666,2650,Complete,English,2019-01-28T00:00:00.000,What races or ethnicities do you identify with?,Black / African American / African,False,OnLine,2019-02-07T00:00:00.000
526,30767,21,90000784,Complete,Chinese,,How well do you speak English?,Fluently/Very well,False,Paper,2018-12-18T00:00:00.000
527,100942,59,90003615,Complete,English,2019-02-07T00:00:00.000,What ancestries or heritages do you identify with?,African American,False,Paper,2019-02-07T00:00:00.000
528,25967,34,90000407,Complete,English,,What ancestries or heritages do you identify with?,Ecuadorian,False,Paper,2018-12-18T00:00:00.000
529,223221,107,90011035,Complete,English,2019-09-10T00:00:00.000,What is the language you speak most at home?,Other,False,Paper,2019-09-10T00:00:00.000
530,34923,17,90001122,Complete,Spanish,,What sex were you given at birth?,Female,False,Paper,2018-12-18T00:00:00.000
531,131322,50003666,3894,Complete,English,2019-03-07T00:00:00.000,What NYC agency did you apply for services with today?,HRA - Human Resources Administration / Social Services,False,OnLine,2019-03-08T00:00:00.000
532,71452,50003666,2274,Complete,English,2018-12-11T00:00:00.000,What service did you apply for?,Public school,False,OnLine,2019-01-11T00:00:00.000
533,34975,33,90001126,Complete,English,,What ancestries or heritages do you identify with?,Chinese,False,Paper,2018-12-18T00:00:00.000
534,116251,63,90004813,Complete,Chinese,2019-02-07T00:00:00.000,What service did you apply for?,Senior Center,False,Paper,2019-02-07T00:00:00.000
535,64643,50003666,1794,Complete,English,2018-10-30T00:00:00.000,What is the language you speak most at home?,English,False,OnLine,2019-01-11T00:00:00.000
536,89239,54,90003116,Complete,English,2018-10-18T00:00:00.000,How would you describe your gender?,Female,False,Paper,2019-01-23T00:00:00.000
537,80562,52,90002451,Complete,Spanish,2018-08-11T00:00:00.000,What races or ethnicities do you identify with?,Hispanic or Latino,False,Paper,2019-01-23T00:00:00.000
538,63501,50003666,1711,Complete,English,2018-10-21T00:00:00.000,What other languages do you speak?,English,False,OnLine,2019-01-11T00:00:00.000
539,218570,107,90010644,Complete,English,2019-09-10T00:00:00.000,What ancestries or heritages do you identify with?,African American,False,Paper,2019-09-10T00:00:00.000
540,105306,59,90003958,Complete,English,2018-11-15T00:00:00.000,Are you intersex?,No,False,Paper,2019-02-07T00:00:00.000
541,89218,54,90003114,Complete,Chinese,2019-01-23T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-01-23T00:00:00.000
542,28007,24,90000565,Complete,English,,What service did you apply for?,Case Management,False,Paper,2018-12-18T00:00:00.000
543,82781,51,90002622,Complete,Spanish,2019-01-23T00:00:00.000,What ancestries or heritages do you identify with?,Mexican,False,Paper,2019-01-23T00:00:00.000
544,125045,76,90005503,Complete,Spanish,2019-02-19T00:00:00.000,What ancestries or heritages do you identify with?,Mexican,False,Paper,2019-02-19T00:00:00.000
545,59669,50003666,1429,Complete,English,2018-08-30T00:00:00.000,What races or ethnicities do you identify with?,Hispanic or Latino,False,OnLine,2019-01-11T00:00:00.000
546,227214,107,90011361,Complete,English,2019-03-20T00:00:00.000,How well do you speak English?,Fluently/Very well,False,Paper,2019-09-10T00:00:00.000
547,223356,50003666,9720,Complete,English,2019-09-09T00:00:00.000,What service did you apply for?,Supplemental Nutrition Assistance Program (SNAP) alone,False,OnLine,2019-09-10T00:00:00.000
548,101825,62,90003685,Complete,English,2019-02-07T00:00:00.000,Are you intersex?,No,False,Paper,2019-02-07T00:00:00.000
549,75539,51,90002059,Complete,English,2018-12-02T00:00:00.000,What races or ethnicities do you identify with?,Hispanic or Latino,False,Paper,2019-01-23T00:00:00.000
550,82722,55,90002617,Complete,English,2019-01-23T00:00:00.000,What is the language you speak most at home?,U~BE~,True,Paper,2019-01-23T00:00:00.000
551,100318,58,90003569,Complete,English,2019-02-07T00:00:00.000,Are you intersex?,No,False,Paper,2019-02-07T00:00:00.000
552,127745,50003666,3404,Complete,English,2019-02-20T00:00:00.000,What is your sexual orientation?,Heterosexual (straight),False,OnLine,2019-03-08T00:00:00.000
553,92532,54,90003367,Complete,English,2019-01-23T00:00:00.000,How well do you speak English?,Fluently/Very well,False,Paper,2019-01-23T00:00:00.000
554,29900,33,90000717,Complete,English,,What service did you apply for?,Senior Center,False,Paper,2018-12-18T00:00:00.000
555,100140,60,90003557,Complete,English,2019-02-07T00:00:00.000,What races or ethnicities do you identify with?,Hispanic or Latino,False,Paper,2019-02-07T00:00:00.000
556,110398,58,90004358,Complete,Chinese,2019-02-07T00:00:00.000,Are you intersex?,No,False,Paper,2019-02-07T00:00:00.000
557,64383,50003666,1774,Complete,English,2018-10-27T00:00:00.000,What sex were you given at birth?,Female,False,OnLine,2019-01-11T00:00:00.000
558,219501,50003666,9187,Complete,English,2019-08-22T00:00:00.000,Do you want to answer the questions?,Yes,False,OnLine,2019-09-10T00:00:00.000
559,74753,52,90001999,Complete,English,2019-01-23T00:00:00.000,What other languages do you speak?,English,False,Paper,2019-01-23T00:00:00.000
560,226897,108,90011336,Complete,English,2019-09-10T00:00:00.000,How would you describe your gender?,Male,False,Paper,2019-09-10T00:00:00.000
561,223163,107,90011031,Complete,English,2019-08-13T00:00:00.000,What service did you apply for?,Public school,False,Paper,2019-09-10T00:00:00.000
562,38269,17,90001386,Complete,English,,Do you want to answer the questions?,Yes,False,Paper,2018-12-18T00:00:00.000
563,218295,50003666,8991,Complete,English,2019-08-16T00:00:00.000,What sex were you given at birth?,Female,False,OnLine,2019-09-10T00:00:00.000
564,218464,106,90010634,Complete,English,2019-09-10T00:00:00.000,What service did you apply for?,IDNYC,False,Paper,2019-09-10T00:00:00.000
565,27730,29,90000544,Complete,English,,What service did you apply for?,Senior Center,False,Paper,2018-12-18T00:00:00.000
566,132588,50003666,4061,Complete,English,2019-03-15T00:00:00.000,What is your sexual orientation?,Heterosexual (straight),False,OnLine,2019-03-18T00:00:00.000
567,62128,50003666,1613,Complete,English,2018-10-17T00:00:00.000,Do you want to answer the questions?,Yes,False,OnLine,2019-01-11T00:00:00.000
568,31877,27,90000872,Complete,Chinese,,What races or ethnicities do you identify with?,Asian,False,Paper,2018-12-18T00:00:00.000
569,133315,50003666,4168,Complete,English,2019-03-19T00:00:00.000,What service did you apply for?,Supplemental Nutrition Assistance Program (SNAP) alone,False,OnLine,2019-03-19T00:00:00.000
570,220208,106,90010779,Complete,English,2019-09-10T00:00:00.000,What NYC agency did you apply for services with today?,HRA - Human Resources Administration / Social Services,False,Paper,2019-09-10T00:00:00.000
571,107153,62,90004104,Complete,Spanish,2018-12-10T00:00:00.000,Do you want to answer the questions?,No,False,Paper,2019-02-07T00:00:00.000
572,123075,76,90005318,Complete,Spanish,2019-01-09T00:00:00.000,What sex were you given at birth?,Female,False,Paper,2019-02-19T00:00:00.000
573,62294,50003666,1624,Complete,English,2018-10-18T00:00:00.000,What other languages do you speak?,English,False,OnLine,2019-01-11T00:00:00.000
574,22165,32,90000104,Complete,Spanish,,How well do you speak English?,Not at all,False,Paper,2018-12-18T00:00:00.000
575,27860,21,90000553,Complete,English,,How well do you speak English?,Fluently/Very well,False,Paper,2018-12-18T00:00:00.000
576,30083,26,90000730,Complete,English,,What ancestries or heritages do you identify with?,Chinese,False,Paper,2018-12-18T00:00:00.000
577,22721,30,90000149,Complete,English,,What is the language you speak most at home?,English,False,Paper,2018-12-18T00:00:00.000
578,222502,108,90010975,Complete,English,2019-09-10T00:00:00.000,How well do you speak English?,Well,False,Paper,2019-09-10T00:00:00.000
579,37802,34,90001350,Complete,English,,What service did you apply for?,Senior Center,False,Paper,2018-12-18T00:00:00.000
580,132311,50003666,4019,Complete,English,2019-03-14T00:00:00.000,What is your sexual orientation?,Another sexual orientation - Write-in: optional,True,OnLine,2019-03-18T00:00:00.000
581,63739,50003666,1727,Complete,English,2018-10-22T00:00:00.000,What other languages do you speak?,Spanish,False,OnLine,2019-01-11T00:00:00.000
582,32246,21,90000901,Complete,English,,What ancestries or heritages do you identify with?,Hispanic or Latino not listed,False,Paper,2018-12-18T00:00:00.000
583,124492,73,90005450,Complete,English,2019-02-19T00:00:00.000,What ancestries or heritages do you identify with?,Arab,False,Paper,2019-02-19T00:00:00.000
584,117754,61,90004929,Complete,Spanish,2018-12-06T00:00:00.000,How well do you speak English?,Not at all,False,Paper,2019-02-07T00:00:00.000
585,112780,61,90004547,Complete,English,2018-01-02T00:00:00.000,What ancestries or heritages do you identify with?,ITALIAN,True,Paper,2019-02-07T00:00:00.000
586,21616,33,90000060,Complete,English,,What service did you apply for?,Senior Center,False,Paper,2018-12-18T00:00:00.000
587,21532,36,90000051,Complete,Chinese,,What service did you apply for?,Public school,False,Paper,2018-12-18T00:00:00.000
588,81853,50,90002550,Complete,English,2008-11-14T00:00:00.000,What service did you apply for?,Public school,False,Paper,2019-01-23T00:00:00.000
589,216880,50003666,8793,Complete,English,2019-08-09T00:00:00.000,What races or ethnicities do you identify with?,Hispanic or Latino,False,OnLine,2019-09-10T00:00:00.000
590,109939,60,90004323,Complete,Russian,2019-02-07T00:00:00.000,What races or ethnicities do you identify with?,White,False,Paper,2019-02-07T00:00:00.000
591,226062,107,90011268,Complete,Spanish,2019-09-10T00:00:00.000,What NYC agency did you apply for services with today?,HRA - Human Resources Administration / Social Services,False,Paper,2019-09-10T00:00:00.000
592,32774,33,90000944,Complete,English,,What sex were you given at birth?,Female,False,Paper,2018-12-18T00:00:00.000
593,69144,50003666,2113,Complete,English,2018-11-20T00:00:00.000,What other languages do you speak?,English,False,OnLine,2019-01-11T00:00:00.000
594,103664,62,90003837,Complete,English,1944-06-30T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-02-07T00:00:00.000
595,218926,108,90010674,Complete,Arabic,2019-09-10T00:00:00.000,Are you intersex?,No,False,Paper,2019-09-10T00:00:00.000
596,37369,29,90001317,Complete,Spanish,,How well do you speak English?,Not well,False,Paper,2018-12-18T00:00:00.000
597,221650,50003666,9499,Complete,Spanish,2019-09-03T00:00:00.000,How well do you speak English?,Not well,False,OnLine,2019-09-10T00:00:00.000
598,94022,50003666,2517,Complete,English,2019-01-24T00:00:00.000,What NYC agency did you apply for services with today?,HRA - Human Resources Administration / Social Services,False,OnLine,2019-02-07T00:00:00.000
599,41856,17,90001666,Complete,Chinese,,What service did you apply for?,Senior Center,False,Paper,2018-12-18T00:00:00.000
600,26999,28,90000485,Complete,English,,What other languages do you speak?,Italian,False,Paper,2018-12-18T00:00:00.000
601,80093,55,90002419,Complete,Spanish,1943-05-17T00:00:00.000,What service did you apply for?,Early Care and Education,False,Paper,2019-01-23T00:00:00.000
602,75645,51,90002067,Complete,English,1936-08-15T00:00:00.000,What service did you apply for?,Senior Center,False,Paper,2019-01-23T00:00:00.000
