,centername,legalname,building,street,borough,zipcode,phone,permitexp,status,agerange,maximumcapacity,dc_id,programtype,facilitytype,childcaretype,bin,violationratepercent,totaleducationalworkers,averagetotaleducationalworkers,publichealthhazardviolationrate,criticalviolationrate,inspectiondate,regulationsummary,violationcategory,healthcodesubsection,violationstatus,inspectionsummaryresult,permitnumber,datepermitted,actual,url,violationavgratepercent,averagepublichealthhazardiolationrate,avgcriticalviolationrate
550,"NORTHERN MANHATTAN PERINATAL PARTNERSHIP, INC.","NORTHERN MANHATTAN PERINATAL PARTNERSHIP, INC.",521-527,WEST 155TH STREET,MANHATTAN,10032,212-926-8264,2020-09-10T00:00:00.000,Permitted,2 YEARS - 5 YEARS,91,DC18861,PRESCHOOL,GDC,Child Care - Pre School,1084191,33.3333,15,11.7988,33.3333,33.3333,2018-05-16T00:00:00.000,At time of inspection it was determined that child care service failed to conduct and document monthly fire drills.,CRITICAL,47.59(d),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,7910.0,2008-09-10T00:00:00.000,Y,NMPPCARES.org,32.019,13.2274,28.4717
551,Joan Fenichel Therapeutic Nursery,THE LEAGUE SCHOOL Inc.',470,VANDERBILT AVENUE,BROOKLYN,11238,718-643-5300,2020-03-13T00:00:00.000,Permitted,2 YEARS - 5 YEARS,200,DC20953,PRESCHOOL,GDC,Child Care - Pre School,3335094,0.0,46,11.7988,0.0,0.0,2017-10-13T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations,13457.0,2012-03-13T00:00:00.000,Y,www.leaguecenter.org,32.019,13.2274,28.4717
552,CHURCH IN THE GARDENS,THE CHURCH IN THE GARDENS NURSERY SCHOOL,50,ASCAN AVENUE,QUEENS,11375,718-268-7980,2021-04-25T00:00:00.000,Permitted,2 YEARS - 5 YEARS,34,DC1154,PRESCHOOL,GDC,Child Care - Pre School,4437656,66.6667,5,11.7988,16.6667,66.6667,2018-02-08T00:00:00.000,All teachers have not received training in infectious disease control and reporting.,GENERAL,47.37 (b)(2),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,5561.0,2005-04-25T00:00:00.000,N,,32.019,13.2274,28.4717
553,BUILDING BLOCKS DAY CARE,BUILDING BLOCKS DAY CARE LLC,6810,20 AVENUE,BROOKLYN,11204,718-331-2595,2020-05-20T00:00:00.000,Permitted,2 YEARS - 5 YEARS,24,DC31738,PRESCHOOL,GDC,Child Care - Pre School,3135042,16.6667,5,11.7988,0.0,16.6667,2018-10-17T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations,64698.0,2014-05-20T00:00:00.000,Y,buildingblocksny.com,32.019,13.2274,28.4717
554,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC.","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC.",300,VERNON AVENUE,BROOKLYN,11206,718-443-2900,2019-11-25T00:00:00.000,Expired-In Renewal,2 YEARS - 5 YEARS,55,DC25996,PRESCHOOL,GDC,Child Care - Pre School,3341749,20.0,7,11.7988,0.0,20.0,2019-05-24T00:00:00.000,SCR clearances not arranged for; clearance review not conducted; SCR clearance not repeated every two years,CRITICAL,47.19(c)(3),OPEN,Initial Annual Inspection - Reinspection Required; Fines pending,54477.0,2013-11-25T00:00:00.000,Y,ccbq.org,32.019,13.2274,28.4717
555,HAPPY CATERPILLAR CLUBHOUSE,HAPPY CATERPILLAR CLUBHOUSE,67-52,79TH ST,QUEENS,11379,718-974-8319,2020-08-30T00:00:00.000,Permitted,2 YEARS - 5 YEARS,33,DC34504,PRESCHOOL,GDC,Child Care - Pre School,4091601,20.0,6,11.7988,0.0,20.0,2019-08-22T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations,103782.0,2016-08-30T16:10:18.000,Y,,32.019,13.2274,28.4717
556,SEABURY DAY CARE CENTER,"RISING GROUND, INC.",575,SOUNDVIEW AVENUE,BRONX,10473,718-991-1500,2021-02-25T00:00:00.000,Permitted,2 YEARS - 5 YEARS,82,DC24791,PRESCHOOL,GDC,Child Care - Pre School,2021465,60.0,11,11.7988,20.0,60.0,2019-07-12T00:00:00.000,Child care service operating without a permit; Permit expired.,PUBLIC HEALTH HAZARD,47.03(a),OPEN,,33197.0,2013-02-25T00:00:00.000,Y,www.leakeandwatts.org,32.019,13.2274,28.4717
557,THE LEARNING EXPERIENCE,BRIGHT BEGINNINGS EARLY CHILDHOOD CENTER INC,215-15,NORTHERN BOULEVARD,QUEENS,11361,718-224-1760,2021-03-20T00:00:00.000,Permitted,2 YEARS - 5 YEARS,112,DC31905,PRESCHOOL,GDC,Child Care - Pre School,4138467,20.0,17,11.7988,0.0,20.0,2018-04-23T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection,83577.0,2015-03-20T00:00:00.000,Y,www.thelearningexperience.com,32.019,13.2274,28.4717
558,UPTOWN HARLEM GEMS,HARLEM CHILDRENS ZONE,381,LENOX AVENUE,MANHATTAN,10027,646-539-5898,2115-01-23T00:00:00.000,Active,2 YEARS - 5 YEARS,0,DC17146,PRESCHOOL,SBCC,School Based Child Care,1089104,66.6667,1,7.905,66.6667,66.6667,2017-12-06T00:00:00.000,Walls and ceiling in comercial building not properly constructed; not maintained in good repair; unclean,GENERAL,131.09(f),CORRECTED,Initial Annual Inspection - Reinspection Not Required,,,,,39.6886,22.3036,30.1451
559,"THE EAST HARLEM BLOCK NURSERY, INC.","THE EAST HARLEM BLOCK NURSERY, INC.",1299,AMSTERDAM AVENUE,MANHATTAN,10027,212-666-6000,2021-05-23T00:00:00.000,Permitted,2 YEARS - 5 YEARS,68,DC21651,PRESCHOOL,GDC,Child Care - Pre School,1084095,75.0,12,11.7988,50.0,75.0,2017-10-25T00:00:00.000,Exits and other egress not provided with required signage at time of inspection.,CRITICAL,47.59 (a),CORRECTED,Initial Annual Inspection - Reinspection Required,8281.0,2011-05-23T00:00:00.000,Y,www.eastharlemblocknursery.org,32.019,13.2274,28.4717
560,BLANCHE COMMUNITY PROGRESS DAY CARE CENTER INC.,"BLANCHE COMMUNITY  PROGRESS DAY CARE CENTER, INC.",109-60,202 STREET,QUEENS,11412,718-479-1800,2020-11-18T00:00:00.000,Permitted,2 YEARS - 5 YEARS,114,DC2283,PRESCHOOL,GDC,Child Care - Pre School,4234212,80.0,17,11.7988,20.0,60.0,2018-10-05T00:00:00.000,Child care service fails to store dry goods in insect/rodent proof containers at time of inspection.,CRITICAL,47.61(e),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,6776.0,2004-11-18T00:00:00.000,N,,32.019,13.2274,28.4717
561,SUPERMOON,Supermoon Art Space LLC,753,ONDERDONK AVENUE,QUEENS,11385,718-628-3817,2020-08-14T00:00:00.000,Permitted,2 YEARS - 5 YEARS,25,DC35778,PRESCHOOL,GDC,Child Care - Pre School,4082987,25.0,5,11.7988,0.0,25.0,2019-09-18T00:00:00.000,At time of inspection child care service unable to document that all children enrolled have had an age appropriate medical evaluation.,GENERAL,47.25(a)(1),CORRECTED,Initial Annual Inspection - Reinspection Not Required,104555.0,2018-08-14T14:28:50.000,Y,www.supermoonartspace.com,32.019,13.2274,28.4717
562,ELEMENTS NURSERY,INDUS WORLD INC.,99,SUFFOLK STREET,MANHATTAN,10002,212-982-4444,2021-06-26T00:00:00.000,Permitted,0 YEARS - 2 YEARS,18,DC32724,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1086285,50.0,6,7.9354,25.0,50.0,2018-05-09T00:00:00.000,Milk observed stored at a temperature above 41 deg. F at time of inspection. Milk observed stored in child care service beyond the expiration date.,PUBLIC HEALTH HAZARD,47.61(d),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,91419.0,2015-06-26T00:00:00.000,Y,,29.9035,11.1485,26.3275
563,THE TRUE DELIVERANCE CHURCH OF OUR LORD AND SAVIOUR JESUS CHRIST,THE TRUE DELIVERANCE CHURCH OF OUR LORD & SAVIOUR JESUS CHRIST,188-15,TURIN DRIVE,QUEENS,11412,718-978-0601,2021-06-27T00:00:00.000,Permitted,0 YEARS - 2 YEARS,10,DC2290,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,4541679,14.2857,3,7.9354,0.0,14.2857,2018-06-12T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations,6805.0,2004-06-25T00:00:00.000,N,,29.9035,11.1485,26.3275
564,CHELSEA PIERS L. P.,CHELSEA PIERS L.P.,111A,11TH AVENUE,MANHATTAN,10011,212-336-6500,2021-08-22T00:00:00.000,Permitted,2 YEARS - 5 YEARS,45,DC14324,PRESCHOOL,GDC,Child Care - Pre School,1012256,0.0,15,11.7988,0.0,0.0,2019-05-09T00:00:00.000,Child care service teaching staff acting as assistant teachers do not meet age and educational requirements.,GENERAL,47.13(f),CORRECTED,Initial Annual Inspection - Reinspection Required,7459.0,2005-08-05T00:00:00.000,Y,www.chelseapiers.com/fh/cpkids/,32.019,13.2274,28.4717
565,CHELSEA PIERS L. P.,CHELSEA PIERS L.P.,111A,11TH AVENUE,MANHATTAN,10011,212-336-6500,2021-08-22T00:00:00.000,Permitted,2 YEARS - 5 YEARS,45,DC14324,PRESCHOOL,GDC,Child Care - Pre School,1012256,0.0,15,11.7988,0.0,0.0,2019-05-09T00:00:00.000,Child care service teaching staff acting as assistant teachers do not meet age and educational requirements.,GENERAL,47.13(f),CORRECTED,Initial Annual Inspection - Reinspection Required,7459.0,2005-08-05T00:00:00.000,Y,www.chelseapiers.com/fh/cpkids/,32.019,13.2274,28.4717
566,CHELSEA PIERS L. P.,CHELSEA PIERS L.P.,111A,11TH AVENUE,MANHATTAN,10011,212-336-6500,2021-08-22T00:00:00.000,Permitted,2 YEARS - 5 YEARS,45,DC14324,PRESCHOOL,GDC,Child Care - Pre School,1012256,0.0,15,11.7988,0.0,0.0,2019-05-09T00:00:00.000,Child care service teaching staff acting as assistant teachers do not meet age and educational requirements.,GENERAL,47.13(f),CORRECTED,Initial Annual Inspection - Reinspection Required,7459.0,2005-08-05T00:00:00.000,Y,www.chelseapiers.com/fh/cpkids/,32.019,13.2274,28.4717
567,"BETH JACOB DAY CARE CENTER, INC.","BETH JACOB DAY CARE CENTER,INC.",1363,46TH STREET,BROOKLYN,11219,718-435-5755,2020-02-02T00:00:00.000,Permitted,2 YEARS - 5 YEARS,424,DC269,PRESCHOOL,GDC,Child Care - Pre School,3136748,0.0,55,11.7988,0.0,0.0,2017-09-06T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations,4735.0,2004-01-20T00:00:00.000,N,,32.019,13.2274,28.4717
568,BRIGHT BEGINNINGS NYC LLC,BRIGHT BEGINNINGS NYC LLC,80,BEEKMAN STREET,MANHATTAN,10038,212-233-1030,2020-06-19T00:00:00.000,Permitted,2 YEARS - 5 YEARS,26,DC26086,PRESCHOOL,GDC,Child Care - Pre School,1083347,37.5,6,11.7988,25.0,25.0,2018-06-26T00:00:00.000,Milk observed stored at a temperature above 41 deg. F at time of inspection. Milk observed stored in child care service beyond the expiration date.,PUBLIC HEALTH HAZARD,47.61(d),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,55478.0,2013-12-23T00:00:00.000,Y,www.brightbeginningsnyc.com,32.019,13.2274,28.4717
569,BETH JACOB JEWISH ED. CTR,"BETH JACOB JEWISH ED CTR,INC",102-35,63 ROAD,QUEENS,11375,718-896-4444,2020-03-23T00:00:00.000,Permitted,2 YEARS - 5 YEARS,50,DC1359,PRESCHOOL,GDC,Child Care - Pre School,4051133,100.0,29,11.7988,60.0,80.0,2019-01-15T00:00:00.000,At time of inspection hand wash sinks are not supplied with an adequate amount of running water. At time of inspection water temperature exceeded 115 deg Fahrenheit.,CRITICAL,47.43(e),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,7218.0,2004-03-22T00:00:00.000,N,,32.019,13.2274,28.4717
570,BETH JACOB JEWISH ED. CTR,"BETH JACOB JEWISH ED CTR,INC",102-35,63 ROAD,QUEENS,11375,718-896-4444,2020-03-23T00:00:00.000,Permitted,2 YEARS - 5 YEARS,50,DC1359,PRESCHOOL,GDC,Child Care - Pre School,4051133,100.0,29,11.7988,60.0,80.0,2019-01-15T00:00:00.000,At time of inspection hand wash sinks are not supplied with an adequate amount of running water. At time of inspection water temperature exceeded 115 deg Fahrenheit.,CRITICAL,47.43(e),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,7218.0,2004-03-22T00:00:00.000,N,,32.019,13.2274,28.4717
571,NORTHSIDE CENTER FOR CHILD DEVELOPMENT DAY SCHOOL,NORTHSIDE CENTER FOR CHILD DEVELOPMENT DAY SCHOOL,1301,5 AVENUE,MANHATTAN,10029,212-426-3464,2020-04-11T00:00:00.000,Permitted,2 YEARS - 5 YEARS,68,DC12270,PRESCHOOL,GDC,Child Care - Pre School,1078884,33.3333,15,11.7988,0.0,33.3333,2017-11-06T00:00:00.000,At time of inspection required hand wash signs were not provided.,GENERAL,47.35 (b),CORRECTED,Initial Annual Inspection - Reinspection Required,7876.0,2008-04-11T00:00:00.000,N,www.northsidecenter.org,32.019,13.2274,28.4717
572,PRACTICAL LEARNING CENTER (P/S),"PRACTICAL LEARNING CENTER, INC.",22-32,BUCKINGHAM ROAD,BROOKLYN,11226,718-282-4200,2020-04-30T00:00:00.000,Permitted,2 YEARS - 5 YEARS,96,DC411,PRESCHOOL,GDC,Child Care - Pre School,3328169,83.3333,16,11.7988,50.0,66.6667,2018-08-22T00:00:00.000,Child care service staff identified/acting as group teachers do not meet the required qualifications of the position.,GENERAL,47.13(d),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,5228.0,2004-04-30T00:00:00.000,N,,32.019,13.2274,28.4717
573,THE ROCKEFELLER UNIVERSITY,THE ROCKEFELLER UNIVERSITY,1230,YORK AVENUE 10065,MANHATTAN,10065,212-327-7072,2021-09-05T00:00:00.000,Permitted,0 YEARS - 2 YEARS,28,DC14464,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1087137,28.5714,11,7.9354,28.5714,28.5714,2017-02-10T00:00:00.000,At time of inspection required hand wash signs were not provided.,GENERAL,47.35 (b),CORRECTED,Initial Annual Inspection - Reinspection Required,6211.0,2004-11-29T00:00:00.000,N,www.rockefeller.edu,29.9035,11.1485,26.3275
574,REDEEMER LUTHERAN SCHOOL,EVANGELICAL LUTHERAN CHURCH OF THE REDEEMER,69-26,COOPER AVENUE,QUEENS,11385,718-821-6670,2115-01-23T00:00:00.000,Active,3 YEARS - 5 YEARS,36,DC2467,PRESCHOOL,SBCC,School Based Child Care,4090409,0.0,0,7.905,0.0,0.0,2018-01-10T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations,,,,,39.6886,22.3036,30.1451
575,JACK & JILL NURSERY SCHOOL II,"LYNBO,INC.",68-05,FRESH MEADOW LANE,QUEENS,11365,718-939-8687,2020-02-23T00:00:00.000,Permitted,2 YEARS - 5 YEARS,55,DC2867,PRESCHOOL,GDC,Child Care - Pre School,4149755,40.0,8,11.7988,20.0,40.0,2019-10-08T00:00:00.000,Indepth review and real time drills in Safety Plan emergency procedures not provided to required persons annually; training not comprehensive.,GENERAL,47.37(b)(3),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,6519.0,1997-08-22T00:00:00.000,Y,jackandjillschools.com,32.019,13.2274,28.4717
576,OAKDALE ACADEMY,"L & A CENTERS, INC.",366,OAKDALE STREET,STATEN ISLAND,10312,718-948-4220,2020-09-03T00:00:00.000,Permitted,2 YEARS - 5 YEARS,39,DC1363,PRESCHOOL,GDC,Child Care - Pre School,5068787,40.0,7,11.7988,20.0,20.0,2019-02-27T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Monitoring Inspection Non-Routine - Previously cited violations corrected,4709.0,2004-09-14T00:00:00.000,N,www.oakdaleacademy.net,32.019,13.2274,28.4717
577,ADDIE MAE COLLINS COMMUNITY SERVICES INC.,ADDIE MAE COLLINS COMMUNITY SERVICES INC.,2322,THIRD AVE,MANHATTAN,10035,212-831-3144,2020-10-12T00:00:00.000,Permitted,2 YEARS - 5 YEARS,155,DC24683,PRESCHOOL,GDC,Child Care - Pre School,1054497,50.0,10,11.7988,16.6667,50.0,2019-03-12T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Compliance Inspection of Open Violations - Reinspection Required; Fines pending,24778.0,2012-10-12T00:00:00.000,Y,www.addiemaecollins.org,32.019,13.2274,28.4717
578,"THE NEW YORK LEAGUE FOR EARLY LEARNING, INC.","THE NEW YORK LEAGUE FOR EARLY LEARNING, INC.",460,WEST 34 STREET,MANHATTAN,10001,212-420-0510,2021-04-09T00:00:00.000,Permitted,2 YEARS - 5 YEARS,164,DC11546,PRESCHOOL,GDC,Child Care - Pre School,1012843,71.4286,71,11.7988,42.8571,71.4286,2019-01-24T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33(c),CORRECTED,Monitoring Inspection Non-Routine - Reinspection Required; Fines pending,7341.0,2005-01-27T00:00:00.000,N,www.nylel.org,32.019,13.2274,28.4717
579,"THE NEW YORK LEAGUE FOR EARLY LEARNING, INC.","THE NEW YORK LEAGUE FOR EARLY LEARNING, INC.",460,WEST 34 STREET,MANHATTAN,10001,212-420-0510,2021-04-09T00:00:00.000,Permitted,2 YEARS - 5 YEARS,164,DC11546,PRESCHOOL,GDC,Child Care - Pre School,1012843,71.4286,71,11.7988,42.8571,71.4286,2019-01-24T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33(c),CORRECTED,Monitoring Inspection Non-Routine - Reinspection Required; Fines pending,7341.0,2005-01-27T00:00:00.000,N,www.nylel.org,32.019,13.2274,28.4717
580,ST. MARGARET OF CORTONA SCHOOL,ST MARGARET OF CORTONA SCHOOL,452,WEST 260TH STREET,BRONX,10471,718-549-8580,2116-02-22T00:00:00.000,Active,3 YEARS - 5 YEARS,0,DC19543,PRESCHOOL,SBCC,School Based Child Care,2085311,33.3333,8,7.905,33.3333,33.3333,2017-11-08T00:00:00.000,All staff do not have required immunizations certified by a health care provider; record not available for inspection,GENERAL,43.11 (c),CORRECTED,Compliance Inspection of Open Violations - Reinspection Required; Fines pending,,,,www.archny.org,39.6886,22.3036,30.1451
581,ST. MARGARET OF CORTONA SCHOOL,ST MARGARET OF CORTONA SCHOOL,452,WEST 260TH STREET,BRONX,10471,718-549-8580,2116-02-22T00:00:00.000,Active,3 YEARS - 5 YEARS,0,DC19543,PRESCHOOL,SBCC,School Based Child Care,2085311,33.3333,8,7.905,33.3333,33.3333,2017-11-08T00:00:00.000,All staff do not have required immunizations certified by a health care provider; record not available for inspection,GENERAL,43.11 (c),CORRECTED,Compliance Inspection of Open Violations - Reinspection Required; Fines pending,,,,www.archny.org,39.6886,22.3036,30.1451
582,ST. MARGARET OF CORTONA SCHOOL,ST MARGARET OF CORTONA SCHOOL,452,WEST 260TH STREET,BRONX,10471,718-549-8580,2116-02-22T00:00:00.000,Active,3 YEARS - 5 YEARS,0,DC19543,PRESCHOOL,SBCC,School Based Child Care,2085311,33.3333,8,7.905,33.3333,33.3333,2017-11-08T00:00:00.000,All staff do not have required immunizations certified by a health care provider; record not available for inspection,GENERAL,43.11 (c),CORRECTED,Compliance Inspection of Open Violations - Reinspection Required; Fines pending,,,,www.archny.org,39.6886,22.3036,30.1451
583,ST. MARGARET OF CORTONA SCHOOL,ST MARGARET OF CORTONA SCHOOL,452,WEST 260TH STREET,BRONX,10471,718-549-8580,2116-02-22T00:00:00.000,Active,3 YEARS - 5 YEARS,0,DC19543,PRESCHOOL,SBCC,School Based Child Care,2085311,33.3333,8,7.905,33.3333,33.3333,2017-11-08T00:00:00.000,All staff do not have required immunizations certified by a health care provider; record not available for inspection,GENERAL,43.11 (c),CORRECTED,Compliance Inspection of Open Violations - Reinspection Required; Fines pending,,,,www.archny.org,39.6886,22.3036,30.1451
584,ST. MARGARET OF CORTONA SCHOOL,ST MARGARET OF CORTONA SCHOOL,452,WEST 260TH STREET,BRONX,10471,718-549-8580,2116-02-22T00:00:00.000,Active,3 YEARS - 5 YEARS,0,DC19543,PRESCHOOL,SBCC,School Based Child Care,2085311,33.3333,8,7.905,33.3333,33.3333,2017-11-08T00:00:00.000,All staff do not have required immunizations certified by a health care provider; record not available for inspection,GENERAL,43.11 (c),CORRECTED,Compliance Inspection of Open Violations - Reinspection Required; Fines pending,,,,www.archny.org,39.6886,22.3036,30.1451
585,YESHIVA TIFERETH MOSHE,"Yeshiva Tifereth Moshe, Inc.",83-06,ABINGDON ROAD,QUEENS,11415,718-872-8260,2117-08-29T00:00:00.000,Active,3 YEARS - 5 YEARS,0,DC36713,PRESCHOOL,SBCC,School Based Child Care,4437658,50.0,12,7.905,50.0,50.0,2018-11-21T00:00:00.000,School operator arranges for fingerprinting,PUBLIC HEALTH HAZARD,43.13(c)(1),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,,,,,39.6886,22.3036,30.1451
586,THE EPISCOPAL SCHOOL IN THE CITY OF NEW YORK,THE EPISCOPAL SCHOOL IN THE CITY OF NEW YORK,35,EAST 69 STREET,MANHATTAN,10021,212-879-9764,2020-09-08T00:00:00.000,Permitted,2 YEARS - 5 YEARS,120,DC2421,PRESCHOOL,GDC,Child Care - Pre School,1041308,0.0,32,11.7988,0.0,0.0,2018-02-12T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations,4201.0,2004-06-03T00:00:00.000,N,www.episcopalschool.org,32.019,13.2274,28.4717
587,THE LEARNING TREE,"BOOKS & RATTLES,INC.",86-28,FRANCIS LEWIS BLVD.,QUEENS,11427,718-740-2300,2020-03-10T00:00:00.000,Permitted,2 YEARS - 5 YEARS,76,DC18309,PRESCHOOL,GDC,Child Care - Pre School,4224335,60.0,17,11.7988,0.0,60.0,2019-09-11T00:00:00.000,Fingerprint screening not arranged for current and prospective personnel; Results not satisfactory or CAP was not approved,PUBLIC HEALTH HAZARD,47.19(c)(1),CORRECTED,,7865.0,2008-03-10T00:00:00.000,Y,,32.019,13.2274,28.4717
588,THE LEARNING TREE,"BOOKS & RATTLES,INC.",86-28,FRANCIS LEWIS BLVD.,QUEENS,11427,718-740-2300,2020-03-10T00:00:00.000,Permitted,2 YEARS - 5 YEARS,76,DC18309,PRESCHOOL,GDC,Child Care - Pre School,4224335,60.0,17,11.7988,0.0,60.0,2019-09-11T00:00:00.000,Fingerprint screening not arranged for current and prospective personnel; Results not satisfactory or CAP was not approved,PUBLIC HEALTH HAZARD,47.19(c)(1),CORRECTED,,7865.0,2008-03-10T00:00:00.000,Y,,32.019,13.2274,28.4717
589,DUFFIELD CHILDREN'S CENTER,BROOKLYN BUREAU OF COMMUNITY SERVICE,101,FLEET PLACE,BROOKLYN,11201,718-522-5296,2020-06-14T00:00:00.000,Permitted,2 YEARS - 5 YEARS,73,DC14814,PRESCHOOL,GDC,Child Care - Pre School,3058258,20.0,14,11.7988,0.0,20.0,2019-10-16T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,,5895.0,2004-06-14T00:00:00.000,N,www.wearebcs.org,32.019,13.2274,28.4717
590,YESHIVA OHEL SIMCHA,YESHIVA OHEL SIMCHA,141-41,72 AVENUE,QUEENS,11367,718-261-0101,2115-01-23T00:00:00.000,Active,3 YEARS - 5 YEARS,0,DC2946,PRESCHOOL,SBCC,School Based Child Care,4143378,100.0,8,7.905,50.0,100.0,2019-02-27T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection,,,,,39.6886,22.3036,30.1451
591,MIDDLETON'S EARLY LEARNING CENTER,MIDDLETON'S EARLY LEARNING CENTER,226-02,MERRICK BOULEVARD,QUEENS,11413,718-949-9890,2020-07-07T00:00:00.000,Permitted,2 YEARS - 5 YEARS,99,DC2756,PRESCHOOL,GDC,Child Care - Pre School,4281499,42.8571,16,11.7988,14.2857,42.8571,2019-02-15T00:00:00.000,At time of inspection floors/walls ceilings were observed not maintained; in disrepair or covered in a toxic finish.,GENERAL,47.41(j),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,7271.0,2004-01-07T00:00:00.000,Y,,32.019,13.2274,28.4717
592,MIDDLETON'S EARLY LEARNING CENTER,MIDDLETON'S EARLY LEARNING CENTER,226-02,MERRICK BOULEVARD,QUEENS,11413,718-949-9890,2020-07-07T00:00:00.000,Permitted,2 YEARS - 5 YEARS,99,DC2756,PRESCHOOL,GDC,Child Care - Pre School,4281499,42.8571,16,11.7988,14.2857,42.8571,2019-02-15T00:00:00.000,At time of inspection floors/walls ceilings were observed not maintained; in disrepair or covered in a toxic finish.,GENERAL,47.41(j),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,7271.0,2004-01-07T00:00:00.000,Y,,32.019,13.2274,28.4717
593,MIDDLETON'S EARLY LEARNING CENTER,MIDDLETON'S EARLY LEARNING CENTER,226-02,MERRICK BOULEVARD,QUEENS,11413,718-949-9890,2020-07-07T00:00:00.000,Permitted,2 YEARS - 5 YEARS,99,DC2756,PRESCHOOL,GDC,Child Care - Pre School,4281499,42.8571,16,11.7988,14.2857,42.8571,2019-02-15T00:00:00.000,At time of inspection floors/walls ceilings were observed not maintained; in disrepair or covered in a toxic finish.,GENERAL,47.41(j),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,7271.0,2004-01-07T00:00:00.000,Y,,32.019,13.2274,28.4717
594,MIDDLETON'S EARLY LEARNING CENTER,MIDDLETON'S EARLY LEARNING CENTER,226-02,MERRICK BOULEVARD,QUEENS,11413,718-949-9890,2020-07-07T00:00:00.000,Permitted,2 YEARS - 5 YEARS,99,DC2756,PRESCHOOL,GDC,Child Care - Pre School,4281499,42.8571,16,11.7988,14.2857,42.8571,2019-02-15T00:00:00.000,At time of inspection floors/walls ceilings were observed not maintained; in disrepair or covered in a toxic finish.,GENERAL,47.41(j),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,7271.0,2004-01-07T00:00:00.000,Y,,32.019,13.2274,28.4717
595,MIDDLETON'S EARLY LEARNING CENTER,MIDDLETON'S EARLY LEARNING CENTER,226-02,MERRICK BOULEVARD,QUEENS,11413,718-949-9890,2020-07-07T00:00:00.000,Permitted,2 YEARS - 5 YEARS,99,DC2756,PRESCHOOL,GDC,Child Care - Pre School,4281499,42.8571,16,11.7988,14.2857,42.8571,2019-02-15T00:00:00.000,At time of inspection floors/walls ceilings were observed not maintained; in disrepair or covered in a toxic finish.,GENERAL,47.41(j),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,7271.0,2004-01-07T00:00:00.000,Y,,32.019,13.2274,28.4717
596,MIDDLETON'S EARLY LEARNING CENTER,MIDDLETON'S EARLY LEARNING CENTER,226-02,MERRICK BOULEVARD,QUEENS,11413,718-949-9890,2020-07-07T00:00:00.000,Permitted,2 YEARS - 5 YEARS,99,DC2756,PRESCHOOL,GDC,Child Care - Pre School,4281499,42.8571,16,11.7988,14.2857,42.8571,2019-02-15T00:00:00.000,At time of inspection floors/walls ceilings were observed not maintained; in disrepair or covered in a toxic finish.,GENERAL,47.41(j),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,7271.0,2004-01-07T00:00:00.000,Y,,32.019,13.2274,28.4717
