,cusip_number,sedol_number,local_currency_code,trade_country_name,security_name,security_description,maturity_date,interest_rate,original_face,shares_par_value,base_market_value,base_total_cost,base_unrealized_gain_loss,base_accrued_interest,local_market_value,local_total_cost_amount,local_unrealized_gain_loss,local_accrued_interest,period_end_date,asset_class,investment_type_name,major_industry_name,minor_industry_name,direct_group_trust_holding,moody_s_quality_rating,s_and_p_quality_rating
485,'413875AS4,'BX1DG11,USD,UNITED STATES OF AMERICA (THE),HARRIS CORPORATION,4.854%   27 Apr 2035,2035-04-27T00:00:00.000,4.854,0.0,4330000.0,4741176.8,4673881.05,67295.75,37365.01,4741176.8,4673881.05,67295.75,37365.01,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,TELEPHONE,Direct,Baa3,BBB-
486,'22822RBD1,'BY2ZQ80,USD,UNITED STATES OF AMERICA (THE),CROWN CASTLE TOWERS LLC,3.663%   15 May 2045,2045-05-15T00:00:00.000,3.663,0.0,3255000.0,3368925.0,3255000.0,113925.0,5299.14,3368925.0,3255000.0,113925.0,5299.14,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,REAL ESTATE,Direct,A2,
487,'74251VAL6,'BWWC502,USD,UNITED STATES OF AMERICA (THE),PRINCIPAL FINANCIAL GROU,1%   15 May 2055,2055-05-15T00:00:00.000,4.7,0.0,7670000.0,7919275.0,7670000.0,249275.0,46062.61,7919275.0,7670000.0,249275.0,46062.61,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,Baa2,BBB-
488,'44107TAV8,'BXC5W18,USD,UNITED STATES OF AMERICA (THE),HOST HOTELS + RESORTS LP,4%   15 Jun 2025,2025-06-15T00:00:00.000,4.0,0.0,5585000.0,5687819.85,5575952.3,111867.55,9928.89,5687819.85,5575952.3,111867.55,9928.89,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,REAL ESTATE,Direct,Baa2,BBB-
489,'037735CV7,'BXPB5R0,USD,UNITED STATES OF AMERICA (THE),APPALACHIAN POWER CO,4.45%   01 Jun 2045,2045-06-01T00:00:00.000,4.45,0.0,3585000.0,3856492.05,3429375.15,427116.9,13294.37,3856492.05,3429375.15,427116.9,13294.37,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,ELECTRIC/GAS,Direct,Baa1,A-
490,'744320AV4,'BWX43N6,USD,UNITED STATES OF AMERICA (THE),PRUDENTIAL FINANCIAL INC,1%   15 May 2045,2045-05-15T00:00:00.000,5.375,0.0,5700000.0,6170250.0,5970750.0,199500.0,39147.9,6170250.0,5970750.0,199500.0,39147.9,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,Baa2,BBB+
491,'12621EAJ2,'BXTH5M9,USD,UNITED STATES OF AMERICA (THE),CNO FINANCIAL GROUP INC,4.5%   30 May 2020,2020-05-30T00:00:00.000,4.5,0.0,2800000.0,2905000.0,2800000.0,105000.0,10850.0,2905000.0,2800000.0,105000.0,10850.0,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,Ba1,BB+
492,'12621EAK9,'BY2ZH09,USD,UNITED STATES OF AMERICA (THE),CNO FINANCIAL GROUP INC,5.25%   30 May 2025,2025-05-30T00:00:00.000,5.25,0.0,3030000.0,3208770.0,3113325.0,95445.0,13698.13,3208770.0,3113325.0,95445.0,13698.13,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,Ba1,BB+
493,'38148LAE6,'BY58YX7,USD,UNITED STATES OF AMERICA (THE),GOLDMAN SACHS GROUP INC,3.75%   22 May 2025,2025-05-22T00:00:00.000,3.75,0.0,3115000.0,3189728.85,3245861.15,-56132.3,12654.69,3189728.85,3245861.15,-56132.3,12654.69,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,A3,BBB+
494,'29273VAF7,'BWVFTR7,USD,UNITED STATES OF AMERICA (THE),ENERGY TRANSFER EQUITY,5.5%   01 Jun 2027,2027-06-01T00:00:00.000,5.5,0.0,8100000.0,8383500.0,8468806.25,-85306.25,37125.0,8383500.0,8468806.25,-85306.25,37125.0,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,ELECTRIC/GAS,Direct,Ba2,BB-
495,'225313AG0,'BZ0N8W1,USD,UNITED STATES OF AMERICA (THE),CREDIT AGRICOLE LONDON,2.75%   10 Jun 2020,2020-06-10T00:00:00.000,2.75,0.0,8185000.0,8307693.15,8170185.15,137508.0,13130.1,8307693.15,8170185.15,137508.0,13130.1,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,YANKEE,OTHER YANKEE,Direct,A1,A
496,'761713BG0,'BZ0PJX5,USD,UNITED STATES OF AMERICA (THE),REYNOLDS AMERICAN INC,4.45%   12 Jun 2025,2025-06-12T00:00:00.000,4.45,0.0,4500000.0,4821075.0,4486365.0,334710.0,10568.75,4821075.0,4486365.0,334710.0,10568.75,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa3,BBB+
497,'761713BF2,'BZ0HGV8,USD,UNITED STATES OF AMERICA (THE),REYNOLDS AMERICAN INC,4%   12 Jun 2022,2022-06-12T00:00:00.000,4.0,0.0,1685000.0,1785527.1,1682657.85,102869.25,3557.22,1785527.1,1682657.85,102869.25,3557.22,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa3,BBB+
498,'126650CN8,'BYPFC45,USD,UNITED STATES OF AMERICA (THE),CVS HEALTH CORP,5.125%   20 Jul 2045,2045-07-20T00:00:00.000,5.125,0.0,6000000.0,6878400.0,5978100.0,900300.0,137520.83,6878400.0,5978100.0,900300.0,137520.83,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa1,BBB+
499,'91324PCP5,'BYTRVX9,USD,UNITED STATES OF AMERICA (THE),UNITEDHEALTH GROUP INC,3.75%   15 Jul 2025,2025-07-15T00:00:00.000,3.75,0.0,5345000.0,5629621.25,5330515.05,299106.2,92423.96,5629621.25,5330515.05,299106.2,92423.96,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,A3,A+
500,'11120VAB9,'BYZR092,USD,UNITED STATES OF AMERICA (THE),BRIXMOR OPERATING PART,3.875%   15 Aug 2022,2022-08-15T00:00:00.000,3.875,0.0,3300000.0,3374283.0,3274359.0,99924.0,48308.33,3374283.0,3274359.0,99924.0,48308.33,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,Baa3,BBB-
501,'151020AS3,'BYQH778,USD,UNITED STATES OF AMERICA (THE),CELGENE CORP,3.875%   15 Aug 2025,2025-08-15T00:00:00.000,3.875,0.0,7015000.0,7326115.25,7133990.1,192125.15,102691.8,7326115.25,7133990.1,192125.15,102691.8,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa2,BBB+
502,'375558BF9,'BYMYP46,USD,UNITED STATES OF AMERICA (THE),GILEAD SCIENCES INC,3.65%   01 Mar 2026,2026-03-01T00:00:00.000,3.65,0.0,6070000.0,6241963.1,6045477.2,196485.9,73851.67,6241963.1,6045477.2,196485.9,73851.67,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,A3,A
503,'235851AR3,'BDGMHF4,USD,UNITED STATES OF AMERICA (THE),DANAHER CORP,4.375%   15 Sep 2045,2045-09-15T00:00:00.000,4.375,0.0,5945000.0,6496160.95,5958167.75,537993.2,76583.15,6496160.95,5958167.75,537993.2,76583.15,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,A2,A
504,'90351DAB3,'BYTX397,USD,UNITED STATES OF AMERICA (THE),UBS GROUP FUNDING SWITZE,4.125%   24 Sep 2025,2025-09-24T00:00:00.000,4.125,0.0,9540000.0,10000209.6,9837123.3,163086.3,106033.11,10000209.6,9837123.3,163086.3,106033.11,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,YANKEE,OTHER YANKEE,Direct,Baa1,A-
505,'595620AP0,'BZ4C9B0,USD,UNITED STATES OF AMERICA (THE),MIDAMERICAN ENERGY CO,4.25%   01 May 2046,2046-05-01T00:00:00.000,4.25,0.0,4015000.0,4302393.7,4009459.3,292934.4,28439.58,4302393.7,4009459.3,292934.4,28439.58,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,"OIL, GAS & CONSUMABLE FUELS",Direct,Aa2,A+
506,'002824BE9,'BYQHX14,USD,UNITED STATES OF AMERICA (THE),ABBOTT LABORATORIES,3.4%   30 Nov 2023,2023-11-30T00:00:00.000,3.4,0.0,12200000.0,12488896.0,12142538.0,346358.0,35718.89,12488896.0,12142538.0,346358.0,35718.89,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa3,BBB
507,'06051GGC7,'BZ013F3,USD,UNITED STATES OF AMERICA (THE),BANK OF AMERICA CORP,4.183%   25 Nov 2027,2027-11-25T00:00:00.000,4.183,0.0,6150000.0,6255103.5,6276259.5,-21156.0,29298.43,6255103.5,6276259.5,-21156.0,29298.43,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,Baa3,BBB
508,'161175BA1,'BYQ7R23,USD,UNITED STATES OF AMERICA (THE),CHARTER COMM OPT LLC/CAP,6.484%   23 Oct 2045,2045-10-23T00:00:00.000,6.484,0.0,11750000.0,14102467.5,13749410.23,353057.27,143908.78,14102467.5,13749410.23,353057.27,143908.78,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Ba1,BBB-
509,'534187BF5,'BYPL1W4,USD,UNITED STATES OF AMERICA (THE),LINCOLN NATIONAL CORP,3.625%   12 Dec 2026,2026-12-12T00:00:00.000,3.625,0.0,9290000.0,9328739.3,9418128.9,-89389.6,101964.19,9328739.3,9418128.9,-89389.6,101964.19,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,Baa1,A-
510,'776743AD8,'BZCD799,USD,UNITED STATES OF AMERICA (THE),ROPER TECHNOLOGIES INC,3.8%   15 Dec 2026,2026-12-15T00:00:00.000,3.8,0.0,3180000.0,3267291.0,3179491.2,87799.8,5370.67,3267291.0,3179491.2,87799.8,5370.67,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa3,BBB
511,'29250NAN5,'BD9N4C0,USD,UNITED STATES OF AMERICA (THE),ENBRIDGE INC,1%   15 Jan 2077,2077-01-15T00:00:00.000,6.0,0.0,1685000.0,1769250.0,1685000.0,84250.0,53920.0,1769250.0,1685000.0,84250.0,53920.0,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,YANKEE,CANADIAN,Direct,Ba1,BBB-
512,'20605PAG6,'BDTKD35,USD,UNITED STATES OF AMERICA (THE),CONCHO RESOURCES INC,4.375%   15 Jan 2025,2025-01-15T00:00:00.000,4.375,0.0,3320000.0,3386400.0,3311700.0,74700.0,73835.42,3386400.0,3311700.0,74700.0,73835.42,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,ELECTRIC/GAS,Direct,Ba2,BB+
513,'80281LAF2,'BYYPN98,USD,UNITED STATES OF AMERICA (THE),SANTANDER UK GROUP HLDGS,3.571%   10 Jan 2023,2023-01-10T00:00:00.000,3.571,0.0,2305000.0,2357461.8,2305000.0,52461.8,39097.98,2357461.8,2305000.0,52461.8,39097.98,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,YANKEE,OTHER YANKEE,Direct,Baa1,BBB
514,'172967LD1,'BDDXTT8,USD,UNITED STATES OF AMERICA (THE),CITIGROUP INC,1%   10 Jan 2028,2028-01-10T00:00:00.000,3.887,0.0,11005000.0,11183941.3,11089932.55,94008.75,203188.07,11183941.3,11089932.55,94008.75,203188.07,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,Baa1,BBB+
515,'096630AF5,'BYZ3056,USD,UNITED STATES OF AMERICA (THE),BOARDWALK PIPELINES LP,4.45%   15 Jul 2027,2027-07-15T00:00:00.000,4.45,0.0,910000.0,931676.2,906896.9,24779.3,19010.15,931676.2,906896.9,24779.3,19010.15,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa3,BBB-
516,'02378WAA7,',USD,UNITED STATES OF AMERICA (THE),AMER AIRLINE 17 1B PTT,4.95%   15 Aug 2026,2026-08-15T00:00:00.000,4.95,0.0,2875000.0,2961250.0,2875000.0,86250.0,66412.5,2961250.0,2875000.0,86250.0,66412.5,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa3,
517,'29278GAC2,'BD3VQ79,USD,UNITED STATES OF AMERICA (THE),ENEL FINANCE INTL NV,4.75%   25 May 2047,2047-05-25T00:00:00.000,4.75,0.0,2045000.0,2104223.2,2041748.45,62474.75,9713.75,2104223.2,2041748.45,62474.75,9713.75,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,YANKEE,OTHER YANKEE,Direct,Baa2,BBB
518,'075887BW8,'BD3VQC4,USD,UNITED STATES OF AMERICA (THE),BECTON DICKINSON AND CO,3.7%   06 Jun 2027,2027-06-06T00:00:00.000,3.7,0.0,11945000.0,11982746.2,11945000.0,37746.2,30692.01,11982746.2,11945000.0,37746.2,30692.01,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Ba1,BBB+
519,'23317HAF9,'BYZ8KH3,USD,UNITED STATES OF AMERICA (THE),DDR CORP,4.7%   01 Jun 2027,2027-06-01T00:00:00.000,4.7,0.0,3310000.0,3311952.9,3303942.7,8010.2,15124.86,3311952.9,3303942.7,8010.2,15124.86,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,Baa2,BBB-
520,'136385AY7,'BF0P388,USD,UNITED STATES OF AMERICA (THE),CANADIAN NATL RESOURCES,4.95%   01 Jun 2047,2047-06-01T00:00:00.000,4.95,0.0,4290000.0,4353878.1,4286653.8,67224.3,18286.13,4353878.1,4286653.8,67224.3,18286.13,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,YANKEE,CANADIAN,Direct,Baa3,BBB+
521,'574599BN5,'BDFZCD7,USD,UNITED STATES OF AMERICA (THE),MASCO CORP,3.5%   15 Nov 2027,2027-11-15T00:00:00.000,3.5,0.0,5660000.0,5610588.2,5654736.2,-44148.0,5502.78,5610588.2,5654736.2,-44148.0,5502.78,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Ba1,BBB
522,'929160AV1,'BDFZCC6,USD,UNITED STATES OF AMERICA (THE),VULCAN MATERIALS CO,4.5%   15 Jun 2047,2047-06-15T00:00:00.000,4.5,0.0,3110000.0,3144769.8,3098306.4,46463.4,6220.0,3144769.8,3098306.4,46463.4,6220.0,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa3,BBB
523,'6174467X1,'BLSP7P7,USD,UNITED STATES OF AMERICA (THE),MORGAN STANLEY,5%   24 Nov 2025,2025-11-24T00:00:00.000,5.0,0.0,7335000.0,7976519.1,7407806.22,568712.88,37693.75,7976519.1,7407806.22,568712.88,37693.75,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,Baa2,BBB-
524,'05578QAB9,'BJ316Z9,USD,UNITED STATES OF AMERICA (THE),BPCE SA,5.15%   21 Jul 2024,2024-07-21T00:00:00.000,5.15,0.0,4910000.0,5245696.7,4913957.35,331739.35,112384.46,5245696.7,4913957.35,331739.35,112384.46,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,YANKEE,OTHER YANKEE,Direct,Baa3,BBB
525,'485170BA1,'BDGLCS9,USD,UNITED STATES OF AMERICA (THE),KANSAS CITY SOUTHERN,3.125%   01 Jun 2026,2026-06-01T00:00:00.000,3.125,0.0,2540000.0,2439162.0,2382754.7,56407.3,6614.58,2439162.0,2382754.7,56407.3,6614.58,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa3,BBB-
526,'00772BAR2,'BD96MC5,USD,UNITED STATES OF AMERICA (THE),AERCAP IRELAND CAP/GLOBA,3.95%   01 Feb 2022,2022-02-01T00:00:00.000,3.95,0.0,1625000.0,1691917.5,1680251.0,11666.5,26744.79,1691917.5,1680251.0,11666.5,26744.79,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,YANKEE,OTHER YANKEE,Direct,Baa3,BBB-
527,'741503AZ9,'BD0QRQ3,USD,UNITED STATES OF AMERICA (THE),PRICELINE GROUP INC/THE,3.6%   01 Jun 2026,2026-06-01T00:00:00.000,3.6,0.0,5675000.0,5744632.25,5664047.25,80585.0,17025.0,5744632.25,5664047.25,80585.0,17025.0,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa1,BBB+
528,'92340LAA7,'BD0QRV8,USD,UNITED STATES OF AMERICA (THE),VEREIT OPERATING PARTNER,4.875%   01 Jun 2026,2026-06-01T00:00:00.000,4.875,0.0,8805000.0,9308381.85,8914362.95,394018.9,35770.31,9308381.85,8914362.95,394018.9,35770.31,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,Baa3,BBB-
529,'62947QAU2,'BD0QRH4,USD,UNITED STATES OF AMERICA (THE),NXP BV/NXP FUNDING LLC,4.125%   01 Jun 2021,2021-06-01T00:00:00.000,4.125,0.0,3080000.0,3243240.0,3080000.0,163240.0,10587.5,3243240.0,3080000.0,163240.0,10587.5,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,YANKEE,OTHER YANKEE,Direct,Ba1,BBB-
530,'62947QAV0,'BD0QRX0,USD,UNITED STATES OF AMERICA (THE),NXP BV/NXP FUNDING LLC,4.625%   01 Jun 2023,2023-06-01T00:00:00.000,4.625,0.0,6200000.0,6688250.0,6345000.0,343250.0,23895.83,6688250.0,6345000.0,343250.0,23895.83,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,YANKEE,OTHER YANKEE,Direct,Ba1,BBB-
531,'842587CX3,'BYT1540,USD,UNITED STATES OF AMERICA (THE),SOUTHERN CO,4.4%   01 Jul 2046,2046-07-01T00:00:00.000,4.4,0.0,5850000.0,5956294.5,5819697.0,136597.5,0.0,5956294.5,5819697.0,136597.5,0.0,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,ELECTRIC/GAS,Direct,Baa2,BBB+
532,'842587CW5,'BYT1517,USD,UNITED STATES OF AMERICA (THE),SOUTHERN CO,4.25%   01 Jul 2036,2036-07-01T00:00:00.000,4.25,0.0,6435000.0,6550636.95,6407908.65,142728.3,0.0,6550636.95,6407908.65,142728.3,0.0,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,ELECTRIC/GAS,Direct,Baa2,BBB+
533,'36164QNA2,'BYNWXZ6,USD,UNITED STATES OF AMERICA (THE),GE CAPITAL INTL FUNDING,4.418%   15 Nov 2035,2035-11-15T00:00:00.000,4.418,0.0,5855000.0,6372523.45,5947712.19,424811.26,33052.78,6372523.45,5947712.19,424811.26,33052.78,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,YANKEE,OTHER YANKEE,Direct,A1,AA-
534,'526057BT0,'BJT16M0,USD,UNITED STATES OF AMERICA (THE),LENNAR CORP,4.5%   15 Jun 2019,2019-06-15T00:00:00.000,4.5,0.0,1480000.0,1529950.0,1480000.0,49950.0,2960.0,1529950.0,1480000.0,49950.0,2960.0,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Ba1,BB
535,'91911TAN3,'BYVFMQ1,USD,UNITED STATES OF AMERICA (THE),VALE OVERSEAS LIMITED,5.875%   10 Jun 2021,2021-06-10T00:00:00.000,5.875,0.0,5395000.0,5791532.5,5804593.75,-13061.25,18489.11,5791532.5,5804593.75,-13061.25,18489.11,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Ba2,BBB-
536,'91823AAA9,',USD,UNITED STATES OF AMERICA (THE),VB S1 ISSUER LLC,3.065%   15 Jun 2046,2046-06-15T00:00:00.000,3.065,3270000.0,3270000.0,3273060.39,3270000.0,3060.39,4454.46,3273060.39,3270000.0,3060.39,4454.46,2017-06-30T00:00:00.000,FIXED INCOME,OTHER ASSET BACKED,ASSET BACKED,OTHER ASSET BACKED,Direct,A2,
537,'209111FH1,'BD03ZS2,USD,UNITED STATES OF AMERICA (THE),CONSOLIDATED EDISON CO O,3.85%   15 Jun 2046,2046-06-15T00:00:00.000,3.85,0.0,6450000.0,6502245.0,6440905.5,61339.5,11036.67,6502245.0,6440905.5,61339.5,11036.67,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,ELECTRIC/GAS,Direct,A2,A-
538,'30219GAQ1,'BZ5YJZ9,USD,UNITED STATES OF AMERICA (THE),EXPRESS SCRIPTS HOLDING,3%   15 Jul 2023,2023-07-15T00:00:00.000,3.0,0.0,2235000.0,2219645.55,2233010.85,-13365.3,30917.5,2219645.55,2233010.85,-13365.3,30917.5,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa2,BBB+
539,'44923QAJ3,'BJT7ZJ8,USD,UNITED STATES OF AMERICA (THE),HYUNDAI CAPITAL AMERICA,2.55%   06 Feb 2019,2019-02-06T00:00:00.000,2.55,0.0,6385000.0,6408943.75,6388283.75,20660.0,65579.28,6408943.75,6388283.75,20660.0,65579.28,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,Baa1,A-
540,'247126AJ4,'BR30B46,USD,UNITED STATES OF AMERICA (THE),DELPHI CORP,4.15%   15 Mar 2024,2024-03-15T00:00:00.000,4.15,0.0,2595000.0,2725113.3,2585891.55,139221.75,31709.46,2725113.3,2585891.55,139221.75,31709.46,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,ELECTRIC/GAS,Direct,Baa2,BBB
541,'90932PAB4,'BSNRN71,USD,UNITED STATES OF AMERICA (THE),UNITED AIR 2014 1 B PTT,4.75%   11 Oct 2023,2023-10-11T00:00:00.000,4.75,0.0,2323861.85,2408101.84,2369177.16,38924.68,24529.65,2408101.84,2369177.16,38924.68,24529.65,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,,BBB-
542,'06051GFF1,'BLBP4G4,USD,UNITED STATES OF AMERICA (THE),BANK OF AMERICA CORP,4%   01 Apr 2024,2024-04-01T00:00:00.000,4.0,0.0,3070000.0,3216960.9,3279251.2,-62290.3,30700.0,3216960.9,3279251.2,-62290.3,30700.0,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,Baa1,BBB+
543,'460690BL3,'BLDYS45,USD,UNITED STATES OF AMERICA (THE),INTERPUBLIC GROUP COS,4.2%   15 Apr 2024,2024-04-15T00:00:00.000,4.2,0.0,8555000.0,9008586.1,9030029.05,-21442.95,75854.33,9008586.1,9030029.05,-21442.95,75854.33,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa2,BBB
544,'05533UAD0,'BLF76K4,USD,UNITED STATES OF AMERICA (THE),BBVA BANCOMER SA TEXAS,4.375%   10 Apr 2024,2024-04-10T00:00:00.000,4.375,0.0,2260000.0,2345880.0,2237264.4,108615.6,22246.87,2345880.0,2237264.4,108615.6,22246.87,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,YANKEE,OTHER YANKEE,Direct,A3,
545,'111621AM0,'BWCH574,USD,UNITED STATES OF AMERICA (THE),BROCADE COMMUNICATIONS,4.625%   15 Jan 2023,2023-01-15T00:00:00.000,4.625,0.0,1455000.0,1496831.25,1478118.75,18712.5,31029.9,1496831.25,1478118.75,18712.5,31029.9,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Ba1,BB+
546,'60688XAC4,'BLMZ559,USD,UNITED STATES OF AMERICA (THE),MIZUHO BANK LTD,2.45%   16 Apr 2019,2019-04-16T00:00:00.000,2.45,0.0,4208000.0,4230470.72,4200509.76,29960.96,21478.33,4230470.72,4200509.76,29960.96,21478.33,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,YANKEE,OTHER YANKEE,Direct,A1,A
547,'33767BAB5,'BMNDKF4,USD,UNITED STATES OF AMERICA (THE),FIRSTENERGY TRANSMISSION,4.35%   15 Jan 2025,2025-01-15T00:00:00.000,4.35,0.0,4620000.0,4827576.6,4780347.4,47229.2,92669.5,4827576.6,4780347.4,47229.2,92669.5,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,ELECTRIC/GAS,Direct,Baa2,BB+
548,'571748AV4,'BYVDJ53,USD,UNITED STATES OF AMERICA (THE),MARSH + MCLENNAN COS INC,3.5%   03 Jun 2024,2024-06-03T00:00:00.000,3.5,0.0,1630000.0,1681703.6,1693260.3,-11556.7,4437.22,1681703.6,1693260.3,-11556.7,4437.22,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,Baa1,A-
549,'460146CJ0,'BN8KPW9,USD,UNITED STATES OF AMERICA (THE),INTERNATIONAL PAPER CO,3.65%   15 Jun 2024,2024-06-15T00:00:00.000,3.65,0.0,5600000.0,5772480.0,5579056.0,193424.0,9084.44,5772480.0,5579056.0,193424.0,9084.44,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa2,BBB
550,'024836AB4,'BNJZXL8,USD,UNITED STATES OF AMERICA (THE),AMERICAN CAMPUS CMNTYS,4.125%   01 Jul 2024,2024-07-01T00:00:00.000,4.125,0.0,5502000.0,5750195.22,5539447.38,210747.84,0.0,5750195.22,5539447.38,210747.84,0.0,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,Baa2,BBB
551,'37045XAN6,'BP4W4J3,USD,UNITED STATES OF AMERICA (THE),GENERAL MOTORS FINL CO,3.5%   10 Jul 2019,2019-07-10T00:00:00.000,3.5,0.0,9215000.0,9429156.6,9311106.65,118049.95,153199.37,9429156.6,9311106.65,118049.95,153199.37,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,Baa3,BBB
