,rownumber,animalname,animalgender,animalbirth,breedname,zipcode,licenseissueddate,licenseexpireddate,extract_year
465,466,KINGSTON,M,2014,Pekingese,10037,2014-10-22T00:00:00.000,2016-10-22T00:00:00.000,2016
466,467,Q,M,2007,Golden Retriever,11238,2014-10-22T00:00:00.000,2019-08-31T00:00:00.000,2016
467,468,BEETHOVEN,M,2009,Cocker Spaniel,11223,2014-10-22T00:00:00.000,2017-11-30T00:00:00.000,2016
468,469,PACKARD,M,2006,Labrador Retriever Crossbreed,11365,2014-10-22T00:00:00.000,2017-09-06T00:00:00.000,2016
469,470,LUCHIOUS,M,2006,Unknown,10065,2014-10-23T00:00:00.000,2017-11-29T00:00:00.000,2016
470,471,CODY,M,1999,Shiba Inu,10037,2014-10-23T00:00:00.000,2016-11-12T00:00:00.000,2016
471,472,CARLY,F,2010,Golden Retriever,11234,2014-10-23T00:00:00.000,2019-11-29T00:00:00.000,2016
472,473,LEO,M,2008,Pug,10036,2014-10-23T00:00:00.000,2016-10-23T00:00:00.000,2016
473,474,SUKI,F,2006,Lhasa Apso,10065,2014-10-23T00:00:00.000,2016-09-03T00:00:00.000,2016
474,475,BENJAMIN,M,2011,Unknown,11229,2014-10-23T00:00:00.000,2019-11-22T00:00:00.000,2016
475,476,PINKY,F,2001,Maltese,10003,2014-10-23T00:00:00.000,2016-11-29T00:00:00.000,2016
476,477,SCOUT,F,2005,Unknown,11221,2014-10-23T00:00:00.000,2017-11-29T00:00:00.000,2016
477,478,ONYX,M,2010,"Poodle, Toy",11207,2014-10-23T00:00:00.000,2016-10-23T00:00:00.000,2016
478,479,BENJI,M,2008,Yorkshire Terrier,11239,2014-10-23T00:00:00.000,2017-10-23T00:00:00.000,2016
479,480,BEAKER,M,2011,Beagle Crossbreed,10025,2014-10-23T00:00:00.000,2017-09-10T00:00:00.000,2016
480,481,CYCLOPSE,M,2011,Shih Tzu,11223,2014-10-23T00:00:00.000,2019-10-23T00:00:00.000,2016
481,482,ANNIE,F,2006,Dachshund Smooth Coat Miniature,10036,2014-10-23T00:00:00.000,2019-10-23T00:00:00.000,2016
482,483,GRACIE,F,2012,Shih Tzu,11223,2014-10-23T00:00:00.000,2019-10-23T00:00:00.000,2016
483,484,ADDISON,F,2012,Poodle,10024,2014-10-23T00:00:00.000,2016-10-23T00:00:00.000,2016
484,485,FOXY,F,2012,Shiba Inu,10003,2014-10-23T00:00:00.000,2019-11-01T00:00:00.000,2016
485,486,SHELDON,M,2012,"Poodle, Standard",10303,2014-10-23T00:00:00.000,2016-09-08T00:00:00.000,2016
486,487,FRENCHIE,M,2009,Chihuahua,10036,2014-10-23T00:00:00.000,2016-10-23T00:00:00.000,2016
487,488,KAI,M,2010,German Shepherd Dog,11694,2014-10-23T00:00:00.000,2017-09-07T00:00:00.000,2016
488,489,BUDDY,M,2014,Great Dane,10023,2014-10-23T00:00:00.000,2019-10-23T00:00:00.000,2016
489,490,BRUNO,M,2014,Newfoundland,10016,2014-10-24T00:00:00.000,2019-10-24T00:00:00.000,2016
490,491,CHIP,M,2013,Yorkshire Terrier,10016,2014-10-24T00:00:00.000,2016-11-04T00:00:00.000,2016
491,492,LOLA,F,2011,Chihuahua,10128,2014-10-24T00:00:00.000,2017-11-04T00:00:00.000,2016
492,493,MOMO,M,2011,Bouvier Des Flandres,11385,2014-10-24T00:00:00.000,2019-11-04T00:00:00.000,2016
493,494,SOFIA,F,2009,Bernese Mountain Dog,11238,2014-10-24T00:00:00.000,2017-07-05T00:00:00.000,2016
494,495,RIO,M,2011,Shih Tzu,10465,2014-10-24T00:00:00.000,2019-11-10T00:00:00.000,2016
495,496,BLACKY,M,2009,American Pit Bull Mix / Pit Bull Mix,11209,2014-10-24T00:00:00.000,2016-10-24T00:00:00.000,2016
496,497,KATIE,F,2009,Labrador Retriever Crossbreed,11226,2014-10-24T00:00:00.000,2019-10-24T00:00:00.000,2016
497,498,LEAH,F,2012,Labrador Retriever Crossbreed,10002,2014-10-24T00:00:00.000,2019-11-09T00:00:00.000,2016
498,499,DUKE,M,2008,Unknown,11374,2014-10-24T00:00:00.000,2019-11-01T00:00:00.000,2016
499,500,QQ,M,2011,Unknown,11385,2014-10-24T00:00:00.000,2019-11-04T00:00:00.000,2016
500,501,MAXIMUS,M,2009,Cane Corso,10025,2014-10-24T00:00:00.000,2016-02-05T00:00:00.000,2016
501,502,BONITA,F,2013,Unknown,11435,2014-10-24T00:00:00.000,2017-11-15T00:00:00.000,2016
502,503,RILEY,M,2004,Golden Retriever,11201,2014-10-24T00:00:00.000,2016-06-24T00:00:00.000,2016
503,504,LITA,F,2009,Boston Terrier,10002,2014-10-24T00:00:00.000,2019-04-25T00:00:00.000,2016
504,505,LAMBO,M,2011,Cavalier King Charles Spaniel,11377,2014-10-24T00:00:00.000,2019-11-14T00:00:00.000,2016
505,506,HUDSON,M,2012,Labrador Retriever,10025,2014-10-24T00:00:00.000,2019-11-19T00:00:00.000,2016
506,507,FRANK,M,2012,Dachshund Smooth Coat,10036,2014-10-24T00:00:00.000,2019-08-27T00:00:00.000,2016
507,508,ZACH,M,2012,Australian Shepherd,10003,2014-10-25T00:00:00.000,2016-10-25T00:00:00.000,2016
508,509,ROSA,F,2013,Dachshund Smooth Coat,10011,2014-10-25T00:00:00.000,2017-10-25T00:00:00.000,2016
509,510,LULU,F,2014,Miniature Schnauzer,10028,2014-10-25T00:00:00.000,2019-10-25T00:00:00.000,2016
510,511,JASPER,M,2009,Pomeranian,11375,2014-10-25T00:00:00.000,2019-10-25T00:00:00.000,2016
511,512,LUIGI,M,2010,Pomeranian,10009,2014-10-25T00:00:00.000,2019-10-25T00:00:00.000,2016
512,513,ALFIE,M,2009,"Welsh Corgi, Pembroke",10003,2014-10-25T00:00:00.000,2018-08-23T00:00:00.000,2016
513,514,MAIMOUNA,F,1999,Havanese,10025,2014-10-25T00:00:00.000,2019-06-29T00:00:00.000,2016
514,515,PETTITTE,M,2014,Beagle,10003,2014-10-25T00:00:00.000,2019-10-25T00:00:00.000,2016
515,516,MAGGIE,F,2007,German Shepherd Crossbreed,10009,2014-10-25T00:00:00.000,2017-10-25T00:00:00.000,2016
516,517,BEAR,M,2013,Boston Terrier,11206,2014-10-25T00:00:00.000,2018-10-25T00:00:00.000,2016
517,518,CLAMS,F,2014,Boston Terrier,11231,2014-10-25T00:00:00.000,2018-10-25T00:00:00.000,2016
518,519,JOSIE,F,2013,Border Collie,11361,2014-10-25T00:00:00.000,2019-10-25T00:00:00.000,2016
519,520,MOLLY,F,2010,"Bull Dog, French",10009,2014-10-25T00:00:00.000,2017-09-07T00:00:00.000,2016
520,521,LULU,F,2010,"Bull Dog, French",10009,2014-10-25T00:00:00.000,2017-09-07T00:00:00.000,2016
521,522,LOCO,M,2013,"Shar-Pei, Chinese",11209,2014-10-25T00:00:00.000,2017-11-23T00:00:00.000,2016
522,523,JAMPY,M,2014,American Pit Bull Mix / Pit Bull Mix,10009,2014-10-25T00:00:00.000,2019-10-25T00:00:00.000,2016
523,524,ZOE,F,2003,Chihuahua,11101,2014-10-25T00:00:00.000,2016-10-25T00:00:00.000,2016
524,525,JOOBE,F,2007,Havanese,10025,2014-10-25T00:00:00.000,2019-11-04T00:00:00.000,2016
525,526,COCO,M,2008,"Poodle, Miniature",10128,2014-10-25T00:00:00.000,2017-11-06T00:00:00.000,2016
526,527,LADY,F,1997,Shih Tzu,10009,2014-10-25T00:00:00.000,2019-10-25T00:00:00.000,2016
527,528,NYLA,F,2011,Pomeranian,11375,2014-10-25T00:00:00.000,2017-10-25T00:00:00.000,2016
528,529,GINGER,F,2010,Unknown,11216,2014-10-25T00:00:00.000,2018-10-25T00:00:00.000,2016
529,530,CLARA,F,2008,Chihuahua,10014,2014-10-25T00:00:00.000,2017-10-25T00:00:00.000,2016
530,531,TUGBOAT,M,2008,Great Dane,11222,2014-10-25T00:00:00.000,2017-10-25T00:00:00.000,2016
531,532,CLEO,F,2009,English Springer Spaniel,11230,2014-10-25T00:00:00.000,2019-10-25T00:00:00.000,2016
532,533,SHELDON,M,2013,Irish Terrier,10009,2014-10-25T00:00:00.000,2016-10-25T00:00:00.000,2016
533,534,FRANK,M,2014,French Bulldog,10016,2014-10-25T00:00:00.000,2019-10-25T00:00:00.000,2016
534,535,HEFNER,M,2008,Pomeranian,10009,2014-10-25T00:00:00.000,2019-10-25T00:00:00.000,2016
535,536,ROCKY,M,2014,Labrador Retriever Crossbreed,11691,2014-10-25T00:00:00.000,2019-10-25T00:00:00.000,2016
536,537,BUCKET,M,2009,Shih Tzu,10467,2014-10-25T00:00:00.000,2019-11-04T00:00:00.000,2016
537,538,ANDY,F,2011,Unknown,11231,2014-10-25T00:00:00.000,2017-11-23T00:00:00.000,2016
538,539,NEMO,M,2014,Dachshund Smooth Coat Miniature,11214,2014-10-25T00:00:00.000,2017-10-25T00:00:00.000,2016
539,540,TONY,M,2012,Shih Tzu,10016,2014-10-25T00:00:00.000,2019-12-28T00:00:00.000,2016
540,541,FRITZ,F,2008,Chihuahua,11201,2014-10-25T00:00:00.000,2016-10-25T00:00:00.000,2016
541,542,JACOB,M,2011,Maltese,11211,2014-10-25T00:00:00.000,2019-10-25T00:00:00.000,2016
542,543,KYLIE,F,1997,"Poodle, Toy",10011,2014-10-26T00:00:00.000,2017-10-26T00:00:00.000,2016
543,544,MURPHY,M,2008,"Poodle, Miniature",10465,2014-10-26T00:00:00.000,2017-10-26T00:00:00.000,2016
544,545,FISTIKI,M,2009,Cairn Terrier,10003,2014-10-26T00:00:00.000,2019-09-24T00:00:00.000,2016
545,546,TANUKI,F,2008,Unknown,10003,2014-10-26T00:00:00.000,2019-11-15T00:00:00.000,2016
546,547,LILY,F,2011,Unknown,10075,2014-10-26T00:00:00.000,2017-11-03T00:00:00.000,2016
547,548,SAWYER,M,2011,Unknown,10011,2014-10-26T00:00:00.000,2019-11-03T00:00:00.000,2016
548,549,BOOZER,M,2012,Tibetan Terrier,10017,2014-10-26T00:00:00.000,2019-11-22T00:00:00.000,2016
549,550,CHANCE,M,2010,Yorkshire Terrier,11201,2014-10-26T00:00:00.000,2016-11-02T00:00:00.000,2016
550,551,MOJO,M,2010,Doberman Pinscher,10075,2014-10-26T00:00:00.000,2016-09-22T00:00:00.000,2016
551,552,BUSY,F,2007,Chihuahua,11223,2014-10-26T00:00:00.000,2019-10-26T00:00:00.000,2016
552,553,PELUCHE,M,2009,Shih Tzu,10463,2014-10-26T00:00:00.000,2017-10-26T00:00:00.000,2016
553,554,TINO,M,2012,Maltese,10304,2014-10-26T00:00:00.000,2016-09-06T00:00:00.000,2016
554,555,TOUGH,M,2012,Chihuahua,10033,2014-10-26T00:00:00.000,2019-10-26T00:00:00.000,2016
555,556,BROWNIE,M,2010,Chihuahua,11223,2014-10-26T00:00:00.000,2019-10-26T00:00:00.000,2016
556,557,LIBBY,F,2009,Puggle,11215,2014-10-26T00:00:00.000,2017-10-26T00:00:00.000,2016
557,558,COOPER,M,2009,Beagle,10024,2014-10-27T00:00:00.000,2016-10-27T00:00:00.000,2016
558,559,OSCAR,M,2012,Yorkshire Terrier,11222,2014-10-27T00:00:00.000,2016-10-27T00:00:00.000,2016
559,560,LEO,M,2008,Pomeranian,11105,2014-10-27T00:00:00.000,2019-10-27T00:00:00.000,2016
560,561,GORDY,F,2010,Unknown,10460,2014-10-27T00:00:00.000,2016-01-04T00:00:00.000,2016
561,562,DAISY,F,2008,Shih Tzu,11106,2014-10-27T00:00:00.000,2017-11-25T00:00:00.000,2016
562,563,DEEPAK,M,2005,Unknown,11234,2014-10-27T00:00:00.000,2016-09-18T00:00:00.000,2016
563,564,CHARLIE,M,2013,Cavalier King Charles Spaniel,11231,2014-10-27T00:00:00.000,2017-10-27T00:00:00.000,2016
564,565,JOEY,M,2012,Poodle,10024,2014-10-27T00:00:00.000,2016-10-27T00:00:00.000,2016
565,566,CASEY,F,2005,Labrador Retriever,10075,2014-10-27T00:00:00.000,2019-11-23T00:00:00.000,2016
566,567,PAPI,M,2010,Havanese,10282,2014-10-27T00:00:00.000,2017-11-24T00:00:00.000,2016
567,568,INNIS,M,2013,Labrador Retriever,11379,2014-10-27T00:00:00.000,2019-11-15T00:00:00.000,2016
568,569,HAZEL,F,2010,Unknown,11229,2014-10-27T00:00:00.000,2017-11-04T00:00:00.000,2016
569,570,CLEO,F,2006,Maltese,10128,2014-10-27T00:00:00.000,2019-10-27T00:00:00.000,2016
570,571,HENRY,M,2011,Poodle,11222,2014-10-27T00:00:00.000,2016-10-27T00:00:00.000,2016
571,572,SOPHI,F,2007,Labrador Retriever,11201,2014-10-27T00:00:00.000,2016-10-27T00:00:00.000,2016
572,573,HARVEY,F,2012,Cocker Spaniel,11238,2014-10-27T00:00:00.000,2019-11-11T00:00:00.000,2016
573,574,MAGGIE,F,2010,Wheaton Terrier,10025,2014-10-27T00:00:00.000,2019-11-01T00:00:00.000,2016
574,575,PRINCESS,F,2001,Cocker Spaniel,10463,2014-10-27T00:00:00.000,2017-08-30T00:00:00.000,2016
575,576,HALLY,F,2012,German Shepherd Crossbreed,11385,2014-10-28T00:00:00.000,2017-10-28T00:00:00.000,2016
576,577,VALLEY,F,2009,Beagle Crossbreed,10451,2014-10-28T00:00:00.000,2017-10-28T00:00:00.000,2016
577,578,LEE,F,2006,Chow Chow,10028,2014-10-28T00:00:00.000,2016-11-02T00:00:00.000,2016
578,579,CHARLEY,M,2013,Yorkshire Terrier,11220,2014-10-28T00:00:00.000,2017-11-09T00:00:00.000,2016
579,580,ELI,M,2012,Yorkshire Terrier,11423,2014-10-28T00:00:00.000,2019-04-19T00:00:00.000,2016
580,581,TEDDY,M,2004,Labrador Retriever Crossbreed,10312,2014-10-28T00:00:00.000,2016-08-30T00:00:00.000,2016
581,582,CECILY,F,2014,German Shepherd Dog,10460,2014-10-28T00:00:00.000,2016-10-28T00:00:00.000,2016
582,583,MIA,F,2009,Maltese,10312,2014-10-28T00:00:00.000,2017-10-28T00:00:00.000,2016
583,584,BULLY,M,2010,American Pit Bull Terrier/Pit Bull,11419,2014-10-28T00:00:00.000,2016-09-24T00:00:00.000,2016
584,585,RILEY,M,2006,Miniature Pinscher,10306,2014-10-29T00:00:00.000,2016-10-31T00:00:00.000,2016
585,586,LEYLA,F,2013,Yorkshire Terrier,11368,2014-10-29T00:00:00.000,2016-10-29T00:00:00.000,2016
586,587,BUNNY,F,2014,Chihuahua,10013,2014-10-29T00:00:00.000,2017-10-29T00:00:00.000,2016
587,588,SNOWFLAKE,F,2011,Yorkshire Terrier,11354,2014-10-29T00:00:00.000,2019-10-29T00:00:00.000,2016
588,589,SPARKY,M,2005,Tibetan Spaniel,10455,2014-10-29T00:00:00.000,2018-11-29T00:00:00.000,2016
589,590,COCO,M,2005,Labrador Retriever,11692,2014-10-29T00:00:00.000,2017-10-29T00:00:00.000,2016
590,591,BEAN,F,2014,Siberian Husky,10018,2014-10-29T00:00:00.000,2016-10-29T00:00:00.000,2016
591,592,OTIS,F,2011,Labrador Retriever,10010,2014-10-29T00:00:00.000,2016-11-09T00:00:00.000,2016
592,593,BB,M,2005,Unknown,11364,2014-10-30T00:00:00.000,2017-12-28T00:00:00.000,2016
593,594,CHLOE,F,2010,Cavalier King Charles Spaniel,11385,2014-10-30T00:00:00.000,2017-11-21T00:00:00.000,2016
594,595,HITCHCOCK,M,2008,Havanese,11215,2014-10-30T00:00:00.000,2016-01-08T00:00:00.000,2016
595,596,LEO,M,2014,Cavalier King Charles Spaniel,11101,2014-10-30T00:00:00.000,2016-10-30T00:00:00.000,2016
596,597,PRECIOUS,F,2002,Chihuahua,10075,2014-10-30T00:00:00.000,2017-09-29T00:00:00.000,2016
597,598,RUGBY,M,2011,"Bull Dog, English",11102,2014-10-30T00:00:00.000,2016-10-30T00:00:00.000,2016
598,599,LEYLA,F,2006,Beagle,10075,2014-10-30T00:00:00.000,2017-10-01T00:00:00.000,2016
599,600,RUBY,F,2010,Shih Tzu,10310,2014-10-30T00:00:00.000,2016-01-03T00:00:00.000,2016
600,601,OLIVER,M,2012,Unknown,11215,2014-10-30T00:00:00.000,2019-11-20T00:00:00.000,2016
601,602,GRETZKY,M,2012,Unknown,11377,2014-10-30T00:00:00.000,2019-11-12T00:00:00.000,2016
602,603,FELIX,M,2010,Toy Fox Terrier,10014,2014-10-30T00:00:00.000,2017-10-30T00:00:00.000,2016
603,604,KUBRICK,M,2007,Havanese,11215,2014-10-30T00:00:00.000,2016-01-02T00:00:00.000,2016
604,605,FINLEY,F,2012,Australian Shepherd,11201,2014-10-31T00:00:00.000,2017-09-17T00:00:00.000,2016
605,606,SKI,F,2012,American Pit Bull Terrier/Pit Bull,11691,2014-10-31T00:00:00.000,2019-10-31T00:00:00.000,2016
606,607,MILKTEA,M,2010,Bichon Frise,11354,2014-10-31T00:00:00.000,2017-09-15T00:00:00.000,2016
607,608,WINTER,F,2014,Shih Tzu,11233,2014-10-31T00:00:00.000,2016-10-31T00:00:00.000,2016
608,609,LOLA,F,2011,Beagle Crossbreed,11109,2014-10-31T00:00:00.000,2019-11-15T00:00:00.000,2016
609,610,JUNIOR,M,2014,Pekingese,10462,2014-11-01T00:00:00.000,2017-11-01T00:00:00.000,2016
610,611,COOPER,M,2011,Australian Shepherd,11222,2014-11-01T00:00:00.000,2016-11-01T00:00:00.000,2016
611,612,LOLA,F,2012,Portuguese Podengo Pequeno,11201,2014-11-01T00:00:00.000,2016-11-01T00:00:00.000,2016
612,613,KOKO,F,2005,Pomeranian,11205,2014-11-01T00:00:00.000,2016-10-28T00:00:00.000,2016
613,614,ARBY,M,2009,Italian Greyhound,7030,2014-11-01T00:00:00.000,2016-09-08T00:00:00.000,2016
614,615,MIA,F,2012,Shih Tzu,11374,2014-11-01T00:00:00.000,2016-11-01T00:00:00.000,2016
615,616,BELLA,F,2011,Australian Shepherd,11222,2014-11-01T00:00:00.000,2016-11-01T00:00:00.000,2016
616,617,SEBASTIAN,M,2008,"Shar-Pei, Chinese",10036,2014-11-01T00:00:00.000,2016-10-28T00:00:00.000,2016
617,618,GRAZIO,M,2013,Yorkshire Terrier,10019,2014-11-02T00:00:00.000,2016-11-02T00:00:00.000,2016
618,619,CLANCY,M,2010,Cavalier King Charles Spaniel,10013,2014-11-02T00:00:00.000,2017-11-23T00:00:00.000,2016
619,620,SOPHIE,F,2009,Unknown,10016,2014-11-02T00:00:00.000,2017-10-05T00:00:00.000,2016
620,621,FRED,M,2002,Welsh Terrier,11217,2014-11-02T00:00:00.000,2016-11-02T00:00:00.000,2016
621,622,SHADOW,M,2014,Siberian Husky,11361,2014-11-02T00:00:00.000,2017-11-02T00:00:00.000,2016
622,623,RUBY,F,2013,American Pit Bull Mix / Pit Bull Mix,10016,2014-11-02T00:00:00.000,2017-11-02T00:00:00.000,2016
623,624,MO,M,2014,Labrador Retriever,11101,2014-11-02T00:00:00.000,2017-11-02T00:00:00.000,2016
624,625,DAKOTA,F,2011,Labrador Retriever Crossbreed,10307,2014-11-02T00:00:00.000,2018-11-16T00:00:00.000,2016
625,626,CARLY,F,2008,Havanese,10003,2014-11-02T00:00:00.000,2019-11-06T00:00:00.000,2016
626,627,PENELOPE,F,2012,Shih Tzu,10009,2014-11-02T00:00:00.000,2017-11-02T00:00:00.000,2016
627,628,CHARLES,M,2014,Cavalier King Charles Spaniel,10012,2014-11-03T00:00:00.000,2019-11-03T00:00:00.000,2016
628,629,SYNAMIN,F,2006,American Pit Bull Terrier/Pit Bull,11221,2014-11-03T00:00:00.000,2019-11-22T00:00:00.000,2016
629,630,MAX,M,2007,Unknown,10314,2014-11-03T00:00:00.000,2017-11-30T00:00:00.000,2016
630,631,DOBBY,M,2010,Yorkshire Terrier,11223,2014-11-03T00:00:00.000,2017-11-30T00:00:00.000,2016
631,632,RUSTY,M,2008,Miniature Pinscher,11375,2014-11-03T00:00:00.000,2016-11-03T00:00:00.000,2016
632,633,LOIS,F,1997,Chihuahua,10014,2014-11-03T00:00:00.000,2017-10-10T00:00:00.000,2016
633,634,CALLIE,F,2011,American Pit Bull Mix / Pit Bull Mix,10463,2014-11-04T00:00:00.000,2016-11-04T00:00:00.000,2016
634,635,LEGO,M,2013,"Poodle, Toy",11368,2014-11-04T00:00:00.000,2019-11-04T00:00:00.000,2016
635,636,LADY,F,2005,German Shorthaired Pointer,10009,2014-11-04T00:00:00.000,2016-11-04T00:00:00.000,2016
636,637,BUTTERS,M,2013,Beagle,10467,2014-11-04T00:00:00.000,2016-11-04T00:00:00.000,2016
637,638,TOBIAS,M,2003,Dachshund,10310,2014-11-04T00:00:00.000,2019-11-04T00:00:00.000,2016
638,639,KENYA,F,2009,Maltese,11106,2014-11-04T00:00:00.000,2016-11-16T00:00:00.000,2016
639,640,MIMI,F,2009,"Schnauzer, Miniature",11201,2014-11-04T00:00:00.000,2019-11-09T00:00:00.000,2016
640,641,SILVIODANT,M,2006,Yorkshire Terrier,11235,2014-11-04T00:00:00.000,2019-11-29T00:00:00.000,2016
641,642,MAEBEL,F,2007,Labrador Retriever Crossbreed,10011,2014-11-05T00:00:00.000,2017-10-30T00:00:00.000,2016
642,643,MAX,M,2010,Rottweiler,10306,2014-11-05T00:00:00.000,2019-11-03T00:00:00.000,2016
643,644,HERCULES,M,2012,Great Dane,10009,2014-11-05T00:00:00.000,2016-11-05T00:00:00.000,2016
644,645,NALA,F,2012,American Pit Bull Mix / Pit Bull Mix,11358,2014-11-05T00:00:00.000,2019-09-19T00:00:00.000,2016
645,646,BODHI,M,2011,Unknown,11101,2014-11-05T00:00:00.000,2016-09-14T00:00:00.000,2016
646,647,BLUE,F,2012,Unknown,11375,2014-11-05T00:00:00.000,2019-11-06T00:00:00.000,2016
647,648,ANZU,M,2007,Unknown,11215,2014-11-05T00:00:00.000,2019-10-30T00:00:00.000,2016
648,649,THEO,M,2011,Shih Tzu,11234,2014-11-05T00:00:00.000,2017-11-05T00:00:00.000,2016
649,650,NOLA,F,2013,Catahoula Leopard Dog,10016,2014-11-06T00:00:00.000,2016-11-06T00:00:00.000,2016
650,651,FIEVEL,M,2011,Labrador Retriever Crossbreed,10003,2014-11-06T00:00:00.000,2019-11-23T00:00:00.000,2016
651,652,ARKEDENS,M,2008,Tibetan Terrier,10025,2014-11-06T00:00:00.000,2016-09-11T00:00:00.000,2016
652,653,MOLLY,F,2014,Poodle,10009,2014-11-06T00:00:00.000,2019-11-06T00:00:00.000,2016
653,654,TYSON,M,2010,Shetland Sheepdog,10010,2014-11-06T00:00:00.000,2016-09-21T00:00:00.000,2016
654,655,HEIMDALLR,M,2012,German Shepherd Dog,10314,2014-11-06T00:00:00.000,2019-09-27T00:00:00.000,2016
655,656,TAZ,M,2009,Labrador Retriever,10025,2014-11-07T00:00:00.000,2019-11-07T00:00:00.000,2016
656,657,TUCKER,M,2011,Labrador Retriever,10025,2014-11-07T00:00:00.000,2019-11-07T00:00:00.000,2016
657,658,APHRODITE,F,2010,Yorkshire Terrier,10011,2014-11-07T00:00:00.000,2017-11-01T00:00:00.000,2016
658,659,BARNABEE,M,2014,Boxer,11211,2014-11-07T00:00:00.000,2018-11-07T00:00:00.000,2016
659,660,MOOSE,M,2013,Bloodhound,10012,2014-11-07T00:00:00.000,2016-11-07T00:00:00.000,2016
660,661,JASPER,M,2008,Golden Retriever,11238,2014-11-07T00:00:00.000,2016-11-12T00:00:00.000,2016
661,662,DJANGO,F,2002,Unknown,11238,2014-11-07T00:00:00.000,2016-11-12T00:00:00.000,2016
662,663,JACK,M,2014,Rat Terrier,10009,2014-11-07T00:00:00.000,2016-11-07T00:00:00.000,2016
663,664,MORGAN,F,2011,Chihuahua,10016,2014-11-07T00:00:00.000,2019-11-07T00:00:00.000,2016
664,665,FLOUNDER,M,2010,Unknown,10011,2014-11-07T00:00:00.000,2019-09-27T00:00:00.000,2016
665,666,LOLA,F,2011,Unknown,10011,2014-11-07T00:00:00.000,2019-02-15T00:00:00.000,2016
666,667,MILO,M,2007,Labrador Retriever,10471,2014-11-07T00:00:00.000,2019-11-07T00:00:00.000,2016
667,668,PABLO,M,2009,Miniature Pinscher,10033,2014-11-07T00:00:00.000,2016-01-10T00:00:00.000,2016
668,669,POPPY,F,2007,Dachshund,10022,2014-11-08T00:00:00.000,2019-11-08T00:00:00.000,2016
669,670,MILO,M,2012,Australian Cattle Dog,10034,2014-11-08T00:00:00.000,2017-11-08T00:00:00.000,2016
670,671,HERSHEY,M,2013,Cocker Spaniel,10011,2014-11-08T00:00:00.000,2019-11-08T00:00:00.000,2016
671,672,ED,M,2007,American Staffordshire Terrier,11215,2014-11-08T00:00:00.000,2017-11-08T00:00:00.000,2016
672,673,MAGGIE,F,2014,Cocker Spaniel,10032,2014-11-08T00:00:00.000,2016-11-08T00:00:00.000,2016
673,674,PRINCESA,F,2009,Unknown,11373,2014-11-08T00:00:00.000,2016-08-09T00:00:00.000,2016
674,675,BLACE,M,2010,Bernese Mountain Dog,10451,2014-11-09T00:00:00.000,2016-11-09T00:00:00.000,2016
675,676,SOSA,M,2012,American Pit Bull Mix / Pit Bull Mix,10314,2014-11-09T00:00:00.000,2017-11-09T00:00:00.000,2016
676,677,GRACIE,F,2013,Field Spaniel,10465,2014-11-09T00:00:00.000,2019-11-09T00:00:00.000,2016
677,678,MYLO,M,2004,Siberian Husky,11377,2014-11-09T00:00:00.000,2016-11-09T00:00:00.000,2016
678,679,PRESA,F,2011,Unknown,10028,2014-11-09T00:00:00.000,2016-11-09T00:00:00.000,2016
679,680,KIRA,F,2013,Maltese,10075,2014-11-09T00:00:00.000,2019-12-06T00:00:00.000,2016
680,681,OSCAR,M,2007,"Bull Dog, French",10019,2014-11-09T00:00:00.000,2016-10-28T00:00:00.000,2016
681,682,MAC,M,2010,"Collie, Border",10003,2014-11-09T00:00:00.000,2016-11-16T00:00:00.000,2016
682,683,BALDWIN,M,2013,German Shepherd Crossbreed,11233,2014-11-10T00:00:00.000,2019-08-05T00:00:00.000,2016
683,684,CHARLIE,M,2014,Boxer,10022,2014-11-10T00:00:00.000,2019-11-10T00:00:00.000,2016
684,685,CHARLOTTE,F,2002,Australian Kelpie,10022,2014-11-10T00:00:00.000,2016-11-10T00:00:00.000,2016
685,686,CUTIE,F,2012,Jack Russell Terrier,11106,2014-11-10T00:00:00.000,2017-08-13T00:00:00.000,2016
686,687,METCALF,M,2011,American Staffordshire Terrier,10128,2014-11-10T00:00:00.000,2016-11-06T00:00:00.000,2016
687,688,KAYA,F,2008,American Pit Bull Mix / Pit Bull Mix,10301,2014-11-10T00:00:00.000,2017-11-10T00:00:00.000,2016
688,689,SAFFRON,F,2009,Unknown,10018,2014-11-10T00:00:00.000,2016-01-14T00:00:00.000,2016
689,690,BEAT,M,2007,Labrador Retriever,11238,2014-11-10T00:00:00.000,2017-09-04T00:00:00.000,2016
690,691,BRADLEY,M,2009,Parson Russell Terrier,10005,2014-11-11T00:00:00.000,2016-11-11T00:00:00.000,2016
691,692,RINGO,M,2011,Beagle,11103,2014-11-11T00:00:00.000,2019-11-11T00:00:00.000,2016
692,693,HENRY,M,2013,Labrador Retriever,10025,2014-11-11T00:00:00.000,2019-11-11T00:00:00.000,2016
693,694,MIMI,F,2009,Boston Terrier,11225,2014-11-11T00:00:00.000,2016-01-15T00:00:00.000,2016
694,695,ISABELLE,F,2013,Beagle,11104,2014-11-12T00:00:00.000,2019-11-12T00:00:00.000,2016
695,696,CODY,M,2011,American Pit Bull Mix / Pit Bull Mix,10307,2014-11-12T00:00:00.000,2019-11-12T00:00:00.000,2016
696,697,NALA,F,2014,Maltese,10022,2014-11-12T00:00:00.000,2017-11-12T00:00:00.000,2016
697,698,ADALYN,F,2007,Unknown,10036,2014-11-12T00:00:00.000,2017-10-23T00:00:00.000,2016
